liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,Charlotte Independence,auovphw2qu2hb8ksdrln14f3e,H. Acosta,Defender,3,89.0,1.0,10.0,2.0,1.0,6.0,2.0,1.0,,42.0,,3.0,1.0,,3.0,4.0,,3.0,60.0,7.0,3.0,6.0,1.0,,3.0,,30.0,43.0,,2.0,1.0,5.0,1.0,5.0,1.0,10.0,3.0,23.0,1.0,2.0,2.0,27.0,1.0,,8.0,,,33.0,12.0,33.0,11.0,,0.0,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,f3d0x1nyin2vvtsuvbrvkvvqi,J. Amaya,Midfielder,27,9.0,1.0,2.0,,,2.0,2.0,,1.0,6.0,,,,,2.0,,,,12.0,,1.0,4.0,1.0,,1.0,1.0,5.0,7.0,,,1.0,2.0,,,,10.0,,5.0,,,,1.0,,,1.0,,,4.0,1.0,5.0,3.0,,0.0,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,5ipniqriorngkrwjbn63lbomi,G. Barone,Midfielder,21,18.0,1.0,1.0,,,1.0,2.0,,1.0,4.0,,,,,2.0,,,,6.0,1.0,,1.0,1.0,,2.0,1.0,3.0,4.0,,,3.0,,,1.0,,10.0,,,,,,2.0,,,,,,3.0,,3.0,1.0,,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,ablfcyx3mu662t2a1op8vevis,N. Behrmann,Midfielder,26,9.0,1.0,,,,,2.0,,,2.0,,1.0,,,2.0,,,,5.0,1.0,,,1.0,,1.0,,2.0,3.0,,,2.0,,,,,10.0,,,,,,3.0,,,,,,2.0,,3.0,1.0,,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,czghj91buh8kbg7t1ffkfdje2,L. Bellina,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,8gm6yotwnqihxn67u5tx9m2cq,O. Ciss,Midfielder,6,90.0,1.0,11.0,1.0,,9.0,3.0,,2.0,40.0,,4.0,,,4.0,2.0,4.0,1.0,49.0,10.0,2.0,9.0,1.0,4.0,4.0,2.0,26.0,41.0,,1.0,6.0,3.0,,8.0,,10.0,5.0,16.0,1.0,1.0,5.0,21.0,1.0,,,3.0,3.0,29.0,9.0,30.0,12.0,1.0,0.0,0.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,90.0,1.0,12.0,1.0,,12.0,3.0,,,41.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,61.0,1.0,2.0,8.0,1.0,,4.0,,26.0,41.0,1.0,,12.0,6.0,2.0,6.0,,10.0,4.0,16.0,,2.0,1.0,22.0,1.0,12.0,,,,29.0,12.0,29.0,14.0,,0.0,0.0,0.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,21ieu51sk5euvb02y0zedmt7u,S. Dutey,Defender,5,90.0,1.0,10.0,3.0,1.0,4.0,3.0,2.0,1.0,49.0,1.0,5.0,3.0,1.0,4.0,6.0,2.0,5.0,64.0,18.0,3.0,8.0,1.0,1.0,4.0,,35.0,50.0,1.0,1.0,3.0,5.0,2.0,5.0,,10.0,7.0,20.0,,1.0,4.0,32.0,1.0,,6.0,1.0,1.0,39.0,9.0,40.0,11.0,1.0,1.0,0.0,0.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,bu51rg2ezwrqq6l5t1qvyjcnp,M. Ibarra,Midfielder,7,72.0,1.0,5.0,1.0,,1.0,1.0,,,20.0,1.0,,1.0,,2.0,4.0,2.0,1.0,30.0,1.0,,7.0,1.0,1.0,4.0,,15.0,20.0,,1.0,10.0,,,5.0,,10.0,3.0,4.0,1.0,2.0,2.0,8.0,1.0,1.0,,,,15.0,5.0,15.0,10.0,,0.0,0.0,0.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Charlotte Independence,5eifkrsq3vm9rfubcoo9m0nsa,B. Keenan,Midfielder,25,1.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,,,2.0,1.0,,,1.0,,1.0,,10.0,2.0,1.0,,,2.0,,,,,,,,,,3.0,,0.0,0.0,0.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
