liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,9kfn8cp3hpl4echbmh6urs6vp,J. Alas,Midfielder,10,99.0,,33.0,12.0,,12.0,,1.0,14.0,16.0,3.0,5.0,34.0,1.0,,,27.0,,6.0,,8.0,,7.0,5.0,1.0,1.0,2.0,50.0,,2.0,,8.0,10.0,10.0,6.0,1.0,3.0,,8.0,,,3.0,2.0,,,2.0,4.0,27.0,28.0,,,,3.0,2.0,,,6.0,,,,,,,,1.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,9ukxlpvyr4nnr2bkqtrb7ls5x,N. Bonilla,Forward,9,270.0,,41.0,24.0,,18.0,1.0,1.0,22.0,18.0,1.0,12.0,49.0,,8.0,1.0,35.0,3.0,13.0,,3.0,2.0,11.0,5.0,3.0,1.0,3.0,81.0,,3.0,,17.0,8.0,10.0,10.0,1.0,6.0,2.0,24.0,4.0,4.0,1.0,3.0,,,9.0,14.0,28.0,36.0,7.0,2.0,,1.0,14.0,,,8.0,,1.0,,4.0,5.0,9.0,3.0,11.0,,1.0,2.0,1.0,,5.0,,,3.0,,2.0,,,,,,,,,,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,b7s0uzl5uzqqhuhg3ng8lnbvt,K. Carabantes,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,4i0iq31lu0vvjfgk8kqyec72t,D. Cerén,Midfielder,7,270.0,,186.0,32.0,,70.0,1.0,10.0,45.0,94.0,5.0,25.0,199.0,,5.0,,143.0,3.0,35.0,,47.0,2.0,23.0,24.0,3.0,6.0,12.0,239.0,,3.0,,22.0,52.0,10.0,15.0,21.0,9.0,3.0,28.0,1.0,4.0,,3.0,,,10.0,68.0,152.0,164.0,6.0,2.0,,3.0,13.0,2.0,4.0,12.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,11vqsu7sts8o9gfgx2wnmjf11,Ó. Cerén,Midfielder,16,240.0,,83.0,19.0,1.0,42.0,,,40.0,22.0,6.0,20.0,83.0,1.0,3.0,2.0,62.0,,20.0,,11.0,1.0,15.0,9.0,3.0,4.0,6.0,125.0,,3.0,,24.0,31.0,10.0,11.0,1.0,3.0,1.0,29.0,,1.0,1.0,3.0,,,14.0,22.0,63.0,63.0,5.0,2.0,,2.0,18.0,4.0,2.0,10.0,,,1.0,,4.0,,2.0,5.0,2.0,1.0,2.0,,,,,,3.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,9pwxnznkg0t5pjvpm3gc7ic45,R. Domínguez,Defender,3,270.0,,106.0,7.0,,16.0,6.0,11.0,22.0,78.0,4.0,10.0,115.0,,3.0,,89.0,3.0,21.0,,28.0,,12.0,11.0,3.0,,9.0,138.0,,3.0,,11.0,55.0,10.0,8.0,5.0,1.0,3.0,20.0,10.0,4.0,,3.0,,,6.0,25.0,88.0,94.0,9.0,2.0,,3.0,12.0,1.0,5.0,5.0,1.0,1.0,,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,9jh88iupu11byyok11e8v5tqt,A. Flores,Midfielder,14,127.0,,51.0,6.0,1.0,18.0,,3.0,25.0,23.0,2.0,10.0,53.0,2.0,2.0,2.0,37.0,,13.0,,17.0,1.0,14.0,7.0,2.0,1.0,3.0,78.0,4.0,2.0,,15.0,21.0,10.0,9.0,3.0,4.0,1.0,17.0,,,4.0,2.0,4.0,,7.0,9.0,39.0,40.0,2.0,,,1.0,8.0,1.0,,8.0,,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,6ehocwv89dmvvosdmnphcqw2d,D. Coca,Midfielder,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,d5763m7hdsbrg1y65uu5xvowl,X. García,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,El Salvador,3x10zgvdtl3hirzjt2hsa8kph,H. Hernández,Goalkeeper,1,270.0,,24.0,,,6.0,8.0,21.0,21.0,34.0,,,61.0,,,,31.0,3.0,21.0,,12.0,,17.0,16.0,3.0,,4.0,80.0,,3.0,,,36.0,10.0,2.0,9.0,1.0,2.0,2.0,1.0,4.0,,3.0,,,,13.0,18.0,40.0,2.0,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,5.0,27.0,,2.0,3.0,3.0,10.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
