liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,San Jose Earthquakes,6spgs0ji69ggywaoa2sbp5fx1,A. Ampaipitakwong,Midfielder,23.0,12.0,,,,,,7.0,5.0,57.0,64.0,45.0,546.0,151.0,8.0,43.0,317.0,13.0,6.0,9.0,117.0,13.0,13.0,30.0,23.0,36.0,11.0,8.0,205.0,81.0,36.0,9.0,23.0,103.0,96.0,160.0,12.0,0.0,0.0,0.0,7.0,2.0,,3.0,12.0,55.0,27.0,5.0,40.0,7.0,,19.0,,2.0,,1.0,1.0,,,1.0,5.0,45.0,1.0,5.0,,1.0,9.0,2.0,3.0,9.0,6.0,7.0,48.0,7.0,,,12.0,19.0,1.0,,4.0,,,,3.0,,,,,1.0,1.0,2.0,2.0,,3.0,11.0,,8.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,San Jose Earthquakes,eb3mlq9ljfuw8ugqlamroc4b9,N. Attakora,Defender,27.0,12.0,,2.0,,,,3.0,5.0,132.0,43.0,67.0,756.0,199.0,25.0,61.0,452.0,38.0,,17.0,40.0,31.0,4.0,23.0,38.0,50.0,22.0,18.0,306.0,84.0,44.0,2.0,13.0,94.0,27.0,239.0,12.0,0.0,0.0,0.0,10.0,,,,1.0,200.0,1.0,,39.0,12.0,,62.0,,25.0,,,5.0,1.0,,9.0,11.0,49.0,,9.0,7.0,,,1.0,5.0,40.0,57.0,8.0,28.0,17.0,,,1.0,,21.0,,1.0,,,,4.0,,,,,4.0,7.0,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,San Jose Earthquakes,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,30.0,15.0,1.0,2.0,,,,4.0,3.0,134.0,101.0,83.0,1046.0,441.0,15.0,67.0,749.0,30.0,8.0,10.0,272.0,27.0,22.0,37.0,86.0,73.0,15.0,12.0,563.0,189.0,61.0,17.0,34.0,169.0,100.0,480.0,15.0,1.0,0.0,0.0,3.0,4.0,,16.0,17.0,215.0,33.0,5.0,4.0,18.0,,105.0,1.0,14.0,2.0,2.0,5.0,2.0,1.0,10.0,18.0,4.0,6.0,11.0,3.0,3.0,25.0,,9.0,39.0,13.0,12.0,135.0,6.0,,,7.0,19.0,11.0,,3.0,,,,3.0,1.0,,,1.0,4.0,2.0,3.0,2.0,,,13.0,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,San Jose Earthquakes,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,33.0,19.0,,3.0,1.0,1.0,,,2.0,353.0,167.0,193.0,1655.0,444.0,49.0,85.0,1130.0,50.0,4.0,51.0,235.0,47.0,12.0,35.0,103.0,142.0,33.0,27.0,677.0,212.0,79.0,133.0,32.0,323.0,47.0,484.0,19.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,23.0,261.0,23.0,3.0,35.0,22.0,,41.0,,48.0,1.0,1.0,1.0,2.0,,13.0,18.0,45.0,,19.0,3.0,1.0,7.0,4.0,3.0,40.0,55.0,15.0,71.0,6.0,1.0,,12.0,,68.0,,12.0,,57.0,,6.0,,,,3.0,13.0,14.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_MLS,2011,San Jose Earthquakes,cqx2x7351ie20giqha8hd5djp,D. Bingham,Goalkeeper,1.0,1.0,,,,,,,,25.0,14.0,15.0,90.0,1.0,1.0,,62.0,,,15.0,11.0,,,,15.0,,,,27.0,2.0,,,,26.0,86.0,12.0,1.0,0.0,0.0,0.0,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,11.0,1.0,,,,,,,,9.0,,,,,,,,,,,6.0,,1.0,1.0,,,,,,,,,4.0,,,2.0,10.0,11.0,,2.0,4.0,,1.0,,1.0,,,,,
USA_MLS,2011,San Jose Earthquakes,660v06ea5hufw7gw081tsq6s5,B. Burling,Defender,2.0,23.0,,3.0,2.0,1.0,1.0,,,398.0,137.0,206.0,2040.0,469.0,70.0,128.0,1052.0,87.0,1.0,41.0,140.0,52.0,2.0,41.0,99.0,165.0,35.0,28.0,751.0,169.0,79.0,2.0,27.0,296.0,35.0,545.0,23.0,0.0,0.0,0.0,14.0,2.0,,1.0,1.0,405.0,1.0,,48.0,25.0,,130.0,,46.0,,1.0,6.0,3.0,,16.0,21.0,63.0,1.0,23.0,35.0,3.0,5.0,4.0,8.0,76.0,126.0,22.0,54.0,49.0,1.0,,,,47.0,,,,1.0,,7.0,,,,5.0,15.0,23.0,1.0,1.0,,5.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,San Jose Earthquakes,1y1iccpwrzld7smhqac0na311,J. Busch,Goalkeeper,18.0,33.0,,1.0,,,,,,718.0,390.0,445.0,2970.0,91.0,55.0,6.0,1601.0,5.0,,430.0,214.0,5.0,,1.0,362.0,15.0,,,795.0,44.0,5.0,1.0,,627.0,66.0,350.0,33.0,0.0,0.0,0.0,1.0,,,,,136.0,,,16.0,44.0,,33.0,,,,,,4.0,,4.0,36.0,30.0,,33.0,,,1.0,8.0,,259.0,26.0,,,1.0,,,,,316.0,,,,,,,,,,7.0,171.0,,,,,,,,,,,,52.0,30.0,1.0,58.0,300.0,179.0,,55.0,113.0,5.0,16.0,4.0,23.0,,,,,
USA_MLS,2011,San Jose Earthquakes,1l0bvne5nx86m194cr5nsg4wl,B. Convey,Midfielder,11.0,21.0,1.0,5.0,,,,2.0,,377.0,241.0,201.0,1766.0,616.0,38.0,156.0,1345.0,62.0,10.0,63.0,458.0,55.0,49.0,94.0,96.0,138.0,27.0,25.0,882.0,91.0,140.0,101.0,85.0,403.0,45.0,681.0,21.0,1.0,0.0,1.0,9.0,4.0,,8.0,44.0,246.0,78.0,17.0,41.0,28.0,,258.0,,30.0,3.0,10.0,8.0,3.0,,18.0,23.0,51.0,5.0,19.0,7.0,5.0,33.0,5.0,12.0,65.0,27.0,28.0,156.0,16.0,,1.0,23.0,39.0,24.0,,12.0,,30.0,,2.0,,1.0,1.0,4.0,7.0,2.0,2.0,1.0,,,26.0,,10.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,San Jose Earthquakes,8benx4jq6203a8wu7z1zkml79,R. Corrales,Defender,12.0,29.0,2.0,7.0,,,,,6.0,589.0,272.0,293.0,2552.0,953.0,69.0,229.0,2053.0,146.0,10.0,101.0,584.0,129.0,35.0,83.0,164.0,192.0,84.0,68.0,1381.0,174.0,204.0,150.0,75.0,493.0,70.0,1088.0,29.0,1.0,1.0,0.0,8.0,4.0,,23.0,46.0,519.0,48.0,8.0,88.0,36.0,,398.0,2.0,67.0,3.0,14.0,18.0,2.0,2.0,31.0,29.0,104.0,4.0,29.0,17.0,7.0,31.0,7.0,22.0,135.0,72.0,28.0,220.0,25.0,2.0,,15.0,1.0,81.0,2.0,13.0,,38.0,,16.0,1.0,,1.0,5.0,15.0,10.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,San Jose Earthquakes,2aepdttfi222z55nk0p1vxzh1,S. Cronin,Midfielder,4.0,27.0,,6.0,1.0,1.0,,5.0,5.0,322.0,166.0,196.0,1903.0,650.0,46.0,117.0,1230.0,56.0,6.0,55.0,440.0,50.0,17.0,61.0,100.0,141.0,36.0,28.0,984.0,303.0,100.0,5.0,50.0,272.0,23.0,788.0,27.0,0.0,0.0,0.0,11.0,2.0,,11.0,8.0,355.0,16.0,1.0,,33.0,,248.0,,44.0,,4.0,13.0,4.0,,10.0,28.0,,7.0,22.0,6.0,6.0,15.0,5.0,15.0,138.0,27.0,29.0,111.0,17.0,2.0,,7.0,8.0,27.0,,6.0,,,,8.0,,,,3.0,5.0,8.0,2.0,2.0,1.0,,7.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
