liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,6qmzaju2rlnvj46dvycvalrkl,D. Asprilla,Forward,27,4.0,6.0,11.0,55.0,4.0,5.0,27.0,336.0,3.0,15.0,29.0,25.0,61.0,22.0,1.0,26.0,3.0,2.0,,24.0,4.0,20.0,5.0,80.0,54.0,79.0,41.0,3.0,2.0,177.0,10.0,,56.0,80.0,24.0,,27.0,18.0,4.0,49.0,39.0,19.0,55.0,2.0,11.0,,39.0,0.0,0.0,0.0,2.0,,4.0,3.0,1.0,2.0,4.0,4.0,,8.0,4.0,12.0,14.0,12.0,,3.0,6.0,,,1.0,,,,,,,22.0,,,,,1.0,,2.0,,,2.0,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,8u8lde31ao6odpe4xetifykt1,J. Attinella,Goalkeeper,1,2.0,4.0,,23.0,2.0,,3.0,180.0,21.0,,,21.0,21.0,,1.0,15.0,,,,,,14.0,3.0,44.0,14.0,27.0,,6.0,,66.0,,1.0,,,,8.0,,36.0,2.0,60.0,,17.0,15.0,,5.0,,6.0,0.0,0.0,0.0,,10.0,,,,,,,,,,,,,,,,4.0,,,,,15.0,4.0,6.0,11.0,,3.0,,,,,,,,,,,,,,,7.0,,,,,,,,1.0,,,,,,,,2.0,,,2.0,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,8vcytrkvxzki08gxqpulol3hl,B. Bodily,Midfielder,98,2.0,,2.0,6.0,,,3.0,14.0,,,2.0,1.0,3.0,1.0,,1.0,,,,1.0,1.0,2.0,,7.0,6.0,7.0,3.0,,,13.0,,,4.0,5.0,2.0,,2.0,1.0,2.0,8.0,2.0,4.0,6.0,,1.0,,2.0,0.0,0.0,0.0,,,,,,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,2fckiuro6y0tpq9p42vepkgdl,P. Bonilla,Defender,28,1.0,,,1.0,,,1.0,14.0,,,,2.0,4.0,2.0,,3.0,,,,2.0,,1.0,,3.0,1.0,3.0,,1.0,,9.0,2.0,1.0,,2.0,,,,2.0,1.0,1.0,2.0,,1.0,,,,1.0,0.0,0.0,0.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,4jra9m67m4hmmq201rsy79ucp,C. Bravo,Defender,5,4.0,6.0,9.0,137.0,4.0,7.0,71.0,343.0,12.0,7.0,16.0,29.0,51.0,17.0,1.0,24.0,3.0,4.0,1.0,9.0,4.0,38.0,5.0,166.0,135.0,164.0,25.0,9.0,15.0,262.0,3.0,4.0,35.0,44.0,24.0,7.0,19.0,59.0,4.0,45.0,19.0,68.0,130.0,,12.0,,70.0,0.0,0.0,0.0,22.0,7.0,4.0,2.0,7.0,9.0,11.0,4.0,,,3.0,3.0,6.0,6.0,2.0,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,4.0,6.0,9.0,226.0,4.0,9.0,72.0,360.0,12.0,3.0,14.0,25.0,32.0,13.0,1.0,23.0,3.0,6.0,1.0,7.0,5.0,31.0,5.0,251.0,216.0,241.0,19.0,3.0,7.0,295.0,3.0,3.0,29.0,36.0,22.0,13.0,15.0,103.0,4.0,51.0,17.0,109.0,213.0,5.0,54.0,1.0,117.0,0.0,0.0,0.0,1.0,,1.0,,,3.0,3.0,1.0,,1.0,1.0,2.0,4.0,3.0,,,,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,f0vfopaxrv868q0vxmx8pbx05,Y. Chará,Midfielder,23,4.0,6.0,2.0,97.0,4.0,3.0,23.0,329.0,5.0,9.0,11.0,22.0,41.0,17.0,1.0,24.0,2.0,1.0,,5.0,2.0,18.0,5.0,119.0,95.0,117.0,19.0,3.0,2.0,173.0,1.0,2.0,26.0,31.0,26.0,1.0,15.0,44.0,4.0,80.0,12.0,28.0,96.0,5.0,26.0,,70.0,3.0,0.0,1.0,2.0,1.0,5.0,3.0,,3.0,4.0,5.0,,10.0,5.0,6.0,4.0,2.0,,,3.0,,,3.0,2.0,,,,,,21.0,,,3.0,,,1.0,3.0,,,7.0,,1.0,3.0,1.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,2064tn0xmtvyqn799kddgrnpx,S. Clark,Goalkeeper,12,2.0,2.0,,41.0,2.0,,7.0,180.0,12.0,,,12.0,13.0,,,12.0,,,1.0,,,18.0,2.0,53.0,29.0,35.0,,,,74.0,,1.0,,,,14.0,,32.0,2.0,60.0,,30.0,27.0,,14.0,,11.0,0.0,0.0,0.0,,4.0,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,20.0,3.0,5.0,4.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,17,1.0,,,2.0,,,1.0,18.0,1.0,,,1.0,4.0,,,2.0,,,,2.0,,,,3.0,2.0,3.0,2.0,,,6.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,2.0,0.0,0.0,0.0,,,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Portland Timbers,c4vss7v8yi62e13rxxnilsgrt,I. Jome,Defender,15,2.0,,,2.0,,,1.0,3.0,,1.0,,,2.0,,,,,,,1.0,,,,2.0,2.0,2.0,1.0,,,5.0,1.0,,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,,,,1.0,0.0,0.0,0.0,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
