root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,539l4eqlb6uceg4rk9a6n2ehh,K. Appin,Midfielder,0,2.0,,2.0,4.0,18.0,15.0,,3.0,11.0,64.0,97.0,14.0,26.0,10.0,17.0,2.0,27.0,10.0,28.0,12.0,25.0,30.0,47.0,19.0,17.0,155.0,12.0,62.0,,3.0,11.0,40.0,46.0,1.0,3.0,4.0,0.0,17.0,,,,2.0,,,,,3.0,7.0,,,1.0,,1.0,,1.0,,4.0,1.0,,3.0,1.0,,,4.0,,7.0,,1.0,,2.0,,1.0,,2.0,,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,ew81e1r79dnd160uuwyskzaxg,G. Bilon,Forward,0,3.0,1.0,,,,,1.0,2.0,3.0,11.0,16.0,3.0,4.0,10.0,3.0,3.0,6.0,4.0,6.0,8.0,2.0,8.0,8.0,2.0,3.0,55.0,4.0,11.0,,,4.0,7.0,8.0,,1.0,,0.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,4.0,,2.0,3.0,4.0,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,a2yuysqk9ubovci8ynikwdpii,M. Biron,Forward,0,2.0,3.0,2.0,2.0,12.0,12.0,3.0,2.0,11.0,25.0,78.0,6.0,25.0,10.0,13.0,2.0,36.0,7.0,16.0,13.0,5.0,25.0,19.0,3.0,6.0,180.0,7.0,24.0,,2.0,13.0,19.0,18.0,,,5.0,0.0,6.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,11.0,,5.0,,,1.0,7.0,4.0,1.0,4.0,3.0,5.0,2.0,9.0,,14.0,7.0,1.0,5.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,2ew8k7nz9fl7ixzh115cfqtck,T. Cavelan,Midfielder,0,2.0,,1.0,5.0,7.0,7.0,,1.0,7.0,19.0,45.0,2.0,11.0,10.0,10.0,2.0,20.0,3.0,10.0,4.0,10.0,11.0,13.0,3.0,6.0,78.0,3.0,18.0,,1.0,4.0,8.0,13.0,1.0,1.0,,0.0,3.0,,,,1.0,,,,,4.0,5.0,,,,1.0,,1.0,1.0,1.0,,,,,4.0,,,2.0,,2.0,,,,5.0,,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,crenloh45q27bykbk9ps5qor9,Y. Clémentia,Goalkeeper,0,4.0,3.0,4.0,,3.0,1.0,3.0,,37.0,109.0,155.0,,1.0,10.0,42.0,4.0,49.0,18.0,19.0,,84.0,3.0,61.0,42.0,48.0,360.0,,62.0,,,,33.0,37.0,,,1.0,0.0,7.0,14.0,9.0,37.0,6.0,2.0,11.0,,27.0,48.0,28.0,5.0,7.0,4.0,,,,,,2.0,10.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,2.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,iz3bmzorao5cvtslqbard2h,J. Corinus,Defender,0,2.0,2.0,2.0,2.0,8.0,6.0,2.0,6.0,8.0,27.0,66.0,11.0,16.0,10.0,7.0,2.0,22.0,9.0,10.0,11.0,15.0,19.0,15.0,5.0,12.0,152.0,3.0,27.0,,2.0,10.0,14.0,15.0,2.0,2.0,2.0,0.0,,,,,6.0,,,,,1.0,1.0,,,2.0,3.0,1.0,1.0,5.0,,3.0,,14.0,2.0,,1.0,,4.0,,2.0,,,1.0,1.0,,,,1.0,,,1.0,,4.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,49nxcdzfjjtixgctwd7kam63u,M. Crifar,Forward,0,1.0,,,,,,,,2.0,2.0,6.0,,,10.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,,2.0,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,2fvrc1kbl7k48il02ekwiqove,T. De Percin,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,f3v4o4y40sneia39a5ap9d4gl,D. Dussaut,Defender,0,2.0,,2.0,2.0,4.0,3.0,,2.0,5.0,30.0,75.0,9.0,7.0,10.0,13.0,2.0,22.0,11.0,9.0,5.0,12.0,9.0,18.0,10.0,12.0,155.0,7.0,29.0,,2.0,4.0,16.0,17.0,1.0,,1.0,0.0,,,,,3.0,,,,,3.0,2.0,,,5.0,4.0,1.0,1.0,1.0,,2.0,1.0,21.0,1.0,,4.0,1.0,1.0,1.0,,,,,4.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,,1.0,2.0,,,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Martinique,Martinique,enx8fautqn4ru4nr69jaqvlk9,K. Fabien,Midfielder,0,2.0,2.0,2.0,,3.0,3.0,2.0,3.0,7.0,25.0,53.0,5.0,12.0,10.0,9.0,2.0,22.0,7.0,13.0,9.0,8.0,12.0,17.0,4.0,8.0,135.0,7.0,25.0,,,9.0,17.0,17.0,2.0,,1.0,0.0,3.0,,,,,,,,,3.0,,,,1.0,3.0,,1.0,2.0,,,,3.0,,,,,5.0,,2.0,,,,1.0,1.0,1.0,,1.0,,,4.0,,5.0,3.0,3.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
