liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,New England Revolution,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,14,2.0,18.0,,39.0,1.0,,48.0,,,2.0,5.0,9.0,16.0,10.0,,1.0,,1.0,24.0,13.0,15.0,,195.0,8.0,,17.0,,12.0,77.0,14.0,1.0,6.0,10.0,,4.0,9.0,3.0,36.0,3.0,,26.0,10.0,51.0,6.0,,,5.0,,,,1.0,1.0,5.0,,11.0,1.0,3.0,38.0,,1.0,8.0,,9.0,2.0,,1.0,1.0,,,,8.0,3.0,,12.0,0.0,,,,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,24sgu58uugxgy49el075dz21g,E. Bajraktarević,Forward,47,10.0,70.0,9.0,123.0,1.0,9.0,152.0,6.0,1.0,4.0,9.0,31.0,49.0,13.0,,2.0,,6.0,77.0,44.0,60.0,1.0,493.0,27.0,,18.0,,29.0,256.0,59.0,,14.0,38.0,7.0,29.0,8.0,11.0,120.0,8.0,,82.0,13.0,155.0,28.0,6.0,6.0,8.0,3.0,,,6.0,7.0,20.0,,23.0,3.0,10.0,121.0,1.0,5.0,22.0,,32.0,,3.0,4.0,6.0,,,3.0,32.0,10.0,1.0,32.0,0.0,3.0,,6.0,3.0,1.0,,,,,7.0,2.0,,5.0,,,17.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Midfielder,19,28.0,177.0,2.0,450.0,4.0,23.0,514.0,2.0,5.0,14.0,20.0,49.0,164.0,20.0,,19.0,,2.0,114.0,209.0,148.0,14.0,1194.0,15.0,6.0,162.0,,59.0,711.0,69.0,4.0,21.0,86.0,38.0,124.0,5.0,4.0,445.0,17.0,1.0,241.0,20.0,519.0,77.0,3.0,21.0,18.0,1.0,,14.0,15.0,23.0,22.0,,22.0,10.0,29.0,431.0,1.0,15.0,104.0,3.0,71.0,1.0,10.0,2.0,11.0,,,11.0,91.0,22.0,17.0,69.0,0.0,,,,,1.0,,,,1.0,18.0,,,2.0,,,11.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Midfielder,18,8.0,92.0,57.0,403.0,16.0,31.0,472.0,57.0,4.0,3.0,28.0,115.0,37.0,29.0,,11.0,,4.0,175.0,160.0,71.0,10.0,1453.0,41.0,11.0,192.0,,61.0,724.0,142.0,1.0,7.0,51.0,14.0,107.0,13.0,10.0,397.0,25.0,1.0,262.0,29.0,478.0,38.0,20.0,7.0,26.0,8.0,1.0,10.0,18.0,6.0,15.0,2.0,98.0,13.0,21.0,392.0,2.0,16.0,79.0,4.0,33.0,1.0,14.0,7.0,11.0,,,21.0,41.0,17.0,7.0,75.0,0.0,19.0,,4.0,,,,,,2.0,17.0,17.0,1.0,6.0,2.0,2.0,11.0,,,,1.0,2.0,,9.0,2.0,,2.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,anysxg2z6niqapc5m3f4tzims,J. Bolma,Forward,16,,2.0,,22.0,,,23.0,,,,,,4.0,1.0,,1.0,,1.0,1.0,17.0,2.0,,26.0,,,13.0,,,26.0,4.0,,,,2.0,2.0,1.0,1.0,22.0,,,5.0,1.0,23.0,2.0,,2.0,,,,,,,,,85.0,,,21.0,,,2.0,,,,1.0,,,,,1.0,2.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,akz1nwcvnrtkelhxy7m5f14yy,D. Borrero,Midfielder,11,4.0,55.0,21.0,141.0,3.0,11.0,178.0,19.0,,,10.0,53.0,33.0,8.0,,9.0,,5.0,98.0,46.0,53.0,3.0,516.0,28.0,1.0,71.0,1.0,33.0,315.0,42.0,,9.0,25.0,7.0,34.0,1.0,12.0,139.0,2.0,,103.0,8.0,180.0,30.0,5.0,4.0,2.0,3.0,,6.0,2.0,2.0,16.0,,10.0,4.0,2.0,132.0,1.0,7.0,32.0,,23.0,,6.0,4.0,6.0,,,7.0,30.0,7.0,3.0,39.0,2.0,8.0,,2.0,2.0,,2.0,,,1.0,14.0,8.0,1.0,7.0,,,10.0,1.0,1.0,,1.0,,,5.0,2.0,1.0,6.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,1o1kg75fknvi3w3kgunvnc4id,G. Bou,Forward,7,13.0,129.0,44.0,328.0,6.0,24.0,394.0,34.0,13.0,6.0,19.0,136.0,74.0,21.0,,26.0,,20.0,231.0,83.0,111.0,9.0,1438.0,81.0,3.0,155.0,2.0,95.0,748.0,113.0,,12.0,77.0,13.0,94.0,5.0,44.0,288.0,18.0,1.0,258.0,21.0,436.0,46.0,16.0,8.0,19.0,5.0,,10.0,12.0,7.0,42.0,,56.0,11.0,18.0,302.0,2.0,16.0,51.0,1.0,65.0,1.0,13.0,17.0,10.0,1.0,,26.0,52.0,16.0,5.0,108.0,4.0,13.0,1.0,20.0,7.0,2.0,3.0,,,4.0,21.0,11.0,,24.0,4.0,4.0,19.0,,3.0,1.0,7.0,4.0,3.0,7.0,8.0,,2.0,1.0,5.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,6865o0b7hs8xp6shc84dacidw,N. Buck,Midfielder,29,25.0,223.0,8.0,731.0,5.0,42.0,844.0,8.0,,6.0,30.0,100.0,241.0,27.0,,41.0,,7.0,201.0,299.0,199.0,20.0,1918.0,24.0,19.0,183.0,2.0,106.0,1183.0,192.0,4.0,33.0,101.0,55.0,245.0,5.0,13.0,717.0,28.0,2.0,435.0,27.0,861.0,116.0,1.0,33.0,33.0,8.0,3.0,23.0,18.0,21.0,26.0,1.0,49.0,18.0,24.0,690.0,3.0,22.0,99.0,6.0,83.0,5.0,24.0,6.0,9.0,,,17.0,122.0,38.0,22.0,130.0,1.0,3.0,,1.0,,1.0,1.0,,,1.0,28.0,3.0,1.0,6.0,,,12.0,,2.0,,1.0,1.0,,15.0,3.0,,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,25pwi3q1y4tx1in9425eyln56,B. Bye,Defender,15,12.0,152.0,65.0,552.0,142.0,52.0,724.0,65.0,3.0,32.0,26.0,194.0,263.0,19.0,,26.0,,8.0,321.0,258.0,94.0,20.0,1665.0,32.0,55.0,21.0,,138.0,1211.0,156.0,1.0,12.0,67.0,27.0,299.0,,10.0,538.0,18.0,6.0,306.0,19.0,739.0,53.0,14.0,18.0,20.0,21.0,2.0,11.0,26.0,10.0,22.0,23.0,51.0,18.0,58.0,526.0,2.0,19.0,82.0,9.0,41.0,2.0,49.0,1.0,1.0,,,18.0,85.0,58.0,9.0,187.0,0.0,12.0,,,,,1.0,,,1.0,14.0,12.0,1.0,2.0,1.0,,12.0,,,,2.0,1.0,,2.0,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,isauuse3yqdwymvfne6ci385,Nico Campuzano,Goalkeeper,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,3s5k43ngpwa66vj4ypvcdu8a2,T. Chancalay,Forward,5,22.0,133.0,24.0,318.0,2.0,25.0,383.0,22.0,2.0,3.0,,82.0,56.0,13.0,,23.0,,16.0,164.0,127.0,121.0,3.0,1029.0,34.0,5.0,157.0,,56.0,637.0,116.0,3.0,10.0,72.0,18.0,63.0,1.0,30.0,309.0,18.0,,197.0,13.0,392.0,58.0,14.0,11.0,19.0,1.0,,10.0,9.0,11.0,25.0,,81.0,,12.0,295.0,1.0,12.0,46.0,,63.0,1.0,18.0,16.0,6.0,,,8.0,61.0,16.0,7.0,74.0,0.0,6.0,,5.0,2.0,3.0,3.0,,,5.0,30.0,5.0,,14.0,,1.0,13.0,,1.0,,6.0,,1.0,6.0,6.0,,5.0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,35mgbjlnao8d0s85peht48rf9,E. Edwards,Goalkeeper,36,,5.0,,210.0,,,177.0,,,2.0,,84.0,48.0,11.0,35.0,76.0,136.0,,111.0,163.0,2.0,,990.0,,6.0,54.0,,2.0,436.0,,2.0,,2.0,1.0,214.0,,,120.0,14.0,1.0,47.0,11.0,316.0,1.0,,,16.0,28.0,5.0,,1.0,,,,52.0,,3.0,134.0,,11.0,102.0,,1.0,2.0,104.0,,,,106.0,,3.0,22.0,1.0,106.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,,34.0,17.0,,,,7.0,2.0,1.0,,,,2.0,,,,,
USA_MLS,2023,New England Revolution,1zs83jkejm70g1uzm1i71puqd,A. Farrell,Defender,88,13.0,122.0,9.0,934.0,27.0,25.0,1045.0,9.0,,13.0,19.0,109.0,402.0,25.0,,85.0,,2.0,184.0,609.0,92.0,27.0,2105.0,9.0,72.0,171.0,,79.0,1365.0,60.0,2.0,14.0,59.0,30.0,451.0,2.0,3.0,899.0,29.0,3.0,328.0,25.0,1084.0,50.0,4.0,19.0,34.0,24.0,7.0,11.0,17.0,7.0,11.0,2.0,36.0,10.0,30.0,849.0,3.0,23.0,150.0,24.0,42.0,5.0,71.0,,2.0,2.0,,6.0,63.0,50.0,11.0,150.0,0.0,3.0,,,,,,,,1.0,6.0,3.0,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
USA_MLS,2023,New England Revolution,5lfpx5azm0hzx5kiqmnjtkfkl,Carles Gil,Midfielder,10,9.0,295.0,145.0,1438.0,16.0,40.0,1608.0,57.0,1.0,1.0,19.0,379.0,530.0,34.0,,162.0,,24.0,580.0,423.0,290.0,16.0,2731.0,94.0,4.0,338.0,2.0,215.0,2419.0,284.0,7.0,78.0,109.0,23.0,558.0,3.0,55.0,1348.0,33.0,6.0,1061.0,34.0,1710.0,185.0,23.0,20.0,37.0,1.0,1.0,11.0,4.0,3.0,75.0,1.0,100.0,10.0,5.0,1276.0,2.0,31.0,173.0,1.0,105.0,4.0,57.0,24.0,5.0,,,90.0,186.0,38.0,3.0,272.0,0.0,46.0,2.0,120.0,64.0,4.0,3.0,,,24.0,84.0,14.0,7.0,31.0,8.0,27.0,48.0,,1.0,2.0,7.0,8.0,13.0,36.0,11.0,,10.0,4.0,4.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New England Revolution,48lml5m8b3r23vndb0my5opn9,Nacho Gil,Midfielder,23,9.0,68.0,13.0,158.0,7.0,12.0,184.0,13.0,1.0,3.0,,34.0,68.0,10.0,,4.0,,3.0,73.0,58.0,59.0,4.0,546.0,21.0,2.0,33.0,1.0,29.0,299.0,44.0,2.0,14.0,33.0,10.0,43.0,2.0,4.0,154.0,10.0,,104.0,10.0,188.0,32.0,9.0,7.0,11.0,,1.0,2.0,6.0,3.0,14.0,,47.0,,9.0,154.0,,8.0,20.0,1.0,27.0,1.0,1.0,,8.0,,,6.0,35.0,9.0,3.0,30.0,0.0,4.0,,1.0,,,,,,1.0,8.0,4.0,,1.0,2.0,,9.0,,1.0,,,2.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
