root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,23,1.0,3.0,1.0,,11.0,6.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,31.0,1.0,20.0,,1.0,3.0,1.0,1.0,3.0,18.0,18.0,,45.0,1.0,4.0,9.0,16.0,18.0,10.0,,,3.0,1.0,,,2.0,2.0,,3.0,,,1.0,3.0,0.0,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,26,9.0,23.0,5.0,4.0,40.0,35.0,4.0,43.0,3.0,2.0,3.0,12.0,2.0,166.0,3.0,111.0,6.0,2.0,8.0,1.0,2.0,13.0,99.0,110.0,4.0,180.0,7.0,16.0,58.0,98.0,95.0,10.0,3.0,9.0,17.0,4.0,2.0,4.0,42.0,12.0,4.0,14.0,13.0,2.0,2.0,10.0,0.0,6.0,,1.0,,,1.0,,,1.0,,1.0,,7.0,,1.0,2.0,4.0,,1.0,,1.0,2.0,1.0,0.0,2.0,,1.0,1.0,,6.0,,,,,,,,,,,,2.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,8,7.0,30.0,4.0,7.0,19.0,16.0,5.0,28.0,3.0,,2.0,10.0,1.0,108.0,1.0,74.0,6.0,2.0,14.0,5.0,2.0,21.0,65.0,74.0,4.0,151.0,1.0,7.0,37.0,65.0,62.0,10.0,5.0,10.0,24.0,3.0,2.0,3.0,27.0,9.0,5.0,5.0,14.0,2.0,2.0,16.0,0.0,1.0,,,,,,,,3.0,,4.0,,5.0,,1.0,2.0,,,,,1.0,,,,,,2.0,4.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,3t9kuhh4ohrmfzxj6onjl6oh6,C. Baltazar,Midfielder,22,,5.0,,,1.0,1.0,,1.0,,,,1.0,,7.0,,2.0,,,2.0,,1.0,1.0,2.0,2.0,,16.0,,,1.0,2.0,2.0,10.0,,3.0,5.0,,,,,,,,3.0,,1.0,2.0,0.0,,,,,,,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,28,1.0,9.0,3.0,,1.0,5.0,,1.0,2.0,1.0,,1.0,1.0,19.0,2.0,7.0,3.0,,4.0,,2.0,1.0,6.0,7.0,1.0,46.0,1.0,3.0,5.0,6.0,5.0,10.0,,2.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,2.0,6.0,0.0,,,,,,,1.0,,2.0,,2.0,,2.0,,2.0,1.0,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,ev3y77sf3a39805ri26547g0l,Gustavo Ferrareis,Forward,2,6.0,16.0,5.0,3.0,4.0,20.0,,27.0,3.0,,1.0,7.0,4.0,108.0,4.0,63.0,2.0,1.0,8.0,1.0,2.0,21.0,56.0,63.0,,119.0,6.0,20.0,32.0,56.0,53.0,10.0,1.0,6.0,14.0,5.0,2.0,3.0,18.0,7.0,4.0,12.0,6.0,2.0,2.0,10.0,0.0,5.0,,2.0,,,,,,1.0,,2.0,,3.0,1.0,2.0,,2.0,,,,4.0,3.0,,,2.0,1.0,2.0,2.0,,5.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,9a1doja0m3boh2ulxbkr8euad,M. Fraga,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,6646netoh3opicft01pbbh0ph,L. García,Forward,18,3.0,3.0,,1.0,1.0,9.0,2.0,11.0,,1.0,1.0,3.0,1.0,28.0,1.0,18.0,,1.0,2.0,,1.0,8.0,14.0,18.0,,61.0,2.0,4.0,3.0,14.0,12.0,10.0,1.0,1.0,3.0,,,2.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,d7i99kko5b6rcy5u3q0zuyt7u,E. García,Forward,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,4hlc9noo008xoxrf5sgrm02d,P. González,Midfielder,6,,1.0,1.0,,1.0,,,4.0,,,,,,10.0,,8.0,1.0,,,,1.0,7.0,8.0,8.0,,29.0,,,4.0,8.0,7.0,10.0,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,7t9rfxl5a56l1jrjcvlvkd0yc,J. Gómez,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,1qqjy9919v5jlwusuc40hq63u,A. Herrera,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,ayf9qlg0cuws3p7houo5vtrrp,F. Mancuello,Midfielder,10,10.0,9.0,5.0,2.0,30.0,29.0,4.0,47.0,3.0,1.0,6.0,11.0,3.0,160.0,3.0,126.0,2.0,2.0,3.0,1.0,2.0,48.0,110.0,122.0,,180.0,,17.0,73.0,106.0,102.0,10.0,1.0,4.0,7.0,1.0,2.0,8.0,31.0,16.0,1.0,24.0,4.0,1.0,2.0,5.0,1.0,12.0,,,,,,,5.0,1.0,13.0,1.0,7.0,,,7.0,,1.0,,,,2.0,10.0,,,,,1.0,1.0,,3.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,be02zvjpnx5bjyu6absr8745x,G. Martínez,Forward,15,7.0,26.0,4.0,1.0,13.0,17.0,1.0,15.0,3.0,1.0,1.0,5.0,1.0,70.0,2.0,44.0,10.0,2.0,10.0,1.0,2.0,12.0,36.0,38.0,9.0,152.0,1.0,12.0,21.0,31.0,34.0,10.0,1.0,6.0,16.0,5.0,1.0,2.0,7.0,8.0,2.0,7.0,15.0,,2.0,11.0,0.0,,,,,1.0,,1.0,,6.0,,3.0,,7.0,,3.0,,,,,,1.0,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,e4xoirirp29zgd39c6jej31n8,S. Olmedo,Defender,3,2.0,12.0,2.0,3.0,18.0,6.0,2.0,48.0,,,4.0,7.0,,89.0,1.0,66.0,4.0,1.0,3.0,2.0,2.0,28.0,60.0,64.0,2.0,117.0,,2.0,12.0,58.0,57.0,10.0,2.0,5.0,8.0,1.0,2.0,3.0,18.0,6.0,6.0,4.0,7.0,,2.0,5.0,0.0,,,,,,,,,1.0,,3.0,,,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,2.0,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,c08v1databfx5whg8nx05f2sp,E. Orona,Midfielder,4,2.0,2.0,1.0,,8.0,3.0,2.0,16.0,1.0,,1.0,1.0,1.0,24.0,,21.0,1.0,1.0,,,1.0,9.0,18.0,20.0,1.0,45.0,,,2.0,17.0,18.0,10.0,,1.0,1.0,,,,4.0,3.0,,1.0,2.0,,1.0,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,9erfjmiopz507g18313ap2tey,Á. Robles,Midfielder,19,3.0,10.0,4.0,2.0,5.0,10.0,,9.0,3.0,1.0,1.0,3.0,2.0,53.0,1.0,33.0,2.0,2.0,5.0,1.0,2.0,11.0,29.0,33.0,1.0,145.0,1.0,13.0,20.0,29.0,28.0,10.0,1.0,3.0,8.0,3.0,1.0,1.0,4.0,4.0,,6.0,4.0,2.0,2.0,6.0,0.0,2.0,,,,,,,,1.0,,2.0,,3.0,1.0,2.0,,,1.0,,,,,,,2.0,,1.0,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Puebla,Club_Puebla,4ot1kgzs0v5ts34byfq3qket,J. Rodríguez,Goalkeeper,30,,2.0,5.0,,16.0,6.0,,51.0,3.0,,5.0,15.0,,82.0,,59.0,2.0,2.0,,,2.0,24.0,54.0,36.0,2.0,180.0,,,3.0,32.0,44.0,10.0,,,,,,10.0,19.0,5.0,4.0,5.0,2.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,9.0,10.0,1.0,2.0,27.0,1.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,
