liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,Los Angeles Galaxy,db3o3miwqano3idonlsceaead,C. Clark,Midfielder,11.0,11.0,,,,,,7.0,4.0,10.0,,334.0,7.0,3.0,,,110.0,6.0,27.0,,59.0,3.0,3.0,,1.0,3.0,65.0,23.0,9.0,27.0,112.0,3.0,3.0,77.0,2.0,2.0,30.0,49.0,2.0,34.0,4.0,,14.0,4.0,6.0,199.0,11.0,,37.0,,28.0,24.0,20.0,2.0,5.0,,6.0,2.0,3.0,42.0,2.0,3.0,10.0,,,,19.0,8.0,80.0,82.0,5.0,,1.0,,2.0,9.0,22.0,,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,5xtxvjnkpkli6hb5vilbsraad,G. Cochrane,Defender,35.0,12.0,,,,,,3.0,,26.0,,848.0,54.0,9.0,1.0,,278.0,4.0,43.0,10.0,127.0,23.0,32.0,4.0,4.0,19.0,158.0,88.0,20.0,45.0,282.0,,6.0,197.0,11.0,4.0,77.0,97.0,7.0,85.0,1.0,14.0,40.0,9.0,18.0,533.0,12.0,3.0,45.0,,133.0,56.0,35.0,,8.0,10.0,4.0,5.0,3.0,69.0,47.0,15.0,26.0,,,,15.0,9.0,201.0,205.0,24.0,3.0,1.0,,1.0,17.0,34.0,3.0,18.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,8lc21lthe9drp5375h6dzi5sl,L. Courtois,Midfielder,15.0,12.0,1.0,1.0,,,,9.0,3.0,21.0,1.0,357.0,10.0,9.0,,,121.0,6.0,27.0,6.0,85.0,3.0,3.0,8.0,1.0,3.0,75.0,23.0,7.0,23.0,128.0,5.0,10.0,98.0,1.0,12.0,26.0,33.0,7.0,42.0,3.0,2.0,20.0,3.0,9.0,246.0,12.0,,44.0,1.0,39.0,59.0,26.0,4.0,4.0,4.0,9.0,,4.0,47.0,2.0,2.0,25.0,1.0,,1.0,18.0,29.0,95.0,102.0,3.0,,,1.0,1.0,5.0,21.0,2.0,5.0,26.0,,2.0,10.0,1.0,3.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,1cbprd4jnz8psqchenjln1gid,C. Cudicini,Goalkeeper,1.0,21.0,,2.0,,,,,,,,1890.0,,,57.0,,241.0,,,,55.0,90.0,125.0,,4.0,,215.0,142.0,1.0,16.0,338.0,,,106.0,23.0,,141.0,34.0,,111.0,,,216.0,21.0,30.0,670.0,21.0,,6.0,,269.0,47.0,7.0,,91.0,,2.0,2.0,,8.0,21.0,27.0,,,,,1.0,35.0,157.0,197.0,2.0,7.0,,,,,1.0,1.0,,5.0,,,,,,,,,,41.0,192.0,7.0,20.0,9.0,19.0,3.0,80.0,,,,,,,15.0,2.0,1.0,1.0,,2.0,1.0,1.0,,
USA_MLS,2013,Los Angeles Galaxy,5xe2u24yitsgsf4lufmk2f105,A. DeLaGarza,Defender,20.0,30.0,,3.0,,,,2.0,5.0,15.0,,2445.0,72.0,4.0,18.0,,957.0,6.0,82.0,6.0,312.0,58.0,49.0,,6.0,21.0,272.0,502.0,48.0,123.0,980.0,22.0,2.0,710.0,27.0,1.0,172.0,221.0,9.0,146.0,1.0,14.0,129.0,28.0,41.0,1425.0,30.0,11.0,116.0,,410.0,47.0,106.0,1.0,98.0,6.0,22.0,34.0,,171.0,144.0,33.0,15.0,,,,44.0,267.0,787.0,808.0,55.0,9.0,,,,40.0,65.0,8.0,61.0,72.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,1la0mgoklq9od5vgcoqhxdiol,L. Donovan,Midfielder,10.0,24.0,10.0,1.0,,,,1.0,1.0,41.0,6.0,2084.0,24.0,123.0,2.0,7.0,883.0,30.0,207.0,47.0,556.0,7.0,19.0,17.0,4.0,15.0,449.0,193.0,23.0,198.0,919.0,27.0,28.0,650.0,25.0,37.0,217.0,202.0,62.0,332.0,8.0,1.0,117.0,23.0,26.0,1407.0,24.0,2.0,161.0,4.0,219.0,97.0,91.0,20.0,52.0,15.0,30.0,10.0,17.0,186.0,6.0,29.0,141.0,,,7.0,80.0,291.0,679.0,702.0,25.0,9.0,20.0,7.0,15.0,16.0,95.0,7.0,17.0,81.0,,29.0,126.0,,86.0,,6.0,2.0,,,,,,,,,,3.0,,13.0,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,arp2ie3ahk9w5svhm3t3xkl3p,T. Dunivant,Defender,2.0,27.0,,2.0,,,,,2.0,55.0,,2438.0,216.0,9.0,18.0,,1146.0,12.0,102.0,7.0,525.0,58.0,78.0,4.0,2.0,26.0,525.0,344.0,60.0,230.0,1170.0,19.0,4.0,792.0,23.0,7.0,308.0,402.0,15.0,298.0,1.0,90.0,128.0,27.0,65.0,1869.0,27.0,6.0,122.0,,603.0,58.0,120.0,3.0,70.0,7.0,13.0,43.0,5.0,191.0,113.0,25.0,55.0,,,1.0,45.0,63.0,841.0,862.0,69.0,11.0,,2.0,2.0,44.0,71.0,16.0,62.0,77.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,emwrx80ilu9sjb5ailgvny5sl,S. Franklin,Defender,5.0,35.0,2.0,3.0,,,,4.0,2.0,81.0,1.0,2946.0,243.0,36.0,16.0,2.0,1368.0,24.0,233.0,23.0,718.0,56.0,51.0,10.0,5.0,54.0,543.0,429.0,68.0,211.0,1386.0,31.0,8.0,1069.0,30.0,14.0,262.0,66.0,29.0,286.0,4.0,63.0,201.0,31.0,57.0,2241.0,35.0,2.0,179.0,1.0,579.0,53.0,164.0,4.0,55.0,23.0,24.0,64.0,12.0,297.0,116.0,35.0,81.0,1.0,1.0,3.0,79.0,508.0,1110.0,1124.0,118.0,13.0,3.0,3.0,6.0,47.0,133.0,21.0,62.0,100.0,,,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,ckos8fb7mf25htjurkxg1nt91,R. Garcia,Midfielder,25.0,10.0,,1.0,,,,9.0,1.0,1.0,,229.0,,6.0,1.0,,104.0,1.0,9.0,,52.0,2.0,3.0,,,3.0,28.0,35.0,5.0,14.0,104.0,5.0,,74.0,2.0,1.0,17.0,37.0,1.0,13.0,,,13.0,1.0,5.0,135.0,10.0,,21.0,,30.0,82.0,12.0,1.0,13.0,,5.0,2.0,,26.0,5.0,2.0,1.0,,,,11.0,28.0,87.0,87.0,5.0,,,,,3.0,14.0,2.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Los Angeles Galaxy,439dxtw2yke2r2g1pd48cf26t,B. Gaul,Defender,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
