liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,North Carolina FC,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,9,18.0,41.0,116.0,597.0,31.0,14.0,48.0,3.0,30.0,116.0,15.0,53.0,6.0,64.0,154.0,90.0,206.0,40.0,2089.0,51.0,196.0,2.0,105.0,22.0,53.0,180.0,30.0,17.0,19.0,220.0,10.0,94.0,59.0,38.0,128.0,69.0,259.0,132.0,4.0,71.0,3.0,17.0,6.0,6.0,44.0,3.0,5.0,34.0,1.0,14.0,3.0,14.0,48.0,24.0,23.0,9.0,38.0,11.0,4.0,152.0,,12.0,71.0,,36.0,,1.0,13.0,6.0,,13.0,29.0,,,1.0,2.0,3.0,2.0,8.0,21.0,,19.0,,35.0,9.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,Defender,42,29.0,303.0,133.0,1573.0,60.0,65.0,167.0,25.0,31.0,636.0,25.0,362.0,2.0,231.0,159.0,133.0,266.0,39.0,2423.0,310.0,872.0,50.0,158.0,21.0,51.0,867.0,31.0,28.0,33.0,465.0,10.0,352.0,172.0,146.0,613.0,233.0,317.0,641.0,1.0,75.0,14.0,8.0,5.0,38.0,33.0,5.0,59.0,37.0,35.0,56.0,6.0,56.0,22.0,29.0,21.0,54.0,26.0,40.0,28.0,82.0,1.0,5.0,22.0,2.0,12.0,11.0,3.0,9.0,6.0,,5.0,47.0,,,,5.0,1.0,9.0,1.0,3.0,113.0,18.0,4.0,10.0,3.0,2.0,1.0,,14.0,,3.0,,1.0,14.0,1.0,,,,,,,,,,,27.0,,,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2024,North Carolina FC,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,Forward,16,13.0,193.0,70.0,1002.0,31.0,15.0,174.0,3.0,34.0,495.0,38.0,118.0,12.0,188.0,139.0,63.0,133.0,14.0,1873.0,225.0,687.0,6.0,101.0,8.0,107.0,683.0,34.0,30.0,33.0,308.0,10.0,310.0,156.0,83.0,472.0,173.0,240.0,499.0,2.0,46.0,4.0,15.0,35.0,9.0,170.0,4.0,32.0,15.0,5.0,12.0,5.0,17.0,36.0,22.0,13.0,32.0,69.0,12.0,27.0,76.0,,5.0,37.0,,19.0,3.0,5.0,9.0,4.0,,7.0,16.0,,,2.0,3.0,1.0,1.0,1.0,3.0,7.0,34.0,2.0,18.0,5.0,2.0,,,2.0,1.0,5.0,15.0,,1.0,5.0,1.0,1.0,,,,,,5.0,3.0,2.0,,,5.0,,,,,,,,,,,1.0,,,,1.0
USA_USL_Championship,2024,North Carolina FC,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,7,6.0,546.0,65.0,1493.0,27.0,47.0,86.0,16.0,23.0,797.0,76.0,361.0,1.0,243.0,114.0,98.0,163.0,51.0,2036.0,536.0,1092.0,92.0,174.0,29.0,125.0,1030.0,23.0,21.0,25.0,323.0,10.0,303.0,120.0,102.0,790.0,153.0,288.0,849.0,0.0,15.0,,1.0,,27.0,109.0,,123.0,7.0,77.0,2.0,,2.0,40.0,22.0,4.0,92.0,49.0,31.0,59.0,24.0,,,4.0,1.0,3.0,17.0,2.0,3.0,11.0,1.0,,11.0,1.0,1.0,,4.0,,9.0,,2.0,35.0,6.0,12.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,42.0,,,1.0,,,,,,1.0,,1.0,,,,,,
USA_USL_Championship,2024,North Carolina FC,2jxho5va9q638vkklji2n8cx6,S. Brewer,Defender,28,8.0,175.0,29.0,695.0,21.0,17.0,117.0,6.0,30.0,346.0,11.0,49.0,20.0,88.0,37.0,32.0,61.0,9.0,1116.0,112.0,435.0,32.0,43.0,4.0,19.0,434.0,30.0,9.0,12.0,171.0,10.0,182.0,59.0,54.0,333.0,75.0,80.0,347.0,0.0,19.0,10.0,4.0,,11.0,157.0,,29.0,11.0,22.0,25.0,,25.0,9.0,10.0,5.0,38.0,8.0,11.0,14.0,25.0,,1.0,4.0,,2.0,2.0,1.0,1.0,2.0,,1.0,7.0,,,,3.0,,2.0,1.0,,43.0,11.0,1.0,2.0,0.0,1.0,,,2.0,,,,,10.0,1.0,,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,608d9yxcn99up33girsspyaga,A. Carrera,Goalkeeper,13,,83.0,,156.0,,,,,4.0,68.0,,35.0,,35.0,,1.0,1.0,,360.0,60.0,129.0,6.0,1.0,,,93.0,4.0,5.0,5.0,35.0,10.0,11.0,1.0,33.0,78.0,21.0,1.0,94.0,0.0,,,,,,34.0,,34.0,,16.0,,,,1.0,4.0,,14.0,,,16.0,,,,,,,5.0,,,,19.0,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,,2.0,,,,,,,,4.0,1.0,,,2.0,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,6u93ok0drr4byri2lu5g6rq0a,E. Conway,Forward,7,22.0,96.0,103.0,769.0,33.0,27.0,114.0,5.0,31.0,263.0,50.0,81.0,8.0,127.0,174.0,71.0,174.0,21.0,2185.0,121.0,406.0,8.0,121.0,13.0,121.0,390.0,31.0,24.0,30.0,258.0,10.0,188.0,119.0,47.0,269.0,106.0,295.0,279.0,3.0,68.0,5.0,10.0,26.0,7.0,90.0,3.0,8.0,25.0,3.0,5.0,3.0,5.0,29.0,23.0,21.0,26.0,71.0,22.0,10.0,109.0,,10.0,53.0,,24.0,1.0,3.0,16.0,3.0,,12.0,15.0,,,2.0,6.0,1.0,3.0,1.0,3.0,1.0,15.0,,29.0,6.0,6.0,1.0,,2.0,1.0,7.0,5.0,4.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,9tknltys66s9j8ljchwu5efv9,P. Craig,Defender,5,9.0,855.0,55.0,1893.0,18.0,44.0,73.0,15.0,33.0,1226.0,97.0,304.0,1.0,268.0,130.0,68.0,123.0,35.0,2852.0,686.0,1557.0,108.0,165.0,18.0,172.0,1483.0,33.0,38.0,44.0,299.0,10.0,434.0,140.0,112.0,1191.0,179.0,295.0,1289.0,1.0,11.0,,3.0,1.0,25.0,494.0,,128.0,5.0,77.0,,,,12.0,32.0,3.0,89.0,75.0,29.0,98.0,46.0,,3.0,13.0,,10.0,25.0,4.0,7.0,10.0,2.0,3.0,13.0,2.0,,,6.0,,11.0,1.0,5.0,2.0,11.0,22.0,3.0,3.0,0.0,,,1.0,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,3.0,1.0,,,,,,,
USA_USL_Championship,2024,North Carolina FC,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,Defender,20,13.0,756.0,48.0,1503.0,25.0,54.0,33.0,17.0,31.0,927.0,90.0,380.0,4.0,197.0,109.0,71.0,119.0,35.0,2402.0,410.0,1168.0,102.0,161.0,18.0,151.0,1120.0,31.0,22.0,29.0,226.0,10.0,215.0,112.0,114.0,913.0,114.0,270.0,971.0,0.0,5.0,,5.0,,40.0,345.0,,85.0,3.0,51.0,,,,15.0,27.0,3.0,83.0,61.0,37.0,58.0,22.0,,,10.0,,6.0,13.0,1.0,4.0,5.0,10.0,,2.0,10.0,1.0,,7.0,,11.0,,1.0,2.0,3.0,29.0,4.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,411grh3cytippnnanb767qvsa,Rafa Mentzingen,Midfielder,14,28.0,274.0,87.0,1487.0,66.0,55.0,216.0,13.0,32.0,605.0,35.0,56.0,4.0,199.0,125.0,142.0,229.0,22.0,2485.0,243.0,808.0,50.0,177.0,13.0,73.0,804.0,32.0,36.0,40.0,391.0,10.0,355.0,154.0,105.0,577.0,200.0,302.0,609.0,1.0,48.0,20.0,13.0,4.0,21.0,293.0,4.0,45.0,33.0,30.0,56.0,5.0,57.0,50.0,28.0,23.0,56.0,38.0,42.0,32.0,69.0,,5.0,34.0,,21.0,8.0,5.0,13.0,8.0,,5.0,39.0,,,,4.0,1.0,7.0,4.0,2.0,108.0,29.0,2.0,13.0,5.0,0.0,1.0,,11.0,1.0,1.0,2.0,,20.0,,1.0,,,,,,,,,,34.0,1.0,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,7i7ysz3j5bhwh0vzmijx1hgwl,A. Fitzgerald,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,3,17.0,229.0,52.0,1073.0,40.0,27.0,161.0,11.0,21.0,482.0,16.0,167.0,1.0,139.0,72.0,61.0,113.0,25.0,1775.0,265.0,625.0,29.0,77.0,17.0,36.0,620.0,21.0,26.0,32.0,284.0,10.0,279.0,81.0,84.0,460.0,173.0,149.0,486.0,0.0,20.0,22.0,3.0,2.0,12.0,32.0,1.0,58.0,15.0,35.0,80.0,1.0,80.0,20.0,20.0,17.0,46.0,20.0,16.0,26.0,14.0,,,5.0,,3.0,8.0,2.0,4.0,3.0,,,15.0,,,,6.0,,4.0,,2.0,112.0,15.0,4.0,2.0,,,,,3.0,,,1.0,,22.0,,,,,,,,,,,,32.0,,,,,,,,,,1.0,,,,,,,
USA_USL_Championship,2024,North Carolina FC,abmg1ps5i7uo3p08vpnvqdr6x,J. Hayes,Midfielder,6,1.0,65.0,16.0,234.0,7.0,12.0,39.0,5.0,15.0,156.0,6.0,43.0,11.0,18.0,20.0,26.0,42.0,11.0,338.0,57.0,181.0,1.0,32.0,6.0,10.0,173.0,15.0,1.0,3.0,28.0,10.0,99.0,15.0,18.0,156.0,13.0,52.0,163.0,0.0,4.0,1.0,4.0,3.0,1.0,42.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,13.0,4.0,1.0,6.0,4.0,7.0,7.0,5.0,,,2.0,,2.0,,,1.0,,,,3.0,,,,2.0,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,aaweq565g0lsjr5bfb6m7phxw,X. Holloway,Defender,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,bbyv14qwisul4jsmv1zmrlfro,K. Lumsden,Midfielder,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,North Carolina FC,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,Midfielder,15,16.0,622.0,84.0,1873.0,34.0,40.0,190.0,18.0,33.0,1082.0,15.0,371.0,2.0,200.0,102.0,73.0,157.0,34.0,2777.0,406.0,1348.0,35.0,88.0,19.0,33.0,1268.0,33.0,38.0,44.0,410.0,10.0,562.0,109.0,128.0,1049.0,200.0,190.0,1148.0,0.0,26.0,36.0,3.0,8.0,33.0,381.0,7.0,91.0,10.0,53.0,11.0,7.0,61.0,25.0,31.0,13.0,61.0,18.0,22.0,99.0,9.0,,1.0,10.0,,4.0,14.0,5.0,1.0,7.0,1.0,3.0,8.0,1.0,2.0,2.0,6.0,,10.0,2.0,,64.0,36.0,12.0,6.0,0.0,3.0,,,,,1.0,6.0,,7.0,2.0,,2.0,,,,,,65.0,36.0,27.0,91.0,,1.0,,,,,,,,2.0,,,,,,,
USA_USL_Championship,2024,North Carolina FC,4t3akio43zpg7pyr3dtmoipnu,J. Malou,Defender,4,13.0,410.0,32.0,960.0,20.0,25.0,49.0,5.0,22.0,645.0,29.0,117.0,5.0,102.0,48.0,46.0,78.0,21.0,1405.0,324.0,771.0,38.0,75.0,13.0,45.0,745.0,22.0,19.0,22.0,122.0,10.0,259.0,64.0,46.0,638.0,68.0,123.0,669.0,1.0,2.0,,5.0,,11.0,281.0,,38.0,1.0,24.0,1.0,,1.0,20.0,17.0,1.0,35.0,16.0,20.0,31.0,16.0,1.0,2.0,15.0,1.0,10.0,7.0,4.0,1.0,4.0,,2.0,1.0,,,,3.0,,3.0,,2.0,13.0,5.0,10.0,5.0,0.0,2.0,,,,,,1.0,2.0,,,,1.0,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,,
