liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,c165dd86nqnfxqqt4m66ul7u1,P. Piñeiro,Defender,17,363.0,1.0,5.0,10.0,5.0,1.0,1.0,13.0,4.0,15.0,,,,57.0,13.0,61.0,29.0,1.0,121.0,,,,2.0,,28.0,32.0,,,,,,,40.0,1.0,17.0,,1.0,3.0,11.0,1.0,44.0,19.0,7.0,18.0,5.0,2.0,29.0,16.0,1.0,16.0,,10.0,5.0,16.0,24.0,11.0,3.0,1.0,3.0,26.0,,3.0,,14.0,5.0,15.0,2.0,10.0,,1.0,1.0,,,1.0,1.0,12.0,2.0,,,5.0,4.0,1.0,2.0,,,,,,,,8.0,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,90uelm390cpf7c2atmry7zkdl,O. Pérez,Midfielder,16,246.0,,3.0,10.0,3.0,,2.0,10.0,3.0,10.0,,,,49.0,9.0,49.0,32.0,5.0,87.0,2.0,1.0,,17.0,,36.0,36.0,,,,,,,16.0,1.0,,,,13.0,7.0,4.0,28.0,27.0,9.0,6.0,1.0,1.0,13.0,3.0,,10.0,,10.0,2.0,4.0,21.0,10.0,4.0,,4.0,22.0,,1.0,,11.0,4.0,12.0,5.0,10.0,,1.0,1.0,,,2.0,,1.0,1.0,,,4.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,Defender,13,450.0,,5.0,10.0,5.0,,,16.0,5.0,18.0,,1.0,,66.0,9.0,68.0,33.0,1.0,156.0,2.0,1.0,,14.0,1.0,40.0,41.0,,,,,,1.0,41.0,1.0,21.0,,,10.0,12.0,,48.0,32.0,9.0,15.0,4.0,2.0,27.0,3.0,1.0,15.0,,15.0,5.0,13.0,31.0,18.0,8.0,5.0,3.0,34.0,,1.0,,15.0,7.0,16.0,2.0,16.0,,3.0,1.0,,,,2.0,12.0,3.0,,,5.0,3.0,1.0,8.0,,,,,,,,11.0,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,duz30g913qdk4m4bgydk87rvt,J. Marcos,Midfielder,6,200.0,2.0,4.0,10.0,4.0,1.0,,10.0,2.0,10.0,,,,47.0,15.0,47.0,29.0,,69.0,,,,14.0,,32.0,32.0,,,,1.0,1.0,,20.0,,,1.0,,4.0,5.0,,22.0,17.0,3.0,10.0,5.0,1.0,15.0,9.0,,11.0,1.0,6.0,1.0,4.0,16.0,10.0,3.0,4.0,,19.0,,,,8.0,,9.0,3.0,8.0,,,1.0,,,,2.0,2.0,3.0,,,4.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,j3jw8lch0nf8nb63zyb0cbft,R. Roldan,Forward,7,145.0,2.0,3.0,10.0,3.0,1.0,1.0,3.0,1.0,3.0,,,,8.0,6.0,9.0,6.0,,22.0,2.0,,,1.0,,5.0,6.0,,,,,,,3.0,2.0,1.0,,,3.0,2.0,,10.0,,1.0,1.0,2.0,1.0,3.0,2.0,,3.0,,,,2.0,6.0,3.0,,1.0,2.0,6.0,,2.0,1.0,3.0,,3.0,1.0,3.0,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,468tyx9h3cop16kzc5nklqnzd,Y. Romero,Forward,9,211.0,1.0,4.0,10.0,4.0,,2.0,10.0,3.0,10.0,,1.0,,30.0,7.0,38.0,26.0,4.0,50.0,6.0,2.0,1.0,9.0,1.0,22.0,27.0,1.0,,,,,,9.0,,,3.0,,14.0,1.0,2.0,16.0,20.0,1.0,10.0,,,11.0,6.0,,10.0,,6.0,,1.0,5.0,3.0,1.0,1.0,1.0,10.0,1.0,,,3.0,1.0,7.0,,2.0,,,4.0,,,,1.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,26541l5aocezddfy5pge1f8bt,R. Rosette,Midfielder,11,406.0,,5.0,10.0,5.0,,2.0,14.0,5.0,16.0,,,,44.0,16.0,45.0,31.0,,88.0,1.0,,1.0,2.0,,30.0,31.0,1.0,2.0,1.0,,,,13.0,4.0,4.0,,1.0,8.0,4.0,,38.0,17.0,1.0,10.0,5.0,2.0,14.0,22.0,,15.0,,8.0,3.0,4.0,29.0,8.0,,4.0,4.0,34.0,,5.0,1.0,23.0,1.0,26.0,,6.0,,1.0,3.0,,,,2.0,,5.0,,,2.0,4.0,,2.0,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,77oampof3ua3vgirpau3da50p,B. Savigne,Forward,10,450.0,,5.0,10.0,5.0,,,16.0,5.0,18.0,,3.0,3.0,37.0,16.0,47.0,34.0,4.0,84.0,8.0,4.0,,14.0,3.0,27.0,35.0,,,,,,,7.0,2.0,1.0,,,20.0,2.0,,31.0,19.0,1.0,10.0,2.0,2.0,12.0,6.0,1.0,10.0,,5.0,5.0,5.0,16.0,8.0,1.0,5.0,3.0,21.0,,3.0,,8.0,,13.0,1.0,8.0,,4.0,5.0,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,6adaalrsl9aw59zs2vwox152h,C. Turca,Defender,2,51.0,2.0,2.0,10.0,2.0,,,3.0,,3.0,,,,12.0,,12.0,8.0,,17.0,,,,4.0,,9.0,9.0,,,,,,,4.0,,,,,3.0,1.0,,4.0,9.0,3.0,2.0,2.0,,3.0,1.0,,,,3.0,,3.0,7.0,3.0,1.0,,1.0,7.0,,,,4.0,2.0,4.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Cuba Under 17,7yp1692lx9v4nb7b0cir5v2sp,J. Vega,Midfielder,18,189.0,1.0,3.0,10.0,3.0,,2.0,3.0,2.0,3.0,,,,23.0,1.0,23.0,19.0,,34.0,,,,11.0,,19.0,19.0,,,,,,,3.0,,,,,6.0,1.0,,7.0,18.0,2.0,3.0,3.0,1.0,4.0,3.0,,1.0,,4.0,,3.0,11.0,5.0,,2.0,2.0,13.0,,,,6.0,2.0,8.0,,5.0,,,2.0,,,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
