liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Tacoma Defiance,ele211kdmv943iesjw4fp5rs9,S. Abdul-Salaam,Defender,12,3.0,270.0,23.0,137.0,30.0,41.0,,6.0,2.0,3.0,36.0,78.0,,13.0,1.0,138.0,1.0,5.0,116.0,4.0,3.0,19.0,14.0,5.0,12.0,28.0,3.0,1.0,10.0,206.0,3.0,,,18.0,39.0,6.0,10.0,13.0,3.0,3.0,2.0,26.0,9.0,4.0,3.0,3.0,10.0,55.0,118.0,119.0,8.0,,13.0,5.0,8.0,,2.0,,,1.0,,3.0,,,,,,,4.0,,,1.0,,,5.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,
USA_USL_Championship,2019,Tacoma Defiance,3p7l8nat5o6ry2pmm8hgfnmui,J. Atencio,Midfielder,84,5.0,2076.0,7.0,1205.0,146.0,386.0,3.0,105.0,5.0,36.0,285.0,624.0,59.0,126.0,3.0,1241.0,15.0,6.0,921.0,48.0,7.0,231.0,350.0,8.0,154.0,121.0,23.0,31.0,82.0,1565.0,25.0,6.0,15.0,130.0,398.0,13.0,10.0,110.0,89.0,13.0,1.0,198.0,55.0,57.0,5.0,25.0,52.0,347.0,977.0,1010.0,68.0,32.0,88.0,26.0,78.0,2.0,4.0,9.0,1.0,2.0,,47.0,22.0,9.0,,3.0,,3.0,,1.0,,2.0,,,32.0,,,,1.0,27.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,10.0,1.0,0.0,1.0,
USA_USL_Championship,2019,Tacoma Defiance,7vgltok5i59csbj4tr104bqw9,A. Berkolds,Defender,71,1.0,1898.0,6.0,1097.0,84.0,258.0,4.0,102.0,7.0,45.0,245.0,656.0,36.0,121.0,3.0,1135.0,19.0,4.0,848.0,44.0,7.0,223.0,329.0,5.0,129.0,120.0,22.0,19.0,95.0,1445.0,23.0,6.0,23.0,92.0,506.0,16.0,10.0,131.0,64.0,13.0,2.0,216.0,127.0,53.0,1.0,23.0,40.0,216.0,881.0,912.0,124.0,24.0,85.0,26.0,52.0,1.0,1.0,11.0,,,2.0,50.0,6.0,9.0,,2.0,,1.0,1.0,,,,,2.0,79.0,,,,1.0,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,11.0,,,0.0,
USA_USL_Championship,2019,Tacoma Defiance,dut4jl28mnzev74hm4pc9s2j9,W. Bruin,Forward,17,,90.0,,24.0,6.0,16.0,,,2.0,1.0,13.0,5.0,1.0,5.0,1.0,26.0,,2.0,21.0,1.0,4.0,5.0,9.0,3.0,4.0,2.0,1.0,2.0,1.0,46.0,1.0,,,12.0,7.0,6.0,10.0,10.0,,2.0,3.0,18.0,,1.0,,1.0,7.0,4.0,19.0,21.0,6.0,1.0,8.0,1.0,5.0,,2.0,,1.0,,,,1.0,,,,,,,,,2.0,,,5.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,1.0,
USA_USL_Championship,2019,Tacoma Defiance,7v9ftrz7nxwd2hohv30usnvca,A. Brummett,Forward,51,,125.0,,10.0,4.0,6.0,,,,4.0,7.0,7.0,,1.0,,14.0,1.0,,13.0,3.0,1.0,1.0,4.0,,1.0,3.0,1.0,1.0,,31.0,2.0,1.0,,8.0,3.0,1.0,10.0,5.0,,5.0,1.0,13.0,1.0,3.0,,2.0,4.0,3.0,9.0,13.0,5.0,,8.0,,4.0,1.0,2.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,
USA_USL_Championship,2019,Tacoma Defiance,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,Defender,98,12.0,1560.0,66.0,604.0,125.0,260.0,3.0,41.0,1.0,28.0,226.0,208.0,27.0,104.0,1.0,611.0,19.0,18.0,433.0,30.0,5.0,145.0,91.0,15.0,112.0,81.0,18.0,22.0,49.0,924.0,22.0,9.0,7.0,120.0,208.0,23.0,10.0,66.0,33.0,10.0,10.0,159.0,29.0,36.0,16.0,22.0,65.0,187.0,459.0,466.0,39.0,20.0,93.0,21.0,55.0,4.0,14.0,4.0,,10.0,2.0,22.0,10.0,6.0,,8.0,,6.0,18.0,6.0,,4.0,,2.0,11.0,,4.0,,,7.0,,1.0,2.0,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,21.0,,,0.0,
USA_USL_Championship,2019,Tacoma Defiance,8t08t0apxw269hv16vhxaycbt,H. Bwana,Midfielder,70,2.0,476.0,10.0,190.0,56.0,98.0,,4.0,3.0,4.0,90.0,47.0,5.0,47.0,1.0,193.0,,19.0,135.0,12.0,8.0,51.0,53.0,8.0,53.0,22.0,6.0,18.0,10.0,303.0,6.0,,,53.0,41.0,26.0,10.0,30.0,7.0,5.0,10.0,58.0,1.0,15.0,12.0,6.0,24.0,43.0,141.0,142.0,5.0,2.0,28.0,3.0,29.0,,6.0,,1.0,3.0,3.0,,10.0,3.0,,4.0,2.0,4.0,,11.0,,5.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,3.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,0.0,
USA_USL_Championship,2019,Tacoma Defiance,4pvzci644zwid3yddruz3l0id,J. Campbell,Defender,3,,1080.0,3.0,710.0,41.0,131.0,1.0,69.0,3.0,29.0,151.0,461.0,10.0,67.0,3.0,728.0,10.0,3.0,520.0,29.0,4.0,136.0,186.0,2.0,71.0,70.0,12.0,10.0,65.0,873.0,12.0,5.0,16.0,39.0,292.0,6.0,10.0,52.0,72.0,5.0,,103.0,56.0,33.0,,12.0,22.0,209.0,577.0,592.0,64.0,6.0,51.0,17.0,17.0,,,7.0,,,,26.0,,4.0,,,,,,,,1.0,,,35.0,,,1.0,1.0,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,
USA_USL_Championship,2019,Tacoma Defiance,bdrs643l8uzj01plxa25wncdm,J. Castro,Goalkeeper,67,,135.0,,19.0,,3.0,,15.0,,,18.0,15.0,1.0,1.0,,34.0,,,12.0,3.0,,16.0,4.0,,9.0,11.0,2.0,,7.0,51.0,2.0,,,1.0,22.0,,10.0,3.0,6.0,1.0,,3.0,1.0,4.0,,2.0,,8.0,12.0,18.0,2.0,1.0,,,1.0,,,,,,,9.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,1.0,,,1.0,1.0,1.0,3.0,,,3.0,,,,,,,,,,,,0.0,8.0
USA_USL_Championship,2019,Tacoma Defiance,7gi5lm8v10m3ivddvn8qqzk2y,J. Daley,Midfielder,89,5.0,1664.0,11.0,912.0,151.0,428.0,9.0,84.0,5.0,22.0,274.0,359.0,51.0,125.0,3.0,990.0,48.0,11.0,719.0,37.0,8.0,209.0,246.0,23.0,167.0,161.0,20.0,50.0,57.0,1327.0,24.0,29.0,5.0,215.0,367.0,15.0,10.0,117.0,62.0,50.0,7.0,248.0,26.0,43.0,15.0,24.0,109.0,226.0,713.0,781.0,33.0,29.0,131.0,27.0,106.0,4.0,8.0,8.0,2.0,7.0,6.0,39.0,29.0,6.0,,10.0,1.0,5.0,1.0,10.0,2.0,3.0,3.0,4.0,11.0,1.0,7.0,1.0,2.0,22.0,1.0,,3.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,18.0,1.0,1.0,0.0,
