liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Los Angeles FC,1ulponxwggurn592nk3rqcfs9,E. Atuesta,Midfielder,20,37.0,7.0,315.0,764.0,13.0,134.0,26.0,,24.0,77.0,47.0,64.0,8.0,29.0,13.0,454.0,26.0,5.0,14.0,447.0,32.0,31.0,4.0,7.0,46.0,22.0,183.0,61.0,16.0,1202.0,13.0,1397.0,195.0,35.0,,41.0,39.0,147.0,34.0,468.0,175.0,15.0,5.0,,268.0,1934.0,14.0,42.0,94.0,40.0,24.0,,121.0,28.0,237.0,19.0,31.0,30.0,140.0,43.0,28.0,5.0,1.0,1349.0,313.0,43.0,2340.0,1108.0,392.0,1157.0,164.0,8.0,,1.0,2.0,9.0,1.0,2.0,19.0,5.0,2.0,4.0,20.0,,2.0,1.0,42.0,,1.0,5.0,2.0,11.0,2.0,70.0,11.0,2.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
USA_MLS,2024,Los Angeles FC,4x8eu2y112ini9hx6b72bh46i,E. Berumen,Defender,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Los Angeles FC,399pgumsrvtb9kcx58vw5cmlm,M. Bogusz,Midfielder,19,41.0,7.0,308.0,680.0,12.0,144.0,36.0,,20.0,88.0,30.0,80.0,24.0,72.0,5.0,247.0,35.0,,42.0,258.0,29.0,36.0,8.0,1.0,44.0,24.0,341.0,24.0,32.0,907.0,15.0,1075.0,168.0,33.0,,39.0,41.0,153.0,45.0,281.0,174.0,30.0,1.0,,278.0,1689.0,2.0,11.0,37.0,122.0,9.0,,125.0,37.0,223.0,9.0,36.0,54.0,134.0,48.0,21.0,1.0,1.0,1020.0,229.0,69.0,2997.0,870.0,420.0,855.0,114.0,9.0,,5.0,8.0,8.0,5.0,12.0,23.0,1.0,4.0,16.0,44.0,,9.0,7.0,52.0,,3.0,7.0,2.0,19.0,5.0,105.0,38.0,9.0,7.0,10.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,2.0
USA_MLS,2024,Los Angeles FC,m8clu51iu7443ig9q6vn6fbo,L. Bombino,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Los Angeles FC,9bsl9l00l69qc7odmqzez5xp1,D. Bouanga,Forward,99,98.0,4.0,517.0,433.0,13.0,167.0,34.0,,12.0,88.0,60.0,217.0,36.0,131.0,14.0,172.0,34.0,1.0,63.0,262.0,25.0,36.0,8.0,,37.0,25.0,202.0,20.0,67.0,529.0,16.0,716.0,187.0,25.0,,69.0,35.0,287.0,44.0,117.0,325.0,68.0,9.0,,457.0,1683.0,6.0,10.0,28.0,329.0,26.0,,170.0,161.0,250.0,22.0,36.0,21.0,192.0,52.0,38.0,2.0,1.0,698.0,80.0,49.0,3127.0,501.0,653.0,513.0,141.0,10.0,1.0,9.0,9.0,4.0,3.0,19.0,18.0,1.0,2.0,21.0,14.0,9.0,18.0,7.0,15.0,8.0,3.0,6.0,8.0,7.0,32.0,35.0,73.0,12.0,9.0,16.0,,,,,,,,3.0,,5.0,,,,,,,,,,,,1.0,,,
USA_MLS,2024,Los Angeles FC,21pcsi974pxn7yx4uf5w6sphw,O. Campos,Defender,2,15.0,1.0,153.0,296.0,31.0,87.0,15.0,,13.0,39.0,30.0,24.0,1.0,7.0,95.0,231.0,17.0,1.0,2.0,271.0,7.0,27.0,11.0,11.0,25.0,12.0,158.0,38.0,30.0,553.0,13.0,678.0,125.0,45.0,,34.0,26.0,58.0,22.0,270.0,74.0,5.0,4.0,,123.0,1076.0,21.0,30.0,29.0,35.0,12.0,,65.0,16.0,119.0,14.0,27.0,13.0,79.0,14.0,16.0,10.0,1.0,665.0,18.0,28.0,1608.0,524.0,223.0,540.0,65.0,7.0,18.0,0.0,2.0,1.0,,,1.0,1.0,,,2.0,,,1.0,9.0,,,,,7.0,4.0,13.0,13.0,,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Los Angeles FC,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,25,5.0,6.0,127.0,218.0,95.0,49.0,17.0,17.0,5.0,,64.0,4.0,3.0,15.0,2.0,270.0,19.0,27.0,3.0,343.0,5.0,27.0,1.0,13.0,24.0,19.0,49.0,63.0,,974.0,15.0,1086.0,112.0,51.0,1.0,13.0,10.0,25.0,24.0,757.0,46.0,12.0,6.0,,63.0,1335.0,39.0,29.0,58.0,22.0,9.0,17.0,38.0,,61.0,43.0,27.0,1.0,81.0,13.0,21.0,8.0,,1031.0,424.0,3.0,1661.0,916.0,123.0,923.0,63.0,7.0,,0.0,2.0,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2024,Los Angeles FC,er0xm9k5zv8kcvcy7bnwp086i,E. Dueñas,Defender,18,6.0,3.0,67.0,95.0,4.0,15.0,4.0,,5.0,,5.0,15.0,1.0,,,48.0,4.0,,,47.0,9.0,14.0,,1.0,13.0,8.0,34.0,3.0,,149.0,11.0,167.0,18.0,6.0,,5.0,8.0,35.0,6.0,54.0,38.0,,,,62.0,246.0,,9.0,1.0,7.0,1.0,,27.0,6.0,12.0,2.0,14.0,,29.0,13.0,3.0,10.0,,165.0,38.0,7.0,380.0,148.0,43.0,147.0,27.0,2.0,,0.0,,,,,3.0,1.0,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,Los Angeles FC,6mm2h3x9hmyea3bu2wt80uo7o,M. Evans,Midfielder,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Los Angeles FC,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,Forward,9,2.0,,101.0,76.0,9.0,51.0,10.0,,1.0,2.0,64.0,8.0,2.0,14.0,,33.0,10.0,1.0,2.0,39.0,5.0,14.0,,,5.0,4.0,72.0,,2.0,136.0,10.0,187.0,51.0,15.0,,14.0,15.0,17.0,12.0,60.0,50.0,12.0,1.0,,37.0,299.0,,2.0,1.0,36.0,6.0,,20.0,2.0,38.0,31.0,14.0,,51.0,6.0,33.0,4.0,,166.0,43.0,10.0,852.0,135.0,79.0,115.0,11.0,2.0,,0.0,1.0,,,,20.0,1.0,,,,,,,,,3.0,,1.0,9.0,,,3.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
