root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,ez5qi7ygxfxcf4dk7c3dy70lx,A. Abelinti,Forward,9,2.0,129.0,,43.0,2.0,13.0,30.0,,,3.0,23.0,6.0,1.0,9.0,45.0,5.0,36.0,2.0,9.0,16.0,2.0,8.0,,3.0,2.0,3.0,70.0,3.0,2.0,19.0,10.0,10.0,12.0,,6.0,28.0,,2.0,2.0,3.0,13.0,6.0,35.0,36.0,9.0,,1.0,16.0,,6.0,1.0,,8.0,,,,1.0,,2.0,2.0,,1.0,2.0,,,8.0,1.0,,4.0,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,4wg86dzfjmct1d13bngpunskq,I. Baal,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,4fg9782f08hchiwpnh92rxgid,L. Baal,Midfielder,10,,270.0,,141.0,,11.0,60.0,2.0,2.0,,23.0,64.0,10.0,15.0,141.0,6.0,119.0,5.0,17.0,61.0,2.0,10.0,,18.0,3.0,7.0,179.0,3.0,3.0,27.0,39.0,10.0,18.0,5.0,6.0,33.0,4.0,7.0,,3.0,15.0,30.0,124.0,124.0,6.0,1.0,7.0,15.0,9.0,12.0,,,3.0,,,1.0,2.0,2.0,1.0,1.0,,,4.0,,,1.0,,,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,dpl5m66fi4moteuftl4ha0atx,Ludovic Baal,Midfielder,23,4.0,151.0,2.0,121.0,2.0,16.0,75.0,,3.0,2.0,33.0,38.0,2.0,10.0,125.0,1.0,105.0,1.0,13.0,33.0,4.0,19.0,,9.0,2.0,,163.0,2.0,,18.0,37.0,10.0,10.0,7.0,3.0,23.0,,1.0,6.0,2.0,11.0,39.0,108.0,112.0,5.0,1.0,2.0,13.0,1.0,7.0,,,3.0,,1.0,,3.0,,3.0,3.0,,1.0,5.0,1.0,,3.0,2.0,,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,ewp046iel9mkzis30z9k4sg5x,R. Contout,Forward,11,8.0,164.0,1.0,41.0,2.0,11.0,21.0,,,8.0,27.0,17.0,3.0,4.0,41.0,3.0,36.0,4.0,4.0,3.0,1.0,10.0,1.0,3.0,2.0,2.0,77.0,3.0,2.0,17.0,5.0,10.0,9.0,1.0,3.0,28.0,,5.0,8.0,3.0,11.0,22.0,37.0,37.0,11.0,,2.0,19.0,1.0,6.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,5.0,1.0,,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,4hfq330zohrryz1rnividyh9l,S. Dutard,Forward,21,,110.0,1.0,23.0,,9.0,13.0,,,5.0,15.0,5.0,1.0,7.0,25.0,1.0,18.0,3.0,7.0,7.0,1.0,5.0,,3.0,1.0,2.0,41.0,3.0,1.0,8.0,3.0,10.0,5.0,,2.0,15.0,,5.0,,3.0,5.0,6.0,17.0,18.0,7.0,,1.0,10.0,1.0,3.0,2.0,,1.0,,,,,2.0,,1.0,,2.0,3.0,,,3.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,bznrrh1xjwp3q1dipr5n3a4lx,M. Edwige,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,7wl0dmog84cmkule8rf3upvbp,R. Evens,Forward,4,1.0,198.0,,100.0,,26.0,59.0,1.0,3.0,,37.0,22.0,1.0,20.0,103.0,1.0,80.0,4.0,23.0,35.0,4.0,20.0,,10.0,2.0,4.0,133.0,3.0,1.0,19.0,24.0,10.0,8.0,,1.0,20.0,,5.0,1.0,3.0,12.0,18.0,78.0,80.0,1.0,,1.0,12.0,2.0,7.0,1.0,,8.0,,1.0,,1.0,1.0,2.0,2.0,,,3.0,,,5.0,1.0,,4.0,3.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,5s88c7k2sp867zoi8any1deqd,C. Fabien,Midfielder,5,,270.0,1.0,131.0,,8.0,42.0,4.0,10.0,4.0,21.0,76.0,3.0,9.0,136.0,2.0,104.0,5.0,19.0,44.0,3.0,14.0,,23.0,3.0,5.0,178.0,3.0,2.0,16.0,69.0,10.0,9.0,13.0,1.0,21.0,16.0,7.0,,3.0,8.0,15.0,112.0,117.0,5.0,1.0,2.0,12.0,9.0,8.0,,1.0,,,1.0,,2.0,2.0,2.0,,,,3.0,,,,,,3.0,,,,,,,,1.0,,,,,3.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,French Guiana,French_Guiana,dniuirhip1c7yeu4iosggztyi,J. Haabo,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
