matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Quarter-finals,s9d4qys8t7m206ogpxd52sk4,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/9x2gxl6xovekn482lxe6f8tap,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/4w76p408061aodqkpdgew48xk,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/s9d4qys8t7m206ogpxd52sk4,01/08/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Quarter-finals,t5go1wizsohwmvpig15d8w7o,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/44v7p7fl9l0ygyb1a768uwcpj,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/6w3o62j2vskty0o5hhfmtg2yl,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/t5go1wizsohwmvpig15d8w7o,01/08/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Semi-finals,axdi4dod5cq16hgebhzs6zztg,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/bo858sll0r8nayyt5smdu3pxs,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/90wmwkbdrgoi8zg5fx3dc6tet,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/axdi4dod5cq16hgebhzs6zztg,02/08/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Semi-finals,ay61r4341hwi8ah3fip04a3v8,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/6w3o62j2vskty0o5hhfmtg2yl,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/9x2gxl6xovekn482lxe6f8tap,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/ay61r4341hwi8ah3fip04a3v8,03/08/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Final,1xy1lfjozxnhsrcm2j7zpeo0k,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/bo858sll0r8nayyt5smdu3pxs,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/9x2gxl6xovekn482lxe6f8tap,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/1xy1lfjozxnhsrcm2j7zpeo0k,04/08/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Group Stage,5whlmmplz1zkjpwjgtcr0srh0,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/4w76p408061aodqkpdgew48xk,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/6w3o62j2vskty0o5hhfmtg2yl,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/5whlmmplz1zkjpwjgtcr0srh0,20/07/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Group Stage,5x4c62lzm2pt9mnj80ibrudck,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/bo858sll0r8nayyt5smdu3pxs,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/7ozlb0ula1b2izgz9siyc77hc,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/5x4c62lzm2pt9mnj80ibrudck,20/07/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Group Stage,5xnybxp8kemyieq64vj1i893o,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/5zbalg92fk44mjw04wnzyrlqt,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/1aq76gdfbogncnx6zezo71tqd,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/5xnybxp8kemyieq64vj1i893o,21/07/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Group Stage,5y7487gyiqpmdh5yi9f8hhxqs,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/44v7p7fl9l0ygyb1a768uwcpj,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/5qvcqbokyp1y7obq46dtr5bkf,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/5y7487gyiqpmdh5yi9f8hhxqs,21/07/2024,2024 Mexico,Concacaf_Concacaf_U20,results
Group Stage,5yq8egyy51yna3iv4eyxhwr2s,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/90wmwkbdrgoi8zg5fx3dc6tet,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/teams/view/naa2qdk0xvv3es4wtsgrzk6j,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2024-mexico/2ikrtgtzxbsu2y47gr7a01no4/match/view/5yq8egyy51yna3iv4eyxhwr2s,22/07/2024,2024 Mexico,Concacaf_Concacaf_U20,results
