liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,CD Guadalajara,4iivsyrv0x14eu11h0fnc9djp,M. Basulto,Defender,28,,6.0,10.0,,5.0,,,,1.0,,,62.0,3.0,2.0,69.0,77.0,,,6.0,11.0,,11.0,1.0,28.0,151.0,3.0,5.0,2.0,3.0,,,,,,,8.0,11.0,6.0,4.0,6.0,3.0,1.0,1.0,5.0,71.0,21.0,1.0,,,9.0,4.0,1.0,,,8.0,,,,32.0,50.0,,17.0,,105.0,,1.0,1.0,,,12.0,,7.0,4.0,3.0,3.0,2.0,7.0,,,,,9.0,79.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,4pyqpm1rf12togre84l2wwjx1,O. Bravo,Forward,9,1.0,31.0,10.0,1.0,26.0,,1.0,1.0,2.0,,,163.0,3.0,17.0,142.0,189.0,7.0,22.0,49.0,59.0,4.0,68.0,6.0,43.0,1013.0,2.0,45.0,17.0,6.0,10.0,1.0,,,1.0,1.0,47.0,57.0,47.0,11.0,2.0,8.0,,21.0,28.0,164.0,137.0,8.0,6.0,,1.0,13.0,19.0,2.0,12.0,51.0,,1.0,,49.0,27.0,15.0,106.0,,330.0,,4.0,4.0,,,78.0,,43.0,22.0,15.0,13.0,11.0,15.0,6.0,,7.0,,4.0,211.0,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,5.0,91.0,10.0,1.0,17.0,1.0,,3.0,4.0,1.0,,408.0,5.0,19.0,409.0,524.0,10.0,18.0,134.0,210.0,31.0,94.0,38.0,183.0,1643.0,8.0,108.0,19.0,17.0,9.0,52.0,,,2.0,,116.0,108.0,32.0,21.0,1.0,7.0,,15.0,119.0,415.0,339.0,16.0,7.0,24.0,7.0,36.0,47.0,,9.0,126.0,,3.0,,128.0,83.0,2.0,242.0,,912.0,24.0,2.0,14.0,,7.0,271.0,7.0,126.0,14.0,17.0,15.0,19.0,66.0,,5.0,6.0,5.0,23.0,531.0,2.0,,,,4.0,,1.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,525vvqxe6vnabey1rxxadxplh,I. Castro,Midfielder,20,,14.0,10.0,,1.0,,,,3.0,,,183.0,4.0,5.0,204.0,217.0,,,16.0,29.0,2.0,59.0,1.0,95.0,306.0,4.0,9.0,5.0,2.0,,,,,,,13.0,15.0,2.0,10.0,14.0,5.0,1.0,1.0,15.0,211.0,92.0,6.0,,,28.0,2.0,5.0,,,23.0,1.0,,,47.0,119.0,,31.0,,279.0,,1.0,5.0,,,23.0,,8.0,6.0,7.0,6.0,4.0,19.0,1.0,,,,10.0,224.0,1.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,31e3kw8b8zovsaqjaduuvz6xh,C. Cisneros,Midfielder,24,2.0,48.0,10.0,,16.0,19.0,,2.0,5.0,2.0,,386.0,5.0,18.0,398.0,477.0,29.0,25.0,84.0,119.0,34.0,175.0,17.0,62.0,1494.0,14.0,70.0,18.0,22.0,12.0,17.0,,2.0,2.0,1.0,84.0,64.0,29.0,21.0,16.0,8.0,5.0,13.0,71.0,405.0,283.0,16.0,10.0,65.0,19.0,39.0,34.0,1.0,13.0,134.0,1.0,4.0,9.0,118.0,143.0,5.0,148.0,,848.0,53.0,3.0,22.0,,21.0,217.0,11.0,127.0,13.0,16.0,14.0,18.0,62.0,,3.0,1.0,1.0,22.0,489.0,2.0,,,,8.0,1.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,1.0,,,1.0,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,,,10.0,,,,,,,,,174.0,,15.0,142.0,182.0,,,8.0,2.0,,69.0,,82.0,1350.0,81.0,1.0,15.0,,,,,,,,82.0,,6.0,,7.0,,27.0,6.0,2.0,260.0,45.0,,,,86.0,,7.0,,,,,,,191.0,215.0,,8.0,,488.0,,,19.0,,,83.0,,63.0,1.0,12.0,10.0,15.0,114.0,,6.0,,,2.0,342.0,2.0,,,,46.0,,,,168.0,,,,,,,23.0,5.0,,,,1.0,1.0,14.0,4.0,42.0,27.0,2.0,19.0,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,asxcgqfcrdyus38065hcwt68l,M. Granados,Forward,83,,4.0,10.0,,1.0,,,,,,,11.0,,2.0,9.0,12.0,1.0,2.0,2.0,5.0,1.0,7.0,1.0,4.0,50.0,,3.0,2.0,,1.0,,,,,,3.0,5.0,2.0,,1.0,1.0,,1.0,1.0,11.0,9.0,,1.0,,,,1.0,,1.0,,,,,3.0,2.0,1.0,7.0,,25.0,,,,,,8.0,,3.0,1.0,2.0,2.0,,1.0,2.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,3tj14uw0unebifz0frd9u2dw5,E. Hernández,Defender,6,1.0,46.0,10.0,1.0,7.0,18.0,,,7.0,,,374.0,2.0,14.0,361.0,447.0,8.0,9.0,50.0,87.0,15.0,192.0,8.0,35.0,1111.0,17.0,73.0,14.0,6.0,8.0,13.0,,,,,90.0,53.0,16.0,18.0,19.0,11.0,3.0,9.0,41.0,388.0,227.0,16.0,,41.0,14.0,14.0,10.0,,1.0,80.0,2.0,,10.0,171.0,171.0,,103.0,,780.0,23.0,,29.0,,10.0,175.0,6.0,102.0,21.0,8.0,8.0,14.0,40.0,,3.0,1.0,,31.0,478.0,,,,,8.0,10.0,,88.0,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,1.0,
Mexico_Liga_MX,2015-2016,CD Guadalajara,48o6b4og0psoolrm3tzlpk251,G. Hernández,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Guadalajara,avd8lotmysybbftiwdtlezx79,M. Jiménez,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
