liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,Club Puebla,3t9kuhh4ohrmfzxj6onjl6oh6,C. Baltazar,Midfielder,22,4.0,4.0,,3.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,3.0,2.0,7.0,3.0,,7.0,,2.0,,1.0,,,,10.0,,2.0,3.0,38.0,1.0,7.0,5.0,2.0,1.0,3.0,,1.0,1.0,,5.0,1.0,,18.0,1.0,,1.0,5.0,2.0,,1.0,,1.0,10.0,,3.0,1.0,,10.0,,2.0,0.0,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,6arf67ate5jmkjoo7248ghqwa,R. Castillo,Midfielder,10,16.0,12.0,1.0,18.0,,2.0,7.0,2.0,1.0,1.0,1.0,2.0,3.0,9.0,7.0,37.0,7.0,,33.0,,6.0,,4.0,,,5.0,46.0,1.0,1.0,10.0,90.0,1.0,39.0,17.0,13.0,1.0,11.0,,1.0,,1.0,17.0,2.0,1.0,73.0,4.0,1.0,1.0,31.0,9.0,1.0,4.0,1.0,1.0,10.0,6.0,5.0,6.0,2.0,44.0,2.0,7.0,0.0,,,,5.0,,1.0,,5.0,,1.0,1.0,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,9i8jt2yblh5st9nk5xw6zrml0,J. Cortés,Defender,206,3.0,4.0,1.0,7.0,,,,,1.0,2.0,,3.0,,6.0,2.0,18.0,6.0,,17.0,,,1.0,2.0,,3.0,,26.0,,1.0,1.0,45.0,,20.0,3.0,13.0,,10.0,,,,,7.0,1.0,,35.0,,,,10.0,1.0,,,3.0,1.0,10.0,3.0,3.0,,1.0,24.0,,2.0,0.0,,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,dvjwtt5v39s05c5cbd5e25hbd,N. Díaz,Defender,6,25.0,12.0,3.0,26.0,,2.0,,1.0,4.0,8.0,11.0,6.0,2.0,57.0,11.0,118.0,20.0,2.0,108.0,11.0,15.0,,17.0,,11.0,,141.0,3.0,5.0,14.0,315.0,,121.0,36.0,43.0,,70.0,,,1.0,,29.0,6.0,4.0,205.0,4.0,1.0,,51.0,14.0,4.0,2.0,2.0,4.0,10.0,13.0,14.0,,4.0,137.0,5.0,22.0,0.0,2.0,2.0,,4.0,3.0,10.0,,2.0,,4.0,,,,,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,duyulbwxs935na9390zemkh9m,J. Fedorco,Defender,2,15.0,13.0,3.0,41.0,,4.0,,1.0,4.0,7.0,11.0,12.0,2.0,34.0,10.0,84.0,20.0,1.0,82.0,7.0,7.0,,16.0,,,,113.0,9.0,2.0,9.0,315.0,,93.0,26.0,31.0,,74.0,,4.0,1.0,,24.0,3.0,4.0,165.0,,1.0,,19.0,5.0,4.0,1.0,10.0,4.0,10.0,11.0,8.0,,3.0,103.0,,17.0,1.0,5.0,2.0,,10.0,,17.0,1.0,8.0,,2.0,,,,1.0,,0.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,do0b9ksz8q10nlybu571hyrro,A. Gamarra,Midfielder,18,29.0,9.0,3.0,13.0,,,,,3.0,6.0,6.0,4.0,1.0,7.0,16.0,38.0,15.0,1.0,34.0,3.0,5.0,1.0,16.0,,,,53.0,10.0,3.0,16.0,233.0,,38.0,35.0,28.0,,20.0,,3.0,,,24.0,8.0,3.0,99.0,3.0,1.0,,18.0,13.0,3.0,1.0,2.0,3.0,10.0,4.0,11.0,,4.0,53.0,6.0,19.0,0.0,1.0,2.0,1.0,10.0,,4.0,,8.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,677wulzhjdpnhqmpkrl9w9p0,M. González,Forward,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,d97w83jxuf5xhyeb9oiy375xx,J. González,Goalkeeper,1,,8.0,1.0,,,,,,1.0,3.0,,11.0,,4.0,,3.0,11.0,,5.0,,,,8.0,,,,24.0,,1.0,,90.0,,13.0,,20.0,,10.0,,,,,11.0,,,36.0,,,,3.0,,,,3.0,1.0,10.0,8.0,,,,4.0,,,0.0,,,,,,2.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,12.0,12.0,5.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,1ibfjtvd76ihj3gl6b53vtwr8,O. González,Midfielder,21,22.0,27.0,2.0,13.0,,15.0,9.0,4.0,4.0,3.0,1.0,,6.0,13.0,11.0,40.0,17.0,,36.0,,15.0,1.0,7.0,,3.0,6.0,59.0,3.0,7.0,12.0,208.0,4.0,42.0,23.0,18.0,7.0,13.0,,1.0,2.0,,42.0,2.0,4.0,115.0,8.0,2.0,3.0,33.0,11.0,4.0,4.0,,4.0,10.0,6.0,17.0,13.0,1.0,57.0,4.0,11.0,0.0,,,,4.0,,,1.0,4.0,,1.0,,,1.0,1.0,,0.0,1.0,3.0,1.0,,2.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,
Concacaf_Leagues_Cup,2025,Club Puebla,2g4zokfkjgkict4su5jp9ah62,E. Guerra,Midfielder,15,3.0,3.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,2.0,7.0,3.0,,6.0,,6.0,1.0,2.0,,,,10.0,1.0,2.0,1.0,23.0,,7.0,3.0,4.0,1.0,1.0,,,,,4.0,,,16.0,,,2.0,6.0,1.0,,,,1.0,10.0,1.0,2.0,1.0,,10.0,,2.0,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Club Puebla,4st4g3ytl5bngc2x974g8a8oa,E. Gómez,Forward,11,36.0,21.0,3.0,6.0,,15.0,,7.0,4.0,4.0,7.0,1.0,12.0,17.0,8.0,40.0,23.0,,40.0,2.0,17.0,1.0,16.0,,,,63.0,3.0,6.0,33.0,319.0,10.0,40.0,43.0,23.0,2.0,11.0,1.0,5.0,1.0,2.0,57.0,5.0,4.0,134.0,20.0,5.0,6.0,29.0,28.0,4.0,4.0,,4.0,10.0,,22.0,2.0,2.0,63.0,5.0,10.0,0.0,,,,,,4.0,2.0,,,2.0,,1.0,2.0,2.0,,0.0,2.0,3.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
