matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Qualifying Round,augtu26t7pj2du7kr0lcjruhg,Saint Martin,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/9yqkb9zz4ogmckdsl1prdvvvh,Sint Maarten,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/1ekld6cnjhiczijnesxjq4h78,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/augtu26t7pj2du7kr0lcjruhg,03/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,auxqbgdp15oksao8o4v4cm39w,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/514d08zf0doz23mty0ucfbwcu,Barbados,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/24uhn0ncit2h8vm133uo787y6,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/auxqbgdp15oksao8o4v4cm39w,04/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,2oxlxs99d1sl8uip4cwozhedw,Puerto Rico,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/6megy0tq0ozwk2nlukq5k2x3c,British VI,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/2ghmh87cgkoouglnfmjbu956g,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/2oxlxs99d1sl8uip4cwozhedw,05/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,2pdqwd2bplfu5wk0lhxiqlvro,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/18lylxo9rer7l7optxsyci5zc,Turks & Caicos,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/5mmata7seniusyjqo9lulp0ma,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/2pdqwd2bplfu5wk0lhxiqlvro,05/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,6cf82qjn2dy009gk8k39xpdlg,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/959pr3zqnexipzqpqkixb7emg,Dominica,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/32fm1e7m89b4nv94hn7bdug1g,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/6cf82qjn2dy009gk8k39xpdlg,05/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,a37d8nj17st9eyqrvyr7pkb8,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/6iyj79e1kj1l3p1hbfdk4q8aw,St. Kitts,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/4dbfotz30hj3u5orpboe30qdl,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/a37d8nj17st9eyqrvyr7pkb8,05/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,avb6zj7eunn7ztxnpleqw88pg,Sint Maarten,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/1ekld6cnjhiczijnesxjq4h78,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/c2h1764uyxuem405l4s2tipeg,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/avb6zj7eunn7ztxnpleqw88pg,05/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,ee5vssqxoxr6i87bjnohfh4wk,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/44e5c56ufv162nxx8dygp7sgl,Grenada,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/86cpe1jxmytgv3tyujn51spnx,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/ee5vssqxoxr6i87bjnohfh4wk,05/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,6c3o8wpgd89m1yh3dexlhicr8,Nicaragua,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/48k0pgloz20pny2taaifjfeui,Anguilla,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/828lw6dqmnzgzgcrmpplcv5rs,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/6c3o8wpgd89m1yh3dexlhicr8,06/02/2026,2026,Concacaf_Concacaf_U17,results
Qualifying Round,7fqmq6fv921bbv40axqhgfdhw,Bermuda,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/i6dzjdm6g3tj8l3bft5rdzks,Guyana,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/teams/view/bzbb5oq6tsz0x4y581yprkgjl,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2026/41bhesottzsc8l47un2wq4a38/match/view/7fqmq6fv921bbv40axqhgfdhw,06/02/2026,2026,Concacaf_Concacaf_U17,results
