liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Vancouver Whitecaps FC,84krgh1swq0ul9b6eowjs05p1,S. Adekugbe,Defender,3,5.0,4.0,85.0,326.0,21.0,73.0,16.0,,4.0,37.0,35.0,5.0,3.0,9.0,28.0,166.0,12.0,4.0,4.0,256.0,11.0,20.0,12.0,1.0,9.0,5.0,158.0,11.0,37.0,565.0,77.0,649.0,84.0,31.0,,12.0,11.0,25.0,17.0,251.0,37.0,5.0,1.0,,50.0,849.0,6.0,9.0,15.0,30.0,3.0,,25.0,1.0,90.0,23.0,20.0,12.0,48.0,16.0,12.0,8.0,4.0,639.0,69.0,15.0,1096.0,550.0,149.0,555.0,44.0,1.0,3.0,0.0,2.0,,,1.0,3.0,1.0,,1.0,,,,2.0,,,1.0,,,7.0,,,4.0,0.0,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,9r5wts47bv195z3rm8gajztg,A. Ahmed,Defender,22,32.0,4.0,203.0,383.0,18.0,83.0,22.0,,12.0,38.0,15.0,41.0,9.0,9.0,28.0,162.0,17.0,,4.0,147.0,9.0,25.0,9.0,4.0,33.0,21.0,186.0,21.0,38.0,558.0,15.0,662.0,104.0,18.0,,48.0,43.0,80.0,25.0,184.0,92.0,5.0,1.0,,188.0,1039.0,10.0,24.0,18.0,59.0,24.0,,108.0,19.0,124.0,3.0,25.0,9.0,111.0,23.0,12.0,8.0,3.0,650.0,167.0,25.0,1502.0,540.0,227.0,546.0,105.0,3.0,,0.0,,2.0,,1.0,5.0,1.0,,1.0,,,1.0,,,,,1.0,,11.0,3.0,1.0,19.0,0.0,1.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,Midfielder,26,6.0,1.0,45.0,120.0,1.0,26.0,7.0,,3.0,8.0,3.0,12.0,5.0,4.0,1.0,71.0,5.0,1.0,2.0,46.0,2.0,10.0,2.0,3.0,8.0,5.0,43.0,4.0,4.0,187.0,10.0,217.0,30.0,8.0,,8.0,6.0,22.0,7.0,70.0,22.0,2.0,,,42.0,296.0,4.0,2.0,9.0,17.0,,,20.0,9.0,30.0,3.0,10.0,3.0,23.0,7.0,,5.0,2.0,209.0,57.0,8.0,410.0,178.0,57.0,179.0,21.0,,,0.0,2.0,2.0,,2.0,2.0,,,2.0,1.0,,1.0,2.0,3.0,,,,,5.0,1.0,5.0,3.0,2.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,bhzjqo4qidpkmh7lqqir9h4ic,J. Badwal,Midfielder,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,c749lw8agh1uzwt0i70gw2hg5,J. Bendik,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,54b4j04ondrq28e4eenma1rai,S. Berhalter,Midfielder,16,7.0,6.0,216.0,519.0,37.0,97.0,30.0,,25.0,100.0,45.0,32.0,12.0,21.0,19.0,304.0,20.0,9.0,7.0,185.0,16.0,35.0,19.0,5.0,54.0,29.0,177.0,67.0,47.0,776.0,12.0,940.0,164.0,48.0,,51.0,18.0,94.0,35.0,304.0,119.0,14.0,1.0,,171.0,1428.0,26.0,21.0,100.0,39.0,29.0,,77.0,11.0,216.0,20.0,35.0,47.0,97.0,37.0,25.0,15.0,3.0,908.0,274.0,49.0,2021.0,676.0,328.0,747.0,83.0,5.0,2.0,0.0,3.0,3.0,,1.0,7.0,3.0,1.0,2.0,17.0,,2.0,3.0,34.0,,2.0,6.0,1.0,7.0,,55.0,16.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
USA_MLS,2024,Vancouver Whitecaps FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,6,4.0,4.0,132.0,461.0,97.0,92.0,31.0,,5.0,4.0,86.0,5.0,2.0,10.0,71.0,615.0,25.0,10.0,2.0,567.0,4.0,29.0,4.0,9.0,13.0,8.0,97.0,66.0,4.0,1344.0,15.0,1502.0,158.0,67.0,,17.0,9.0,21.0,33.0,887.0,60.0,8.0,7.0,,46.0,1883.0,36.0,25.0,86.0,38.0,8.0,,25.0,1.0,95.0,47.0,29.0,4.0,72.0,16.0,39.0,4.0,2.0,1476.0,223.0,11.0,2243.0,1258.0,241.0,1318.0,86.0,2.0,60.0,0.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,2.0,1.0,,2.0,,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,32,,,2.0,5.0,1.0,,2.0,5.0,,,,,,,,24.0,1.0,,,4.0,,1.0,,2.0,,,,19.0,,15.0,10.0,34.0,19.0,3.0,,,1.0,1.0,2.0,10.0,1.0,,,,2.0,44.0,8.0,,5.0,,,9.0,1.0,,16.0,,1.0,,1.0,,,,,16.0,6.0,,90.0,10.0,19.0,10.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,5.0,3.0,1.0,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2024,Vancouver Whitecaps FC,5k3ijtizx5ten8jeqlji4mvpw,G. Bovalina,Defender,27,2.0,,16.0,24.0,5.0,12.0,5.0,,1.0,5.0,8.0,2.0,1.0,7.0,2.0,10.0,1.0,,3.0,9.0,,11.0,,1.0,3.0,2.0,15.0,1.0,5.0,34.0,9.0,47.0,13.0,3.0,,4.0,1.0,2.0,6.0,10.0,9.0,4.0,,,8.0,82.0,,,4.0,11.0,,,6.0,1.0,15.0,1.0,11.0,,7.0,,7.0,10.0,,45.0,13.0,1.0,165.0,30.0,24.0,32.0,7.0,1.0,,0.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Vancouver Whitecaps FC,2fyga1shd4mwcn90mze2pe4tl,J. Brown,Defender,23,4.0,2.0,125.0,279.0,68.0,74.0,15.0,,8.0,33.0,56.0,8.0,1.0,9.0,67.0,300.0,17.0,11.0,4.0,80.0,5.0,24.0,11.0,10.0,24.0,16.0,129.0,48.0,33.0,690.0,13.0,812.0,122.0,43.0,,17.0,19.0,25.0,19.0,422.0,43.0,5.0,2.0,1.0,69.0,1171.0,28.0,14.0,46.0,13.0,9.0,,44.0,3.0,112.0,38.0,24.0,11.0,82.0,14.0,18.0,7.0,2.0,797.0,303.0,8.0,1480.0,644.0,220.0,676.0,56.0,4.0,48.0,0.0,1.0,,,,,,,,,,,1.0,,,,,1.0,8.0,,,10.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
