liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,Club León,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,20,74.0,2.0,1.0,3.0,,2.0,290.0,2.0,42.0,10.0,6.0,,,2.0,55.0,27.0,9.0,,6.0,72.0,7.0,,2.0,5.0,52.0,16.0,11.0,11.0,11.0,3.0,3.0,17.0,3.0,,17.0,23.0,12.0,29.0,39.0,,1.0,13.0,3.0,22.0,19.0,12.0,3.0,,29.0,5.0,,19.0,4.0,1.0,2.0,,3.0,13.0,,9.0,4.0,5.0,3.0,5.0,53.0,13.0,5.0,16.0,3.0,1.0,,120.0,0.0,,,9.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,2ufp5icqczg2wvcxl5axnxu96,F. Ambríz,Midfielder,5,607.0,32.0,,11.0,,28.0,1188.0,13.0,126.0,10.0,22.0,2.0,1.0,12.0,516.0,195.0,8.0,1.0,19.0,596.0,20.0,,,26.0,463.0,61.0,63.0,16.0,16.0,2.0,6.0,41.0,31.0,,63.0,63.0,175.0,84.0,207.0,2.0,8.0,49.0,53.0,188.0,63.0,43.0,3.0,,117.0,4.0,13.0,91.0,4.0,4.0,2.0,,1.0,8.0,4.0,7.0,12.0,13.0,5.0,22.0,507.0,42.0,24.0,309.0,1.0,1.0,1.0,747.0,0.0,,,3.0,4.0,,1.0,2.0,,1.0,,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,27,22.0,,,,1.0,,28.0,,4.0,10.0,,,,,20.0,7.0,,1.0,,22.0,,1.0,,,19.0,3.0,,4.0,4.0,1.0,,4.0,,,2.0,4.0,6.0,4.0,16.0,,,2.0,1.0,7.0,,,,,10.0,,,2.0,,,,,,1.0,,3.0,,,,2.0,20.0,,2.0,4.0,1.0,,1.0,31.0,0.0,,,4.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Defender,21,604.0,50.0,,8.0,,78.0,1185.0,14.0,95.0,10.0,13.0,2.0,1.0,37.0,470.0,215.0,4.0,3.0,20.0,573.0,23.0,,4.0,14.0,419.0,103.0,59.0,15.0,15.0,3.0,17.0,31.0,35.0,2.0,56.0,44.0,274.0,59.0,184.0,1.0,28.0,32.0,51.0,83.0,51.0,28.0,2.0,2.0,151.0,1.0,4.0,134.0,3.0,8.0,1.0,,1.0,14.0,10.0,6.0,10.0,10.0,4.0,24.0,442.0,36.0,25.0,288.0,4.0,,4.0,769.0,0.0,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,
Mexico_Liga_MX,2022-2023,Club León,bxnn74tvpy4iujkg00nby6rxl,P. Bellón,Defender,25,655.0,51.0,,8.0,,37.0,1349.0,14.0,137.0,10.0,32.0,3.0,2.0,15.0,562.0,114.0,11.0,,20.0,637.0,27.0,5.0,9.0,28.0,508.0,43.0,52.0,16.0,16.0,1.0,13.0,35.0,50.0,1.0,56.0,67.0,279.0,78.0,155.0,1.0,24.0,42.0,54.0,220.0,70.0,43.0,2.0,1.0,105.0,5.0,15.0,93.0,6.0,9.0,,3.0,1.0,17.0,9.0,1.0,13.0,13.0,2.0,24.0,547.0,59.0,25.0,408.0,5.0,,,830.0,0.0,,,2.0,7.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,ai1q7eeu5k90x364z6g4bxl91,A. Blanco,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,12,524.0,2.0,3.0,12.0,6.0,19.0,1205.0,14.0,160.0,10.0,11.0,1.0,1.0,7.0,436.0,178.0,10.0,14.0,23.0,508.0,5.0,8.0,,23.0,400.0,89.0,52.0,18.0,18.0,16.0,29.0,75.0,18.0,9.0,69.0,86.0,139.0,144.0,303.0,1.0,1.0,93.0,36.0,114.0,74.0,69.0,4.0,7.0,174.0,3.0,9.0,88.0,7.0,18.0,10.0,,3.0,22.0,,36.0,22.0,14.0,24.0,17.0,423.0,16.0,18.0,142.0,18.0,2.0,19.0,759.0,0.0,,,4.0,1.0,1.0,2.0,,,1.0,3.0,1.0,,1.0,,1.0,1.0,0.0,,2.0,4.0,8.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,cc6hut3e5vccvj399c9gb1m1,B. Castillo,Defender,23,497.0,17.0,,14.0,,17.0,1429.0,16.0,140.0,10.0,12.0,2.0,2.0,11.0,409.0,199.0,4.0,47.0,24.0,493.0,6.0,95.0,4.0,25.0,393.0,100.0,65.0,17.0,17.0,13.0,28.0,54.0,36.0,19.0,71.0,66.0,185.0,122.0,271.0,2.0,11.0,76.0,16.0,37.0,74.0,68.0,20.0,18.0,226.0,3.0,8.0,88.0,1.0,7.0,3.0,28.0,3.0,28.0,2.0,28.0,28.0,17.0,16.0,26.0,405.0,18.0,28.0,157.0,24.0,,48.0,899.0,0.0,,2.0,1.0,4.0,,1.0,4.0,,,2.0,1.0,1.0,,,2.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,
Mexico_Liga_MX,2022-2023,Club León,f085ilpilnjnv4n4rf1hg4844,L. Cervantes,Defender,32,53.0,9.0,,3.0,,3.0,189.0,2.0,10.0,10.0,,,,1.0,44.0,18.0,,,3.0,53.0,1.0,14.0,,2.0,44.0,7.0,6.0,3.0,3.0,1.0,5.0,6.0,2.0,,6.0,6.0,15.0,9.0,24.0,,1.0,15.0,,5.0,4.0,3.0,,,12.0,,1.0,9.0,,3.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,44.0,1.0,2.0,20.0,,,,89.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club León,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,529.0,17.0,,1.0,,151.0,1620.0,18.0,12.0,10.0,,3.0,2.0,,374.0,100.0,1.0,,2.0,254.0,5.0,,,1.0,254.0,126.0,187.0,18.0,18.0,,1.0,2.0,29.0,,4.0,2.0,316.0,7.0,85.0,2.0,52.0,,120.0,113.0,10.0,5.0,1.0,,155.0,1.0,,155.0,,,,,,1.0,21.0,,4.0,1.0,,28.0,209.0,5.0,30.0,289.0,,,,736.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,218.0,38.0,57.0,2.0,18.0,16.0,,51.0,163.0,10.0,17.0,,,,,,,,1.0,4.0,5.0,,3.0,3.0,,,1.0,,,
