liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,Toronto FC,6kms3ctf8joymna289onk9lg5,F. Bernardeschi,Forward,10,7.0,3.0,4.0,15.0,100.0,18.0,1.0,257.0,3.0,157.0,90.0,67.0,,118.0,7.0,,15.0,,20.0,18.0,2.0,150.0,87.0,63.0,,10.0,2.0,,195.0,438.0,,3.0,106.0,21.0,6.0,44.0,39.0,15.0,3.0,,14.0,9.0,1.0,25.0,349.0,255.0,122.0,338.0,4.0,7.0,4.0,,18.0,1301.0,7.0,18.0,18.0,259.0,452.0,363.0,11.0,72.0,89.0,809.0,57.0,24.0,2.0,13.0,127.0,19.0,76.0,5.0,1.0,3.0,2.0,30.0,17.0,3.0,4.0,3.0,3.0,1.0,,,22.0,3.0,5.0,12.0,1.0,1.0,1.0,1.0,14.0,16.0,4.0,34.0,13.0,65.0,10.0,,3.0,30.0,25.0,42.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,Forward,9,46.0,34.0,12.0,21.0,53.0,8.0,1.0,94.0,,165.0,101.0,64.0,,29.0,4.0,,21.0,,14.0,14.0,,119.0,67.0,52.0,1.0,10.0,2.0,,28.0,172.0,,,60.0,10.0,4.0,35.0,69.0,18.0,15.0,3.0,,,,2.0,111.0,74.0,44.0,116.0,2.0,11.0,,,,1345.0,5.0,25.0,27.0,155.0,179.0,118.0,13.0,48.0,61.0,385.0,1.0,1.0,,1.0,52.0,10.0,60.0,,0.0,,,,8.0,1.0,2.0,2.0,2.0,,,1.0,5.0,,4.0,,,,2.0,,15.0,8.0,,12.0,8.0,41.0,1.0,9.0,2.0,23.0,,23.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,1wa6jf39zdyi462b1fk50vl61,J. Cifuentes,Midfielder,8,13.0,6.0,7.0,7.0,37.0,1.0,1.0,70.0,,67.0,33.0,34.0,70.0,55.0,8.0,,7.0,,7.0,7.0,,54.0,27.0,27.0,,10.0,1.0,,70.0,222.0,,,40.0,11.0,9.0,23.0,66.0,6.0,5.0,1.0,,,2.0,9.0,191.0,118.0,79.0,188.0,3.0,6.0,1.0,,,491.0,15.0,11.0,8.0,56.0,228.0,197.0,9.0,5.0,31.0,316.0,4.0,4.0,,3.0,29.0,6.0,28.0,,0.0,1.0,,,,1.0,,,,,,,10.0,,,,,,,,1.0,,,10.0,3.0,11.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,Midfielder,71,7.0,4.0,3.0,9.0,35.0,,1.0,23.0,,35.0,16.0,19.0,5.0,23.0,3.0,,9.0,,8.0,6.0,2.0,28.0,12.0,16.0,,10.0,1.0,,17.0,102.0,,1.0,10.0,9.0,4.0,18.0,29.0,3.0,2.0,6.0,,,,4.0,84.0,37.0,49.0,82.0,1.0,10.0,,2.0,13.0,254.0,6.0,7.0,2.0,34.0,104.0,86.0,11.0,5.0,18.0,165.0,2.0,2.0,2.0,2.0,9.0,11.0,16.0,,0.0,,,,2.0,,,,,,,,4.0,,2.0,,,,,,1.0,,,3.0,2.0,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,ekok8abryabgzadxjcg5dhes4,Alonso Coello,Midfielder,14,44.0,18.0,26.0,31.0,159.0,4.0,4.0,372.0,3.0,220.0,83.0,137.0,33.0,483.0,14.0,,31.0,,33.0,30.0,3.0,176.0,65.0,111.0,1.0,10.0,35.0,,367.0,1422.0,,2.0,153.0,42.0,22.0,126.0,457.0,24.0,8.0,7.0,17.0,3.0,8.0,92.0,1224.0,625.0,652.0,1168.0,36.0,40.0,3.0,,2.0,2126.0,52.0,26.0,15.0,308.0,1466.0,1260.0,76.0,8.0,206.0,1860.0,48.0,15.0,27.0,85.0,208.0,46.0,121.0,4.0,1.0,,2.0,37.0,14.0,,1.0,,,1.0,,,27.0,,,,,,1.0,1.0,4.0,5.0,10.0,20.0,21.0,18.0,6.0,1.0,,9.0,24.0,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,
USA_MLS,2025,Toronto FC,50hgwzmx3e9u4q8y8rryqmh62,T. Corbeanu,Forward,7,41.0,24.0,17.0,32.0,272.0,13.0,1.0,466.0,2.0,266.0,138.0,128.0,116.0,117.0,10.0,,32.0,,34.0,31.0,3.0,225.0,114.0,111.0,2.0,10.0,10.0,,135.0,615.0,,1.0,317.0,51.0,20.0,101.0,93.0,26.0,13.0,6.0,33.0,33.0,2.0,16.0,506.0,364.0,177.0,492.0,10.0,6.0,1.0,,8.0,2305.0,12.0,24.0,36.0,373.0,617.0,508.0,16.0,114.0,109.0,1176.0,103.0,103.0,8.0,17.0,194.0,18.0,92.0,2.0,2.0,2.0,,,30.0,2.0,6.0,4.0,6.0,,1.0,2.0,31.0,1.0,9.0,14.0,1.0,1.0,4.0,,18.0,25.0,,60.0,14.0,72.0,3.0,2.0,4.0,43.0,,48.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,dt797hve9mdpnuyy1z4pnpp1w,A. De Rosario,Goalkeeper,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,8irlvxz7zpz7d0lur2w671m1h,M. Dominguez,Midfielder,23,4.0,3.0,1.0,24.0,162.0,9.0,1.0,187.0,1.0,168.0,90.0,78.0,33.0,195.0,20.0,,24.0,,18.0,17.0,1.0,164.0,87.0,77.0,2.0,10.0,19.0,,179.0,629.0,,2.0,81.0,38.0,24.0,73.0,114.0,15.0,11.0,9.0,,,2.0,22.0,542.0,339.0,224.0,541.0,9.0,36.0,7.0,,1.0,1416.0,9.0,34.0,21.0,140.0,650.0,563.0,45.0,15.0,87.0,891.0,5.0,4.0,3.0,12.0,66.0,26.0,75.0,5.0,0.0,1.0,,,4.0,1.0,,,,,,,14.0,,,2.0,,,,,7.0,3.0,,11.0,25.0,28.0,1.0,,,10.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,5qfwg7j8xrfv19ouu4gvrs00k,N. Edwards,Midfielder,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Toronto FC,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Forward,11,26.0,19.0,7.0,25.0,84.0,4.0,1.0,104.0,,96.0,60.0,36.0,32.0,54.0,3.0,,25.0,,11.0,10.0,1.0,70.0,41.0,29.0,1.0,10.0,4.0,,31.0,234.0,,,59.0,20.0,8.0,43.0,68.0,10.0,9.0,15.0,4.0,4.0,1.0,10.0,181.0,129.0,59.0,174.0,4.0,5.0,,7.0,20.0,983.0,9.0,13.0,11.0,130.0,237.0,184.0,9.0,40.0,53.0,421.0,15.0,15.0,,6.0,60.0,8.0,47.0,2.0,0.0,2.0,,,8.0,2.0,,,,,,,6.0,,3.0,,,,,,6.0,3.0,,9.0,10.0,26.0,3.0,2.0,,9.0,,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
