liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Birmingham Legion FC,4695nvcz8lcrklltxvalcizmd,J. Agudelo,Forward,99,56.0,15.0,117.0,1.0,113.0,103.0,6.0,33.0,538.0,76.0,67.0,466.0,2.0,336.0,1964.0,174.0,14.0,,,138.0,18.0,2.0,579.0,1.0,22.0,217.0,22.0,30.0,119.0,24.0,10.0,294.0,,,29.0,72.0,31.0,29.0,,109.0,8.0,145.0,5.0,5.0,990.0,20.0,208.0,47.0,10.0,455.0,105.0,4.0,165.0,11.0,5.0,35.0,60.0,,29.0,9.0,25.0,131.0,425.0,63.0,350.0,25.0,6.0,128.0,1.0,,10.0,24.0,4.0,3.0,4.0,3.0,3.0,7.0,1.0,7.0,17.0,13.0,4.0,5.0,3.0,4.0,1.0,19.0,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,1.0,,,3.0,4.0,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,7q4366dkzgdafd4go7xbcvaw9,A. Asiedu,Midfielder,6,10.0,10.0,356.0,4.0,172.0,144.0,21.0,28.0,1060.0,72.0,42.0,895.0,3.0,268.0,2499.0,362.0,33.0,25.0,,44.0,15.0,23.0,1067.0,1.0,7.0,237.0,19.0,43.0,31.0,33.0,11.0,324.0,,,33.0,103.0,26.0,27.0,1.0,317.0,44.0,134.0,10.0,,1484.0,29.0,155.0,31.0,53.0,844.0,128.0,4.0,137.0,51.0,9.0,35.0,248.0,,33.0,23.0,12.0,251.0,889.0,21.0,540.0,28.0,,113.0,1.0,25.0,10.0,27.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,12.0,1.0,6.0,3.0,,,1.0,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,7xwoncfj7b1dj0x0vhddmbw15,S. Balarabe,Forward,29,1.0,1.0,13.0,,34.0,28.0,,9.0,73.0,11.0,7.0,44.0,1.0,59.0,351.0,24.0,6.0,2.0,,27.0,5.0,2.0,78.0,2.0,1.0,40.0,4.0,9.0,19.0,8.0,2.0,65.0,,,13.0,19.0,4.0,4.0,,23.0,7.0,21.0,2.0,1.0,163.0,8.0,39.0,12.0,8.0,44.0,27.0,,14.0,,1.0,3.0,14.0,,13.0,4.0,8.0,17.0,39.0,18.0,33.0,5.0,1.0,20.0,2.0,2.0,10.0,1.0,2.0,0.0,1.0,,,2.0,,2.0,1.0,1.0,2.0,12.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,5lwarg9t4o7hxcq5exe8gwydw,M. Bunbury,Forward,47,3.0,,13.0,,17.0,12.0,1.0,10.0,87.0,13.0,6.0,70.0,,53.0,210.0,12.0,9.0,,,24.0,4.0,,87.0,,,48.0,4.0,14.0,5.0,2.0,3.0,38.0,,,13.0,28.0,8.0,5.0,,24.0,,20.0,4.0,,155.0,2.0,22.0,8.0,5.0,68.0,17.0,,19.0,2.0,1.0,7.0,13.0,,13.0,5.0,4.0,32.0,70.0,2.0,57.0,4.0,,31.0,,,10.0,,1.0,0.0,0.0,,,1.0,,1.0,2.0,1.0,,13.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,5i9n8xgeyz1hk8bt09mh2e1p0,M. Corcoran,Midfielder,17,1.0,3.0,33.0,,14.0,10.0,,3.0,105.0,3.0,6.0,92.0,1.0,25.0,168.0,39.0,7.0,,,4.0,1.0,1.0,106.0,,,22.0,3.0,1.0,3.0,5.0,,20.0,,,11.0,8.0,,,,30.0,3.0,14.0,3.0,,135.0,5.0,16.0,3.0,4.0,78.0,11.0,,12.0,14.0,2.0,3.0,12.0,,11.0,4.0,,25.0,91.0,2.0,59.0,3.0,,9.0,,,10.0,,,,0.0,,,,,,,3.0,,11.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,Defender,21,80.0,136.0,737.0,20.0,305.0,207.0,53.0,17.0,1466.0,8.0,30.0,1222.0,17.0,230.0,2988.0,231.0,39.0,2.0,,29.0,9.0,53.0,1527.0,,,106.0,9.0,2.0,124.0,35.0,3.0,336.0,,2.0,33.0,58.0,3.0,17.0,18.0,711.0,164.0,48.0,16.0,,1898.0,31.0,92.0,13.0,100.0,1043.0,141.0,4.0,97.0,179.0,5.0,5.0,185.0,,33.0,23.0,4.0,488.0,1177.0,44.0,485.0,18.0,,138.0,,2.0,10.0,33.0,0.0,1.0,0.0,,1.0,1.0,3.0,1.0,,4.0,,,,2.0,1.0,,,,,,,,,,1.0,1.0,11.0,,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,rwsc3y2mbxem8erfuo47j42y,E. Crognale,Midfielder,12,,1.0,12.0,,8.0,7.0,1.0,1.0,33.0,3.0,1.0,27.0,1.0,9.0,48.0,6.0,2.0,,,,,,35.0,,,8.0,1.0,1.0,1.0,3.0,,11.0,,,3.0,4.0,2.0,1.0,,10.0,5.0,4.0,1.0,,47.0,2.0,5.0,1.0,1.0,22.0,3.0,1.0,4.0,5.0,1.0,,7.0,,3.0,1.0,,15.0,26.0,1.0,15.0,,,4.0,,,10.0,,,,0.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,2343y1f4dtezub9633ghspqi2,J. Dean,Defender,24,48.0,74.0,411.0,21.0,380.0,328.0,47.0,82.0,1532.0,43.0,16.0,1173.0,277.0,261.0,3180.0,145.0,60.0,61.0,,92.0,31.0,56.0,1553.0,30.0,,177.0,6.0,22.0,84.0,39.0,20.0,611.0,,72.0,35.0,102.0,24.0,21.0,22.0,692.0,113.0,75.0,28.0,5.0,2455.0,34.0,111.0,14.0,114.0,1082.0,267.0,5.0,232.0,91.0,3.0,51.0,203.0,1.0,35.0,32.0,8.0,484.0,1153.0,36.0,792.0,7.0,5.0,150.0,30.0,62.0,10.0,35.0,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,1.0,5.0,2.0,,1.0,,,1.0,,,,,,,,,,,11.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,e3fy78bi5y42k0rz5vob1cb8p,Amadou Diop,Forward,77,18.0,,16.0,,45.0,45.0,1.0,4.0,97.0,19.0,6.0,59.0,2.0,81.0,347.0,14.0,2.0,2.0,,25.0,3.0,1.0,104.0,,1.0,35.0,4.0,6.0,46.0,11.0,8.0,85.0,,,14.0,13.0,14.0,5.0,,28.0,4.0,22.0,,,185.0,9.0,50.0,8.0,2.0,57.0,41.0,2.0,34.0,2.0,,4.0,16.0,,14.0,2.0,4.0,28.0,52.0,28.0,43.0,3.0,,31.0,,2.0,10.0,1.0,0.0,1.0,1.0,,,,,1.0,2.0,3.0,1.0,13.0,2.0,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2022,Birmingham Legion FC,d6iso976ais8tquoaiqddbfv8,G. Dupont,Midfielder,23,,,6.0,,2.0,3.0,,3.0,23.0,3.0,,21.0,,8.0,53.0,9.0,1.0,1.0,,4.0,2.0,,23.0,,,8.0,1.0,1.0,,,,11.0,,,8.0,5.0,1.0,3.0,,2.0,,3.0,,,43.0,,3.0,2.0,,21.0,2.0,,6.0,,,,4.0,,8.0,1.0,1.0,6.0,21.0,,15.0,,,5.0,,1.0,10.0,,1.0,0.0,0.0,,,1.0,,1.0,,,,8.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,1izj2zaxk7p4l4te2h1my702c,M. Garcia,Midfielder,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,634k0h5r6bjq0hxpmztw7bo5w,J. Heaps IV,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,Midfielder,20,34.0,23.0,483.0,2.0,183.0,142.0,44.0,38.0,1313.0,49.0,50.0,1162.0,13.0,319.0,2534.0,375.0,63.0,5.0,,41.0,26.0,13.0,1345.0,5.0,10.0,263.0,10.0,30.0,56.0,32.0,9.0,290.0,,2.0,31.0,139.0,19.0,46.0,6.0,416.0,45.0,124.0,25.0,1.0,1782.0,27.0,146.0,21.0,46.0,1103.0,138.0,5.0,212.0,59.0,7.0,21.0,181.0,,31.0,38.0,11.0,342.0,1132.0,22.0,684.0,26.0,1.0,173.0,5.0,5.0,10.0,28.0,0.0,1.0,0.0,1.0,,1.0,3.0,1.0,,8.0,1.0,3.0,1.0,4.0,1.0,9.0,,,,,,,,,2.0,,9.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,sp2k1pe9995s7qvdoc43mzxm,E. Horvat,Forward,9,18.0,3.0,8.0,,31.0,27.0,3.0,3.0,65.0,14.0,12.0,37.0,1.0,82.0,336.0,17.0,1.0,1.0,,16.0,,,68.0,,2.0,36.0,6.0,2.0,46.0,2.0,2.0,60.0,,,14.0,6.0,7.0,3.0,1.0,17.0,1.0,30.0,,,139.0,2.0,58.0,6.0,5.0,37.0,30.0,,21.0,,1.0,1.0,7.0,,14.0,1.0,,13.0,34.0,28.0,29.0,6.0,1.0,24.0,,1.0,10.0,2.0,,,0.0,,,,1.0,,,2.0,,12.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,2mqxkxtrjrt9cbeqbyncer209,R. James,Defender,7,13.0,21.0,161.0,1.0,112.0,105.0,25.0,20.0,443.0,25.0,19.0,340.0,48.0,133.0,1201.0,171.0,19.0,17.0,5.0,30.0,9.0,14.0,452.0,6.0,9.0,101.0,7.0,6.0,32.0,12.0,6.0,200.0,,15.0,28.0,42.0,14.0,17.0,6.0,169.0,31.0,59.0,5.0,1.0,735.0,11.0,78.0,11.0,32.0,324.0,81.0,1.0,69.0,16.0,,16.0,63.0,9.0,28.0,14.0,4.0,43.0,332.0,19.0,191.0,11.0,2.0,55.0,12.0,25.0,10.0,13.0,0.0,1.0,0.0,,,1.0,,1.0,8.0,2.0,1.0,15.0,1.0,3.0,2.0,,,,,,,,,4.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,bi0hhtxpz0xvq0xfpj0otoc89,P. Kasim,Forward,10,6.0,4.0,200.0,,164.0,205.0,18.0,38.0,807.0,58.0,19.0,666.0,19.0,189.0,1949.0,151.0,30.0,37.0,36.0,88.0,20.0,9.0,830.0,14.0,17.0,167.0,25.0,20.0,22.0,18.0,19.0,371.0,,2.0,31.0,71.0,29.0,21.0,,187.0,31.0,96.0,9.0,4.0,1311.0,16.0,112.0,50.0,39.0,618.0,133.0,2.0,214.0,48.0,2.0,49.0,111.0,60.0,31.0,21.0,25.0,278.0,648.0,16.0,496.0,12.0,5.0,77.0,30.0,80.0,10.0,24.0,7.0,2.0,4.0,4.0,1.0,6.0,1.0,9.0,6.0,17.0,1.0,7.0,3.0,4.0,2.0,17.0,,,,,,,,15.0,2.0,,3.0,,,,7.0,3.0,2.0,,,,,,,,,,,,2.0,2.0,3.0,,,,
USA_USL_Championship,2022,Birmingham Legion FC,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,Defender,3,59.0,99.0,743.0,18.0,172.0,92.0,33.0,20.0,1212.0,8.0,23.0,1097.0,14.0,188.0,3092.0,434.0,29.0,,,32.0,13.0,33.0,1269.0,,3.0,75.0,6.0,2.0,113.0,38.0,4.0,200.0,,1.0,35.0,41.0,1.0,11.0,35.0,459.0,67.0,34.0,12.0,1.0,1596.0,33.0,88.0,10.0,80.0,1006.0,105.0,5.0,67.0,91.0,7.0,3.0,212.0,,35.0,17.0,4.0,309.0,1047.0,54.0,354.0,5.0,1.0,100.0,,,10.0,35.0,,,0.0,1.0,,,3.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,Defender,4,4.0,7.0,62.0,,15.0,11.0,1.0,1.0,122.0,1.0,1.0,110.0,,15.0,128.0,58.0,2.0,,,,1.0,2.0,125.0,,1.0,6.0,,,9.0,2.0,,18.0,,,2.0,3.0,,1.0,,45.0,8.0,3.0,,,144.0,2.0,8.0,,4.0,98.0,7.0,,8.0,12.0,,,13.0,,2.0,2.0,,14.0,107.0,5.0,48.0,,,7.0,,,10.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,f1kd9zklc9noursfsqv7qrk5x,M. Lopez,Defender,5,36.0,38.0,474.0,9.0,206.0,155.0,49.0,38.0,1243.0,10.0,53.0,1054.0,102.0,239.0,2445.0,429.0,60.0,18.0,,27.0,21.0,20.0,1260.0,5.0,13.0,177.0,10.0,11.0,62.0,31.0,5.0,298.0,,28.0,32.0,92.0,6.0,21.0,14.0,439.0,49.0,85.0,27.0,1.0,1742.0,28.0,111.0,13.0,69.0,979.0,157.0,3.0,137.0,75.0,11.0,14.0,207.0,,32.0,33.0,3.0,255.0,1038.0,26.0,585.0,40.0,2.0,128.0,5.0,18.0,10.0,28.0,,,0.0,,,,1.0,,1.0,9.0,,4.0,1.0,5.0,5.0,6.0,,,,,,,,,2.0,1.0,5.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_Championship,2022,Birmingham Legion FC,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,Midfielder,19,18.0,9.0,219.0,10.0,368.0,371.0,21.0,99.0,1094.0,71.0,46.0,787.0,6.0,373.0,3130.0,330.0,63.0,37.0,20.0,184.0,37.0,17.0,1155.0,6.0,3.0,314.0,31.0,32.0,59.0,38.0,34.0,591.0,,1.0,35.0,146.0,29.0,51.0,5.0,386.0,73.0,168.0,23.0,6.0,1804.0,33.0,209.0,68.0,62.0,703.0,295.0,5.0,151.0,84.0,9.0,62.0,186.0,42.0,35.0,40.0,37.0,288.0,736.0,41.0,592.0,26.0,8.0,164.0,24.0,65.0,10.0,35.0,5.0,10.0,2.0,,1.0,14.0,3.0,15.0,26.0,25.0,11.0,,5.0,3.0,2.0,19.0,,,,,,,,15.0,5.0,,11.0,,,,3.0,4.0,5.0,,,,,,,,1.0,,,,,1.0,1.0,,,,
