liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Tampa Bay Rowdies,35tm2y83fcb7sa5rc4phzh08a,C. Antley,Defender,2,2.0,2732.0,4.0,1039.0,84.0,22.0,,,256.0,3.0,49.0,453.0,1.0,27.0,80.0,2.0,23.0,554.0,13.0,185.0,,44.0,278.0,9.0,1119.0,10.0,150.0,118.0,33.0,,25.0,67.0,587.0,26.0,479.0,2.0,1356.0,101.0,211.0,31.0,85.0,22.0,17.0,541.0,6.0,22.0,31.0,6.0,5.0,,36.0,43.0,199.0,10.0,54.0,,1.0,43.0,2.0,36.0,71.0,229.0,1397.0,51.0,106.0,4.0,13.0,9.0,17.0,9.0,8.0,43.0,8.0,2043.0,33.0,8.0,1080.0,172.0,43.0,2.0,26.0,246.0,32.0,1.0,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,drj13okbc1qm3oivqgex2h9wq,J. Areman,Midfielder,8,4.0,1254.0,5.0,486.0,44.0,5.0,,,115.0,2.0,7.0,175.0,3.0,14.0,38.0,4.0,16.0,187.0,6.0,103.0,2.0,7.0,96.0,2.0,524.0,3.0,66.0,247.0,19.0,,10.0,29.0,314.0,17.0,67.0,6.0,600.0,59.0,67.0,13.0,17.0,5.0,6.0,231.0,,21.0,20.0,3.0,1.0,2.0,27.0,13.0,87.0,10.0,9.0,,1.0,9.0,2.0,21.0,12.0,106.0,620.0,15.0,49.0,3.0,7.0,21.0,3.0,15.0,7.0,18.0,4.0,893.0,19.0,,510.0,48.0,23.0,5.0,9.0,119.0,22.0,3.0,1.0,1.0,0.0,2.0,,,,,,,,5.0,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,Forward,9,5.0,2801.0,35.0,333.0,130.0,69.0,3.0,1.0,361.0,7.0,78.0,300.0,6.0,39.0,17.0,10.0,29.0,102.0,19.0,214.0,14.0,2.0,143.0,31.0,350.0,3.0,162.0,127.0,37.0,10.0,51.0,16.0,201.0,20.0,96.0,6.0,431.0,84.0,127.0,31.0,20.0,19.0,12.0,150.0,26.0,25.0,36.0,1.0,,15.0,6.0,8.0,55.0,10.0,35.0,1.0,5.0,133.0,5.0,6.0,147.0,129.0,493.0,29.0,199.0,2.0,66.0,1.0,1.0,1.0,19.0,61.0,7.0,940.0,37.0,21.0,290.0,4.0,32.0,12.0,22.0,168.0,13.0,19.0,10.0,5.0,0.0,4.0,1.0,,,1.0,2.0,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,8vcytrkvxzki08gxqpulol3hl,B. Bodily,Midfielder,11,1.0,2318.0,9.0,683.0,82.0,20.0,1.0,3.0,221.0,9.0,26.0,366.0,4.0,31.0,28.0,1.0,32.0,209.0,8.0,175.0,5.0,9.0,171.0,8.0,711.0,4.0,119.0,345.0,32.0,1.0,21.0,53.0,407.0,30.0,30.0,5.0,873.0,93.0,118.0,27.0,67.0,17.0,11.0,331.0,5.0,13.0,35.0,4.0,2.0,5.0,95.0,21.0,121.0,10.0,36.0,,,40.0,8.0,93.0,46.0,199.0,882.0,33.0,102.0,7.0,17.0,27.0,27.0,24.0,14.0,40.0,3.0,1446.0,32.0,1.0,702.0,110.0,41.0,11.0,24.0,298.0,21.0,4.0,3.0,2.0,0.0,1.0,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,4i3554wm6891v5ty4fbqqtucp,P. Breno,Goalkeeper,15,,360.0,,71.0,,,,,,,,12.0,2.0,,17.0,,5.0,39.0,,,,,12.0,,88.0,,,27.0,4.0,,,11.0,10.0,,34.0,,80.0,,1.0,4.0,5.0,,,78.0,,,7.0,,6.0,,,,22.0,10.0,,,,,,,,7.0,100.0,2.0,,,,,5.0,,,,2.0,133.0,4.0,,69.0,,,,,,,,,,0.0,,,,,,,,,,,,,33.0,17.0,,,,,,2.0,8.0,1.0,,,12.0,4.0,2.0,,2.0,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,a0r2fx204amflk1vjf5evgx2i,A. Caputo,Midfielder,24,,64.0,,39.0,3.0,,,,6.0,,,7.0,,1.0,1.0,,,10.0,3.0,6.0,,,6.0,,40.0,,3.0,20.0,2.0,,3.0,,14.0,2.0,9.0,2.0,46.0,3.0,6.0,,1.0,1.0,,26.0,,,,,,,,4.0,5.0,10.0,1.0,,,,,,,5.0,46.0,,3.0,,,,,,,,,58.0,2.0,,40.0,,2.0,,,7.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,6zmdzhx72ydq7lgvn9fstltcl,S. Dalgaard,Midfielder,0,,1040.0,4.0,283.0,49.0,12.0,,,129.0,5.0,17.0,177.0,1.0,14.0,17.0,1.0,10.0,103.0,4.0,100.0,,8.0,81.0,7.0,300.0,,68.0,59.0,24.0,,8.0,19.0,185.0,8.0,91.0,13.0,379.0,51.0,62.0,11.0,25.0,6.0,5.0,121.0,3.0,6.0,14.0,4.0,,,26.0,17.0,61.0,10.0,22.0,,1.0,49.0,5.0,23.0,29.0,82.0,381.0,8.0,61.0,,11.0,6.0,11.0,6.0,9.0,34.0,4.0,624.0,24.0,4.0,298.0,22.0,13.0,6.0,22.0,128.0,24.0,1.0,,,0.0,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,dv155f8jlvq8frvhjcokboiy1,C. Dennis,Midfielder,14,2.0,2568.0,25.0,821.0,122.0,23.0,2.0,,301.0,3.0,26.0,415.0,3.0,73.0,103.0,8.0,23.0,289.0,23.0,252.0,10.0,1.0,199.0,22.0,924.0,6.0,156.0,272.0,35.0,1.0,46.0,49.0,565.0,26.0,278.0,6.0,1059.0,130.0,150.0,29.0,41.0,18.0,10.0,406.0,16.0,63.0,32.0,6.0,1.0,11.0,86.0,9.0,158.0,10.0,61.0,5.0,1.0,67.0,2.0,28.0,49.0,244.0,1123.0,10.0,145.0,5.0,47.0,47.0,10.0,12.0,35.0,58.0,9.0,1682.0,35.0,5.0,870.0,11.0,36.0,12.0,21.0,284.0,23.0,18.0,5.0,6.0,2.0,10.0,1.0,,,5.0,5.0,8.0,2.0,34.0,79.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Tampa Bay Rowdies,1fwapwo54su9yu8eisxbdln1l,J. Doherty,Midfielder,22,2.0,3060.0,2.0,1273.0,47.0,16.0,1.0,,176.0,2.0,41.0,354.0,3.0,13.0,158.0,3.0,29.0,581.0,6.0,119.0,,12.0,251.0,5.0,1431.0,10.0,113.0,349.0,34.0,,18.0,113.0,715.0,21.0,537.0,,1631.0,72.0,138.0,34.0,73.0,9.0,11.0,735.0,4.0,26.0,40.0,3.0,7.0,,52.0,33.0,161.0,10.0,29.0,1.0,,15.0,2.0,33.0,57.0,230.0,1682.0,62.0,63.0,7.0,7.0,19.0,26.0,7.0,14.0,14.0,11.0,2075.0,34.0,1.0,1384.0,40.0,32.0,,4.0,215.0,27.0,6.0,,,0.0,,,,,,,,,11.0,32.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
