liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,Greenville Triumph SC,ckefp96qi7xs4yt9n329paajt,A. Booth,Midfielder,19,40.0,,32.0,37.0,340.0,13.0,132.0,21.0,172.0,179.0,19.0,250.0,580.0,17.0,47.0,3.0,29.0,11.0,25.0,1123.0,74.0,6.0,126.0,24.0,5.0,37.0,78.0,8.0,22.0,53.0,3.0,,21.0,157.0,10.0,21.0,4.0,116.0,79.0,534.0,21.0,115.0,177.0,231.0,50.0,45.0,,6.0,584.0,3.0,25.0,763.0,278.0,7.0,39.0,25.0,58.0,10.0,15.0,29.0,2019.0,147.0,22.0,,244.0,14.0,195.0,32.0,759.0,3.0,9.0,,0.0,3.0,1.0,2.0,4.0,1.0,2.0,11.0,,2.0,1.0,15.0,5.0,,3.0,3.0,11.0,2.0,2.0,,,9.0,,2.0,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,9m2l2wpu8cht54izobml845t6,N. Brown,Forward,77,,,6.0,3.0,23.0,,14.0,2.0,13.0,15.0,1.0,8.0,30.0,,1.0,,9.0,1.0,2.0,95.0,9.0,1.0,8.0,2.0,1.0,6.0,8.0,9.0,5.0,,,,1.0,26.0,10.0,3.0,,24.0,18.0,30.0,6.0,11.0,4.0,35.0,,7.0,,,30.0,,1.0,45.0,34.0,9.0,5.0,11.0,11.0,,1.0,9.0,152.0,15.0,,,9.0,2.0,17.0,4.0,45.0,,,,0.0,,,1.0,,1.0,,3.0,,1.0,,,2.0,1.0,,,2.0,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,9rqg28t19sxq1clyfwa4tej9w,P. Cayelli,Midfielder,21,,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,bj3zanm7fwttsy6stka2l84b9,P. Christensen,Goalkeeper,30,1.0,,,7.0,77.0,,,,138.0,154.0,7.0,146.0,143.0,64.0,154.0,8.0,12.0,10.0,,464.0,7.0,,100.0,,,,5.0,,,1.0,,,,7.0,10.0,,,2.0,2.0,113.0,5.0,12.0,52.0,14.0,110.0,,,1.0,223.0,29.0,8.0,377.0,157.0,,,,,,,12.0,1110.0,,12.0,,267.0,1.0,58.0,16.0,216.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,2.0,3.0,23.0,30.0,5.0,,8.0,81.0,12.0,14.0,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,55wn70di4d4ehg48fyrugbdre,J. Donnelly,Forward,17,3.0,,11.0,32.0,64.0,6.0,63.0,4.0,75.0,67.0,6.0,24.0,85.0,1.0,4.0,,17.0,8.0,12.0,285.0,63.0,2.0,16.0,12.0,2.0,31.0,25.0,8.0,6.0,9.0,,,3.0,52.0,10.0,7.0,1.0,58.0,27.0,82.0,11.0,57.0,29.0,115.0,4.0,16.0,,2.0,86.0,,8.0,153.0,122.0,12.0,7.0,13.0,30.0,4.0,4.0,17.0,662.0,39.0,5.0,,55.0,1.0,30.0,4.0,152.0,,1.0,,2.0,,,2.0,5.0,2.0,,4.0,,2.0,,3.0,6.0,,1.0,1.0,8.0,,,,,2.0,,2.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,ee12f0u7m07sw81xkozouyd3p,B. Fricke,Defender,15,24.0,,14.0,71.0,259.0,10.0,85.0,3.0,178.0,242.0,22.0,793.0,1014.0,74.0,157.0,13.0,29.0,91.0,3.0,1571.0,115.0,,118.0,3.0,,44.0,47.0,1.0,9.0,34.0,,1.0,10.0,81.0,10.0,12.0,12.0,78.0,34.0,900.0,14.0,118.0,224.0,196.0,152.0,15.0,2.0,7.0,1052.0,22.0,29.0,1294.0,261.0,,23.0,4.0,35.0,3.0,41.0,29.0,2530.0,65.0,29.0,1.0,519.0,1.0,486.0,67.0,1247.0,3.0,2.0,3.0,0.0,,,1.0,,,,2.0,,1.0,,3.0,1.0,,,1.0,3.0,,1.0,,,,,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,Midfielder,23,13.0,,13.0,4.0,191.0,5.0,71.0,35.0,145.0,92.0,16.0,72.0,220.0,12.0,21.0,1.0,26.0,4.0,79.0,717.0,28.0,35.0,69.0,50.0,18.0,24.0,74.0,35.0,22.0,18.0,,,4.0,156.0,10.0,9.0,3.0,106.0,82.0,218.0,25.0,78.0,77.0,184.0,10.0,43.0,,3.0,228.0,,19.0,320.0,276.0,8.0,8.0,65.0,45.0,17.0,6.0,26.0,1447.0,96.0,18.0,,107.0,16.0,40.0,26.0,311.0,3.0,,,1.0,,24.0,2.0,4.0,1.0,46.0,4.0,1.0,1.0,16.0,5.0,31.0,,1.0,3.0,14.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,9nhs7d61ag15645852fas8vmc,J. Goodall,Defender,11,9.0,,3.0,9.0,72.0,4.0,27.0,7.0,48.0,47.0,5.0,49.0,115.0,10.0,20.0,,17.0,10.0,12.0,309.0,18.0,5.0,33.0,9.0,4.0,9.0,19.0,6.0,7.0,13.0,9.0,,5.0,41.0,10.0,2.0,3.0,31.0,22.0,98.0,2.0,28.0,41.0,59.0,18.0,13.0,,1.0,116.0,1.0,6.0,163.0,88.0,13.0,7.0,8.0,2.0,3.0,10.0,17.0,514.0,19.0,4.0,,90.0,32.0,13.0,11.0,162.0,1.0,,,0.0,1.0,3.0,,,,4.0,1.0,1.0,,1.0,2.0,4.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,6i0jmexul7bdkldopvslc8t90,B. Hale,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Greenville Triumph SC,f0pvxeyui9i0jz7bigb8cfx0p,M. Hemmings,Midfielder,5,23.0,,12.0,39.0,496.0,11.0,142.0,20.0,216.0,235.0,19.0,471.0,927.0,30.0,93.0,10.0,27.0,23.0,28.0,1474.0,64.0,6.0,137.0,16.0,2.0,25.0,82.0,4.0,6.0,34.0,,,9.0,134.0,10.0,10.0,5.0,77.0,52.0,870.0,38.0,121.0,330.0,198.0,91.0,19.0,,5.0,961.0,7.0,24.0,1196.0,303.0,3.0,26.0,15.0,24.0,5.0,25.0,27.0,2215.0,146.0,24.0,,440.0,9.0,280.0,47.0,1154.0,2.0,10.0,,0.0,4.0,,,1.0,,,2.0,,,,5.0,11.0,,2.0,1.0,4.0,2.0,1.0,,,4.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
