liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,dqsyycb0bz8xonzgb0vgh8a38,H. Aranda,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,2ab9n9o2yymwfv8s19kk0q3md,Y. Arboleda,Forward,21,6.0,,1.0,,2.0,,2.0,,,,2.0,,22.0,5.0,,,,,,1.0,6.0,6.0,,2.0,10.0,10.0,6.0,3.0,,,1.0,,,6.0,,2.0,1.0,1.0,,0.0,2.0,1.0,,,,,,2.0,,,,,,,2.0,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,kdf39fz73dd5n2nzlsuwbq3t,K. Arriaga,Midfielder,5,162.0,,2.0,,2.0,,2.0,2.0,1.0,15.0,27.0,,176.0,127.0,46.0,5.0,,,,5.0,190.0,176.0,8.0,63.0,218.0,10.0,177.0,11.0,3.0,14.0,52.0,14.0,,191.0,,55.0,2.0,8.0,,0.0,6.0,1.0,3.0,,,9.0,5.0,3.0,1.0,2.0,,1.0,1.0,,27.0,,5.0,1.0,1.0,2.0,3.0,,,,2.0,1.0,1.0,2.0,1.0,,1.0,7.0,1.0,,7.0,,,,,1.0,,,1.0,2.0,1.0,1.0,,,2.0,,2.0,1.0,7.0,,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,7cjlewnhcjtycqfbj8mkc9rs9,J. Benguché,Forward,9,21.0,,1.0,,2.0,,2.0,1.0,,,8.0,,117.0,18.0,1.0,,1.0,,,7.0,22.0,18.0,1.0,8.0,41.0,10.0,21.0,9.0,3.0,5.0,3.0,4.0,,25.0,,5.0,1.0,5.0,,1.0,2.0,,,,,4.0,3.0,4.0,,,,,2.0,,11.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,1.0,1.0,,,13.0,1.0,3.0,2.0,,1.0,0.0,,,1.0,,,,,4.0,,,,,,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,202fppogvtu6vm32hr1gvy6l1,D. Flores,Midfielder,20,190.0,,3.0,,2.0,,2.0,2.0,8.0,17.0,31.0,,180.0,135.0,91.0,10.0,2.0,,,20.0,233.0,205.0,10.0,74.0,260.0,10.0,207.0,31.0,12.0,22.0,72.0,28.0,,235.0,,53.0,3.0,22.0,,0.0,11.0,1.0,2.0,,4.0,18.0,3.0,9.0,,2.0,,4.0,5.0,,17.0,1.0,10.0,,,2.0,,,1.0,,8.0,2.0,2.0,,,,,2.0,2.0,1.0,4.0,,,,,7.0,,,,,6.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,2wp1nfc3m2u5zzmwbot9lgq21,F. Flores,Defender,13,89.0,,3.0,,2.0,,2.0,2.0,2.0,3.0,21.0,,180.0,60.0,34.0,2.0,2.0,,,13.0,101.0,90.0,3.0,35.0,147.0,10.0,92.0,19.0,10.0,13.0,32.0,11.0,,103.0,,10.0,3.0,16.0,,0.0,6.0,,2.0,,3.0,9.0,3.0,3.0,1.0,2.0,18.0,4.0,2.0,1.0,24.0,1.0,6.0,,,,2.0,,,,3.0,,4.0,,2.0,,2.0,2.0,4.0,,4.0,,,,,6.0,,,,,3.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,8b8tgseou9bonm9vsus62dej9,H. Fonseca,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,annmut4ru8fcfawzby7oisgk5,D. García,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,8eth5xos80x1qutcql2nwu978,R. García,Defender,25,3.0,,1.0,,2.0,,2.0,,,,1.0,,10.0,,2.0,,1.0,,,5.0,2.0,1.0,,,13.0,10.0,3.0,5.0,4.0,1.0,3.0,1.0,,4.0,,,1.0,4.0,,0.0,,,,,,1.0,,1.0,,1.0,1.0,,2.0,,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,2.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Honduras,dultuwuispxt7xg3iiqc84a8l,E. Hernández,Forward,11,8.0,,2.0,,1.0,,1.0,1.0,1.0,,6.0,,45.0,5.0,1.0,1.0,1.0,,,2.0,9.0,5.0,1.0,2.0,18.0,10.0,8.0,2.0,,3.0,3.0,4.0,,12.0,,3.0,2.0,,,0.0,,,,,,3.0,,2.0,,,,,,,6.0,,,,1.0,,,,,,2.0,2.0,,,,,,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
