liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,DC United,35tm2y83fcb7sa5rc4phzh08a,C. Antley,Defender,12,1.0,,1.0,3.0,,1.0,,,3.0,,,,5.0,4.0,1.0,10.0,4.0,1.0,3.0,,,,,4.0,4.0,,,,,,,11.0,,2.0,,,3.0,6.0,,,,,,,,,,,,5.0,3.0,2.0,5.0,,,,1.0,1.0,14.0,1.0,,,1.0,3.0,,10.0,11.0,,5.0,,1.0,6.0,18.0,,2.0,2.0,,,1.0,7.0,1.0,5.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,DC United,245btyb2u8c4vj1y1vw8a257t,T. Baribo,Forward,9,79.0,49.0,30.0,11.0,,42.0,2.0,,32.0,3.0,,4.0,140.0,81.0,59.0,126.0,46.0,5.0,11.0,,13.0,10.0,3.0,61.0,32.0,29.0,,4.0,7.0,43.0,4.0,185.0,,7.0,16.0,8.0,22.0,64.0,7.0,9.0,10.0,10.0,3.0,,,,4.0,10.0,3.0,140.0,90.0,60.0,147.0,6.0,7.0,2.0,,1.0,857.0,13.0,,5.0,5.0,13.0,12.0,89.0,195.0,19.0,150.0,13.0,38.0,45.0,330.0,,1.0,1.0,5.0,,1.0,37.0,9.0,44.0,2.0,1.0,1.0,,,,,,,,,7.0,5.0,7.0,,4.0,3.0,4.0,2.0,,,,,,,,,,,,,1.0,5.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,
USA_MLS,2026,DC United,7e8pb8eqysovpfpexouwwvac4,L. Bartlett,Defender,3,72.0,22.0,50.0,14.0,,48.0,3.0,11.0,155.0,4.0,,3.0,120.0,46.0,74.0,52.0,245.0,3.0,14.0,,21.0,18.0,3.0,48.0,24.0,24.0,2.0,16.0,3.0,154.0,1.0,540.0,,68.0,15.0,6.0,59.0,120.0,3.0,7.0,4.0,14.0,1.0,,,,1.0,,47.0,374.0,112.0,283.0,348.0,3.0,11.0,,,2.0,1257.0,3.0,,4.0,105.0,19.0,9.0,192.0,567.0,11.0,395.0,14.0,34.0,172.0,789.0,,4.0,4.0,1.0,62.0,112.0,128.0,48.0,60.0,0.0,,3.0,,1.0,2.0,2.0,12.0,2.0,,,1.0,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,
USA_MLS,2026,DC United,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,DC United,eliciww307c6fs2mg347z1iei,C. Clark,Midfielder,30,2.0,1.0,1.0,7.0,,7.0,,1.0,8.0,,2.0,3.0,20.0,9.0,11.0,39.0,10.0,1.0,7.0,,2.0,2.0,,18.0,8.0,10.0,,2.0,1.0,16.0,1.0,41.0,,3.0,1.0,1.0,4.0,8.0,1.0,1.0,,,,,1.0,1.0,,1.0,2.0,28.0,18.0,11.0,26.0,4.0,4.0,,,,82.0,2.0,,,1.0,4.0,2.0,25.0,41.0,1.0,28.0,8.0,5.0,13.0,74.0,2.0,6.0,4.0,1.0,1.0,3.0,18.0,1.0,10.0,0.0,7.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,DC United,blb3vzbk5bvi986xxswlc3s2x,J. Farr,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,DC United,52l4538m97qb53gire4qp7xg4,Gabriel Pirani,Midfielder,10,9.0,9.0,,7.0,,37.0,1.0,,44.0,,,1.0,64.0,47.0,17.0,86.0,29.0,9.0,7.0,,7.0,6.0,1.0,55.0,38.0,17.0,,1.0,5.0,31.0,,117.0,1.0,16.0,11.0,3.0,26.0,30.0,5.0,2.0,2.0,6.0,6.0,,2.0,2.0,1.0,3.0,,89.0,63.0,38.0,99.0,3.0,1.0,,,,474.0,22.0,,,1.0,11.0,12.0,68.0,127.0,4.0,99.0,4.0,13.0,28.0,208.0,,1.0,1.0,10.0,1.0,1.0,25.0,4.0,27.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,DC United,6fl407ns57s31uwq3svtpzr3d,S. Hefti,Defender,5,22.0,12.0,10.0,13.0,2.0,56.0,3.0,3.0,127.0,4.0,,4.0,109.0,54.0,55.0,168.0,182.0,13.0,13.0,2.0,16.0,13.0,3.0,87.0,42.0,45.0,,19.0,9.0,115.0,,377.0,,69.0,28.0,18.0,46.0,26.0,11.0,,,13.0,1.0,,9.0,9.0,4.0,2.0,19.0,270.0,134.0,147.0,253.0,14.0,19.0,,30.0,65.0,1141.0,14.0,3.0,,35.0,17.0,8.0,187.0,379.0,,272.0,33.0,20.0,107.0,683.0,,18.0,18.0,5.0,25.0,43.0,94.0,31.0,64.0,0.0,,2.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,
USA_MLS,2026,DC United,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,11.0,6.0,5.0,7.0,,30.0,3.0,2.0,42.0,1.0,3.0,4.0,38.0,18.0,20.0,90.0,34.0,5.0,7.0,,9.0,8.0,1.0,27.0,12.0,15.0,,3.0,4.0,59.0,,126.0,1.0,17.0,12.0,4.0,17.0,7.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,,4.0,2.0,12.0,92.0,58.0,38.0,83.0,2.0,5.0,,6.0,13.0,385.0,7.0,1.0,,9.0,5.0,4.0,65.0,130.0,5.0,95.0,7.0,19.0,35.0,226.0,1.0,9.0,8.0,4.0,3.0,8.0,33.0,11.0,27.0,0.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,DC United,5a02rrfusvietawk0d94iqiju,J. Hopkins,Midfielder,25,42.0,29.0,13.0,14.0,1.0,61.0,4.0,3.0,121.0,,8.0,9.0,140.0,78.0,62.0,215.0,88.0,4.0,14.0,1.0,18.0,15.0,3.0,98.0,49.0,49.0,2.0,4.0,14.0,85.0,3.0,255.0,2.0,68.0,14.0,4.0,46.0,38.0,15.0,5.0,11.0,13.0,12.0,3.0,7.0,3.0,14.0,7.0,11.0,195.0,149.0,67.0,198.0,8.0,14.0,,2.0,4.0,1067.0,31.0,2.0,3.0,4.0,17.0,13.0,164.0,272.0,16.0,209.0,22.0,38.0,63.0,495.0,5.0,30.0,20.0,14.0,1.0,6.0,79.0,14.0,57.0,0.0,1.0,3.0,,,,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
