liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,CF América,9l8qfxmpixwldis1pfua1fs2d,P. Aguilar,Defender,22,18.0,450.0,,59.0,2.0,3.0,,248.0,33.0,134.0,4.0,10.0,6.0,,6.0,81.0,87.0,12.0,,27.0,254.0,5.0,196.0,6.0,2.0,37.0,31.0,5.0,44.0,25.0,5.0,18.0,11.0,411.0,5.0,2.0,2.0,35.0,,101.0,4.0,75.0,20.0,2.0,,21.0,6.0,2.0,43.0,7.0,6.0,,18.0,5.0,,,17.0,89.0,,211.0,217.0,8.0,1.0,9.0,23.0,3.0,7.0,18.0,,,,4.0,4.0,1.0,3.0,2.0,,5.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,6l5na1ucaovnml3tqjdyysbth,E. Aguilera,Defender,6,,270.0,,3.0,,2.0,,177.0,6.0,59.0,4.0,11.0,1.0,1.0,4.0,24.0,103.0,3.0,,8.0,181.0,2.0,139.0,2.0,1.0,19.0,70.0,,15.0,22.0,3.0,2.0,4.0,218.0,3.0,1.0,2.0,9.0,,75.0,,58.0,8.0,,,23.0,2.0,2.0,15.0,7.0,3.0,,,3.0,,,3.0,30.0,,159.0,162.0,6.0,,3.0,7.0,,10.0,6.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,8zam953ryucmo8is0aknhovyt,P. Arce,Midfielder,15,,6.0,,,1.0,,,8.0,2.0,4.0,,,,,,,4.0,,,,8.0,,8.0,,,,3.0,,,,,,,8.0,1.0,,,,,1.0,,56.0,,,,,,,,,,,,1.0,,,,2.0,,8.0,8.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,c1pfk47z2ozitpqhxmbe98jbp,Joe Corona,Midfielder,14,3.0,297.0,,1.0,3.0,1.0,1.0,197.0,21.0,95.0,2.0,8.0,4.0,,9.0,37.0,79.0,10.0,,17.0,199.0,6.0,157.0,2.0,1.0,25.0,65.0,3.0,24.0,27.0,3.0,4.0,5.0,244.0,5.0,3.0,,33.0,1.0,54.0,2.0,47.0,25.0,1.0,,17.0,6.0,8.0,50.0,1.0,3.0,1.0,4.0,5.0,,,16.0,59.0,,173.0,174.0,17.0,,8.0,25.0,2.0,5.0,17.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,5av0x4no7v8epor7wm4ss371m,A. Cruz,Midfielder,285,1.0,90.0,,2.0,,,,30.0,6.0,16.0,,2.0,1.0,,1.0,6.0,10.0,7.0,,2.0,30.0,1.0,25.0,1.0,,4.0,15.0,1.0,5.0,6.0,1.0,2.0,,47.0,1.0,,1.0,12.0,,8.0,2.0,64.0,10.0,,,1.0,2.0,1.0,14.0,,1.0,,1.0,1.0,,,3.0,1.0,,26.0,26.0,2.0,,7.0,4.0,,,9.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,284,1.0,23.0,,,1.0,,,16.0,4.0,7.0,,,1.0,,,5.0,6.0,2.0,,3.0,16.0,1.0,12.0,1.0,,3.0,4.0,,3.0,4.0,,2.0,1.0,21.0,1.0,,,5.0,,6.0,,49.0,2.0,,,1.0,,,5.0,,1.0,,1.0,1.0,,,3.0,2.0,,13.0,13.0,,,1.0,3.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,cfth80ffvgnveork3pqd14atx,C. Domínguez,Midfielder,10,8.0,263.0,,3.0,2.0,,3.0,80.0,29.0,54.0,,2.0,2.0,1.0,2.0,50.0,17.0,8.0,,14.0,83.0,2.0,64.0,4.0,6.0,16.0,28.0,5.0,29.0,8.0,3.0,6.0,1.0,159.0,4.0,1.0,1.0,36.0,,20.0,18.0,70.0,23.0,5.0,,3.0,6.0,1.0,39.0,1.0,5.0,,14.0,4.0,,,14.0,6.0,3.0,65.0,67.0,3.0,,8.0,16.0,,1.0,22.0,8.0,1.0,1.0,4.0,1.0,6.0,8.0,1.0,2.0,,5.0,,,3.0,,,,,,,,,,,,3.0,6.0,3.0,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,am6blpv9h0wzsn8rjv1q0zpp1,A. Díaz,Midfielder,19,,71.0,,,1.0,,1.0,17.0,4.0,6.0,,,,2.0,1.0,11.0,6.0,,,5.0,17.0,1.0,12.0,1.0,4.0,5.0,7.0,,5.0,1.0,,,,31.0,2.0,,,7.0,,5.0,10.0,90.0,6.0,2.0,,,2.0,5.0,13.0,,1.0,,,2.0,1.0,,6.0,1.0,1.0,12.0,12.0,6.0,,,7.0,,,1.0,,1.0,2.0,,,,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,binlfixspmuzid9947vx0xsyd,William,Midfielder,7,3.0,381.0,,18.0,2.0,,,199.0,36.0,96.0,2.0,7.0,4.0,3.0,4.0,45.0,77.0,9.0,,20.0,199.0,4.0,158.0,5.0,5.0,27.0,60.0,1.0,22.0,39.0,5.0,7.0,8.0,284.0,5.0,4.0,1.0,30.0,,67.0,5.0,49.0,14.0,2.0,,14.0,1.0,1.0,35.0,5.0,5.0,,3.0,5.0,,,17.0,36.0,,172.0,172.0,5.0,1.0,8.0,21.0,1.0,12.0,13.0,3.0,2.0,,1.0,1.0,1.0,1.0,,3.0,4.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CF América,elow2avgk966z580pispq374l,A. Ibargüen,Forward,11,17.0,395.0,,7.0,5.0,,2.0,168.0,48.0,103.0,1.0,4.0,4.0,6.0,1.0,105.0,40.0,3.0,,34.0,174.0,1.0,129.0,5.0,9.0,38.0,51.0,7.0,55.0,24.0,4.0,16.0,4.0,296.0,6.0,,,54.0,,36.0,21.0,96.0,24.0,3.0,,7.0,6.0,1.0,56.0,1.0,6.0,1.0,21.0,6.0,,,31.0,39.0,2.0,130.0,136.0,2.0,1.0,2.0,32.0,1.0,1.0,23.0,14.0,,2.0,7.0,5.0,,6.0,,2.0,,14.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,2.0,8.0,4.0,,1.0,,,,,,,,,,
