liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,Forward Madison FC,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,56,171.0,,,,13.0,2.0,58.0,116.0,10.0,4.0,117.0,40.0,,357.0,,,334.0,260.0,,4.0,,,158.0,,1.0,276.0,2.0,,,13.0,19.0,,,,176.0,13.0,,1.0,16.0,,170.0,113.0,289.0,,740.0,1440.0,58.0,21.0,16.0,,16.0,,9.0,,,,1.0,392.0,563.0,6.0,6.0,157.0,15.0,,,15.0,,0.0,2.0,1.0,2.0,26.0,112.0,25.0,9.0,37.0,12.0,,9.0,28.0,5.0,4.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
USA_USL_League_One,2022,Forward Madison FC,6eoyhons8zoaxiemwt7dhkvoq,T. Bailey,Goalkeeper,27,8.0,,,,1.0,,1.0,1.0,10.0,,1.0,7.0,,5.0,,,5.0,3.0,,,,,8.0,,,5.0,,,,,1.0,,,,9.0,,,,1.0,,6.0,7.0,11.0,,22.0,90.0,1.0,1.0,1.0,,1.0,,,,,,,6.0,14.0,,,2.0,,,,,,0.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Forward Madison FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,78.0,18.0,19.0,4.0,6.0,,20.0,10.0,10.0,,91.0,2.0,22.0,421.0,4.0,9.0,109.0,344.0,21.0,26.0,16.0,1.0,8.0,38.0,5.0,339.0,5.0,14.0,24.0,,17.0,71.0,6.0,19.0,179.0,70.0,2.0,11.0,18.0,2.0,56.0,77.0,80.0,6.0,675.0,1462.0,242.0,22.0,25.0,17.0,25.0,92.0,25.0,118.0,7.0,11.0,5.0,349.0,427.0,130.0,59.0,138.0,155.0,15.0,57.0,63.0,,0.0,,5.0,,,,,,,,,4.0,,,,,24.0,17.0,1.0,10.0,,,,1.0,5.0,,4.0,5.0,7.0,,1.0,1.0,1.0,1.0,,10.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Forward Madison FC,4i3554wm6891v5ty4fbqqtucp,P. Breno,Goalkeeper,1,109.0,,,,11.0,,33.0,49.0,10.0,1.0,52.0,55.0,,160.0,,,166.0,101.0,2.0,1.0,,,107.0,,,148.0,5.0,1.0,1.0,20.0,16.0,,,,109.0,2.0,,,12.0,,96.0,76.0,188.0,,425.0,1080.0,31.0,21.0,12.0,,12.0,2.0,4.0,,,,,197.0,306.0,,,66.0,4.0,,,2.0,,0.0,,1.0,1.0,10.0,91.0,17.0,5.0,31.0,14.0,1.0,2.0,27.0,,10.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
USA_USL_League_One,2022,Forward Madison FC,e4apyfs7gb0mzmde94nde8lih,Matheus Cassini,Midfielder,10,171.0,18.0,33.0,4.0,3.0,1.0,28.0,51.0,10.0,3.0,303.0,7.0,22.0,691.0,10.0,16.0,220.0,526.0,16.0,92.0,26.0,2.0,34.0,61.0,9.0,522.0,6.0,22.0,37.0,1.0,21.0,97.0,4.0,24.0,326.0,137.0,17.0,14.0,19.0,7.0,79.0,176.0,155.0,5.0,1168.0,1871.0,370.0,27.0,26.0,7.0,26.0,113.0,33.0,180.0,7.0,14.0,8.0,573.0,744.0,224.0,127.0,106.0,257.0,25.0,47.0,144.0,2.0,2.0,,8.0,,,,,,,,,17.0,,,,,36.0,23.0,5.0,4.0,,2.0,4.0,5.0,4.0,7.0,1.0,5.0,13.0,1.0,14.0,1.0,,3.0,,8.0,5.0,4.0,1.0,,1.0,1.0,,,,,,3.0,,,1.0,,,,
USA_USL_League_One,2022,Forward Madison FC,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,8,75.0,8.0,8.0,1.0,10.0,,13.0,31.0,10.0,1.0,109.0,3.0,3.0,440.0,3.0,9.0,179.0,366.0,8.0,10.0,10.0,2.0,14.0,18.0,10.0,339.0,3.0,3.0,14.0,,10.0,66.0,2.0,32.0,119.0,61.0,1.0,20.0,10.0,1.0,50.0,70.0,134.0,10.0,572.0,1009.0,192.0,13.0,18.0,5.0,18.0,74.0,16.0,84.0,8.0,24.0,4.0,370.0,445.0,99.0,33.0,118.0,115.0,6.0,5.0,41.0,,0.0,,4.0,,,,,,,,,8.0,,,,,5.0,2.0,1.0,,,,,,,,,,3.0,,,,,1.0,,6.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
USA_USL_League_One,2022,Forward Madison FC,f4kk7aprmqxgig9hyyntfgs0l,C. Dean,Defender,5,63.0,2.0,2.0,,21.0,,22.0,44.0,10.0,,67.0,7.0,1.0,383.0,8.0,3.0,236.0,320.0,4.0,1.0,2.0,4.0,33.0,2.0,3.0,287.0,1.0,4.0,5.0,2.0,12.0,12.0,,7.0,71.0,30.0,1.0,5.0,6.0,1.0,35.0,43.0,145.0,2.0,465.0,543.0,96.0,13.0,10.0,3.0,10.0,16.0,15.0,29.0,4.0,6.0,1.0,331.0,394.0,19.0,7.0,153.0,34.0,1.0,3.0,18.0,,0.0,,3.0,,,,,,,,,11.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Forward Madison FC,cq2uqgo61tdyxh9mnhsldxsrt,C. Enriquez,Midfielder,13,34.0,3.0,5.0,,3.0,,12.0,15.0,10.0,,63.0,2.0,6.0,265.0,2.0,11.0,117.0,231.0,2.0,9.0,4.0,,6.0,10.0,5.0,224.0,3.0,5.0,17.0,1.0,11.0,21.0,1.0,6.0,60.0,28.0,3.0,10.0,6.0,2.0,23.0,27.0,56.0,5.0,362.0,559.0,125.0,14.0,12.0,3.0,12.0,23.0,7.0,69.0,6.0,5.0,2.0,239.0,273.0,45.0,24.0,85.0,52.0,5.0,4.0,29.0,,0.0,,,,,,,,,,,5.0,,,,,5.0,4.0,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,0.0,1.0,,1.0,,,,,,,,,,,,,,
USA_USL_League_One,2022,Forward Madison FC,ltoddlfbimoyb6xgae4b2ktl,D. Gebhard,Forward,17,103.0,20.0,20.0,1.0,15.0,2.0,32.0,13.0,10.0,,160.0,13.0,26.0,658.0,18.0,14.0,280.0,555.0,17.0,34.0,18.0,1.0,25.0,49.0,15.0,550.0,4.0,115.0,37.0,1.0,26.0,70.0,7.0,18.0,224.0,78.0,7.0,24.0,21.0,7.0,96.0,91.0,170.0,9.0,1086.0,1675.0,290.0,30.0,24.0,17.0,24.0,87.0,34.0,223.0,3.0,5.0,6.0,563.0,666.0,152.0,82.0,113.0,186.0,21.0,32.0,99.0,14.0,0.0,,2.0,,,,,,,,,17.0,,,,,5.0,4.0,1.0,2.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,4.0,,4.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Forward Madison FC,3okzvmqu8lonkpjadhd8vnq0a,A. Jepson,Forward,29,26.0,3.0,5.0,,5.0,,6.0,2.0,10.0,1.0,20.0,3.0,2.0,103.0,3.0,3.0,25.0,78.0,12.0,6.0,5.0,,6.0,5.0,1.0,78.0,2.0,3.0,4.0,,2.0,9.0,2.0,1.0,44.0,20.0,2.0,4.0,5.0,,17.0,25.0,31.0,3.0,161.0,340.0,57.0,4.0,5.0,4.0,5.0,21.0,15.0,30.0,,,1.0,80.0,106.0,21.0,12.0,25.0,36.0,3.0,8.0,15.0,,0.0,,,,,,,,,,,3.0,,,,,4.0,2.0,,3.0,,,1.0,,1.0,2.0,1.0,1.0,2.0,,2.0,,,,1.0,1.0,,1.0,0.0,,,,,,,,,,,,,1.0,,,
