liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Sporting Kansas City,2d5q8emajavaqvnofdqrccfoq,W. Agada,Forward,23,12.0,29.0,10.0,19.0,,5.0,44.0,25.0,40.0,2.0,1.0,,33.0,27.0,114.0,10.0,3.0,1.0,32.0,,124.0,7.0,109.0,34.0,3.0,918.0,98.0,3.0,22.0,2.0,15.0,5.0,2.0,2.0,6.0,34.0,6.0,3.0,4.0,,71.0,12.0,,3.0,,8.0,19.0,15.0,,8.0,8.0,58.0,13.0,33.0,1.0,11.0,3.0,3.0,1.0,4.0,,,5.0,1.0,8.0,,7.0,275.0,1.0,2.0,2.0,1.0,,60.0,24.0,92.0,58.0,59.0,1.0,12.0,1.0,69.0,22.0,39.0,146.0,34.0,6.0,22.0,7.0,1.0,2.0,2.0,,,,4.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,1nnd0b4qwlni7tqot2n2st4yy,O. Cisneros,Midfielder,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,7fow2xwajxenikljzfaixqkbu,J. Davis,Midfielder,17,,1.0,,2.0,,,4.0,,,,,,5.0,1.0,11.0,,1.0,,1.0,,12.0,,11.0,5.0,,15.0,5.0,,3.0,,,,,,,3.0,,,,,7.0,3.0,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,16.0,,,3.0,,,3.0,,11.0,5.0,5.0,,3.0,,3.0,2.0,,12.0,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,9qhpi9y9iujvkbocafhgrj04q,C. Duke,Midfielder,28,2.0,67.0,13.0,74.0,,12.0,116.0,15.0,20.0,,16.0,,98.0,81.0,310.0,17.0,32.0,2.0,81.0,1.0,383.0,8.0,303.0,98.0,1.0,1219.0,195.0,22.0,24.0,2.0,35.0,8.0,1.0,,16.0,90.0,26.0,8.0,31.0,,196.0,26.0,,16.0,,22.0,92.0,5.0,,12.0,,33.0,38.0,11.0,2.0,23.0,1.0,14.0,2.0,5.0,1.0,8.0,7.0,2.0,,,5.0,696.0,14.0,3.0,13.0,13.0,14.0,111.0,77.0,302.0,175.0,113.0,16.0,26.0,4.0,192.0,43.0,82.0,391.0,4.0,16.0,2.0,,,0.0,1.0,3.0,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,15,14.0,118.0,25.0,120.0,,32.0,243.0,30.0,54.0,1.0,22.0,1.0,239.0,139.0,667.0,20.0,34.0,1.0,158.0,3.0,818.0,7.0,587.0,85.0,2.0,1884.0,214.0,5.0,43.0,1.0,18.0,7.0,1.0,1.0,41.0,253.0,47.0,19.0,14.0,,430.0,30.0,,11.0,,25.0,212.0,24.0,1.0,21.0,2.0,38.0,29.0,11.0,2.0,28.0,3.0,40.0,6.0,20.0,1.0,10.0,80.0,6.0,1.0,,5.0,1131.0,15.0,11.0,5.0,27.0,19.0,121.0,75.0,660.0,160.0,115.0,22.0,30.0,6.0,236.0,46.0,99.0,825.0,27.0,26.0,13.0,0.0,2.0,0.0,3.0,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,dvmrpyskb14jzf3kiii5tazth,Andreu Fontàs,Defender,3,2.0,111.0,27.0,124.0,,21.0,1032.0,29.0,67.0,,2.0,,314.0,163.0,1619.0,13.0,28.0,,237.0,,1807.0,8.0,1483.0,37.0,6.0,2440.0,157.0,5.0,20.0,,10.0,4.0,1.0,1.0,76.0,719.0,37.0,96.0,3.0,,588.0,28.0,,6.0,,36.0,746.0,38.0,1.0,5.0,2.0,16.0,6.0,11.0,4.0,40.0,4.0,126.0,1.0,3.0,1.0,43.0,136.0,1.0,2.0,,,2142.0,16.0,6.0,1.0,29.0,19.0,77.0,53.0,1578.0,90.0,66.0,2.0,28.0,4.0,257.0,36.0,91.0,1856.0,5.0,12.0,3.0,1.0,1.0,1.0,19.0,14.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,87grwc9qwom78uf9g3zllk2xh,K. Ford,Defender,12,1.0,35.0,9.0,27.0,,7.0,268.0,20.0,47.0,,1.0,,197.0,61.0,372.0,5.0,8.0,,85.0,,446.0,1.0,322.0,14.0,2.0,803.0,80.0,,11.0,,6.0,1.0,,,25.0,100.0,11.0,28.0,,,104.0,14.0,,2.0,,15.0,134.0,27.0,,3.0,,6.0,1.0,11.0,2.0,16.0,1.0,50.0,,1.0,,13.0,50.0,,,,,547.0,4.0,4.0,5.0,14.0,2.0,26.0,19.0,363.0,33.0,34.0,1.0,14.0,,91.0,10.0,46.0,457.0,1.0,3.0,,,,0.0,6.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,9lub99mn6k1lx7gzda946y4fd,F. Hernández,Midfielder,21,15.0,69.0,16.0,74.0,14.0,18.0,98.0,16.0,21.0,2.0,51.0,1.0,88.0,124.0,407.0,25.0,32.0,3.0,92.0,,480.0,12.0,392.0,65.0,,1774.0,164.0,5.0,27.0,3.0,34.0,11.0,2.0,,19.0,162.0,33.0,12.0,16.0,26.0,327.0,34.0,41.0,11.0,1.0,34.0,132.0,5.0,,27.0,2.0,38.0,27.0,11.0,4.0,36.0,2.0,23.0,18.0,9.0,,14.0,15.0,2.0,1.0,9.0,6.0,858.0,15.0,3.0,18.0,29.0,14.0,117.0,78.0,389.0,143.0,81.0,14.0,34.0,1.0,226.0,56.0,83.0,499.0,22.0,21.0,7.0,0.0,2.0,0.0,3.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,Defender,5,1.0,89.0,26.0,125.0,,25.0,915.0,25.0,68.0,,,,560.0,101.0,1225.0,16.0,22.0,,166.0,,1349.0,2.0,1134.0,41.0,5.0,2276.0,159.0,,25.0,,5.0,,,,65.0,412.0,36.0,102.0,1.0,,310.0,28.0,,9.0,,36.0,362.0,43.0,,10.0,,18.0,9.0,11.0,3.0,40.0,4.0,77.0,,2.0,,24.0,91.0,,,,,1675.0,11.0,5.0,2.0,26.0,14.0,57.0,50.0,1186.0,91.0,66.0,,28.0,,190.0,43.0,93.0,1391.0,5.0,13.0,4.0,,,0.0,20.0,10.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Sporting Kansas City,18vvx2vx4qrdh81ijbvzuusb9,J. Mauri,Midfielder,32,,3.0,,,,,9.0,,,,,,7.0,2.0,16.0,,1.0,,4.0,,19.0,,15.0,1.0,,27.0,1.0,,1.0,,,,,,2.0,11.0,,,,,7.0,1.0,,,,,2.0,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,20.0,,1.0,1.0,,,,,15.0,1.0,1.0,,1.0,,4.0,1.0,,20.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
