liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,e9wq7gzrx7j94hh4t06uqnmz8,S. Abreu,Midfielder,24,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,,,2.0,3.0,,,1.0,,,,,3.0,,3.0,3.0,,,,,14.0,,,,1.0,,3.0,,3.0,,,,3.0,,,,,,,0.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,de27ebqmg2bt6yq3f0ja9ak9g,Ibai Aguero,Forward,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,a4no3f2owh940z5a8h0tha6tw,D. Almonte,Forward,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,4ucd144qortfk9zrmgnjwi162,O. Bello,Goalkeeper,1,,,,1.0,,,10.0,,1.0,1.0,,,23.0,1.0,4.0,3.0,1.0,1.0,,,10.0,31.0,9.0,10.0,5.0,,1.0,,3.0,20.0,1.0,21.0,19.0,,,,,90.0,,,,1.0,17.0,38.0,,22.0,,,16.0,51.0,,1.0,15.0,11.0,5.0,1.0,0.0,1.0,,,,,,,,,,1.0,,,,5.0,,,,7.0,5.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,cjo3rx2pktd1eavvr658asv10,R. Caicedo,Forward,32,5.0,5.0,,1.0,5.0,,2.0,,12.0,9.0,3.0,4.0,,1.0,2.0,1.0,7.0,4.0,3.0,,2.0,6.0,,2.0,2.0,,1.0,,,5.0,3.0,5.0,8.0,,,,,81.0,2.0,,1.0,1.0,4.0,9.0,,8.0,,,1.0,17.0,1.0,,,,1.0,1.0,0.0,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,cneh6skxuidll3pkwphuhetjo,Júnior Capellán,Forward,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,3uhs7qki6erkz8zy6scyd40ve,G. Castillo,Midfielder,22,3.0,1.0,2.0,2.0,7.0,3.0,14.0,,14.0,8.0,6.0,5.0,16.0,2.0,13.0,12.0,11.0,7.0,4.0,1.0,31.0,64.0,4.0,8.0,16.0,,2.0,,4.0,51.0,4.0,52.0,52.0,1.0,3.0,,,180.0,3.0,,6.0,2.0,20.0,70.0,,56.0,4.0,2.0,14.0,99.0,1.0,1.0,4.0,5.0,9.0,10.0,0.0,1.0,1.0,,,,,,,,,,,,,3.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,enlh5hcxd2w06mrkuway12fx0,E. Cuello,Midfielder,6,1.0,1.0,,2.0,1.0,,7.0,,11.0,4.0,7.0,4.0,7.0,2.0,9.0,8.0,10.0,3.0,7.0,3.0,7.0,20.0,1.0,3.0,5.0,,2.0,1.0,,10.0,3.0,7.0,10.0,2.0,3.0,,,139.0,,,1.0,3.0,11.0,20.0,1.0,10.0,5.0,,10.0,37.0,,1.0,3.0,6.0,4.0,7.0,0.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,3poa467rqi3z3765d1a5l8twq,H. Frantzety,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,8hhu263352shtehz7f154k07o,Iraitz Gelbentzu,Goalkeeper,13,,,,1.0,,,13.0,,1.0,,1.0,,31.0,1.0,7.0,7.0,1.0,,1.0,,9.0,35.0,8.0,6.0,4.0,,1.0,,7.0,26.0,7.0,22.0,22.0,,1.0,,,76.0,,,,,15.0,44.0,,29.0,1.0,,15.0,50.0,,2.0,15.0,12.0,3.0,,0.0,,,,,1.0,,,,,,,,,,1.0,4.0,5.0,,5.0,4.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,5qu01a3w5q8ubi4axzgyv11qs,Á. Gómez,Midfielder,19,5.0,4.0,1.0,2.0,10.0,,20.0,,25.0,19.0,6.0,20.0,8.0,2.0,13.0,12.0,20.0,15.0,5.0,2.0,4.0,38.0,8.0,8.0,18.0,,2.0,3.0,1.0,32.0,12.0,22.0,33.0,,,,,180.0,12.0,,2.0,2.0,25.0,40.0,2.0,34.0,,6.0,6.0,79.0,8.0,,2.0,5.0,2.0,4.0,0.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,bpzi6q2xp42lygsqlep3cfiay,I. Báez,Midfielder,10,,,,2.0,9.0,,15.0,,12.0,3.0,9.0,4.0,6.0,2.0,6.0,6.0,12.0,3.0,9.0,,9.0,36.0,6.0,6.0,15.0,,1.0,,,28.0,5.0,26.0,31.0,,,,,72.0,1.0,,,1.0,11.0,39.0,,31.0,,,8.0,53.0,1.0,,1.0,9.0,,7.0,0.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,9.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,bgk2bklp8pv1kyu3qm1u2esmi,J. Báez,Forward,7,2.0,2.0,,2.0,2.0,,7.0,,13.0,10.0,3.0,16.0,4.0,2.0,13.0,12.0,11.0,8.0,3.0,,7.0,16.0,5.0,1.0,5.0,,2.0,,,12.0,4.0,9.0,13.0,1.0,1.0,,,180.0,4.0,,,1.0,15.0,18.0,1.0,13.0,2.0,5.0,5.0,38.0,4.0,,1.0,6.0,,4.0,0.0,,3.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,324q9pn9becuh424pxwydzwus,Julen Manterola,Midfielder,11,8.0,5.0,3.0,2.0,9.0,,4.0,,16.0,10.0,6.0,23.0,2.0,2.0,12.0,11.0,8.0,5.0,3.0,,,10.0,1.0,2.0,4.0,,1.0,,1.0,6.0,7.0,6.0,10.0,,1.0,,,148.0,2.0,,1.0,1.0,13.0,15.0,2.0,11.0,1.0,2.0,4.0,38.0,1.0,,,7.0,,4.0,0.0,,1.0,1.0,2.0,,,,1.0,3.0,,,2.0,,2.0,,,,,,,,,,3.0,,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,40o9cznmf7makzfj3fv532iqy,J. Matos,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,bfhcu7lbpsx2mr6xihtisx3x0,Y. Melo,Defender,2,4.0,2.0,2.0,2.0,1.0,,3.0,,8.0,2.0,6.0,10.0,9.0,2.0,4.0,3.0,4.0,,4.0,2.0,7.0,16.0,2.0,1.0,,,2.0,,2.0,12.0,6.0,7.0,11.0,,1.0,1.0,6.0,97.0,,1.0,5.0,,7.0,17.0,2.0,13.0,1.0,2.0,4.0,40.0,,,1.0,6.0,,3.0,0.0,,3.0,,2.0,1.0,,,,2.0,2.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,5fpklkqfnyb1rl7u29t2o8wes,Julen Olasagasti,Defender,3,4.0,,4.0,2.0,7.0,2.0,15.0,,15.0,6.0,9.0,3.0,32.0,2.0,13.0,12.0,11.0,6.0,5.0,4.0,22.0,90.0,6.0,10.0,42.0,,2.0,,3.0,68.0,3.0,77.0,77.0,1.0,3.0,,,180.0,2.0,,8.0,1.0,28.0,103.0,1.0,80.0,4.0,1.0,23.0,131.0,2.0,3.0,12.0,13.0,10.0,11.0,0.0,,4.0,1.0,1.0,,,,,,,,,,1.0,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,1zd5a1t9lzixnsk4yewgel3e2,S. Paredes,Midfielder,21,1.0,,1.0,1.0,3.0,,1.0,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,6.0,1.0,1.0,2.0,,1.0,,,2.0,1.0,3.0,3.0,,,,,32.0,,,,,6.0,7.0,,3.0,,,4.0,14.0,,,,3.0,2.0,4.0,0.0,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,7445c7mhes5g0xod8wxmvxvro,H. Ramírez,Forward,16,9.0,6.0,3.0,2.0,9.0,,3.0,,12.0,9.0,3.0,6.0,1.0,2.0,6.0,6.0,3.0,3.0,,,2.0,5.0,2.0,1.0,,,,,1.0,5.0,5.0,7.0,11.0,,,,,46.0,2.0,,,1.0,4.0,12.0,,12.0,,,,18.0,1.0,,,,,,0.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,d3gamfh93v6tyuq1elkta3dp0,A. Romero,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,2usx6j0k2aksxmbufwlwz1c0k,L. Sabala,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,74ncqictsd93c0rxgem7n455g,R. Sanchez,Midfielder,30,,,,1.0,1.0,,1.0,,,,,,2.0,1.0,2.0,2.0,,,,,,5.0,1.0,,2.0,,,,,5.0,2.0,3.0,5.0,,,,1.0,14.0,,,,,,5.0,,5.0,,,,6.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,7e76ffls1ukswq7go8pfflb10,S. Cuello,Midfielder,20,2.0,2.0,,1.0,6.0,,3.0,,6.0,3.0,3.0,3.0,8.0,1.0,9.0,9.0,4.0,1.0,3.0,,4.0,20.0,1.0,1.0,2.0,,,1.0,,14.0,3.0,11.0,14.0,,2.0,3.0,7.0,83.0,,,,,10.0,20.0,,14.0,2.0,,6.0,36.0,,,3.0,3.0,3.0,3.0,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,b9e8st8vwzv89lawbsh0xdzis,Jon Trincado,Midfielder,5,5.0,3.0,2.0,2.0,9.0,,17.0,,18.0,6.0,12.0,7.0,22.0,2.0,13.0,12.0,13.0,3.0,10.0,3.0,26.0,72.0,8.0,6.0,21.0,,2.0,1.0,4.0,52.0,15.0,43.0,54.0,1.0,4.0,,,180.0,1.0,,3.0,1.0,23.0,78.0,,58.0,5.0,,20.0,101.0,,2.0,8.0,17.0,4.0,12.0,0.0,,4.0,2.0,,,,,,1.0,1.0,1.0,,,4.0,,,,,,,,1.0,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,a27x58ssls8uaa2257xxqvk7o,G. Villar,Goalkeeper,23,,,,1.0,,,2.0,,,,,,4.0,1.0,2.0,2.0,,,,,,4.0,1.0,,2.0,,,,1.0,2.0,1.0,2.0,2.0,,,,,14.0,,,,,3.0,6.0,,3.0,,,3.0,6.0,,,3.0,2.0,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,b7vv5dmoofr4digg68c179t04,V. Villar,Midfielder,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Universidad Organización y Métodos,apfxun2n3jwqixgtu08aph250,R. de la Rosa,Defender,17,,,,2.0,9.0,,11.0,,2.0,,2.0,11.0,29.0,2.0,11.0,10.0,2.0,,2.0,,12.0,61.0,8.0,8.0,11.0,,2.0,,2.0,43.0,13.0,30.0,41.0,,2.0,4.0,17.0,166.0,,,2.0,,24.0,61.0,1.0,43.0,2.0,,18.0,93.0,,3.0,10.0,12.0,6.0,8.0,0.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
