liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,Atlas FC,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,4,3.0,19.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,13,15.0,147.0,14.0,82.0,69.0,6.0,16.0,35.0,,1.0,,4.0,8.0,102.0,37.0,3.0,,10.0,1.0,6.0,7.0,85.0,,2.0,1.0,6.0,71.0,29.0,4.0,4.0,,,,,9.0,34.0,63.0,0.0,0.0,0.0,19.0,8.0,1.0,2.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,6.0,3.0,1.0,4.0,9.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,27,226.0,1642.0,140.0,633.0,496.0,68.0,199.0,322.0,2.0,107.0,8.0,61.0,26.0,1074.0,254.0,,3.0,10.0,12.0,79.0,80.0,656.0,10.0,34.0,3.0,128.0,516.0,63.0,18.0,18.0,7.0,17.0,21.0,14.0,142.0,267.0,454.0,0.0,0.0,0.0,199.0,62.0,4.0,9.0,45.0,57.0,19.0,,18.0,2.0,4.0,72.0,72.0,15.0,41.0,34.0,20.0,31.0,38.0,119.0,30.0,81.0,,5.0,2.0,1.0,5.0,6.0,7.0,15.0,10.0,3.0,9.0,8.0,1.0,3.0,38.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,cxktd9vpx9m7gmgdfcy9v4n3d,D. Barbosa,Defender,15,400.0,2066.0,212.0,595.0,384.0,141.0,263.0,246.0,21.0,176.0,10.0,97.0,57.0,1233.0,141.0,,2.0,10.0,14.0,117.0,121.0,599.0,64.0,39.0,3.0,219.0,387.0,236.0,23.0,23.0,23.0,38.0,56.0,64.0,216.0,261.0,344.0,1.0,1.0,0.0,28.0,43.0,4.0,13.0,77.0,47.0,24.0,8.0,23.0,4.0,38.0,89.0,71.0,32.0,13.0,30.0,47.0,11.0,23.0,142.0,45.0,119.0,4.0,15.0,,,15.0,32.0,20.0,21.0,3.0,9.0,17.0,11.0,8.0,,48.0,,17.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,bux3qj934czxv2imllf9o6t3p,A. Chalá,Defender,21,45.0,237.0,12.0,48.0,36.0,12.0,26.0,17.0,2.0,12.0,4.0,14.0,4.0,118.0,9.0,7.0,2.0,10.0,4.0,13.0,17.0,50.0,6.0,3.0,1.0,17.0,38.0,4.0,9.0,9.0,11.0,12.0,6.0,9.0,20.0,29.0,37.0,0.0,0.0,0.0,20.0,1.0,,,2.0,6.0,3.0,,2.0,2.0,3.0,9.0,,,7.0,2.0,,3.0,3.0,9.0,2.0,6.0,,,,,,1.0,1.0,1.0,,,2.0,,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Forward,9,298.0,1979.0,177.0,489.0,312.0,172.0,361.0,143.0,12.0,1.0,11.0,52.0,10.0,828.0,55.0,1.0,3.0,10.0,14.0,58.0,187.0,519.0,5.0,16.0,,172.0,342.0,151.0,23.0,23.0,5.0,34.0,30.0,5.0,94.0,287.0,338.0,4.0,5.0,6.0,124.0,4.0,3.0,,8.0,267.0,135.0,8.0,22.0,9.0,132.0,101.0,5.0,5.0,4.0,23.0,3.0,28.0,132.0,174.0,3.0,42.0,6.0,,,,,9.0,29.0,6.0,1.0,19.0,9.0,6.0,20.0,,,,39.0,1.0,15.0,3.0,8.0,9.0,1.0,1.0,1.0,5.0,2.0,30.0,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,11,26.0,112.0,8.0,35.0,27.0,8.0,20.0,6.0,2.0,8.0,1.0,8.0,1.0,81.0,7.0,7.0,,10.0,1.0,5.0,9.0,36.0,9.0,,,17.0,28.0,5.0,7.0,7.0,4.0,5.0,2.0,10.0,17.0,23.0,27.0,0.0,0.0,0.0,17.0,1.0,,,2.0,3.0,1.0,1.0,,,5.0,8.0,,1.0,1.0,,,3.0,2.0,11.0,1.0,9.0,,2.0,,,2.0,5.0,3.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,69fnat87plv2mxsyivi1n0twq,A. Gómez,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,2hlfqnms7bs6eiy9gibc4fvft,José Hernández,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Atlas FC,l4rbm35vbn136hutia3pksiy,O. Herrera,Forward,199,97.0,521.0,35.0,126.0,91.0,31.0,89.0,32.0,2.0,2.0,3.0,32.0,6.0,254.0,31.0,7.0,,10.0,4.0,32.0,50.0,126.0,14.0,7.0,,44.0,91.0,11.0,13.0,13.0,14.0,21.0,9.0,15.0,59.0,64.0,90.0,0.0,0.0,0.0,43.0,1.0,1.0,,8.0,30.0,18.0,2.0,6.0,6.0,27.0,40.0,4.0,5.0,3.0,3.0,1.0,9.0,12.0,39.0,3.0,27.0,,4.0,,,4.0,10.0,6.0,4.0,,6.0,6.0,,1.0,1.0,,1.0,7.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
