liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,14bw0a2azjioiorlbhhhbul05,P. Aguilar,Defender,12,,360.0,,4.0,1.0,4.0,,200.0,20.0,48.0,11.0,29.0,,5.0,3.0,63.0,103.0,5.0,,30.0,210.0,5.0,133.0,6.0,9.0,59.0,28.0,2.0,42.0,23.0,4.0,2.0,17.0,285.0,4.0,1.0,5.0,14.0,,105.0,18.0,67.0,27.0,4.0,,18.0,4.0,18.0,35.0,22.0,6.0,,,4.0,,,5.0,57.0,,142.0,151.0,21.0,1.0,2.0,8.0,3.0,15.0,9.0,,3.0,,,,,2.0,2.0,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,5oke66j421cvt69fsvhlrndud,J. Angulo,Midfielder,20,3.0,74.0,,2.0,2.0,,,29.0,9.0,15.0,,,,1.0,1.0,15.0,6.0,3.0,,8.0,29.0,,21.0,1.0,1.0,8.0,6.0,1.0,8.0,8.0,,1.0,3.0,47.0,2.0,,,9.0,,8.0,1.0,49.0,6.0,,,,1.0,,10.0,,1.0,,3.0,2.0,,,3.0,6.0,,21.0,21.0,1.0,,3.0,4.0,,1.0,6.0,2.0,,2.0,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,33,,5.0,,,,,,3.0,,1.0,,,,,,2.0,,,,2.0,3.0,,1.0,1.0,,2.0,,,2.0,,,,,3.0,1.0,,,,,3.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,dmwxlqucazmduaf7pg4p5vkyd,M. Bolaños,Forward,32,2.0,353.0,,,15.0,,,155.0,39.0,105.0,1.0,6.0,2.0,1.0,9.0,57.0,24.0,1.0,,31.0,163.0,6.0,117.0,6.0,4.0,37.0,49.0,13.0,35.0,22.0,4.0,4.0,5.0,215.0,4.0,2.0,,29.0,,40.0,12.0,67.0,15.0,3.0,,9.0,9.0,3.0,41.0,,6.0,,3.0,4.0,,,17.0,35.0,,119.0,126.0,12.0,,1.0,26.0,,3.0,12.0,2.0,4.0,,3.0,3.0,7.0,7.0,,1.0,,4.0,,,,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,fraqebh5kz50qaxm9w2krsgl,J. Chávez,Defender,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,ehwo68aazpcv1eqhaq5nusrmd,L. Chávez,Midfielder,24,,27.0,,,,,,12.0,1.0,8.0,,,,2.0,,6.0,,1.0,,4.0,12.0,,6.0,,2.0,4.0,1.0,1.0,2.0,1.0,,,2.0,19.0,2.0,,,3.0,,6.0,2.0,89.0,1.0,,,2.0,,,3.0,,,,,2.0,,,2.0,4.0,,8.0,8.0,,,,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,3aohfh2lcvzu8bqebyaukxo7p,J. García,Midfielder,34,3.0,270.0,,,5.0,,1.0,91.0,21.0,56.0,,2.0,,2.0,24.0,46.0,13.0,1.0,,25.0,95.0,7.0,65.0,6.0,10.0,27.0,21.0,4.0,26.0,2.0,3.0,3.0,4.0,141.0,3.0,4.0,,20.0,,26.0,20.0,72.0,21.0,8.0,,3.0,5.0,15.0,59.0,2.0,6.0,,3.0,3.0,,,14.0,27.0,1.0,65.0,68.0,39.0,,1.0,38.0,,3.0,6.0,,1.0,,1.0,1.0,2.0,5.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,p15qbnfeurims9pb39caem09,Mateus Gonçalves,Forward,17,4.0,178.0,,1.0,,,,36.0,14.0,19.0,,1.0,1.0,2.0,3.0,26.0,11.0,3.0,,5.0,36.0,,30.0,1.0,2.0,6.0,13.0,1.0,8.0,8.0,3.0,2.0,2.0,71.0,3.0,,,17.0,,4.0,6.0,42.0,8.0,,,,4.0,,20.0,1.0,1.0,,4.0,3.0,,,9.0,5.0,,30.0,30.0,3.0,,3.0,12.0,,,8.0,1.0,,,,,,1.0,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,6hq9a0pz5ybc67wdttd54xvbp,A. Guido,Midfielder,14,,19.0,,,,1.0,,8.0,,3.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,,1.0,9.0,2.0,4.0,1.0,2.0,4.0,2.0,,2.0,3.0,,1.0,2.0,16.0,1.0,1.0,,5.0,,5.0,,86.0,3.0,1.0,,1.0,1.0,,6.0,,1.0,,,1.0,,,2.0,2.0,,4.0,5.0,1.0,,1.0,3.0,,1.0,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Club Tijuana Xoloitzcuintles de Caliente,7e0gqoexhr0a1nlysflla04id,G. Lajud,Goalkeeper,25,,360.0,32.0,1.0,,12.0,,66.0,,11.0,25.0,38.0,,,,42.0,49.0,,,1.0,99.0,,41.0,6.0,,39.0,10.0,,31.0,35.0,4.0,,8.0,131.0,4.0,,,,,71.0,,37.0,,,,19.0,,,,1.0,6.0,,,4.0,,10.0,,18.0,,42.0,60.0,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,3.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,
