root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,52wv7a0dknss7v3sitamb2j8p,E. Ackon,Defender,3,3.0,10.0,9.0,157.0,187.0,1.0,,186.0,2.0,6.0,1.0,,10.0,157.0,33.0,1.0,330.0,1.0,6.0,,1.0,43.0,31.0,19.0,,65.0,1.0,14.0,81.0,,7.0,1.0,233.0,15.0,1.0,30.0,2.0,5.0,3.0,4.0,16.0,1.0,1.0,,5.0,,,5.0,5.0,12.0,15.0,,24.0,,16.0,133.0,,1.0,4.0,6.0,10.0,3.0,10.0,3.0,8.0,,,114.0,0.0,1.0,,1.0,,,,,12.0,1.0,,,,,,1.0,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,c6k5s0xs4l9s70nupiqbly0a,K. Balogun,Forward,14,9.0,,18.0,17.0,22.0,3.0,3.0,20.0,,2.0,4.0,,10.0,15.0,8.0,,98.0,2.0,5.0,,2.0,14.0,25.0,22.0,9.0,3.0,,5.0,5.0,,15.0,,55.0,,,5.0,,3.0,1.0,,,,,6.0,2.0,3.0,,2.0,3.0,7.0,8.0,1.0,,1.0,,17.0,,,2.0,2.0,1.0,13.0,4.0,4.0,6.0,,1.0,3.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,9m2l2wpu8cht54izobml845t6,N. Brown,Forward,77,23.0,3.0,59.0,90.0,113.0,2.0,10.0,113.0,4.0,2.0,9.0,3.0,10.0,90.0,42.0,4.0,522.0,4.0,25.0,,10.0,53.0,67.0,72.0,16.0,12.0,1.0,19.0,19.0,,46.0,3.0,217.0,8.0,4.0,23.0,8.0,8.0,12.0,6.0,4.0,1.0,2.0,8.0,12.0,10.0,,1.0,8.0,26.0,25.0,3.0,4.0,,2.0,86.0,3.0,1.0,12.0,1.0,22.0,34.0,13.0,13.0,40.0,3.0,4.0,40.0,0.0,6.0,1.0,1.0,2.0,,,,,2.0,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,isauuse3yqdwymvfne6ci385,Nico Campuzano,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,56dgwb24qfzj4coisw4lj4duc,I. Cano,Forward,7,9.0,1.0,23.0,59.0,72.0,4.0,7.0,72.0,1.0,4.0,4.0,2.0,10.0,59.0,22.0,2.0,248.0,1.0,5.0,,3.0,41.0,35.0,29.0,12.0,24.0,,10.0,19.0,,23.0,1.0,114.0,3.0,1.0,13.0,3.0,6.0,,2.0,3.0,,,2.0,1.0,6.0,,2.0,6.0,6.0,17.0,1.0,3.0,3.0,1.0,56.0,2.0,2.0,5.0,1.0,7.0,18.0,6.0,4.0,7.0,,,20.0,0.0,,,,8.0,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,a0r2fx204amflk1vjf5evgx2i,A. Caputo,Midfielder,6,3.0,3.0,48.0,302.0,340.0,,5.0,328.0,11.0,8.0,5.0,2.0,10.0,290.0,97.0,,666.0,8.0,23.0,,6.0,159.0,66.0,57.0,4.0,105.0,4.0,26.0,95.0,,28.0,7.0,449.0,15.0,7.0,38.0,7.0,8.0,7.0,8.0,12.0,1.0,2.0,2.0,11.0,5.0,,7.0,8.0,29.0,28.0,2.0,21.0,5.0,10.0,281.0,2.0,1.0,3.0,6.0,35.0,25.0,9.0,11.0,43.0,,2.0,145.0,0.0,,,,4.0,,,,16.0,5.0,,,,2.0,,3.0,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,62awqz56meu6i0fnwg7vynq7e,A. Causey,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,8x1m9jmypxtxezmzbc5t9zfh0,E. Ceja,Defender,74,,,2.0,7.0,7.0,1.0,,7.0,,1.0,,,10.0,7.0,1.0,,9.0,,,,,,1.0,2.0,1.0,,,,3.0,,2.0,,8.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,7.0,,,,,,2.0,,,3.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,68tqdxlstpilrkvyvdnbhy31l,A. Cerritos,Forward,0,10.0,,44.0,135.0,147.0,3.0,1.0,146.0,4.0,8.0,3.0,,10.0,134.0,45.0,4.0,412.0,5.0,20.0,,7.0,88.0,35.0,51.0,16.0,34.0,1.0,11.0,42.0,1.0,29.0,3.0,213.0,7.0,2.0,12.0,6.0,8.0,14.0,5.0,1.0,,,7.0,9.0,1.0,,6.0,8.0,22.0,6.0,3.0,5.0,7.0,,130.0,,2.0,5.0,2.0,12.0,24.0,7.0,10.0,26.0,1.0,1.0,47.0,0.0,,,,3.0,1.0,,,1.0,1.0,,,,4.0,1.0,,,,2.0,,2.0,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Lexington SC,Lexington_SC,74x5zysb9qkyyxuha65102z56,D. Chica,Defender,20,,2.0,2.0,43.0,49.0,1.0,,49.0,1.0,1.0,,,10.0,43.0,10.0,,95.0,,1.0,,,17.0,6.0,3.0,,20.0,,,18.0,,1.0,1.0,55.0,1.0,,6.0,,2.0,,1.0,6.0,,,,,,,1.0,2.0,2.0,5.0,1.0,3.0,,2.0,40.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,26.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
