liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,CF Pachuca,4dj3iznujx6t5o7wmlekn79ey,S. Barreto,Defender,2,165.0,24.0,8.0,,15.0,116.0,3.0,37.0,1.0,103.0,5.0,2.0,598.0,,847.0,26.0,2.0,55.0,450.0,1378.0,151.0,13.0,2.0,61.0,,24.0,,10.0,101.0,,5.0,438.0,270.0,,403.0,64.0,12.0,50.0,1.0,1.0,10.0,26.0,148.0,30.0,84.0,10.0,298.0,64.0,16.0,3.0,181.0,1.0,16.0,96.0,17.0,13.0,90.0,580.0,3.0,29.0,1.0,47.0,7.0,174.0,19.0,19.0,26.0,7.0,15.0,8.0,93.0,0.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,7xqkp2oae70fiv6vaiucw51ck,J. Berlanga,Defender,35,54.0,6.0,2.0,,2.0,62.0,1.0,6.0,4.0,29.0,29.0,,247.0,,341.0,15.0,,11.0,200.0,476.0,38.0,3.0,,12.0,1.0,9.0,1.0,10.0,17.0,,,196.0,116.0,,185.0,19.0,7.0,21.0,,,2.0,9.0,47.0,6.0,28.0,28.0,109.0,11.0,7.0,,84.0,,7.0,19.0,5.0,1.0,26.0,242.0,,6.0,,15.0,,48.0,3.0,9.0,8.0,1.0,5.0,1.0,37.0,0.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,bsy8lkmbj23rwec5ne1q9cnv9,G. Cabral,Defender,22,113.0,26.0,6.0,1.0,11.0,249.0,2.0,26.0,,126.0,4.0,2.0,724.0,,912.0,36.0,2.0,32.0,624.0,1440.0,144.0,17.0,1.0,52.0,1.0,24.0,1.0,10.0,82.0,,7.0,596.0,387.0,2.0,582.0,37.0,8.0,62.0,,,8.0,26.0,100.0,17.0,63.0,49.0,285.0,56.0,16.0,4.0,237.0,1.0,16.0,60.0,11.0,6.0,92.0,692.0,4.0,15.0,7.0,42.0,8.0,141.0,5.0,13.0,22.0,17.0,16.0,5.0,69.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
Mexico_Liga_MX,2023-2024,CF Pachuca,cc6hut3e5vccvj399c9gb1m1,B. Castillo,Defender,6,122.0,41.0,5.0,6.0,15.0,97.0,1.0,51.0,9.0,29.0,58.0,1.0,240.0,,492.0,6.0,1.0,12.0,190.0,656.0,101.0,7.0,6.0,92.0,27.0,11.0,27.0,10.0,54.0,,2.0,187.0,73.0,,180.0,12.0,8.0,47.0,7.0,6.0,6.0,12.0,50.0,25.0,38.0,31.0,100.0,3.0,10.0,1.0,124.0,11.0,10.0,22.0,15.0,10.0,9.0,236.0,6.0,9.0,19.0,10.0,20.0,12.0,2.0,20.0,5.0,2.0,7.0,10.0,65.0,0.0,,,2.0,3.0,,,1.0,,,1.0,2.0,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,ey0dok6grjk40qsvo6as36hre,José Castillo Pérez,Defender,14,160.0,25.0,3.0,2.0,11.0,127.0,2.0,29.0,20.0,62.0,87.0,1.0,376.0,,645.0,19.0,2.0,27.0,289.0,751.0,97.0,21.0,7.0,54.0,29.0,9.0,29.0,10.0,53.0,,1.0,281.0,112.0,,274.0,33.0,10.0,44.0,9.0,9.0,5.0,10.0,87.0,21.0,54.0,49.0,185.0,24.0,9.0,3.0,186.0,5.0,9.0,20.0,14.0,7.0,43.0,367.0,7.0,18.0,12.0,15.0,6.0,15.0,5.0,34.0,7.0,5.0,9.0,2.0,89.0,0.0,,,2.0,,,,,,,4.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,78wqwjoxq8fo54r2ug99shwx5,L. Di Yorio,Forward,7,142.0,63.0,10.0,8.0,20.0,35.0,2.0,44.0,,18.0,,,192.0,,408.0,43.0,17.0,8.0,126.0,1025.0,201.0,72.0,16.0,107.0,12.0,18.0,12.0,10.0,95.0,,1.0,118.0,39.0,7.0,124.0,3.0,9.0,106.0,,,27.0,18.0,66.0,16.0,63.0,50.0,56.0,51.0,15.0,1.0,87.0,15.0,15.0,9.0,9.0,7.0,94.0,184.0,15.0,2.0,36.0,2.0,22.0,51.0,,20.0,3.0,2.0,12.0,7.0,70.0,0.0,,,8.0,3.0,,2.0,,2.0,1.0,14.0,1.0,1.0,1.0,1.0,,,1.0,5.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,dff27962ii6ld9sr80owybsb8,A. Domínguez,Midfielder,12,25.0,12.0,1.0,4.0,2.0,19.0,,12.0,,12.0,,,62.0,,109.0,2.0,,,53.0,180.0,27.0,4.0,2.0,24.0,3.0,2.0,3.0,10.0,13.0,,,53.0,13.0,1.0,51.0,2.0,4.0,14.0,2.0,2.0,1.0,2.0,9.0,6.0,7.0,18.0,16.0,1.0,4.0,,42.0,4.0,4.0,1.0,6.0,,3.0,62.0,4.0,,9.0,2.0,2.0,9.0,,4.0,1.0,,2.0,,12.0,0.0,,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,b4m0mxdb872egv094ogshtp90,D. Esqueda,Defender,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,y3pdxd91h77y95lhqk2ncru,J. Eulogio,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Pachuca,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,16,44.0,25.0,4.0,8.0,3.0,22.0,,15.0,,7.0,,,53.0,,133.0,2.0,1.0,,44.0,203.0,42.0,6.0,2.0,40.0,12.0,5.0,12.0,10.0,15.0,,,41.0,12.0,1.0,41.0,2.0,6.0,27.0,4.0,4.0,5.0,5.0,9.0,2.0,7.0,11.0,16.0,,5.0,,36.0,10.0,5.0,,2.0,,2.0,50.0,6.0,,15.0,3.0,5.0,4.0,1.0,8.0,2.0,,2.0,2.0,21.0,0.0,1.0,,2.0,3.0,,,1.0,,,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
