liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Phoenix Rising FC,cxm5xmc7zajd0j1zirav6q2qy,A. Araneda,Defender,15,1.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,17x4fqsde2cdp2s9q5odmkr8p,K. Arase,Forward,28,2.0,2.0,10.0,1.0,76.0,0.0,,,,1.0,8.0,,10.0,,,10.0,6.0,4.0,,3.0,1.0,2.0,,,,10.0,6.0,4.0,1.0,,5.0,18.0,,6.0,1.0,,5.0,2.0,,1.0,1.0,,,,,1.0,15.0,8.0,7.0,14.0,1.0,1.0,,,5.0,1.0,1.0,,1.0,2.0,9.0,18.0,1.0,15.0,2.0,2.0,3.0,33.0,,,,4.0,,,2.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,Midfielder,10,32.0,32.0,10.0,3.0,2531.0,0.0,59.0,26.0,33.0,7.0,231.0,1.0,347.0,41.0,11.0,281.0,127.0,154.0,148.0,341.0,26.0,10.0,39.0,36.0,3.0,222.0,101.0,121.0,18.0,41.0,162.0,941.0,1.0,168.0,47.0,19.0,107.0,259.0,21.0,29.0,18.0,13.0,25.0,4.0,17.0,42.0,758.0,528.0,300.0,761.0,14.0,22.0,1.0,4.0,53.0,12.0,3.0,23.0,40.0,69.0,371.0,993.0,36.0,803.0,36.0,71.0,190.0,1484.0,27.0,59.0,18.0,22.0,5.0,35.0,196.0,53.0,155.0,6.0,3.0,6.0,6.0,5.0,,2.0,15.0,,14.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,,,5.0,34.0,6.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,1.0,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,70zee6haaisqkez4xxnaa7klw,A. Balanzar De la Cruz,Midfielder,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,8pwslovfo5ostdhvpx53cxclw,P. Boye,Defender,4,20.0,20.0,10.0,6.0,1392.0,0.0,78.0,23.0,55.0,,50.0,4.0,183.0,,,130.0,44.0,86.0,14.0,297.0,4.0,,20.0,18.0,2.0,52.0,21.0,31.0,15.0,3.0,342.0,710.0,1.0,81.0,9.0,7.0,43.0,76.0,8.0,14.0,,,1.0,1.0,5.0,62.0,585.0,157.0,480.0,574.0,8.0,12.0,,5.0,7.0,1.0,2.0,102.0,15.0,6.0,152.0,765.0,9.0,636.0,20.0,15.0,129.0,998.0,,3.0,3.0,4.0,33.0,71.0,85.0,47.0,58.0,2.0,5.0,,,,,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,28.0,,28.0,,1.0,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,,,1.0,,
USA_USL_Championship,2025,Phoenix Rising FC,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,Forward,91,21.0,21.0,10.0,7.0,1122.0,0.0,14.0,10.0,4.0,1.0,56.0,1.0,55.0,1.0,9.0,65.0,36.0,29.0,52.0,35.0,8.0,2.0,19.0,19.0,,51.0,26.0,25.0,1.0,6.0,30.0,138.0,1.0,25.0,11.0,8.0,15.0,45.0,9.0,14.0,12.0,,,,4.0,3.0,93.0,69.0,51.0,117.0,1.0,2.0,1.0,,11.0,2.0,7.0,1.0,15.0,18.0,101.0,166.0,23.0,120.0,3.0,46.0,46.0,305.0,,2.0,2.0,7.0,3.0,7.0,34.0,14.0,39.0,3.0,,6.0,3.0,6.0,,1.0,14.0,,2.0,5.0,2.0,4.0,8.0,,1.0,1.0,1.0,10.0,3.0,3.0,5.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,773d8kf69mu4w9l8ouszge3o4,A. Capetillo Hernandez,Midfielder,45,1.0,1.0,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,Forward,14,14.0,14.0,10.0,7.0,671.0,0.0,13.0,3.0,10.0,,66.0,2.0,104.0,11.0,2.0,76.0,33.0,43.0,8.0,172.0,7.0,,17.0,14.0,3.0,63.0,30.0,33.0,8.0,5.0,33.0,371.0,1.0,63.0,12.0,5.0,41.0,122.0,2.0,7.0,4.0,3.0,8.0,5.0,7.0,14.0,302.0,155.0,172.0,305.0,3.0,12.0,8.0,55.0,9.0,1.0,1.0,23.0,16.0,11.0,135.0,393.0,4.0,319.0,15.0,7.0,74.0,605.0,7.0,21.0,11.0,5.0,3.0,25.0,78.0,17.0,49.0,4.0,,1.0,1.0,1.0,,3.0,2.0,2.0,,,1.0,0.0,1.0,,,,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,a5bkiy2acihib9s4gbj31og5x,R. Czichos,Defender,33,9.0,9.0,10.0,1.0,675.0,0.0,17.0,6.0,11.0,,25.0,5.0,140.0,,,51.0,20.0,31.0,14.0,184.0,6.0,,7.0,6.0,1.0,34.0,14.0,20.0,12.0,4.0,62.0,397.0,,69.0,9.0,6.0,28.0,144.0,1.0,8.0,4.0,,1.0,1.0,1.0,28.0,335.0,96.0,256.0,323.0,3.0,7.0,,2.0,2.0,,,43.0,9.0,9.0,72.0,415.0,1.0,351.0,10.0,3.0,64.0,526.0,,,,1.0,7.0,29.0,42.0,22.0,35.0,1.0,3.0,,,,,1.0,,4.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
USA_USL_Championship,2025,Phoenix Rising FC,5dcrraswa6ydkfxq32znp7wno,Z. DaSilva,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
