liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Substitute On,Penalty Goals Conceded,Aerial Duels won,Total Clearances,Handballs conceded,Successful Launches,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Blocked Shots,Throw Ins to Opposition Player,Second Goal Assists,Hit Woodwork,Penalties Conceded,Total Red Cards,Red Cards - 2nd Yellow,Successful Corners into Box,Attempts from Set Pieces,Left Foot Goals,Goals from Outside Box,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Foul Won Penalty,Penalties Taken,Penalty Goals,Goalkeeper Smother,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Penalties Saved,Saves from Penalty,Straight Red Cards,Last Man Tackle,Clearances Off the Line,Home Goals,Away Goals,Set Pieces Goals,Saves made - caught
Canada_Canadian_Premier_League,2020,FC Edmonton,4wg2u3zl05ijnwx0wicmwpvpx,C. James,Goalkeeper,1,,,540.0,,,,,91.0,,,,,24.0,,41.0,,1.0,,41.0,91.0,,,156.0,,,,73.0,12.0,,41.0,27.0,,32.0,31.0,6.0,,9.0,195.0,,6.0,,2.0,93.0,,10.0,5.0,,42.0,,3.0,,5.0,13.0,,6.0,,,,36.0,,70.0,115.0,3.0,,,,,,,,2.0,0.0,,1.0,3.0,5.0,,18.0,18.0,,,,,,,,,,,,,,11.0,50.0,,,,1.0,5.0,2.0,5.0,2.0,13.0,,,,,,,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,7y21qqftugy5rfncz7atrue7e,D. Lee,Defender,23,1.0,,123.0,13.0,,,,57.0,,4.0,14.0,1.0,17.0,1.0,3.0,,,4.0,24.0,32.0,6.0,7.0,58.0,2.0,1.0,5.0,47.0,3.0,,10.0,26.0,,6.0,12.0,2.0,4.0,5.0,112.0,,2.0,,18.0,15.0,,10.0,16.0,,1.0,1.0,1.0,,26.0,3.0,1.0,2.0,,,6.0,3.0,,47.0,48.0,8.0,,,,3.0,10.0,3.0,2.0,12.0,0.0,,,4.0,3.0,1.0,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,cu34wwcs8ozsglt7gew3p7sh5,T. Mohammed,Defender,57,8.0,,303.0,27.0,,,,92.0,,6.0,23.0,2.0,36.0,1.0,7.0,,1.0,2.0,59.0,36.0,14.0,15.0,92.0,,9.0,2.0,61.0,6.0,1.0,22.0,27.0,,24.0,14.0,3.0,7.0,6.0,206.0,,5.0,4.0,47.0,38.0,5.0,10.0,26.0,,9.0,2.0,8.0,3.0,51.0,7.0,8.0,5.0,,1.0,23.0,4.0,,70.0,70.0,4.0,,1.0,1.0,10.0,25.0,4.0,4.0,24.0,0.0,2.0,,2.0,11.0,,2.0,1.0,1.0,1.0,,8.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,8v158n3stjodma3bjlj4yg639,K. Moses,Defender,12,,,140.0,,,,,34.0,,,4.0,,9.0,,5.0,,,4.0,8.0,20.0,3.0,2.0,36.0,1.0,3.0,,26.0,5.0,3.0,7.0,7.0,,6.0,4.0,2.0,,1.0,62.0,,4.0,1.0,7.0,13.0,3.0,10.0,5.0,,3.0,,1.0,,12.0,5.0,,4.0,,,3.0,12.0,,27.0,29.0,5.0,,,,1.0,7.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,10.0,,1.0,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,Forward,9,6.0,2.0,480.0,1.0,3.0,3.0,,84.0,3.0,19.0,28.0,1.0,43.0,,1.0,3.0,2.0,22.0,67.0,26.0,2.0,20.0,89.0,2.0,4.0,6.0,66.0,7.0,8.0,21.0,22.0,5.0,23.0,13.0,5.0,5.0,4.0,175.0,,7.0,1.0,38.0,14.0,24.0,10.0,26.0,3.0,2.0,1.0,5.0,11.0,73.0,9.0,6.0,7.0,,,25.0,25.0,3.0,64.0,68.0,35.0,,,,1.0,47.0,1.0,,13.0,0.0,2.0,1.0,13.0,,,1.0,,5.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,ay1hg91asmcve43pfqesll562,D. Powley,Goalkeeper,13,,,90.0,,,,,18.0,,,,,3.0,,6.0,,1.0,,7.0,21.0,,1.0,31.0,,,1.0,19.0,,,7.0,5.0,,5.0,7.0,1.0,,2.0,38.0,,1.0,,1.0,12.0,,10.0,1.0,,5.0,,,,1.0,1.0,,1.0,,,,14.0,,14.0,24.0,,,,,,,,,1.0,0.0,,,,,,1.0,3.0,,,,,,,,,,,,,,3.0,10.0,,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,daf9pfrmp5w42wpwejb3lzkr9,Son Yong-Chan,Midfielder,7,3.0,,303.0,13.0,,,,113.0,1.0,4.0,31.0,2.0,46.0,,3.0,3.0,2.0,3.0,39.0,51.0,3.0,17.0,115.0,2.0,8.0,1.0,88.0,4.0,,20.0,29.0,4.0,18.0,12.0,4.0,6.0,5.0,172.0,1.0,4.0,2.0,22.0,39.0,,10.0,10.0,,7.0,1.0,3.0,,28.0,6.0,3.0,4.0,,,15.0,16.0,,93.0,95.0,6.0,,,1.0,2.0,18.0,1.0,5.0,7.0,0.0,,,3.0,3.0,,2.0,1.0,,1.0,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,57sscey83fcglkmcrtpp28k5,Soria,Defender,5,3.0,2.0,630.0,4.0,,,,398.0,2.0,,21.0,,113.0,1.0,43.0,2.0,2.0,5.0,88.0,225.0,10.0,34.0,415.0,,7.0,1.0,305.0,12.0,1.0,77.0,132.0,3.0,56.0,40.0,7.0,5.0,26.0,485.0,1.0,7.0,2.0,29.0,210.0,2.0,10.0,29.0,,33.0,,4.0,,48.0,14.0,5.0,7.0,1.0,,14.0,52.0,,321.0,338.0,19.0,,,,5.0,19.0,5.0,7.0,15.0,0.0,,1.0,14.0,18.0,,5.0,10.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,7w93cfaszi89ex6xdf9tgkp9l,M. Temguia,Defender,8,1.0,,450.0,3.0,,,,259.0,,5.0,20.0,,73.0,,20.0,2.0,1.0,4.0,49.0,155.0,16.0,21.0,269.0,,13.0,4.0,214.0,10.0,3.0,41.0,46.0,,28.0,34.0,5.0,5.0,14.0,353.0,,5.0,6.0,46.0,119.0,8.0,10.0,33.0,1.0,14.0,,7.0,2.0,56.0,11.0,1.0,5.0,,,19.0,84.0,,220.0,228.0,10.0,,,,10.0,23.0,6.0,12.0,27.0,0.0,,1.0,6.0,15.0,,1.0,6.0,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,7dbeb4b7em8hmoc7e0begi1yi,M. Velado-Tsegaye,Forward,17,2.0,3.0,230.0,,1.0,1.0,1.0,71.0,1.0,10.0,28.0,,36.0,,,2.0,1.0,1.0,37.0,22.0,2.0,14.0,72.0,1.0,3.0,2.0,58.0,5.0,3.0,14.0,15.0,,15.0,11.0,2.0,2.0,1.0,122.0,,4.0,2.0,23.0,13.0,9.0,10.0,12.0,3.0,,,4.0,4.0,28.0,6.0,2.0,4.0,,,15.0,16.0,,57.0,58.0,5.0,,,,1.0,16.0,1.0,2.0,8.0,0.0,2.0,,4.0,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,ezyu9w01guirieddjudeln1lh,A. Zebie,Defender,4,,,412.0,1.0,1.0,,,217.0,,4.0,44.0,,83.0,1.0,6.0,6.0,1.0,2.0,37.0,110.0,11.0,20.0,219.0,3.0,2.0,6.0,186.0,8.0,2.0,26.0,61.0,2.0,17.0,29.0,5.0,10.0,9.0,270.0,,5.0,,32.0,62.0,4.0,10.0,23.0,1.0,7.0,,2.0,,38.0,9.0,,5.0,,,13.0,52.0,,191.0,193.0,6.0,,,,7.0,15.0,4.0,5.0,19.0,0.0,,,4.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,FC Edmonton,csicvwhik2guponydus9zt0x5,E. Zetterberg,Midfielder,21,,,465.0,,1.0,,,249.0,1.0,10.0,36.0,3.0,111.0,2.0,26.0,5.0,2.0,1.0,79.0,100.0,8.0,27.0,261.0,2.0,6.0,3.0,168.0,11.0,4.0,53.0,79.0,8.0,54.0,29.0,6.0,10.0,10.0,334.0,8.0,7.0,4.0,40.0,97.0,,10.0,18.0,1.0,40.0,,7.0,4.0,41.0,13.0,11.0,7.0,7.0,,22.0,49.0,,199.0,208.0,1.0,,,,4.0,23.0,4.0,9.0,18.0,0.0,1.0,1.0,,,,2.0,5.0,3.0,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
