liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,New York Red Bulls,9mt8aljv2kkabe4nhvqjmdcyd,A. Akpan,Forward,9.0,8.0,,,,,,7.0,,2.0,2.0,134.0,,9.0,,,59.0,2.0,21.0,,32.0,,1.0,3.0,1.0,12.0,37.0,11.0,4.0,15.0,59.0,,,43.0,2.0,3.0,16.0,11.0,2.0,16.0,1.0,,4.0,1.0,2.0,95.0,8.0,,14.0,,15.0,10.0,12.0,,,,2.0,6.0,1.0,32.0,1.0,3.0,2.0,,,1.0,8.0,12.0,43.0,43.0,18.0,,1.0,1.0,,3.0,20.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,9qjtctagf147jg0c5mk53bb9x,E. Alexander,Midfielder,12.0,36.0,5.0,2.0,,,,5.0,19.0,37.0,,2631.0,21.0,47.0,1.0,3.0,1065.0,11.0,195.0,5.0,564.0,9.0,24.0,16.0,5.0,20.0,323.0,324.0,55.0,161.0,1068.0,20.0,33.0,848.0,30.0,27.0,185.0,169.0,21.0,185.0,8.0,1.0,171.0,31.0,37.0,1452.0,36.0,3.0,208.0,1.0,330.0,100.0,122.0,11.0,35.0,5.0,18.0,16.0,14.0,244.0,15.0,35.0,37.0,,2.0,2.0,102.0,374.0,880.0,883.0,36.0,2.0,2.0,2.0,6.0,47.0,122.0,8.0,26.0,106.0,,,,,,,4.0,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,ecne8b098mt2u1zd5en2cpgph,B. Barklage,Midfielder,25.0,28.0,,2.0,1.0,,1.0,7.0,5.0,24.0,,1850.0,119.0,5.0,11.0,,824.0,3.0,84.0,15.0,353.0,48.0,49.0,8.0,4.0,18.0,345.0,322.0,57.0,134.0,843.0,35.0,6.0,618.0,22.0,11.0,183.0,54.0,13.0,154.0,1.0,60.0,124.0,21.0,54.0,1367.0,28.0,5.0,148.0,,392.0,95.0,108.0,3.0,42.0,15.0,18.0,27.0,4.0,193.0,81.0,26.0,25.0,1.0,,3.0,67.0,313.0,643.0,660.0,45.0,7.0,,4.0,,45.0,85.0,12.0,37.0,81.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,cbernmlnvld7ok0qduwwv66dx,Rubén Bover,Forward,21.0,7.0,,,,,,6.0,1.0,4.0,,125.0,,2.0,,,53.0,2.0,10.0,1.0,35.0,,2.0,1.0,,2.0,25.0,11.0,5.0,6.0,53.0,2.0,,39.0,5.0,1.0,8.0,17.0,1.0,9.0,1.0,,7.0,1.0,3.0,90.0,7.0,,18.0,,10.0,15.0,5.0,,6.0,,,,,20.0,1.0,5.0,4.0,,,,13.0,16.0,45.0,45.0,2.0,,,,,4.0,15.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,3zn4keguhakpxjyxat9mayoyd,M. Bustamante,Midfielder,23.0,4.0,,1.0,,,,3.0,1.0,2.0,,95.0,,3.0,,,63.0,,11.0,,29.0,1.0,1.0,,,,15.0,25.0,,8.0,63.0,1.0,2.0,51.0,,,9.0,17.0,,6.0,,,14.0,1.0,5.0,77.0,4.0,,9.0,,18.0,10.0,3.0,,3.0,,1.0,,,9.0,,,2.0,,,,6.0,17.0,54.0,54.0,,,1.0,,1.0,,6.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,c6bn0n57h830mwfq1lzfup979,T. Cahill,Midfielder,17.0,29.0,12.0,4.0,,,,,10.0,12.0,13.0,2453.0,14.0,80.0,5.0,2.0,1325.0,11.0,212.0,1.0,587.0,12.0,34.0,27.0,3.0,85.0,425.0,487.0,64.0,234.0,1341.0,82.0,15.0,1006.0,28.0,51.0,268.0,336.0,20.0,231.0,8.0,4.0,161.0,29.0,49.0,1845.0,29.0,7.0,269.0,1.0,434.0,52.0,242.0,24.0,67.0,1.0,45.0,118.0,11.0,472.0,84.0,31.0,12.0,4.0,1.0,2.0,145.0,359.0,1060.0,1073.0,203.0,7.0,7.0,5.0,11.0,51.0,230.0,13.0,43.0,124.0,,,,,,1.0,11.0,,,,,,,,,,,1.0,,13.0,,9.0,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,a8734n05wzzjpfgv1r3lxgwl,D. Carney,Defender,8.0,9.0,,3.0,,,,,,13.0,1.0,840.0,65.0,1.0,7.0,,292.0,,27.0,8.0,127.0,27.0,42.0,6.0,1.0,5.0,166.0,88.0,19.0,55.0,304.0,12.0,4.0,179.0,10.0,6.0,97.0,89.0,9.0,87.0,1.0,25.0,51.0,9.0,27.0,518.0,9.0,3.0,51.0,,177.0,41.0,28.0,,28.0,6.0,1.0,4.0,2.0,60.0,28.0,11.0,17.0,1.0,,,27.0,11.0,198.0,207.0,9.0,2.0,1.0,,1.0,15.0,32.0,4.0,14.0,24.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,6i1yswpoxmkdgykx1dbctfhsl,S. Castaño,Goalkeeper,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,566w6dt3cfciepmsi2lvumz11,I. Christianson,Midfielder,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,New York Red Bulls,8hutta1ko82d9tfpgnigyznpx,Rafhinha,Forward,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
