liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,LA Wolves FC,emujs7jggu7u11ykpzrqr0v6x,K. Cabrera,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,2r2dfhejokkuhgltmcokux0x5,D. Capriotti,Midfielder,0.0,199.0,,2.0,2.0,10.0,1.0,2.0,1.0,,,,,,,28.0,11.0,,28.0,35.0,,1.0,5.0,7.0,21.0,21.0,,2.0,,,,1.0,7.0,10.0,6.0,20.0,7.0,8.0,1.0,5.0,2.0,2.0,,8.0,,,2.0,,,,,,5.0,,,,,1.0,1.0,1.0,5.0,3.0,1.0,,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0
USA_US_Open_Cup,2017,LA Wolves FC,cwaew5g2mcscpl8rlob0e3dg5,P. Cardozo,Midfielder,0.0,210.0,,2.0,2.0,10.0,1.0,2.0,,1.0,,1.0,,,,41.0,33.0,2.0,47.0,84.0,5.0,5.0,18.0,15.0,34.0,37.0,2.0,6.0,,,,4.0,21.0,5.0,6.0,32.0,10.0,4.0,4.0,13.0,2.0,,,21.0,,,1.0,,,,,2.0,7.0,3.0,,,1.0,1.0,2.0,1.0,16.0,12.0,8.0,,4.0,1.0,12.0,,3.0,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,,,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,47gj2myyyqetrm8sxakfxgjpx,P. Cruz,Midfielder,0.0,115.0,,,2.0,10.0,,2.0,,,2.0,,,,,19.0,16.0,,21.0,30.0,3.0,4.0,3.0,3.0,16.0,17.0,,1.0,,,,,9.0,2.0,4.0,13.0,4.0,11.0,2.0,8.0,1.0,,,3.0,,,,,,,,,4.0,,,,3.0,1.0,,,3.0,2.0,1.0,,1.0,,2.0,1.0,4.0,1.0,,,,,,,1.0,,1.0,3.0,,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,l9cvo22jarh2gxn8brm1n7xl,J. Equjie,Defender,24.0,48.0,,,2.0,10.0,,2.0,,1.0,2.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,d5akh1iw4h1xvb9vyv81ze191,H. Escobar,Midfielder,0.0,45.0,,1.0,1.0,10.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,6yrzxft4s2jqyioz6ez1vjh7t,K. Garcia-Lopez,Defender,0.0,210.0,,2.0,2.0,10.0,1.0,2.0,,,,,,,,21.0,11.0,,22.0,35.0,,1.0,4.0,6.0,16.0,17.0,,1.0,,,,1.0,8.0,6.0,4.0,16.0,5.0,1.0,1.0,5.0,,1.0,,8.0,,,2.0,,,,,,7.0,,,,1.0,2.0,,,4.0,3.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,6oghmw0zl5u8z6gse12sc5drd,X. Fuerte,Defender,0.0,138.0,,1.0,2.0,10.0,1.0,2.0,,,1.0,,,,,21.0,6.0,1.0,24.0,35.0,,2.0,8.0,4.0,14.0,14.0,5.0,2.0,,,6.0,8.0,10.0,9.0,2.0,12.0,10.0,5.0,1.0,8.0,,2.0,,14.0,,,2.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,3.0,6.0,2.0,4.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,b87e9me3euijv822cwmrz5mnd,A. Johnson,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,LA Wolves FC,60m49onsrnyokxkb9e42gjdud,C. Klute,Defender,0.0,162.0,,2.0,2.0,10.0,1.0,2.0,1.0,,,,,,,35.0,15.0,,36.0,56.0,1.0,5.0,8.0,2.0,24.0,25.0,1.0,1.0,,,1.0,4.0,11.0,10.0,7.0,20.0,11.0,13.0,,7.0,4.0,4.0,,17.0,,,3.0,,,,,4.0,4.0,2.0,,1.0,,4.0,1.0,1.0,7.0,7.0,,1.0,1.0,4.0,6.0,,,,,,,1.0,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
