liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Portland Timbers 2,3a51d0tbktq371fa6dxvsgk8a,M. Akale,Midfielder,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Portland Timbers 2,9vw8izvdgvl9afa5cjwrrx2lm,C. Anguiano,Midfielder,66,7.0,1775.0,2.0,863.0,195.0,448.0,2.0,21.0,4.0,6.0,171.0,361.0,19.0,79.0,2.0,902.0,11.0,19.0,736.0,39.0,12.0,100.0,262.0,17.0,102.0,114.0,21.0,17.0,16.0,1137.0,22.0,7.0,3.0,135.0,217.0,11.0,10.0,78.0,66.0,38.0,11.0,144.0,6.0,44.0,18.0,22.0,60.0,228.0,763.0,802.0,9.0,13.0,66.0,12.0,75.0,1.0,3.0,1.0,2.0,4.0,7.0,3.0,8.0,5.0,,5.0,3.0,6.0,1.0,15.0,,8.0,2.0,4.0,3.0,1.0,10.0,4.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,1.0,1.0,
USA_USL_Championship,2019,Portland Timbers 2,6qmzaju2rlnvj46dvycvalrkl,D. Asprilla,Forward,27,15.0,765.0,14.0,256.0,74.0,137.0,4.0,11.0,13.0,28.0,179.0,56.0,15.0,62.0,,264.0,17.0,22.0,171.0,10.0,29.0,73.0,52.0,6.0,77.0,50.0,9.0,28.0,11.0,525.0,9.0,9.0,,137.0,64.0,53.0,10.0,79.0,20.0,17.0,25.0,192.0,5.0,12.0,15.0,9.0,85.0,74.0,184.0,191.0,55.0,14.0,113.0,5.0,52.0,,5.0,1.0,9.0,18.0,2.0,2.0,12.0,2.0,,1.0,,7.0,1.0,1.0,,16.0,1.0,2.0,27.0,2.0,,2.0,2.0,1.0,,,,6.0,9.0,1.0,5.0,1.0,,4.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,53.0,7.0,2.0,2.0,
USA_USL_Championship,2019,Portland Timbers 2,3n1x0x4dlcl53f0z5l0r9zso9,G. Calixtro,Forward,91,1.0,1609.0,,361.0,104.0,227.0,3.0,4.0,9.0,44.0,161.0,85.0,18.0,71.0,2.0,386.0,23.0,10.0,300.0,38.0,24.0,75.0,108.0,16.0,62.0,51.0,17.0,17.0,14.0,611.0,26.0,9.0,1.0,117.0,81.0,78.0,10.0,57.0,11.0,16.0,8.0,178.0,17.0,43.0,1.0,26.0,77.0,93.0,286.0,311.0,61.0,11.0,121.0,4.0,40.0,9.0,6.0,,6.0,8.0,1.0,1.0,11.0,5.0,,7.0,,13.0,1.0,,,15.0,,1.0,17.0,1.0,,1.0,2.0,7.0,,,,5.0,6.0,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,3.0,3.0,0.0,
USA_USL_Championship,2019,Portland Timbers 2,c41tezki424wmzs2b5m5mi4q2,D. Clapier,Forward,89,1.0,80.0,1.0,22.0,2.0,11.0,,1.0,1.0,3.0,11.0,4.0,,6.0,,22.0,,3.0,15.0,,1.0,7.0,15.0,1.0,7.0,5.0,1.0,3.0,1.0,37.0,1.0,,,8.0,4.0,4.0,10.0,4.0,,,3.0,12.0,,,1.0,1.0,5.0,1.0,15.0,15.0,4.0,,8.0,1.0,3.0,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,d6vfmln3oxuel34y15hnp8bft,T. Conechny,Forward,19,3.0,149.0,1.0,65.0,12.0,45.0,,5.0,,1.0,32.0,12.0,,9.0,,67.0,1.0,3.0,51.0,2.0,2.0,14.0,20.0,3.0,19.0,7.0,2.0,1.0,2.0,99.0,2.0,1.0,,15.0,23.0,5.0,10.0,6.0,2.0,1.0,3.0,18.0,,2.0,7.0,2.0,11.0,12.0,52.0,53.0,3.0,,12.0,1.0,4.0,,,,,1.0,4.0,1.0,,,,2.0,4.0,1.0,,7.0,,2.0,,,2.0,,3.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,7pyr8pgr06dm8leeji7nqp3o5,C. Dielna,Defender,5,,135.0,,71.0,4.0,22.0,,11.0,2.0,1.0,18.0,34.0,4.0,7.0,,74.0,1.0,,46.0,1.0,2.0,18.0,30.0,,13.0,8.0,2.0,,5.0,95.0,2.0,,1.0,5.0,32.0,2.0,10.0,11.0,10.0,,,13.0,10.0,2.0,,2.0,1.0,8.0,55.0,56.0,8.0,1.0,2.0,4.0,4.0,,,1.0,,,,6.0,,1.0,,1.0,,,,,,,1.0,,7.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,Defender,87,2.0,1560.0,2.0,817.0,31.0,242.0,6.0,160.0,4.0,16.0,278.0,368.0,33.0,92.0,2.0,860.0,29.0,8.0,489.0,32.0,4.0,252.0,138.0,1.0,173.0,94.0,18.0,24.0,81.0,1125.0,21.0,12.0,14.0,108.0,431.0,14.0,10.0,120.0,119.0,19.0,1.0,185.0,95.0,37.0,2.0,21.0,49.0,260.0,577.0,608.0,77.0,22.0,65.0,18.0,59.0,3.0,,14.0,,2.0,2.0,62.0,14.0,5.0,,1.0,,1.0,,,,,,2.0,61.0,,,1.0,1.0,11.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,61ai3dzg4rhwmid1s1gjhkb56,G. Duran,Forward,74,,51.0,1.0,18.0,5.0,13.0,1.0,1.0,,1.0,4.0,3.0,1.0,1.0,,18.0,1.0,2.0,16.0,2.0,,2.0,7.0,,1.0,3.0,,,1.0,29.0,3.0,1.0,,9.0,5.0,2.0,10.0,5.0,,2.0,,10.0,1.0,2.0,,3.0,4.0,1.0,16.0,16.0,1.0,1.0,5.0,,5.0,3.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,8w7fvkvjxngg3z9f2joq5n7fu,M. Elliott,Defender,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Portland Timbers 2,4w21suigchse7vkzgbl98dt61,M. Farfan,Defender,32,34.0,1428.0,129.0,583.0,122.0,278.0,2.0,44.0,2.0,16.0,240.0,208.0,45.0,76.0,4.0,595.0,20.0,13.0,447.0,28.0,2.0,120.0,226.0,17.0,112.0,76.0,16.0,39.0,42.0,1071.0,17.0,6.0,5.0,127.0,218.0,12.0,10.0,96.0,28.0,15.0,7.0,166.0,44.0,33.0,34.0,17.0,54.0,29.0,464.0,475.0,39.0,23.0,70.0,35.0,73.0,1.0,,6.0,,11.0,11.0,26.0,16.0,5.0,,2.0,,1.0,32.0,1.0,,,,11.0,23.0,,,,,22.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,18.0,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,af0m98zseybafp877iup9rf56,M. Ferguson,Defender,35,,94.0,,55.0,5.0,11.0,,7.0,,,10.0,38.0,,1.0,,57.0,,,43.0,1.0,,8.0,10.0,,6.0,3.0,1.0,,2.0,65.0,2.0,,,1.0,18.0,,10.0,,6.0,,,1.0,5.0,2.0,,2.0,1.0,24.0,47.0,49.0,,,1.0,1.0,,1.0,,1.0,,,,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,9jh88iupu11byyok11e8v5tqt,A. Flores,Midfielder,14,,90.0,,40.0,14.0,23.0,,,1.0,1.0,7.0,20.0,,1.0,,44.0,,1.0,42.0,1.0,2.0,1.0,10.0,2.0,3.0,4.0,1.0,,,57.0,1.0,,,5.0,8.0,3.0,10.0,4.0,1.0,3.0,,6.0,,1.0,2.0,1.0,1.0,12.0,39.0,43.0,1.0,,2.0,,4.0,,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
USA_USL_Championship,2019,Portland Timbers 2,dat9t30trrkryddtnshb8lucp,H. Hanson,Defender,45,37.0,1947.0,161.0,714.0,134.0,291.0,5.0,54.0,4.0,10.0,369.0,231.0,44.0,152.0,2.0,721.0,29.0,30.0,482.0,41.0,8.0,206.0,41.0,8.0,192.0,122.0,24.0,60.0,51.0,1263.0,25.0,14.0,2.0,186.0,326.0,36.0,10.0,100.0,33.0,8.0,29.0,214.0,29.0,46.0,37.0,25.0,104.0,220.0,508.0,515.0,28.0,31.0,114.0,16.0,82.0,1.0,4.0,5.0,1.0,15.0,7.0,19.0,23.0,5.0,,12.0,,3.0,26.0,1.0,,4.0,,7.0,18.0,,,2.0,2.0,13.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.0,0.0,0.0,
USA_USL_Championship,2019,Portland Timbers 2,8uywxcic1eiv4zglkmkj1zbah,B. Hurtado,Forward,99,58.0,1646.0,10.0,382.0,119.0,201.0,2.0,14.0,24.0,26.0,305.0,81.0,25.0,97.0,3.0,383.0,26.0,26.0,263.0,35.0,44.0,111.0,97.0,11.0,137.0,95.0,20.0,46.0,32.0,814.0,26.0,10.0,,201.0,107.0,95.0,10.0,106.0,9.0,32.0,33.0,250.0,8.0,40.0,58.0,26.0,118.0,60.0,271.0,272.0,49.0,17.0,144.0,12.0,83.0,6.0,9.0,1.0,7.0,31.0,10.0,6.0,15.0,5.0,,11.0,,14.0,2.0,,,20.0,,10.0,23.0,6.0,,,,8.0,2.0,,,,7.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,69.0,3.0,4.0,0.0,
USA_USL_Championship,2019,Portland Timbers 2,98hmqopt3v7vhg6k2zx0q81qt,A. Ivačič,Goalkeeper,31,,1080.0,,156.0,,64.0,,125.0,,2.0,133.0,135.0,1.0,3.0,2.0,327.0,1.0,,114.0,24.0,,128.0,46.0,,115.0,98.0,12.0,,13.0,450.0,12.0,,,3.0,239.0,,10.0,5.0,85.0,1.0,,8.0,8.0,26.0,,12.0,1.0,42.0,105.0,199.0,5.0,1.0,3.0,,2.0,,,33.0,,1.0,,70.0,,2.0,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,40.0,121.0,,2.0,,12.0,13.0,12.0,27.0,3.0,1.0,49.0,,,,2.0,,,,,,,,0.0,115.0
USA_USL_Championship,2019,Portland Timbers 2,7tu367gf9uqctj9nreav5vz6d,M. Jadama,Defender,94,,1350.0,4.0,697.0,42.0,207.0,4.0,79.0,3.0,29.0,145.0,404.0,20.0,55.0,3.0,743.0,21.0,3.0,532.0,21.0,9.0,134.0,165.0,4.0,95.0,85.0,15.0,11.0,39.0,923.0,15.0,4.0,13.0,49.0,332.0,18.0,10.0,57.0,77.0,4.0,1.0,108.0,81.0,24.0,,15.0,22.0,204.0,571.0,609.0,59.0,10.0,51.0,15.0,27.0,,,15.0,4.0,2.0,2.0,39.0,4.0,3.0,1.0,,,2.0,,,1.0,6.0,1.0,2.0,30.0,,,,,10.0,,1.0,1.0,3.0,3.0,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,2.0,
USA_USL_Championship,2019,Portland Timbers 2,516x2r49ox6bsr77xaralt6cq,C. Kiner,Defender,78,6.0,404.0,19.0,114.0,25.0,53.0,1.0,8.0,,3.0,38.0,47.0,6.0,11.0,,118.0,5.0,3.0,93.0,11.0,,19.0,8.0,1.0,19.0,15.0,4.0,2.0,6.0,195.0,8.0,,,23.0,40.0,2.0,10.0,20.0,6.0,5.0,2.0,32.0,10.0,12.0,6.0,8.0,9.0,45.0,96.0,99.0,9.0,3.0,12.0,2.0,14.0,4.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,,6.0,,,,,1.0,6.0,,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,0.0,
