liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,93plhp3obida8mrtwwx05c79x,F. David,Forward,13,24.0,,,,2.0,,2.0,2.0,4.0,1.0,20.0,,139.0,18.0,13.0,3.0,,,,8.0,32.0,25.0,8.0,5.0,66.0,10.0,25.0,24.0,7.0,8.0,10.0,8.0,,33.0,,9.0,,19.0,,1.0,16.0,4.0,2.0,,5.0,5.0,5.0,5.0,,1.0,1.0,7.0,3.0,,6.0,,12.0,,2.0,3.0,4.0,,2.0,1.0,1.0,1.0,4.0,,1.0,,,3.0,1.0,1.0,1.0,,1.0,0.0,5.0,3.0,,2.0,,3.0,1.0,1.0,,,,2.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,3x96u0hqo5gwxhwsafk2ohl1x,M. Lina,Defender,19,,,,,1.0,,1.0,1.0,2.0,,4.0,,48.0,,3.0,3.0,2.0,,,,4.0,,1.0,,7.0,10.0,,1.0,,2.0,,4.0,,4.0,,1.0,,1.0,,0.0,1.0,,3.0,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,f5j2ttwttijlxr8wtgvwu3co9,R. Mirval,Forward,20,8.0,,,,2.0,,2.0,1.0,,,11.0,,77.0,5.0,5.0,2.0,,,,6.0,11.0,7.0,4.0,2.0,30.0,10.0,8.0,20.0,4.0,4.0,3.0,4.0,,12.0,,2.0,,11.0,,1.0,14.0,7.0,2.0,,1.0,2.0,,9.0,,2.0,,1.0,3.0,,3.0,,7.0,,1.0,,5.0,,1.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,,1.0,1.0,,0.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,9m718ldgv76vzoofxhy2wqe7e,K. Mixtur,Forward,11,1.0,,,,2.0,,2.0,,,,6.0,,29.0,1.0,,,,,,3.0,1.0,1.0,2.0,,12.0,10.0,1.0,8.0,3.0,,,,,1.0,,,,8.0,,0.0,5.0,,,,,,1.0,,,,,,2.0,,1.0,,5.0,,,1.0,5.0,,,,,,,,1.0,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,7zvl1lpr7s53gcbtxmeh5fyms,Z. Moco,Midfielder,6,21.0,,,,2.0,,2.0,1.0,1.0,1.0,12.0,,127.0,10.0,11.0,2.0,10.0,,,9.0,27.0,22.0,7.0,1.0,70.0,10.0,22.0,14.0,8.0,5.0,12.0,5.0,,27.0,,9.0,,13.0,,0.0,5.0,,2.0,,1.0,3.0,1.0,1.0,,1.0,12.0,2.0,3.0,2.0,6.0,,5.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,5.0,1.0,,,,5.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,8cqdaxl8sbhatkdl31jivjtd6,K. Montantin,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,am72gv3xy1aq4x92dxjaw5889,M. Phaëton,Forward,10,1.0,,,,1.0,,1.0,1.0,1.0,1.0,10.0,,63.0,1.0,1.0,,,,,5.0,4.0,2.0,2.0,3.0,18.0,10.0,2.0,11.0,5.0,1.0,1.0,2.0,,4.0,,,,11.0,,0.0,6.0,,,,,2.0,,,1.0,,,1.0,1.0,,,,6.0,,1.0,,4.0,,,,,1.0,,,2.0,,3.0,2.0,,1.0,1.0,,,,,2.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,es75wkapaafpxnfe8rpwm5yol,A. Plumain,Forward,8,17.0,,,,2.0,,2.0,2.0,,,27.0,,151.0,10.0,5.0,,1.0,,,14.0,24.0,16.0,5.0,8.0,67.0,10.0,17.0,29.0,12.0,10.0,7.0,8.0,,25.0,,4.0,,26.0,,0.0,15.0,1.0,,,2.0,8.0,3.0,3.0,,1.0,1.0,4.0,9.0,,8.0,,14.0,,2.0,2.0,10.0,,,,2.0,,2.0,,3.0,,3.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,40rzvcdss138e6futx3bht3o5,J. Roussillon,Defender,4,12.0,,,,2.0,,2.0,2.0,1.0,1.0,16.0,,179.0,7.0,7.0,1.0,4.0,,,9.0,17.0,13.0,2.0,6.0,59.0,10.0,13.0,17.0,9.0,5.0,6.0,4.0,,17.0,,1.0,,16.0,,0.0,8.0,1.0,,,,3.0,1.0,1.0,,,9.0,,6.0,3.0,3.0,,7.0,,1.0,1.0,3.0,,1.0,,,2.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,2cdnr88uw89j4atpqlon05wq1,D. Rouyard,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,az2ehatslf0yzisel9dzwpecp,N. Saintini,Defender,5,21.0,1.0,,,2.0,,2.0,2.0,5.0,6.0,23.0,,180.0,14.0,35.0,13.0,8.0,,,9.0,38.0,24.0,6.0,7.0,82.0,10.0,27.0,13.0,6.0,15.0,13.0,20.0,,47.0,,3.0,,9.0,,0.0,4.0,1.0,4.0,,1.0,7.0,2.0,4.0,,6.0,,1.0,,,2.0,,3.0,,,1.0,1.0,,4.0,,3.0,3.0,,,2.0,,1.0,1.0,,1.0,1.0,,,,,4.0,,,2.0,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,2pelq3cd5eczbmbdp4z3fmytx,J. Senneville,Defender,12,2.0,,,,1.0,,1.0,,,,2.0,,27.0,2.0,1.0,1.0,2.0,,,5.0,3.0,2.0,,1.0,13.0,10.0,2.0,6.0,4.0,1.0,,1.0,,3.0,,1.0,,5.0,,0.0,1.0,,,,,,1.0,1.0,,,2.0,,2.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guadeloupe,4lvp22njjizbfz7xkixfntene,V. Tillé,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
