liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Aerial Duels won,Aerial Duels,Aerial Duels lost,Rightside Passes,Successful Passes Opposition Half,Unsuccessful Crosses open play,Right Foot Goals,Corners Taken (incl short corners),Goals Conceded,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Ground Duels,Appearances,Games Played,Starts,Total Fouls Won,Total Tackles,Tackles Won,Assists (Intentional),Foul Attempted Tackle,Index,Tackles Lost,Clean Sheets,Total Passes,Goals Conceded Outside Box,Backward Passes,Goals,Interceptions,Ground Duels lost,Yellow Cards,Shots Off Target (inc woodwork),Ground Duels won,Duels lost,Duels,Offsides,Successful Open Play Passes,Total Touches In Opposition Box,Penalties Conceded,Leftside Passes,Throw Ins to Opposition Player,Unsuccessful Launches,Successful Passes Own Half,Successful Crosses open play,PutThrough/Blocked Distribution,Blocks,Handballs conceded,Successful Long Passes,Unsuccessful Passes Own Half,Successful Dribbles,Total Clearances,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Unsuccessful Short Passes,Goal Assists,Shots On Target ( inc goals ),Time Played,Corners Won,Recoveries,Throw Ins to Own Player,Key Passes (Attempt Assists),Left Foot Goals,Successful Crosses & Corners,Penalty Goals Conceded,Total Shots,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Forward Passes,Touches,Duels won,Hit Woodwork,Total Fouls Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Successful Launches,Successful Lay-offs,Goals from Inside Box,Open Play Passes,Total Losses Of Possession,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Headed Goals,Red Cards - 2nd Yellow,Substitute Off,Total Red Cards,Substitute On,Through balls,GK Unsuccessful Distribution,GK Successful Distribution,Goals from Outside Box,Second Goal Assists,Unsuccessful Corners into Box,Successful Corners into Box,Straight Red Cards,Attempts from Set Pieces,Foul Won Penalty,Unsuccessful lay-offs,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made,Penalties Saved,Catches,Punches,Saves made - caught,Goalkeeper Smother,Saves from Penalty,Drops,Penalty Goals,Penalties Taken,Own Goal Scored,Set Pieces Goals,Other Goals,Penalties Off Target,Crosses not Claimed,Last Man Tackle
Canada_Canadian_Premier_League,2021,Valour FC,7v7c25arh4yqd7tz8demrxa6t,B. Levis,Midfielder,17,25.0,13.0,27.0,14.0,142.0,200.0,6.0,1.0,5.0,18.0,10.0,14.0,151.0,16.0,16.0,14.0,24.0,33.0,26.0,,18.0,10.0,7.0,1.0,442.0,4.0,107.0,1.0,7.0,71.0,4.0,8.0,80.0,85.0,178.0,2.0,357.0,12.0,,57.0,7.0,4.0,174.0,5.0,15.0,2.0,,16.0,24.0,23.0,13.0,6.0,11.0,65.0,,4.0,960.0,1.0,77.0,24.0,12.0,,8.0,1.0,12.0,62.0,14.0,136.0,677.0,93.0,,22.0,76.0,2.0,366.0,350.0,1.0,,1.0,430.0,132.0,0.0,1.0,0.0,,,,11.0,,2.0,1.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,7zclpaca3ogbr2cpcy4a1i8t0,Anthony Mikhael,Defender,4,7.0,13.0,19.0,6.0,101.0,69.0,,,,9.0,,9.0,36.0,12.0,12.0,6.0,4.0,13.0,7.0,,4.0,10.0,6.0,1.0,337.0,,22.0,,13.0,15.0,3.0,1.0,21.0,21.0,55.0,,256.0,1.0,,52.0,,15.0,197.0,,7.0,2.0,,29.0,28.0,4.0,17.0,4.0,38.0,33.0,,,562.0,,37.0,9.0,,,,,1.0,43.0,4.0,162.0,427.0,34.0,,5.0,71.0,,266.0,237.0,2.0,,,325.0,83.0,0.0,0.0,0.0,,,,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,4tus0wc9k482jmoncnstteelm,R. Ohin,Midfielder,27,38.0,23.0,42.0,19.0,303.0,377.0,2.0,1.0,,29.0,2.0,26.0,230.0,26.0,26.0,23.0,21.0,47.0,26.0,2.0,26.0,10.0,21.0,5.0,1143.0,3.0,163.0,1.0,28.0,103.0,7.0,6.0,127.0,122.0,272.0,1.0,926.0,10.0,,291.0,7.0,11.0,581.0,,30.0,10.0,,70.0,63.0,59.0,16.0,13.0,45.0,140.0,2.0,8.0,2000.0,5.0,210.0,12.0,12.0,,,1.0,14.0,124.0,17.0,386.0,1502.0,150.0,1.0,39.0,185.0,6.0,958.0,888.0,7.0,4.0,1.0,1108.0,272.0,1.0,0.0,1.0,,,,9.0,,3.0,10.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,e6cd4pwmbb7lfatlo8gc8eaj9,José Galán,Midfielder,21,1.0,5.0,8.0,3.0,59.0,96.0,2.0,,,2.0,4.0,2.0,22.0,11.0,11.0,2.0,4.0,6.0,4.0,1.0,4.0,10.0,2.0,,206.0,,38.0,,6.0,12.0,4.0,2.0,10.0,15.0,30.0,,173.0,2.0,,53.0,,1.0,89.0,3.0,5.0,,1.0,10.0,10.0,,5.0,2.0,5.0,20.0,1.0,,285.0,1.0,21.0,1.0,3.0,,4.0,,2.0,19.0,,56.0,258.0,15.0,,9.0,25.0,,181.0,171.0,1.0,3.0,,198.0,40.0,0.0,0.0,0.0,,,,2.0,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,dl4wkt9bhput0z1sikhu15562,F. Peña,Defender,77,35.0,8.0,19.0,11.0,152.0,174.0,24.0,,,19.0,24.0,17.0,167.0,24.0,24.0,13.0,24.0,54.0,32.0,,13.0,10.0,22.0,3.0,504.0,2.0,109.0,,24.0,69.0,2.0,3.0,98.0,80.0,186.0,1.0,395.0,11.0,,52.0,25.0,11.0,233.0,5.0,24.0,6.0,1.0,20.0,31.0,20.0,16.0,13.0,34.0,68.0,1.0,1.0,1356.0,8.0,84.0,90.0,9.0,,5.0,,4.0,95.0,20.0,191.0,920.0,106.0,,17.0,102.0,2.0,402.0,382.0,6.0,,,496.0,221.0,0.0,0.0,0.0,3.0,,,6.0,,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,4le816q3ac1isre8sala3iwyy,S. Rea,Forward,24,51.0,5.0,13.0,8.0,83.0,165.0,13.0,1.0,16.0,16.0,26.0,14.0,126.0,23.0,23.0,14.0,15.0,17.0,11.0,4.0,4.0,10.0,6.0,1.0,315.0,2.0,98.0,1.0,6.0,72.0,,2.0,54.0,80.0,139.0,6.0,239.0,23.0,,41.0,,,89.0,8.0,19.0,1.0,,6.0,12.0,22.0,3.0,9.0,11.0,61.0,4.0,4.0,1176.0,9.0,65.0,3.0,16.0,,11.0,,6.0,86.0,27.0,93.0,566.0,59.0,,9.0,72.0,8.0,243.0,237.0,,4.0,,311.0,196.0,1.0,0.0,0.0,,,,13.0,,9.0,4.0,,,1.0,,9.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,4yamoy483x9bse6u61gjr08kq,R. Reyes,Defender,2,9.0,31.0,42.0,11.0,212.0,114.0,,,,17.0,,14.0,78.0,17.0,17.0,12.0,7.0,37.0,20.0,,7.0,10.0,17.0,2.0,607.0,3.0,46.0,,16.0,25.0,3.0,5.0,53.0,36.0,120.0,1.0,510.0,10.0,,159.0,,12.0,419.0,,1.0,14.0,1.0,36.0,41.0,9.0,37.0,,30.0,44.0,,1.0,1086.0,2.0,51.0,2.0,1.0,,,,6.0,33.0,5.0,190.0,778.0,84.0,,10.0,74.0,2.0,533.0,497.0,2.0,,,583.0,94.0,0.0,0.0,0.0,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Canada_Canadian_Premier_League,2021,Valour FC,b6aw65sbptx2dlqsfx64x59m1,A. Ricci,Forward,9,33.0,5.0,19.0,14.0,43.0,83.0,8.0,3.0,,14.0,8.0,14.0,121.0,16.0,16.0,15.0,24.0,16.0,9.0,1.0,10.0,10.0,7.0,1.0,175.0,,47.0,5.0,3.0,57.0,4.0,13.0,64.0,71.0,140.0,6.0,96.0,72.0,,47.0,,1.0,33.0,1.0,15.0,2.0,2.0,5.0,7.0,24.0,9.0,8.0,5.0,55.0,2.0,14.0,1187.0,13.0,29.0,3.0,7.0,2.0,1.0,,27.0,61.0,14.0,38.0,417.0,69.0,,22.0,60.0,7.0,115.0,110.0,,6.0,4.0,154.0,155.0,3.0,2.0,1.0,,,,10.0,,1.0,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,cusim5b0lb4yc0sz00d7is73d,R. Romeo,Defender,12,5.0,37.0,53.0,16.0,289.0,152.0,1.0,1.0,,26.0,1.0,23.0,55.0,16.0,16.0,16.0,3.0,20.0,13.0,,6.0,10.0,7.0,4.0,873.0,3.0,29.0,2.0,16.0,30.0,6.0,6.0,25.0,46.0,108.0,2.0,728.0,17.0,2.0,228.0,1.0,24.0,595.0,,8.0,11.0,1.0,93.0,47.0,2.0,68.0,5.0,65.0,61.0,,4.0,1439.0,2.0,85.0,3.0,3.0,,,1.0,10.0,80.0,3.0,327.0,1048.0,62.0,,19.0,126.0,2.0,747.0,654.0,9.0,,2.0,846.0,138.0,1.0,1.0,0.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,re7nvdow49fwtuubuavwbvxm,M. Silva,Goalkeeper,99,,1.0,1.0,,31.0,8.0,,,,5.0,,4.0,2.0,4.0,4.0,4.0,2.0,,,,,10.0,,1.0,121.0,1.0,,,,,,,2.0,,3.0,,44.0,,,28.0,,17.0,71.0,,,,,22.0,13.0,,,,42.0,,,,360.0,,32.0,,,,,,,29.0,,62.0,163.0,3.0,,,42.0,,79.0,57.0,2.0,,,68.0,44.0,0.0,0.0,0.0,,,,,,,,15.0,49.0,,,,,,,,,5.0,9.0,5.0,,14.0,,2.0,,1.0,,,1.0,,,,,,,1.0,
Canada_Canadian_Premier_League,2021,Valour FC,771ibrtevbxi05tgsof9r5gmi,J. Sirois,Goalkeeper,1,,11.0,14.0,3.0,171.0,33.0,,,,31.0,,28.0,6.0,24.0,24.0,24.0,7.0,2.0,,,,10.0,2.0,9.0,653.0,3.0,,,1.0,,1.0,,6.0,3.0,20.0,,301.0,,,145.0,,54.0,451.0,,1.0,,,92.0,54.0,,15.0,1.0,161.0,8.0,,,2160.0,,226.0,,,,,1.0,,115.0,,337.0,964.0,17.0,,,169.0,,484.0,392.0,14.0,,,377.0,173.0,0.0,0.0,0.0,,,,,,,,64.0,315.0,,,,,,,,,45.0,49.0,27.0,3.0,94.0,2.0,20.0,11.0,5.0,3.0,2.0,1.0,,,,,,,2.0,
Canada_Canadian_Premier_League,2021,Valour FC,4yghd10vc0jyke6zthn2d4tbe,A. Soto,Defender,5,1.0,5.0,9.0,4.0,33.0,15.0,,,,4.0,,4.0,16.0,5.0,5.0,4.0,,8.0,2.0,,2.0,10.0,6.0,1.0,133.0,,3.0,,2.0,8.0,1.0,,8.0,12.0,25.0,,109.0,,,48.0,,5.0,95.0,,1.0,1.0,,9.0,9.0,,9.0,1.0,13.0,10.0,,,286.0,,8.0,,,,,,,14.0,1.0,49.0,156.0,13.0,,4.0,23.0,,110.0,101.0,3.0,,,132.0,24.0,0.0,0.0,0.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,cf7o09pg33vzjcso3wj1uidck,C. Tomy,Midfielder,55,1.0,,,,3.0,5.0,,,,,,,4.0,4.0,4.0,,1.0,,,,2.0,10.0,,,17.0,,1.0,,1.0,3.0,,,1.0,3.0,4.0,,15.0,3.0,,11.0,1.0,,11.0,,,,,1.0,,,,,,1.0,,,33.0,,2.0,1.0,1.0,,,,,1.0,1.0,2.0,25.0,1.0,,2.0,1.0,1.0,16.0,15.0,,,,16.0,3.0,0.0,0.0,0.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Valour FC,2v0jla46uu3zrm9x85xrewt90,J. Ulloa,Forward,18,27.0,3.0,6.0,3.0,29.0,123.0,15.0,,3.0,10.0,15.0,8.0,109.0,22.0,22.0,6.0,24.0,15.0,8.0,1.0,6.0,10.0,7.0,1.0,226.0,2.0,96.0,,7.0,52.0,5.0,6.0,57.0,55.0,115.0,5.0,184.0,27.0,,67.0,1.0,1.0,69.0,5.0,18.0,,1.0,4.0,13.0,18.0,1.0,6.0,3.0,38.0,1.0,1.0,835.0,6.0,33.0,5.0,12.0,,7.0,1.0,7.0,43.0,19.0,34.0,415.0,60.0,,20.0,41.0,3.0,185.0,181.0,1.0,5.0,,225.0,123.0,0.0,0.0,0.0,,,,3.0,,16.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
