liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,46x1yk6a6kzfg9jjig7qb26wa,E. Armenta,Midfielder,195,196.0,7.0,,2.0,1.0,5.0,477.0,7.0,72.0,10.0,14.0,,1.0,4.0,150.0,54.0,3.0,3.0,7.0,195.0,4.0,,2.0,13.0,136.0,42.0,37.0,10.0,10.0,6.0,12.0,29.0,7.0,1.0,41.0,43.0,66.0,54.0,87.0,1.0,3.0,31.0,14.0,45.0,29.0,25.0,1.0,1.0,86.0,2.0,8.0,46.0,1.0,6.0,7.0,,1.0,2.0,7.0,13.0,7.0,5.0,5.0,6.0,149.0,18.0,7.0,64.0,1.0,1.0,3.0,307.0,0.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,b5557z8necef4bq85frnoyled,A. Canelo,Forward,25,476.0,11.0,13.0,13.0,2.0,10.0,1513.0,17.0,245.0,10.0,48.0,4.0,4.0,10.0,316.0,85.0,36.0,53.0,26.0,465.0,50.0,6.0,1.0,20.0,304.0,175.0,91.0,17.0,17.0,19.0,38.0,80.0,38.0,9.0,150.0,128.0,125.0,147.0,228.0,3.0,1.0,116.0,12.0,150.0,117.0,67.0,16.0,9.0,322.0,16.0,6.0,160.0,20.0,6.0,2.0,1.0,4.0,85.0,,47.0,30.0,14.0,17.0,26.0,305.0,98.0,29.0,97.0,16.0,17.0,53.0,828.0,1.0,,,,3.0,5.0,2.0,,2.0,,,5.0,4.0,11.0,2.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,qsce60rnyzjufjqdvdvnouay,K. Castañeda,Midfielder,8,125.0,,,1.0,,6.0,181.0,2.0,19.0,10.0,2.0,,,1.0,101.0,26.0,6.0,4.0,1.0,122.0,2.0,2.0,,5.0,88.0,33.0,18.0,7.0,7.0,3.0,3.0,6.0,3.0,4.0,18.0,8.0,57.0,15.0,78.0,1.0,1.0,10.0,13.0,32.0,11.0,9.0,1.0,2.0,46.0,1.0,4.0,24.0,5.0,1.0,2.0,,3.0,5.0,,4.0,1.0,1.0,3.0,2.0,99.0,4.0,3.0,27.0,5.0,1.0,12.0,177.0,0.0,1.0,,5.0,,,,,,,,,,,,,,,,2.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,awagggfalu3hw3eysu28ygiqd,F. Castillo,Forward,7,7.0,,,1.0,,,20.0,,3.0,10.0,,,,,6.0,,,,1.0,7.0,,,,1.0,6.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,2.0,,3.0,3.0,,,2.0,,5.0,1.0,1.0,,,6.0,,,1.0,,,,,,2.0,,1.0,,1.0,,1.0,6.0,,1.0,3.0,1.0,,,15.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,183.0,13.0,1.0,6.0,2.0,6.0,723.0,8.0,121.0,10.0,23.0,,1.0,1.0,128.0,66.0,22.0,7.0,13.0,163.0,30.0,,2.0,10.0,123.0,53.0,26.0,12.0,12.0,9.0,7.0,40.0,9.0,4.0,49.0,63.0,33.0,68.0,95.0,1.0,,43.0,5.0,41.0,58.0,28.0,8.0,4.0,133.0,9.0,4.0,55.0,13.0,1.0,6.0,,5.0,48.0,,25.0,9.0,6.0,9.0,18.0,109.0,53.0,19.0,37.0,6.0,9.0,7.0,359.0,0.0,,,4.0,1.0,2.0,,,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,3scc8412czpvj9epquykrd0x5,F. Contreras,Midfielder,21,221.0,4.0,1.0,2.0,,21.0,379.0,4.0,35.0,10.0,5.0,,,13.0,170.0,6.0,,12.0,6.0,216.0,5.0,28.0,1.0,8.0,158.0,49.0,37.0,9.0,9.0,4.0,8.0,14.0,15.0,7.0,30.0,19.0,109.0,25.0,108.0,2.0,9.0,35.0,12.0,71.0,16.0,11.0,3.0,4.0,82.0,,4.0,51.0,,3.0,4.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,1.0,5.0,165.0,10.0,7.0,69.0,4.0,,13.0,335.0,0.0,,,5.0,,,,,,,,,,,,,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,8urkitc19yftx182gfaa8may1,M. Domínguez,Midfielder,20,32.0,2.0,,1.0,1.0,,35.0,,10.0,10.0,,,,,26.0,3.0,1.0,1.0,1.0,32.0,,2.0,,2.0,26.0,8.0,7.0,5.0,5.0,3.0,,6.0,,1.0,6.0,6.0,17.0,10.0,22.0,,,3.0,,9.0,4.0,4.0,,,16.0,,2.0,6.0,1.0,,,,,4.0,,5.0,1.0,,1.0,,26.0,,,5.0,1.0,,2.0,57.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,c3xpf74j8iadroh9n89pphejt,J. Díaz,Defender,27,242.0,6.0,,6.0,,29.0,597.0,6.0,90.0,10.0,10.0,,2.0,13.0,175.0,15.0,1.0,10.0,17.0,235.0,6.0,31.0,2.0,30.0,162.0,65.0,36.0,10.0,10.0,2.0,17.0,29.0,12.0,,38.0,39.0,126.0,74.0,89.0,1.0,15.0,21.0,13.0,80.0,51.0,45.0,4.0,,104.0,,9.0,67.0,1.0,6.0,4.0,13.0,2.0,4.0,3.0,5.0,7.0,21.0,8.0,13.0,169.0,16.0,14.0,86.0,2.0,,10.0,404.0,0.0,,,4.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,dvjwtt5v39s05c5cbd5e25hbd,N. Díaz,Defender,6,801.0,64.0,1.0,13.0,,52.0,1433.0,16.0,191.0,10.0,20.0,4.0,3.0,42.0,656.0,128.0,5.0,10.0,19.0,773.0,48.0,18.0,7.0,51.0,588.0,93.0,148.0,16.0,16.0,3.0,33.0,39.0,62.0,5.0,93.0,59.0,328.0,123.0,224.0,2.0,18.0,73.0,68.0,272.0,132.0,84.0,1.0,5.0,184.0,1.0,21.0,145.0,4.0,24.0,1.0,6.0,1.0,13.0,11.0,7.0,22.0,30.0,11.0,21.0,632.0,68.0,23.0,437.0,7.0,1.0,10.0,1121.0,0.0,,,,5.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mexico_Liga_MX,2022-2023,Club Tijuana Xoloitzcuintles de Caliente,6c7siix1yjlexuzbb0f2lqw6i,R. Díaz,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
