root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,103.0,60.0,2.0,,28.0,,2.0,3.0,1.0,1.0,11.0,2.0,14.0,4.0,,10.0,,2.0,1.0,82.0,22.0,8.0,12.0,22.0,66.0,9.0,68.0,80.0,180.0,14.0,15.0,24.0,22.0,2.0,40.0,2.0,5.0,3.0,14.0,0.0,8.0,,5.0,,,10.0,,3.0,,,,,,1.0,,,5.0,,,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,,3.0,3.0,1.0,,2.0,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,q9ptiw2kacxpmw3i9h8rsb56,A. Arigoni,Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,dnkvm6zpfsxyjie6esilvw15,T. Barlow,Forward,12,26.0,14.0,1.0,,5.0,,2.0,,,1.0,4.0,1.0,4.0,1.0,,10.0,,2.0,1.0,20.0,5.0,2.0,3.0,2.0,16.0,4.0,16.0,20.0,76.0,4.0,7.0,6.0,2.0,2.0,11.0,,4.0,,10.0,0.0,2.0,,1.0,,,3.0,,4.0,,,,,,3.0,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,6ycb14t59u46bwsvbb4kuur1m,C. Brady,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,a5bkiy2acihib9s4gbj31og5x,R. Czichos,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,99hdzy5s45xr72d3lgttdmne1,J. Gal,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,5wyc0yzl39mfgquufx99bae39,G. Giménez,Midfielder,30,106.0,74.0,2.0,,29.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,7.0,,10.0,,2.0,1.0,87.0,15.0,5.0,12.0,24.0,74.0,10.0,79.0,81.0,164.0,8.0,16.0,23.0,25.0,2.0,50.0,1.0,9.0,4.0,15.0,0.0,5.0,,5.0,,,7.0,,4.0,,,,,,2.0,,,5.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,2.0,3.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,79knhnp7bvpjomzz14k715wtm,O. Glasgow,Forward,55,23.0,10.0,,,7.0,2.0,1.0,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,10.0,,1.0,1.0,11.0,4.0,,3.0,1.0,10.0,,10.0,11.0,34.0,1.0,4.0,3.0,2.0,3.0,3.0,,3.0,,5.0,0.0,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,2.0,2.0,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Chicago Fire FC,Chicago_Fire_FC,4905smnxfjmrv8ofswccszuqy,B. Gutiérrez,Midfielder,17,105.0,59.0,2.0,,40.0,5.0,2.0,3.0,2.0,1.0,9.0,3.0,13.0,6.0,1.0,10.0,,2.0,2.0,78.0,24.0,5.0,10.0,14.0,63.0,9.0,64.0,77.0,180.0,14.0,12.0,20.0,25.0,2.0,24.0,1.0,7.0,5.0,19.0,0.0,4.0,,5.0,,,5.0,,2.0,,,,,,1.0,,,5.0,,,1.0,2.0,3.0,3.0,,1.0,1.0,3.0,,,,1.0,,1.0,3.0,,2.0,,2.0,,1.0,,,,2.0,,1.0,1.0,,,1.0,,,2.0,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
