liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Orlando City SC,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13,11.0,50.0,4.0,26.0,,4.0,44.0,24.0,52.0,,4.0,,35.0,54.0,128.0,13.0,14.0,,54.0,,173.0,5.0,125.0,31.0,,594.0,101.0,1.0,10.0,,4.0,9.0,,5.0,4.0,35.0,12.0,6.0,7.0,,84.0,28.0,,2.0,,10.0,45.0,28.0,,6.0,3.0,45.0,16.0,100.0,1.0,12.0,2.0,4.0,,4.0,,2.0,3.0,,3.0,,4.0,300.0,8.0,,24.0,3.0,9.0,67.0,18.0,119.0,49.0,55.0,4.0,28.0,,96.0,23.0,46.0,182.0,17.0,4.0,6.0,2.0,1.0,2.0,2.0,,,,5.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,e1uhy0h96of2f9r9fx0ugzca1,I. Angulo,Midfielder,0,5.0,23.0,6.0,24.0,4.0,4.0,46.0,7.0,8.0,,5.0,,18.0,23.0,144.0,10.0,9.0,2.0,23.0,1.0,166.0,5.0,142.0,25.0,1.0,628.0,50.0,2.0,6.0,2.0,5.0,5.0,1.0,1.0,5.0,76.0,7.0,1.0,13.0,3.0,105.0,10.0,7.0,5.0,,10.0,33.0,1.0,,9.0,,27.0,18.0,81.0,2.0,12.0,2.0,,7.0,5.0,,,2.0,3.0,,,4.0,274.0,3.0,2.0,4.0,5.0,3.0,40.0,17.0,143.0,42.0,32.0,2.0,10.0,1.0,66.0,24.0,18.0,167.0,10.0,1.0,5.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,dpcjzmo7pcggdl423a4lh3re2,C. Araújo,Midfielder,5,7.0,108.0,29.0,201.0,,42.0,695.0,13.0,28.0,,3.0,,500.0,97.0,1347.0,22.0,35.0,,139.0,1.0,1439.0,8.0,1270.0,106.0,7.0,2549.0,287.0,24.0,43.0,,70.0,4.0,2.0,,45.0,407.0,76.0,30.0,8.0,,654.0,32.0,,7.0,,32.0,424.0,15.0,1.0,12.0,,9.0,23.0,47.0,4.0,40.0,8.0,31.0,2.0,8.0,1.0,10.0,77.0,2.0,,,1.0,1917.0,34.0,8.0,3.0,32.0,28.0,155.0,153.0,1300.0,259.0,119.0,3.0,32.0,1.0,210.0,57.0,168.0,1486.0,9.0,21.0,2.0,,,0.0,6.0,7.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,2gyzpo4amzw3ibxq47dyzvmx,João Moutinho,Defender,4,12.0,190.0,29.0,167.0,,47.0,551.0,21.0,61.0,,80.0,,65.0,274.0,1128.0,22.0,54.0,,282.0,1.0,1375.0,3.0,1067.0,83.0,8.0,2551.0,251.0,162.0,40.0,1.0,12.0,10.0,,,88.0,565.0,71.0,44.0,18.0,,598.0,29.0,,24.0,,38.0,632.0,40.0,,26.0,2.0,32.0,32.0,48.0,7.0,44.0,6.0,92.0,21.0,4.0,,38.0,61.0,21.0,2.0,,,2084.0,24.0,9.0,,31.0,24.0,148.0,107.0,1095.0,190.0,104.0,80.0,29.0,2.0,488.0,43.0,147.0,1410.0,16.0,14.0,4.0,1.0,1.0,0.0,7.0,15.0,,,1.0,1.0,59.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,9jk0ae6wgso9znkuk6uyizpat,W. Cartagena,Midfielder,0,5.0,16.0,4.0,27.0,,8.0,72.0,2.0,5.0,,1.0,,72.0,18.0,153.0,4.0,8.0,,25.0,,177.0,,141.0,22.0,,331.0,46.0,1.0,9.0,,3.0,,,,8.0,45.0,16.0,3.0,2.0,,81.0,8.0,,,,5.0,44.0,3.0,,3.0,,1.0,7.0,100.0,1.0,5.0,,9.0,,4.0,,3.0,12.0,,,,,239.0,8.0,2.0,4.0,5.0,5.0,17.0,19.0,152.0,41.0,24.0,1.0,8.0,,35.0,7.0,22.0,178.0,6.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,2h6kgjpj0jaipdcpq095yrqhh,Antônio Carlos,Defender,25,7.0,61.0,19.0,78.0,,15.0,572.0,16.0,58.0,,2.0,,371.0,80.0,799.0,20.0,9.0,,123.0,,866.0,5.0,715.0,27.0,5.0,1714.0,124.0,1.0,19.0,1.0,12.0,2.0,,,45.0,149.0,26.0,98.0,2.0,,227.0,22.0,,1.0,,26.0,362.0,42.0,,3.0,,20.0,2.0,49.0,4.0,29.0,3.0,62.0,,1.0,,25.0,84.0,,,,,1157.0,11.0,7.0,3.0,35.0,4.0,40.0,39.0,750.0,66.0,43.0,2.0,22.0,,135.0,31.0,81.0,922.0,10.0,10.0,3.0,,,0.0,14.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,5w8wyn94ovw846d5gk29u76x,J. DeZart,Midfielder,34,,,,,,,,1.0,1.0,,,,1.0,,3.0,,,,,,3.0,,3.0,1.0,,2.0,2.0,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,6.0,,,1.0,,,,,3.0,1.0,2.0,,1.0,,2.0,,,3.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,6g7i7z6m8vts105dny1g6z3hm,A. Freeman,Defender,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,2q8ntruz96k9ia7np1tma4udx,P. Gallese,Goalkeeper,1,,4.0,33.0,209.0,,2.0,427.0,,4.0,,,,157.0,134.0,525.0,1.0,,,177.0,,313.0,,372.0,2.0,9.0,2970.0,12.0,,1.0,,1.0,1.0,,,43.0,128.0,2.0,18.0,,,98.0,33.0,,3.0,,41.0,417.0,4.0,,,,,,50.0,5.0,49.0,8.0,173.0,,,,45.0,153.0,,,,,932.0,,3.0,,,,,6.0,250.0,8.0,2.0,,33.0,,177.0,1.0,10.0,702.0,,1.0,,,,0.0,,22.0,297.0,,,,,,54.0,,32.0,2.0,5.0,,79.0,8.0,23.0,24.0,47.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Orlando City SC,6817xzrpglzo7g2mfzlnq90tm,N. Gioacchini,Forward,0,2.0,18.0,2.0,4.0,,,10.0,4.0,9.0,,1.0,,15.0,16.0,36.0,1.0,3.0,,18.0,,51.0,1.0,36.0,12.0,,134.0,28.0,,1.0,,5.0,1.0,,1.0,3.0,12.0,1.0,1.0,3.0,,26.0,6.0,,1.0,,4.0,11.0,5.0,,1.0,,9.0,7.0,56.0,,5.0,1.0,,,2.0,,,,,,,3.0,85.0,1.0,,4.0,1.0,,16.0,7.0,33.0,19.0,16.0,1.0,6.0,1.0,34.0,3.0,12.0,54.0,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
