equipo,link,logo,cod_equipo,cod_liga,liga
Barbados Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/barbados-under-17/24uhn0ncit2h8vm133uo787y6,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=24uhn0ncit2h8vm133uo787y6,24uhn0ncit2h8vm133uo787y6,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Bermuda  Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/bermuda-under-17/i6dzjdm6g3tj8l3bft5rdzks,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=i6dzjdm6g3tj8l3bft5rdzks,i6dzjdm6g3tj8l3bft5rdzks,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Canada Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/canada-under-17/9ambie9e2cxqfzc71f90lz08c,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9ambie9e2cxqfzc71f90lz08c,9ambie9e2cxqfzc71f90lz08c,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Costa Rica Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/costa-rica-under-17/18lylxo9rer7l7optxsyci5zc,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=18lylxo9rer7l7optxsyci5zc,18lylxo9rer7l7optxsyci5zc,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Cuba Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/cuba-under-17/5jivamyduah3ncot6sq0l9v6r,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5jivamyduah3ncot6sq0l9v6r,5jivamyduah3ncot6sq0l9v6r,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Curaçao Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/curaçao-under-17/u0p3r117lpcppl2cbi3880qq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=u0p3r117lpcppl2cbi3880qq,u0p3r117lpcppl2cbi3880qq,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Dominican Republic Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/dominican-republic-under-17/6iyj79e1kj1l3p1hbfdk4q8aw,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6iyj79e1kj1l3p1hbfdk4q8aw,6iyj79e1kj1l3p1hbfdk4q8aw,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
El Salvador Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/el-salvador-under-17/43uh32fr2f8v1zqb1q13oelu8,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=43uh32fr2f8v1zqb1q13oelu8,43uh32fr2f8v1zqb1q13oelu8,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Guadeloupe Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/guadeloupe-under-17/bob4vzhmjkmt7sj9prwlp8dsl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bob4vzhmjkmt7sj9prwlp8dsl,bob4vzhmjkmt7sj9prwlp8dsl,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Guatemala Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/guatemala-under-17/54ulyp2sr0rnaj3d6zhpi514n,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=54ulyp2sr0rnaj3d6zhpi514n,54ulyp2sr0rnaj3d6zhpi514n,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Haiti Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/haiti-under-17/44e5c56ufv162nxx8dygp7sgl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=44e5c56ufv162nxx8dygp7sgl,44e5c56ufv162nxx8dygp7sgl,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Honduras Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/honduras-under-17/4jn3ho488kzajzwbjc41069ea,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4jn3ho488kzajzwbjc41069ea,4jn3ho488kzajzwbjc41069ea,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
Jamaica Under 17,https://www.scoresway.com/en_GB/soccer/concacaf-u17-2023-guatemala/3021osjlmqw09k4dlh9gkjkh6/teams/jamaica-under-17/7fg4fsfa8cpjdyzu839pc8s9a,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=7fg4fsfa8cpjdyzu839pc8s9a,7fg4fsfa8cpjdyzu839pc8s9a,3021osjlmqw09k4dlh9gkjkh6,concacaf-u17-2023-guatemala
