liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Successful Passes Own Half,Backward Passes,Tackles Lost,Total Fouls Conceded,Ground Duels lost,PutThrough/Blocked Distribution Won,Time Played,Aerial Duels,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Assists (Intentional),Times Tackled,Goal Assists,Goals Conceded Inside Box,Goals Conceded,Total Fouls Won,Blocks,Rightside Passes,Starts,Goals from Outside Box,Unsuccessful Passes Opposition Half,Successful Launches,Unsuccessful Passes Own Half,Duels,Total Touches In Opposition Box,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Recoveries,Ground Duels won,Ground Duels,Index,Duels lost,Foul Attempted Tackle,Total Passes,Unsuccessful Dribbles,Total Tackles,Clean Sheets,Tackles Won,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Duels won,Successful Dribbles,Successful Open Play Passes,Leftside Passes,Total Shots,Goals Conceded Outside Box,Total Clearances,Key Passes (Attempt Assists),Open Play Passes,Touches,Aerial Duels lost,Forward Passes,Appearances,Successful Long Passes,Successful Short Passes,Aerial Duels won,Interceptions,Right Foot Goals,Successful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Home Goals,Away Goals,Winning Goal,Shots Off Target (inc woodwork),Saves Made from Outside Box,Unsuccessful Launches,Saves Made,Saves made - parried,Punches,Saves Made from Inside Box,GK Successful Distribution,GK Unsuccessful Distribution,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful lay-offs,Successful Lay-offs,Unsuccessful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Throw Ins to Opposition Player,Successful Crosses & Corners,Throw Ins to Own Player,Successful Corners into Box,Goals from Inside Box,Headed Goals,Offsides,Catches,Drops,Penalties Faced,Penalties Saved,Saves from Penalty,Penalties Conceded,Saves made - caught,Clearances Off the Line,Through balls,Successful Crosses open play,Penalty Goals Conceded,Handballs conceded,Hit Woodwork,Second Goal Assists,Left Foot Goals,Penalties Taken,Foul Won Penalty,Penalty Goals
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,kdf39fz73dd5n2nzlsuwbq3t,K. Arriaga,Midfielder,15.0,4.0,,3.0,,,,,,84.0,19.0,5.0,8.0,15.0,3.0,390.0,12.0,1.0,176.0,51.0,1.0,3.0,1.0,3.0,3.0,8.0,,68.0,4.0,,37.0,2.0,5.0,44.0,3.0,23.0,7.0,28.0,17.0,32.0,10.0,18.0,7.0,217.0,2.0,9.0,1.0,4.0,,1.0,18.0,26.0,,161.0,56.0,6.0,,10.0,1.0,199.0,277.0,3.0,74.0,4.0,22.0,154.0,9.0,7.0,,92.0,41.0,0.0,0.0,0.0,6.0,,3.0,,,,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,7y2vaajpdqnipasa49v13tap6,E. Facussé,Goalkeeper,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,c4ccgu6tldo279neojnyof6x,J. García,Defender,16.0,5.0,,1.0,,,,,,106.0,13.0,3.0,8.0,12.0,2.0,480.0,17.0,,130.0,23.0,,2.0,,3.0,4.0,5.0,4.0,45.0,5.0,,6.0,,12.0,46.0,6.0,13.0,4.0,23.0,17.0,29.0,10.0,21.0,5.0,148.0,1.0,13.0,1.0,10.0,,,5.0,25.0,,130.0,38.0,4.0,1.0,19.0,,148.0,221.0,9.0,52.0,5.0,4.0,126.0,8.0,7.0,,24.0,18.0,0.0,0.0,0.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,7y9te947wu2c0s5xgjkal9rvu,A. Güity,Goalkeeper,1.0,5.0,,,,,,,,46.0,,,,,,480.0,3.0,,63.0,46.0,,,,3.0,4.0,,,14.0,5.0,,43.0,10.0,2.0,3.0,,,,35.0,,,10.0,,,108.0,,,1.0,,,,45.0,3.0,,31.0,21.0,,1.0,7.0,,40.0,137.0,,73.0,5.0,21.0,42.0,3.0,1.0,,17.0,45.0,0.0,0.0,0.0,,7.0,13.0,10.0,5.0,5.0,3.0,29.0,18.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,46ax1wehohnsnxef6nk4y3uuh,D. Maldonado,Defender,2.0,5.0,1.0,,,,,,1.0,95.0,8.0,2.0,2.0,5.0,3.0,389.0,12.0,,140.0,31.0,,1.0,,2.0,3.0,2.0,,21.0,5.0,,21.0,1.0,8.0,24.0,4.0,9.0,3.0,19.0,7.0,12.0,10.0,6.0,1.0,168.0,1.0,5.0,1.0,3.0,1.0,,19.0,18.0,,133.0,48.0,2.0,1.0,12.0,2.0,160.0,204.0,1.0,91.0,5.0,15.0,125.0,11.0,3.0,,45.0,28.0,1.0,0.0,0.0,1.0,,9.0,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,Forward,19.0,4.0,1.0,,,,,1.0,3.0,7.0,17.0,,2.0,8.0,,195.0,16.0,1.0,30.0,40.0,,5.0,,1.0,1.0,1.0,,10.0,3.0,,23.0,,2.0,26.0,7.0,20.0,6.0,7.0,2.0,10.0,10.0,14.0,1.0,50.0,5.0,,,,3.0,1.0,,12.0,2.0,26.0,8.0,4.0,,2.0,3.0,46.0,91.0,6.0,15.0,4.0,1.0,29.0,10.0,1.0,,24.0,20.0,0.0,1.0,0.0,1.0,,,,,,,,,5.0,5.0,,3.0,,,,1.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,cflwgj1wn5rar3jazd16f1t5,Cristopher Meléndez,Defender,5.0,5.0,,2.0,,,,1.0,,40.0,22.0,5.0,8.0,17.0,5.0,451.0,12.0,2.0,93.0,57.0,,5.0,,3.0,4.0,6.0,1.0,5.0,4.0,,19.0,1.0,11.0,61.0,3.0,19.0,7.0,26.0,32.0,49.0,10.0,19.0,5.0,118.0,3.0,24.0,,19.0,,1.0,6.0,42.0,2.0,92.0,32.0,,1.0,9.0,2.0,117.0,254.0,2.0,59.0,5.0,4.0,89.0,10.0,12.0,,54.0,25.0,0.0,0.0,0.0,,,4.0,,,,,,,5.0,5.0,,,,,,15.0,1.0,36.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,32lbon05vy6wvb86v48mrtnu1,M. Perelló,Goalkeeper,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,4ag7ykxjf5pex7tv4ki1vene1,J. Pinto,Forward,17.0,5.0,,,,,,5.0,,8.0,10.0,,1.0,9.0,1.0,127.0,1.0,2.0,24.0,26.0,,5.0,,,,2.0,,8.0,,,8.0,,1.0,15.0,5.0,5.0,2.0,6.0,5.0,14.0,10.0,10.0,1.0,31.0,1.0,,,,,,2.0,5.0,3.0,24.0,4.0,2.0,,,1.0,31.0,65.0,1.0,9.0,5.0,1.0,23.0,,1.0,,19.0,7.0,0.0,0.0,0.0,2.0,,,,,,,,,2.0,2.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,
Concacaf_Olympic_Qualifying_Concacaf,2020 Tokyo,Honduras Under 23,4nz7csxo318r5d0uac8vnkvs9,A. Reyes,Midfielder,7.0,5.0,,,,,,3.0,,29.0,29.0,5.0,1.0,18.0,6.0,324.0,3.0,3.0,108.0,62.0,,12.0,1.0,3.0,4.0,2.0,,15.0,2.0,,25.0,2.0,5.0,43.0,16.0,23.0,8.0,29.0,22.0,40.0,10.0,18.0,1.0,133.0,6.0,9.0,,4.0,3.0,2.0,2.0,25.0,11.0,105.0,42.0,10.0,1.0,1.0,14.0,130.0,233.0,,47.0,5.0,5.0,103.0,3.0,8.0,,84.0,25.0,0.0,0.0,0.0,7.0,,,,,,,,,5.0,1.0,,,2.0,8.0,1.0,1.0,5.0,4.0,3.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,
