liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,CF Monterrey,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,14,91.0,644.0,56.0,258.0,204.0,38.0,55.0,101.0,3.0,49.0,5.0,15.0,19.0,403.0,105.0,1.0,2.0,10.0,5.0,45.0,23.0,262.0,11.0,7.0,,48.0,206.0,66.0,8.0,8.0,2.0,4.0,9.0,11.0,40.0,103.0,184.0,0.0,1.0,0.0,53.0,22.0,,4.0,18.0,15.0,8.0,,7.0,1.0,9.0,42.0,18.0,5.0,8.0,3.0,13.0,3.0,7.0,32.0,13.0,25.0,,2.0,,,2.0,4.0,1.0,3.0,1.0,,3.0,2.0,2.0,,9.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,19,37.0,346.0,20.0,72.0,52.0,17.0,65.0,12.0,1.0,1.0,5.0,15.0,8.0,135.0,14.0,10.0,1.0,10.0,6.0,10.0,39.0,76.0,1.0,5.0,,13.0,56.0,15.0,13.0,13.0,2.0,8.0,4.0,1.0,30.0,42.0,53.0,0.0,1.0,0.0,26.0,3.0,1.0,2.0,4.0,35.0,24.0,1.0,3.0,2.0,12.0,23.0,3.0,1.0,,3.0,2.0,8.0,11.0,26.0,3.0,15.0,,,,,,3.0,1.0,3.0,,5.0,2.0,,3.0,,,,8.0,,2.0,,1.0,1.0,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,5e1an2e7bnk0269e1tvislv4l,E. Andrada,Goalkeeper,1,128.0,1530.0,127.0,305.0,268.0,2.0,13.0,282.0,1.0,,13.0,1.0,28.0,712.0,357.0,,4.0,10.0,14.0,141.0,2.0,549.0,,2.0,4.0,99.0,422.0,128.0,17.0,17.0,,,,,3.0,65.0,302.0,0.0,0.0,0.0,139.0,120.0,1.0,17.0,1.0,10.0,1.0,,17.0,,,,125.0,1.0,,21.0,38.0,3.0,9.0,11.0,,2.0,1.0,,,,,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,,,,,,173.0,,,,1.0,,22.0,14.0,,,14.0,13.0,48.0,4.0,26.0,43.0,2.0,,1.0,,,,,1.0,1.0,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,8,107.0,570.0,40.0,201.0,161.0,30.0,117.0,51.0,3.0,2.0,4.0,42.0,5.0,370.0,53.0,11.0,1.0,10.0,5.0,28.0,48.0,204.0,2.0,8.0,,50.0,164.0,85.0,16.0,16.0,6.0,24.0,6.0,15.0,106.0,117.0,160.0,0.0,0.0,0.0,21.0,4.0,1.0,,22.0,11.0,6.0,1.0,5.0,4.0,14.0,47.0,10.0,7.0,1.0,1.0,5.0,31.0,5.0,69.0,15.0,64.0,,6.0,,,4.0,11.0,11.0,5.0,1.0,2.0,4.0,,,9.0,,8.0,2.0,,1.0,2.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,7868bje3gt1j3zhtps28oluc5,L. Cárdenas,Goalkeeper,22,22.0,270.0,22.0,41.0,32.0,,1.0,49.0,,,3.0,,2.0,98.0,47.0,,,10.0,4.0,19.0,,78.0,,,,20.0,56.0,17.0,3.0,3.0,,,,,,9.0,38.0,0.0,0.0,0.0,12.0,18.0,1.0,1.0,,1.0,,,3.0,,,,22.0,,,3.0,8.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,3.0,,,,3.0,1.0,5.0,,2.0,7.0,1.0,,1.0,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,7,169.0,1369.0,91.0,268.0,178.0,84.0,150.0,52.0,11.0,1.0,13.0,44.0,17.0,475.0,57.0,1.0,4.0,10.0,14.0,30.0,92.0,285.0,,17.0,5.0,74.0,194.0,75.0,17.0,17.0,15.0,26.0,11.0,,70.0,138.0,182.0,3.0,3.0,0.0,92.0,12.0,1.0,,1.0,80.0,48.0,8.0,16.0,8.0,81.0,66.0,7.0,,3.0,10.0,3.0,20.0,32.0,58.0,1.0,26.0,,1.0,1.0,,1.0,7.0,11.0,7.0,1.0,13.0,3.0,2.0,17.0,,,,30.0,,13.0,,5.0,6.0,1.0,,,5.0,2.0,15.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Midfielder,17,196.0,1325.0,132.0,513.0,382.0,87.0,115.0,206.0,9.0,81.0,11.0,46.0,41.0,813.0,165.0,1.0,3.0,10.0,13.0,78.0,57.0,524.0,22.0,17.0,2.0,113.0,392.0,22.0,16.0,16.0,5.0,10.0,36.0,22.0,79.0,236.0,369.0,1.0,0.0,1.0,191.0,23.0,2.0,2.0,25.0,36.0,11.0,6.0,15.0,3.0,23.0,105.0,45.0,8.0,14.0,18.0,28.0,5.0,25.0,58.0,17.0,33.0,,9.0,,,9.0,3.0,9.0,9.0,1.0,6.0,20.0,4.0,6.0,,15.0,,12.0,,2.0,,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,dj0mnh206bmg6g2980038frp,A. González,Midfielder,21,263.0,1496.0,134.0,491.0,364.0,102.0,212.0,176.0,10.0,7.0,12.0,71.0,24.0,871.0,124.0,1.0,2.0,10.0,13.0,80.0,100.0,525.0,15.0,16.0,1.0,157.0,391.0,127.0,20.0,20.0,17.0,39.0,32.0,47.0,157.0,279.0,366.0,1.0,3.0,1.0,122.0,25.0,1.0,1.0,37.0,55.0,29.0,7.0,19.0,15.0,56.0,100.0,32.0,15.0,10.0,8.0,12.0,30.0,26.0,112.0,22.0,86.0,3.0,12.0,1.0,,3.0,19.0,19.0,11.0,2.0,13.0,13.0,,10.0,38.0,,25.0,23.0,2.0,6.0,5.0,3.0,4.0,1.0,2.0,2.0,,,3.0,3.0,2.0,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,4ar9qv2f1k3ehvm0377r13gbu,Á. Grijalva,Defender,18,10.0,74.0,9.0,20.0,11.0,5.0,10.0,10.0,,,1.0,2.0,4.0,28.0,8.0,,,10.0,1.0,4.0,7.0,22.0,,1.0,,5.0,13.0,4.0,1.0,1.0,,1.0,1.0,,3.0,5.0,13.0,0.0,0.0,0.0,5.0,,,,1.0,7.0,5.0,,1.0,1.0,,3.0,4.0,1.0,1.0,2.0,3.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,CF Monterrey,5zuetzoqduux3tt31yu74lsr9,É. Gutiérrez,Defender,6,35.0,267.0,16.0,75.0,59.0,14.0,30.0,30.0,1.0,29.0,1.0,14.0,8.0,150.0,28.0,4.0,1.0,10.0,1.0,15.0,17.0,76.0,5.0,6.0,1.0,13.0,60.0,26.0,7.0,7.0,3.0,5.0,9.0,5.0,24.0,35.0,53.0,0.0,0.0,0.0,7.0,7.0,,4.0,7.0,6.0,3.0,1.0,3.0,3.0,4.0,13.0,2.0,2.0,1.0,,2.0,2.0,3.0,13.0,5.0,10.0,,3.0,,,3.0,1.0,4.0,,,,4.0,,1.0,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
