liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,Texoma FC,9waikywgp7x5mx2g32k3yp239,S. Asanté,Forward,20,20.0,19.0,1.0,11.0,106.0,79.0,80.0,45.0,35.0,48.0,2.0,11.0,4.0,19.0,17.0,2.0,60.0,26.0,34.0,10.0,38.0,6.0,217.0,1.0,,,27.0,10.0,5.0,31.0,4.0,53.0,6.0,1.0,10.0,5.0,6.0,177.0,107.0,97.0,198.0,10.0,,866.0,18.0,2.0,4.0,7.0,90.0,245.0,10.0,204.0,15.0,22.0,41.0,363.0,7.0,8.0,36.0,33.0,2.0,3.0,1.0,2.0,3.0,,3.0,,2.0,3.0,2.0,1.0,9.0,1.0,4.0,10.0,,4.0,4.0,1.0,9.0,,3.0,2.0,1.0,8.0,1.0,,3.0,,5.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,4.0,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,blotosgymi6x7ni09ym8greju,T. Baker,Forward,23,45.0,26.0,19.0,26.0,139.0,279.0,170.0,92.0,78.0,400.0,8.0,26.0,4.0,39.0,34.0,3.0,125.0,66.0,59.0,10.0,181.0,,912.0,2.0,1.0,,120.0,32.0,15.0,77.0,4.0,240.0,16.0,5.0,12.0,13.0,89.0,673.0,417.0,310.0,627.0,19.0,2.0,2006.0,37.0,2.0,30.0,16.0,374.0,960.0,25.0,716.0,27.0,40.0,244.0,1309.0,13.0,87.0,243.0,157.0,5.0,1.0,3.0,1.0,10.0,5.0,13.0,134.0,5.0,3.0,,1.0,22.0,2.0,9.0,21.0,,6.0,8.0,2.0,22.0,,49.0,19.0,32.0,50.0,3.0,,10.0,7.0,8.0,1.0,2.0,34.0,,2.0,,11.0,5.0,4.0,22.0,3.0,,1.0,,8.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,
USA_USL_League_One,2025,Texoma FC,ajzn8uul75c8w86az53iytt2i,D. Benamna,Forward,19,6.0,3.0,3.0,5.0,8.0,17.0,18.0,10.0,8.0,9.0,,5.0,,4.0,4.0,,12.0,7.0,5.0,10.0,8.0,1.0,25.0,,,,11.0,2.0,1.0,9.0,,1.0,1.0,5.0,4.0,1.0,,17.0,11.0,8.0,18.0,,,72.0,6.0,,1.0,,21.0,26.0,3.0,18.0,,4.0,8.0,51.0,3.0,2.0,8.0,6.0,,,,0.0,,,,,,,,,,1.0,2.0,,,,,,1.0,,3.0,3.0,1.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,20jvp6xrk7cl2n64pir7zmbfu,M. Bortniczuk,Forward,17,12.0,10.0,2.0,10.0,27.0,70.0,54.0,34.0,20.0,31.0,5.0,10.0,1.0,8.0,8.0,1.0,42.0,24.0,18.0,10.0,30.0,,121.0,1.0,,,37.0,5.0,1.0,37.0,,36.0,3.0,2.0,4.0,3.0,5.0,89.0,50.0,45.0,87.0,1.0,1.0,583.0,6.0,1.0,6.0,11.0,62.0,124.0,8.0,92.0,3.0,11.0,32.0,213.0,4.0,3.0,33.0,29.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,,,1.0,,,3.0,1.0,5.0,8.0,,6.0,6.0,1.0,11.0,,7.0,7.0,1.0,6.0,,,4.0,,2.0,,1.0,,,2.0,,3.0,2.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,4gctibyzv5egjgzk7ng3k251w,A. Calfo,Defender,5,78.0,36.0,42.0,25.0,51.0,169.0,140.0,63.0,77.0,285.0,11.0,25.0,,35.0,32.0,,62.0,27.0,35.0,10.0,208.0,1.0,756.0,,,,63.0,15.0,9.0,48.0,,238.0,,2.0,1.0,1.0,43.0,630.0,130.0,524.0,610.0,14.0,,1948.0,4.0,,143.0,22.0,145.0,782.0,2.0,653.0,17.0,8.0,129.0,1064.0,,80.0,87.0,49.0,3.0,,,0.0,1.0,20.0,1.0,,3.0,,1.0,,1.0,1.0,2.0,23.0,,3.0,14.0,1.0,17.0,1.0,1.0,1.0,53.0,43.0,3.0,2.0,9.0,15.0,3.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,8.0,8.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,
USA_USL_League_One,2025,Texoma FC,2wm183ku9bk2vnwg65g080ep6,J. Chavez,Defender,12,101.0,49.0,52.0,28.0,87.0,332.0,178.0,94.0,84.0,477.0,16.0,28.0,2.0,48.0,43.0,1.0,77.0,45.0,32.0,10.0,432.0,,1208.0,,,,183.0,12.0,6.0,70.0,1.0,250.0,5.0,,,,124.0,1020.0,281.0,773.0,930.0,12.0,,2504.0,3.0,,161.0,36.0,205.0,1246.0,10.0,1054.0,15.0,25.0,192.0,1580.0,1.0,117.0,127.0,75.0,12.0,1.0,1.0,0.0,4.0,29.0,3.0,14.0,5.0,,,,6.0,3.0,5.0,28.0,,1.0,3.0,,19.0,,,,65.0,65.0,5.0,2.0,31.0,19.0,3.0,,,,,,,,,,,,,1.0,,,,7.0,8.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,7najct1v5ywze0zwm2h61uj9w,L. Cristales,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,3lk14igzx8wpponolpqehy1p0,P. Dlamini,Midfielder,15,2.0,1.0,1.0,10.0,21.0,10.0,25.0,16.0,9.0,28.0,7.0,10.0,,5.0,4.0,,23.0,15.0,8.0,10.0,19.0,,92.0,,,,,4.0,1.0,3.0,,25.0,,8.0,,2.0,8.0,75.0,29.0,47.0,68.0,1.0,,242.0,1.0,,12.0,10.0,25.0,93.0,,76.0,2.0,,17.0,129.0,,8.0,11.0,9.0,2.0,,,0.0,,,,3.0,1.0,,,,,1.0,,2.0,,1.0,1.0,,7.0,,,,5.0,6.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,7auk9belkwcj7es3sb0albtas,D. Domic,Midfielder,11,1.0,1.0,,3.0,1.0,1.0,5.0,5.0,,3.0,2.0,3.0,,1.0,1.0,,4.0,4.0,,10.0,,,4.0,,,,,1.0,,,,,,3.0,,,,2.0,1.0,1.0,2.0,,,20.0,2.0,,,2.0,6.0,4.0,,2.0,,1.0,2.0,8.0,1.0,,3.0,2.0,1.0,,,0.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,8yvo7yziutph7kkjpny1wv384,A. Flowers,Forward,18,4.0,3.0,1.0,5.0,15.0,15.0,19.0,10.0,9.0,10.0,2.0,5.0,,4.0,4.0,,15.0,7.0,8.0,10.0,7.0,1.0,36.0,,,,4.0,2.0,1.0,7.0,,4.0,1.0,4.0,1.0,1.0,1.0,28.0,16.0,12.0,27.0,1.0,,162.0,2.0,,,6.0,22.0,36.0,2.0,28.0,2.0,4.0,8.0,67.0,2.0,1.0,9.0,7.0,,,,0.0,1.0,1.0,1.0,30.0,,,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,5.0,,3.0,3.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,5v83k5ukm1xt6fhuq8845euc4,J. Garcia,Goalkeeper,13,11.0,1.0,10.0,24.0,,60.0,29.0,3.0,26.0,502.0,,24.0,,38.0,34.0,,18.0,2.0,16.0,10.0,103.0,,334.0,,,,13.0,1.0,,231.0,,124.0,,,,,110.0,233.0,74.0,337.0,301.0,3.0,,2160.0,,,42.0,,324.0,729.0,,411.0,5.0,1.0,318.0,994.0,,307.0,263.0,11.0,6.0,,,0.0,1.0,,2.0,1.0,4.0,,,,1.0,2.0,,24.0,,,,,12.0,,,,152.0,55.0,5.0,,,44.0,2.0,,,,,,,,,,,,,,,,,214.0,198.0,,,,5.0,22.0,6.0,81.0,4.0,8.0,6.0,12.0,70.0,42.0,26.0,6.0,1.0,22.0,,2.0,,1.0,,
USA_USL_League_One,2025,Texoma FC,1srjrgalvr1wadrp09jnln11w,L. Gray,Midfielder,6,1.0,,1.0,4.0,2.0,5.0,7.0,5.0,2.0,2.0,2.0,4.0,,,,,6.0,5.0,1.0,10.0,1.0,,8.0,,,,2.0,,,2.0,,3.0,,4.0,,,,5.0,2.0,3.0,5.0,1.0,,33.0,1.0,,,2.0,4.0,8.0,,5.0,1.0,1.0,3.0,11.0,,1.0,3.0,2.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,2m98ikkjvrudl064b41ppjcdm,D. Iamarino,Midfielder,25,2.0,2.0,,3.0,4.0,,4.0,4.0,,1.0,,3.0,,2.0,2.0,,2.0,2.0,,10.0,4.0,,11.0,1.0,,,,1.0,1.0,2.0,,2.0,,3.0,,,,9.0,5.0,4.0,9.0,,,38.0,1.0,,1.0,,4.0,11.0,,9.0,,,2.0,16.0,,1.0,1.0,1.0,,,,0.0,,1.0,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,btne3v1fa5sp6vpq9hbxehtnu,L. Jawneh,Defender,30,34.0,22.0,12.0,26.0,101.0,227.0,174.0,103.0,71.0,54.0,15.0,26.0,1.0,32.0,28.0,1.0,140.0,81.0,59.0,10.0,35.0,4.0,269.0,2.0,,,116.0,22.0,9.0,52.0,1.0,82.0,11.0,11.0,20.0,5.0,11.0,204.0,129.0,90.0,196.0,5.0,,1340.0,42.0,,6.0,24.0,200.0,272.0,22.0,207.0,10.0,33.0,65.0,575.0,20.0,8.0,77.0,57.0,3.0,1.0,0.0,0.0,8.0,1.0,11.0,71.0,4.0,1.0,,,12.0,2.0,11.0,15.0,,11.0,11.0,,31.0,,32.0,32.0,3.0,20.0,,,15.0,,5.0,2.0,1.0,,,4.0,,12.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,9ovcn13u2p8jhsb4ukzxn6pnu,J. Jordan,Midfielder,24,49.0,23.0,26.0,22.0,86.0,125.0,211.0,87.0,124.0,183.0,15.0,22.0,,34.0,30.0,,162.0,64.0,98.0,10.0,74.0,,502.0,3.0,,,58.0,30.0,20.0,69.0,,167.0,,2.0,3.0,9.0,19.0,398.0,199.0,209.0,387.0,40.0,19.0,1621.0,10.0,,48.0,34.0,167.0,510.0,3.0,406.0,65.0,8.0,104.0,855.0,5.0,32.0,77.0,72.0,8.0,,,0.0,1.0,10.0,3.0,58.0,4.0,,1.0,,9.0,1.0,3.0,20.0,,10.0,33.0,,32.0,,6.0,6.0,20.0,33.0,3.0,1.0,24.0,4.0,25.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,ahza0fhih4ok1x14o28sk5p4a,P. Kilwien,Defender,4,22.0,9.0,13.0,16.0,40.0,117.0,62.0,24.0,38.0,270.0,2.0,16.0,,25.0,23.0,,40.0,15.0,25.0,10.0,50.0,,498.0,,,,65.0,15.0,9.0,22.0,,169.0,,1.0,1.0,,41.0,408.0,146.0,286.0,391.0,10.0,16.0,1265.0,4.0,,70.0,4.0,132.0,529.0,,432.0,17.0,10.0,97.0,775.0,3.0,43.0,76.0,54.0,3.0,,,0.0,2.0,8.0,4.0,,2.0,,,,2.0,1.0,,15.0,,7.0,64.0,,7.0,,6.0,5.0,23.0,27.0,1.0,,10.0,5.0,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,
USA_USL_League_One,2025,Texoma FC,bvo0lutc8fj0e99abi34x3luy,D. Mason,Defender,16,21.0,15.0,6.0,18.0,83.0,99.0,94.0,53.0,41.0,105.0,9.0,18.0,,20.0,17.0,,73.0,38.0,35.0,10.0,8.0,,305.0,,,,47.0,19.0,10.0,33.0,,112.0,1.0,7.0,3.0,5.0,12.0,232.0,121.0,119.0,223.0,18.0,23.0,968.0,17.0,,34.0,15.0,135.0,308.0,1.0,235.0,23.0,8.0,73.0,536.0,8.0,19.0,52.0,54.0,2.0,,,0.0,2.0,3.0,2.0,31.0,3.0,,,,8.0,2.0,,11.0,1.0,8.0,46.0,,10.0,1.0,10.0,10.0,14.0,31.0,,1.0,6.0,2.0,5.0,2.0,,,,,,5.0,5.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,c5mi0ccxvk6md0gwd95am6p2i,L. McCormick,Forward,8,21.0,17.0,4.0,19.0,99.0,232.0,171.0,101.0,70.0,101.0,12.0,19.0,5.0,23.0,19.0,4.0,150.0,84.0,66.0,10.0,102.0,2.0,374.0,4.0,,,131.0,17.0,7.0,44.0,2.0,81.0,8.0,4.0,25.0,17.0,11.0,281.0,217.0,79.0,278.0,5.0,2.0,1369.0,54.0,3.0,7.0,18.0,242.0,383.0,18.0,289.0,14.0,62.0,94.0,695.0,33.0,11.0,102.0,83.0,3.0,3.0,2.0,0.0,7.0,,14.0,85.0,4.0,5.0,,1.0,18.0,,10.0,15.0,1.0,4.0,14.0,3.0,28.0,2.0,28.0,22.0,4.0,20.0,1.0,,5.0,2.0,9.0,1.0,1.0,15.0,1.0,2.0,,7.0,3.0,2.0,6.0,,,1.0,,3.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_League_One,2025,Texoma FC,1bxaaqz9gbwo6x6vxq5jxl4b8,M. McCready,Goalkeeper,1,,,,6.0,,12.0,3.0,,3.0,121.0,,6.0,,17.0,15.0,,3.0,,3.0,10.0,23.0,,81.0,,,,2.0,,,58.0,,38.0,,,,,26.0,37.0,19.0,80.0,73.0,,,540.0,,,5.0,,84.0,182.0,,99.0,1.0,,83.0,248.0,,81.0,66.0,2.0,1.0,,,0.0,,,,,2.0,,,,,1.0,,6.0,,,,,2.0,,,,53.0,17.0,,,,10.0,1.0,,,,,,,,,,,,,,,,,89.0,77.0,,,,,5.0,,22.0,1.0,1.0,,2.0,17.0,13.0,3.0,,1.0,7.0,,,,,,
USA_USL_League_One,2025,Texoma FC,8ccz70vrzgjqz4jsrgs2p9uz8,B. McManus,Forward,7,154.0,105.0,49.0,24.0,72.0,85.0,241.0,154.0,87.0,62.0,9.0,24.0,6.0,26.0,23.0,6.0,87.0,49.0,38.0,10.0,67.0,8.0,255.0,,,,33.0,10.0,5.0,29.0,3.0,56.0,15.0,3.0,7.0,24.0,3.0,145.0,105.0,42.0,143.0,3.0,2.0,1614.0,24.0,4.0,8.0,21.0,187.0,257.0,27.0,146.0,6.0,66.0,111.0,455.0,8.0,4.0,94.0,107.0,4.0,5.0,1.0,2.0,7.0,2.0,6.0,75.0,3.0,3.0,1.0,,13.0,1.0,12.0,21.0,2.0,15.0,4.0,4.0,26.0,2.0,6.0,6.0,1.0,23.0,,,4.0,,3.0,13.0,,,1.0,,,1.0,1.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,f0wgaj9man021lplzv3e3gjmy,A. Padilla,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,27pnf3g3zp9s3cfgvxjk6deui,B. Padilla,Forward,35,28.0,19.0,9.0,16.0,26.0,44.0,59.0,39.0,20.0,29.0,3.0,16.0,1.0,20.0,18.0,1.0,31.0,20.0,11.0,10.0,29.0,4.0,97.0,,,,21.0,14.0,5.0,17.0,,14.0,5.0,13.0,1.0,5.0,4.0,57.0,32.0,28.0,54.0,4.0,,523.0,10.0,1.0,11.0,8.0,69.0,98.0,9.0,58.0,5.0,11.0,40.0,178.0,5.0,10.0,36.0,30.0,2.0,0.0,1.0,0.0,,1.0,1.0,26.0,2.0,,1.0,,3.0,1.0,4.0,3.0,,1.0,4.0,,5.0,,8.0,8.0,8.0,12.0,,,2.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,2.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,1iedtrzbcgj817i0ccin8dvro,D. Pepi,Forward,9,33.0,24.0,9.0,15.0,18.0,36.0,78.0,55.0,23.0,13.0,9.0,15.0,,11.0,10.0,,45.0,31.0,14.0,10.0,8.0,2.0,53.0,,,,17.0,6.0,4.0,9.0,,19.0,5.0,12.0,5.0,4.0,3.0,32.0,19.0,19.0,34.0,2.0,,479.0,11.0,,1.0,16.0,54.0,58.0,7.0,37.0,3.0,19.0,21.0,133.0,7.0,3.0,19.0,18.0,4.0,,,0.0,,,5.0,21.0,1.0,,,,2.0,,2.0,3.0,,2.0,,2.0,7.0,,1.0,1.0,2.0,3.0,,,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,2ijhxcgr8wqnb8ovss9064jmy,W. Perkins,Midfielder,22,63.0,30.0,33.0,29.0,127.0,261.0,217.0,110.0,107.0,322.0,15.0,29.0,1.0,49.0,43.0,1.0,154.0,80.0,74.0,10.0,203.0,3.0,742.0,2.0,,,146.0,27.0,10.0,66.0,,113.0,4.0,2.0,8.0,2.0,39.0,593.0,304.0,319.0,574.0,20.0,54.0,2387.0,31.0,1.0,87.0,34.0,333.0,765.0,8.0,613.0,36.0,29.0,152.0,1350.0,21.0,50.0,168.0,102.0,12.0,1.0,0.0,0.0,6.0,6.0,17.0,105.0,6.0,1.0,1.0,,13.0,2.0,4.0,27.0,,5.0,152.0,,31.0,,56.0,51.0,27.0,40.0,3.0,1.0,14.0,13.0,16.0,2.0,1.0,5.0,,1.0,,10.0,9.0,1.0,3.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2025,Texoma FC,1d3o1u737jwck27g5ql2pp3vt,O. Ramos,Midfielder,3,61.0,23.0,38.0,27.0,147.0,252.0,201.0,102.0,99.0,399.0,22.0,27.0,,43.0,40.0,,140.0,79.0,61.0,10.0,277.0,1.0,1023.0,,,,105.0,26.0,17.0,89.0,,266.0,4.0,2.0,6.0,12.0,79.0,795.0,420.0,450.0,773.0,26.0,1.0,2238.0,10.0,,36.0,43.0,324.0,1089.0,14.0,852.0,40.0,11.0,237.0,1427.0,3.0,131.0,245.0,106.0,12.0,,,0.0,6.0,14.0,8.0,59.0,3.0,,,,20.0,2.0,10.0,25.0,,8.0,5.0,1.0,16.0,,58.0,9.0,81.0,50.0,4.0,,34.0,15.0,14.0,1.0,1.0,41.0,,1.0,,18.0,1.0,2.0,27.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,99jn0tuh729um9mies17f3x90,A. Seeger,Goalkeeper,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Texoma FC,bvsjecs6ghdsxrk6z0dbz9eui,P. Spengler,Midfielder,10,45.0,35.0,10.0,29.0,180.0,361.0,338.0,210.0,128.0,288.0,34.0,29.0,9.0,51.0,45.0,6.0,293.0,175.0,118.0,10.0,203.0,1.0,727.0,3.0,1.0,1.0,193.0,45.0,19.0,107.0,,113.0,31.0,,24.0,23.0,42.0,543.0,372.0,239.0,556.0,24.0,2.0,2560.0,80.0,4.0,7.0,63.0,378.0,784.0,43.0,598.0,36.0,67.0,186.0,1283.0,40.0,35.0,193.0,151.0,9.0,7.0,2.0,2.0,21.0,2.0,21.0,143.0,6.0,8.0,2.0,3.0,32.0,3.0,12.0,29.0,,6.0,19.0,3.0,60.0,1.0,38.0,22.0,14.0,31.0,3.0,,10.0,1.0,12.0,2.0,3.0,19.0,,4.0,1.0,13.0,6.0,9.0,13.0,5.0,,3.0,,5.0,11.0,,,9.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,
