liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
USA_US_Open_Cup,2014,NY Greek Americans,dinbc6scos7qp8unwtzedfw0l,C. Arrieta,Midfielder,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,946452xjsez7m6aqs9mmt6xn9,S. Barea,Defender,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,c06r6k8doyiad28m3oeriu28l,N. Bekoe,Attacker,,1,0,0,0,0,0,1,0
USA_US_Open_Cup,2014,NY Greek Americans,b8e6gd83rgo0mot85a7qp50wl,T. Botte,Defender,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,dnenvs72564utvr5bm4q63t91,C. Camacho,Midfielder,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,9go9y61a1snfep8ik8bbvq7rp,K. Detelj,Attacker,,1,0,1,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,9gxhxg4vo2humuw1dpx5udcyd,S. Foster,Defender,,1,0,1,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,9szzbso0novuryhpzukv6q02d,R. Gorski,Goalkeeper,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,5g6t4aqqz05nu1kk9yphcwuz9,D. Gwyther,Defender,,1,0,0,0,0,0,0,1
USA_US_Open_Cup,2014,NY Greek Americans,9963ybi84ytkp3p9l0na26qc5,C. Megaloudis,Attacker,,1,1,0,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,b8zzlnubx7ifqc182reewwjx1,A. Parasevastos,Midfielder,,1,0,0,0,0,0,1,0
USA_US_Open_Cup,2014,NY Greek Americans,2jlx327hxpt18z54mmzeofnit,J. Ruesgen,Defender,,1,0,1,0,0,0,0,0
USA_US_Open_Cup,2014,NY Greek Americans,9h6lwrhrqwx4elwn3nxvrmtat,J. Trott,Attacker,,1,2,0,0,0,0,0,1
