liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,6rwoy67xc63esstfeg2horc6i,N. Acevedo,Midfielder,26,26.0,,19.0,20.0,1.0,13.0,27.0,20.0,82.0,15.0,1.0,10.0,37.0,0.0,0.0,0.0,3.0,5.0,2.0,,4.0,7.0,1.0,4.0,3.0,,1.0,2.0,,,,7.0,,1.0,3.0,,1.0,2.0,6.0,4.0,4.0,,2.0,5.0,1.0,5.0,1.0,,1.0,1.0,1.0,2.0,,,2.0,9.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,8rxwwv5nvmf9rd4oesd4rh5re,Talles Magno,Forward,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,35.0,,30.0,29.0,1.0,9.0,35.0,30.0,90.0,17.0,1.0,10.0,41.0,0.0,0.0,0.0,3.0,3.0,,1.0,3.0,5.0,,,2.0,,,1.0,1.0,3.0,,21.0,,,3.0,3.0,3.0,8.0,2.0,8.0,,3.0,,4.0,,6.0,1.0,,3.0,1.0,1.0,,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,Forward,11,12.0,,7.0,8.0,1.0,6.0,13.0,8.0,90.0,1.0,1.0,10.0,27.0,1.0,0.0,0.0,7.0,7.0,2.0,7.0,5.0,5.0,,1.0,,,3.0,2.0,10.0,2.0,,2.0,,1.0,5.0,,,4.0,3.0,5.0,1.0,4.0,,3.0,1.0,11.0,1.0,,1.0,1.0,1.0,,5.0,,4.0,8.0,2.0,,2.0,1.0,1.0,3.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,Defender,2,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,20.0,,14.0,14.0,1.0,6.0,22.0,16.0,88.0,9.0,1.0,10.0,37.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,4.0,6.0,2.0,7.0,2.0,,1.0,2.0,2.0,2.0,,10.0,,,2.0,2.0,1.0,9.0,4.0,,1.0,3.0,1.0,4.0,,8.0,1.0,,1.0,1.0,1.0,1.0,,2.0,5.0,9.0,2.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,1,5.0,,4.0,7.0,1.0,1.0,10.0,8.0,90.0,4.0,1.0,10.0,19.0,0.0,0.0,0.0,,,,,,2.0,1.0,7.0,2.0,,,,,1.0,,7.0,,,,,,4.0,,2.0,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,New York City Football Club,a2crcglwdookm6m397dxw2qdw,V. Latinovich,Defender,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
