liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,Louisville City FC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,32,10.0,578.0,41.0,1500.0,22.0,19.0,117.0,7.0,28.0,955.0,77.0,400.0,,233.0,90.0,26.0,67.0,30.0,2476.0,616.0,1243.0,80.0,103.0,15.0,126.0,1184.0,28.0,32.0,36.0,265.0,10.0,434.0,122.0,97.0,941.0,173.0,193.0,1010.0,0.0,8.0,2.0,2.0,1.0,31.0,110.0,3.0,111.0,1.0,54.0,5.0,4.0,5.0,7.0,28.0,1.0,65.0,49.0,12.0,69.0,10.0,,,4.0,,3.0,13.0,3.0,3.0,9.0,,,1.0,,2.0,,4.0,,9.0,,,18.0,2.0,17.0,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,
USA_USL_Championship,2024,Louisville City FC,bst0cnba7qhy8yea6hng4enyt,W. Charpie,Defender,6,8.0,338.0,35.0,850.0,18.0,5.0,44.0,2.0,25.0,570.0,29.0,218.0,11.0,127.0,57.0,13.0,48.0,25.0,1395.0,299.0,707.0,58.0,42.0,6.0,51.0,697.0,25.0,18.0,21.0,147.0,10.0,243.0,59.0,57.0,535.0,87.0,99.0,580.0,0.0,6.0,1.0,2.0,1.0,14.0,146.0,1.0,68.0,4.0,40.0,2.0,1.0,2.0,6.0,14.0,1.0,42.0,22.0,3.0,45.0,7.0,,,2.0,,2.0,12.0,1.0,1.0,4.0,2.0,,2.0,2.0,,,3.0,,2.0,,1.0,4.0,5.0,5.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,dgpphcc9ql3pv3b4chhchml90,O. Damm,Defender,67,10.0,268.0,72.0,1191.0,32.0,35.0,136.0,13.0,25.0,513.0,23.0,145.0,2.0,178.0,101.0,91.0,163.0,23.0,1972.0,314.0,703.0,52.0,114.0,14.0,52.0,690.0,25.0,22.0,27.0,298.0,10.0,261.0,117.0,86.0,465.0,130.0,215.0,525.0,0.0,31.0,4.0,9.0,2.0,27.0,108.0,2.0,61.0,18.0,30.0,20.0,2.0,20.0,33.0,23.0,7.0,68.0,29.0,22.0,60.0,19.0,,,5.0,,3.0,11.0,4.0,6.0,3.0,,,23.0,,,,5.0,,6.0,,2.0,130.0,9.0,4.0,2.0,,,,,3.0,,,3.0,,4.0,,,1.0,,,,,,1.0,,,33.0,,,,,,,,,2.0,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,486r7pszrdk085ot7cy2008dm,E. Davila,Midfielder,27,1.0,13.0,11.0,83.0,5.0,5.0,13.0,2.0,7.0,33.0,3.0,14.0,5.0,22.0,17.0,11.0,22.0,6.0,157.0,21.0,56.0,,14.0,5.0,9.0,55.0,7.0,2.0,2.0,31.0,10.0,23.0,16.0,8.0,34.0,17.0,31.0,34.0,0.0,2.0,2.0,2.0,1.0,1.0,8.0,1.0,6.0,,3.0,1.0,1.0,1.0,4.0,2.0,1.0,6.0,6.0,3.0,,5.0,,,,,,,,2.0,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,d2ny0huv78m4m6p65y8eou7oq,T. Davila,Midfielder,17,46.0,489.0,133.0,2070.0,70.0,63.0,161.0,25.0,35.0,1222.0,31.0,368.0,1.0,258.0,179.0,115.0,248.0,39.0,2925.0,543.0,1523.0,15.0,146.0,27.0,77.0,1471.0,35.0,40.0,45.0,441.0,10.0,814.0,174.0,217.0,1134.0,289.0,325.0,1265.0,0.0,50.0,38.0,11.0,8.0,27.0,451.0,7.0,84.0,23.0,25.0,23.0,7.0,90.0,25.0,34.0,21.0,59.0,46.0,38.0,131.0,24.0,,6.0,30.0,,14.0,5.0,3.0,16.0,5.0,,8.0,28.0,,,2.0,5.0,1.0,6.0,3.0,1.0,6.0,71.0,3.0,16.0,5.0,3.0,,,1.0,,5.0,4.0,,12.0,1.0,,2.0,,,,,,77.0,52.0,22.0,1.0,1.0,7.0,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,2ekg8ntkxc3szd8d9bnv20npw,B. Dayes,Defender,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,7.0,143.0,48.0,813.0,18.0,35.0,93.0,14.0,28.0,312.0,31.0,148.0,13.0,122.0,84.0,60.0,108.0,29.0,1394.0,182.0,440.0,29.0,91.0,21.0,67.0,433.0,28.0,20.0,23.0,223.0,10.0,187.0,83.0,55.0,302.0,142.0,175.0,318.0,0.0,12.0,12.0,12.0,3.0,19.0,17.0,,39.0,7.0,24.0,43.0,1.0,43.0,22.0,15.0,13.0,23.0,36.0,21.0,16.0,38.0,,2.0,10.0,,6.0,2.0,1.0,2.0,5.0,,2.0,4.0,,,,3.0,,2.0,,13.0,102.0,16.0,3.0,4.0,1.0,1.0,1.0,,2.0,,1.0,2.0,1.0,12.0,,,1.0,,,,,,,,,27.0,,,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,Midfielder,6,35.0,475.0,149.0,1738.0,60.0,68.0,213.0,21.0,34.0,963.0,17.0,258.0,1.0,247.0,181.0,140.0,289.0,67.0,2680.0,461.0,1228.0,46.0,157.0,43.0,49.0,1206.0,34.0,30.0,35.0,388.0,10.0,512.0,189.0,145.0,927.0,219.0,338.0,981.0,0.0,64.0,6.0,18.0,29.0,53.0,296.0,,58.0,26.0,23.0,13.0,1.0,33.0,37.0,33.0,10.0,61.0,32.0,47.0,54.0,25.0,,1.0,20.0,,17.0,6.0,3.0,8.0,9.0,2.0,1.0,35.0,2.0,,,5.0,1.0,4.0,1.0,,2.0,30.0,10.0,3.0,1.0,0.0,,,2.0,,,14.0,,3.0,,,2.0,,,,,,18.0,16.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Louisville City FC,hglsr5ybsi6bsl178ge0c31m,D. Faundez,Goalkeeper,12,,8.0,,30.0,,,,,1.0,9.0,,1.0,,6.0,,,,,90.0,11.0,17.0,,,,,14.0,1.0,,,6.0,10.0,3.0,,12.0,6.0,4.0,,11.0,0.0,,,,,,5.0,,6.0,,5.0,,,,,1.0,,2.0,,,5.0,,,,,,,3.0,,,,2.0,,,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,
USA_USL_Championship,2024,Louisville City FC,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,Defender,23,10.0,33.0,34.0,379.0,19.0,8.0,62.0,5.0,25.0,139.0,20.0,39.0,18.0,72.0,71.0,31.0,65.0,12.0,888.0,52.0,218.0,5.0,51.0,4.0,57.0,210.0,25.0,11.0,12.0,132.0,10.0,115.0,66.0,40.0,143.0,75.0,122.0,146.0,0.0,18.0,2.0,6.0,5.0,3.0,65.0,2.0,6.0,7.0,4.0,14.0,3.0,14.0,12.0,7.0,3.0,11.0,37.0,3.0,3.0,48.0,,3.0,18.0,,6.0,,1.0,6.0,1.0,,3.0,12.0,,,,1.0,,,1.0,3.0,5.0,9.0,,12.0,2.0,1.0,1.0,,2.0,,,,2.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
