root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,6tixyrokd26urd6rrt11z9qdx,C. Basden,Defender,0,31.0,,28.0,11.0,1.0,2.0,,2.0,1.0,,1.0,13.0,1.0,2.0,,2.0,,,10.0,12.0,37.0,31.0,1.0,,28.0,,15.0,1.0,1.0,,,3.0,,2.0,3.0,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,8.0,78.0,1.0,1.0,1.0,,26.0,,1.0,3.0,,,0.0,,,,,,,2.0,1.0,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,1w8gjrkpldnddio7kz6p5shuy,J. Bean,Forward,0,23.0,2.0,15.0,6.0,6.0,8.0,,1.0,2.0,,1.0,13.0,4.0,1.0,,5.0,2.0,1.0,10.0,4.0,38.0,23.0,,,15.0,4.0,2.0,1.0,,4.0,2.0,15.0,,9.0,8.0,2.0,,7.0,,2.0,2.0,1.0,,8.0,7.0,7.0,1.0,,2.0,3.0,6.0,78.0,1.0,4.0,3.0,,15.0,,,12.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,23zgnzggwb7oi06k5x2hc3bp,D. Bell,Goalkeeper,0,37.0,,29.0,18.0,,,,2.0,2.0,,7.0,5.0,2.0,7.0,,2.0,,,10.0,,83.0,62.0,,,44.0,,39.0,,,,,20.0,,,18.0,,2.0,1.0,,,,1.0,,,16.0,9.0,,,,,35.0,180.0,12.0,2.0,3.0,,33.0,,1.0,3.0,,,0.0,,,,,10.0,2.0,11.0,18.0,,5.0,,,,,,,,1.0,,,1.0,,,,,,16.0,14.0,,6.0,2.0,7.0,4.0,,9.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,dgqnnpb5sk9bm3u6nj81yy5m,Z. Burgess,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,74ilnkmikufau9iu2qk80qjo4,J. Butterfield-Steede,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,4l4hmm25hndx8rcw5bealygpg,J. Carpenter,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,8mtwfs8i1ids2406fbl2dzcvd,W. Clemons,Midfielder,0,67.0,,60.0,29.0,4.0,7.0,,2.0,1.0,,1.0,32.0,2.0,1.0,,3.0,,,10.0,14.0,84.0,68.0,,,61.0,1.0,30.0,1.0,,,,9.0,,6.0,7.0,1.0,1.0,6.0,,,,2.0,,,5.0,7.0,,,1.0,2.0,18.0,102.0,10.0,2.0,3.0,1.0,58.0,1.0,1.0,9.0,,,0.0,,,1.0,,,,3.0,,1.0,1.0,,,,,,,,1.0,,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,mrkv5cz4x8g6eq1tld3lanf8,R. Coddington,Forward,0,5.0,,3.0,2.0,3.0,2.0,,,,,3.0,2.0,2.0,3.0,,2.0,,1.0,10.0,2.0,9.0,5.0,,,3.0,2.0,1.0,1.0,,1.0,,5.0,1.0,5.0,2.0,,,4.0,,,,1.0,,,3.0,,,,1.0,2.0,1.0,34.0,1.0,2.0,1.0,,3.0,,,6.0,,,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,5kt5t8xkuom71hvqt89uq4twq,K. Crichlow,Forward,0,114.0,3.0,85.0,40.0,19.0,26.0,1.0,3.0,5.0,1.0,9.0,65.0,5.0,10.0,,12.0,1.0,7.0,10.0,31.0,198.0,115.0,2.0,,86.0,,24.0,4.0,1.0,9.0,,52.0,4.0,26.0,29.0,10.0,5.0,44.0,4.0,3.0,9.0,25.0,2.0,34.0,29.0,17.0,11.0,,6.0,7.0,27.0,447.0,23.0,5.0,30.0,1.0,85.0,8.0,,56.0,2.0,1.0,1.0,7.0,,3.0,6.0,,,1.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,,,2.0,7.0,3.0,3.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Bermuda,Bermuda,6pshinen94qsxn8dg0m7fgamt,D. Eve,Goalkeeper,0,67.0,,58.0,32.0,1.0,1.0,,3.0,,1.0,5.0,8.0,4.0,6.0,,,,1.0,10.0,,137.0,107.0,,,85.0,,77.0,1.0,1.0,,,23.0,,1.0,22.0,,4.0,2.0,,,,1.0,,,19.0,27.0,1.0,,1.0,,48.0,360.0,29.0,4.0,1.0,,66.0,,,2.0,,,0.0,,,,,10.0,6.0,19.0,21.0,,1.0,,,,,,,,,,,,1.0,,,,,27.0,35.0,,8.0,2.0,8.0,4.0,,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
