root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,suissk0a0wxk7egdz2ie2d3p,J. Aparicio,Midfielder,23,1.0,39.0,10.0,1.0,1.0,,3.0,1.0,54.0,2.0,4.0,1.0,12.0,5.0,3.0,87.0,,19.0,24.0,,4.0,87.0,154.0,37.0,12.0,3.0,27.0,15.0,22.0,260.0,13.0,9.0,2.0,24.0,101.0,4.0,3.0,26.0,3.0,9.0,3.0,,104.0,90.0,4.0,14.0,2.0,3.0,1.0,3.0,32.0,14.0,1.0,0.0,0.0,0.0,3.0,5.0,,,,1.0,2.0,3.0,,1.0,,,,1.0,7.0,,,7.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,5pkkt6cu451rsrcuhw8j0plg5,J. Arreola,Midfielder,11,2.0,11.0,10.0,,1.0,,1.0,,8.0,2.0,,2.0,1.0,1.0,2.0,12.0,,7.0,5.0,,,11.0,31.0,4.0,2.0,2.0,8.0,6.0,6.0,58.0,4.0,,2.0,3.0,21.0,,1.0,5.0,,8.0,1.0,,21.0,12.0,,9.0,3.0,,2.0,5.0,5.0,4.0,,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,3s6m5uwhg8autjjszmz3quiuh,R. Barrientos,Midfielder,0,1.0,5.0,10.0,2.0,,,1.0,2.0,14.0,2.0,,,2.0,1.0,,26.0,1.0,3.0,6.0,,,20.0,37.0,13.0,1.0,2.0,3.0,2.0,2.0,45.0,1.0,,1.0,3.0,29.0,,,9.0,,2.0,1.0,1.0,30.0,27.0,,3.0,,1.0,,,13.0,2.0,4.0,0.0,0.0,0.0,7.0,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,c39ttfkgkfwwix1krbr2yf5qt,R. Betancourth,Forward,19,1.0,12.0,10.0,1.0,1.0,1.0,2.0,1.0,5.0,,1.0,,6.0,,1.0,11.0,1.0,4.0,5.0,,1.0,10.0,31.0,6.0,5.0,1.0,11.0,2.0,3.0,66.0,5.0,4.0,1.0,11.0,15.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,15.0,11.0,2.0,4.0,,1.0,,,4.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,6mprdiwpfxi6c3jqc4k8rbjhm,Ó. Castellanos,Defender,6,,1.0,10.0,,,,1.0,,8.0,1.0,1.0,,,,,17.0,1.0,,7.0,,,16.0,24.0,9.0,1.0,1.0,2.0,3.0,1.0,37.0,1.0,,1.0,1.0,18.0,,,6.0,,1.0,1.0,,18.0,17.0,,1.0,1.0,,,1.0,4.0,1.0,,0.0,0.0,0.0,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,e69msmq9tic8e9v446rflgp91,M. Ceballos,Midfielder,7,,25.0,10.0,2.0,1.0,,3.0,1.0,29.0,2.0,2.0,,11.0,1.0,1.0,46.0,1.0,15.0,17.0,,1.0,47.0,95.0,25.0,8.0,3.0,20.0,12.0,15.0,204.0,8.0,3.0,2.0,19.0,53.0,3.0,2.0,10.0,1.0,9.0,3.0,,61.0,51.0,3.0,10.0,1.0,,,1.0,19.0,12.0,3.0,0.0,0.0,0.0,4.0,4.0,,1.0,1.0,3.0,,2.0,,1.0,,1.0,,1.0,5.0,,,7.0,,,1.0,,,,,,,,,,,,,,,,,5.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,7xi0nnnuyyazxgpf1ap6yew9h,M. Domínguez,Midfielder,16,,12.0,10.0,3.0,,,2.0,1.0,20.0,1.0,4.0,,4.0,1.0,,30.0,1.0,6.0,11.0,,4.0,24.0,56.0,11.0,5.0,2.0,13.0,9.0,7.0,120.0,6.0,1.0,4.0,9.0,40.0,3.0,1.0,8.0,1.0,9.0,2.0,,41.0,31.0,2.0,10.0,3.0,,1.0,4.0,15.0,7.0,,0.0,0.0,0.0,7.0,1.0,,,,,2.0,,,,,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,6arhlk3kabe5msgda7zo2pql1,A. Galindo,Midfielder,10,,14.0,10.0,1.0,2.0,,2.0,1.0,25.0,1.0,1.0,,4.0,2.0,,42.0,,7.0,22.0,,1.0,40.0,76.0,19.0,8.0,2.0,14.0,11.0,2.0,105.0,10.0,1.0,4.0,12.0,53.0,3.0,2.0,14.0,1.0,9.0,2.0,,55.0,44.0,3.0,11.0,,,2.0,2.0,17.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,,,,,2.0,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,b1z0vypz07xahwsrq1y83trai,K. García,Midfielder,3,,15.0,10.0,4.0,2.0,,2.0,3.0,46.0,,3.0,,6.0,5.0,,52.0,,3.0,30.0,,2.0,47.0,85.0,6.0,3.0,4.0,12.0,8.0,7.0,113.0,5.0,1.0,8.0,9.0,63.0,3.0,2.0,15.0,,6.0,2.0,,63.0,52.0,3.0,11.0,1.0,1.0,2.0,3.0,11.0,7.0,,0.0,0.0,0.0,5.0,,,1.0,,,5.0,,,,,,,2.0,,,,,,3.0,5.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,8xm5il40sgac4e3lmqm64x8et,G. Gordillo,Defender,20,2.0,23.0,10.0,3.0,,,3.0,2.0,63.0,3.0,7.0,1.0,8.0,9.0,3.0,84.0,,16.0,42.0,,4.0,77.0,155.0,24.0,9.0,3.0,24.0,6.0,12.0,270.0,12.0,1.0,4.0,17.0,103.0,6.0,3.0,25.0,,11.0,3.0,1.0,107.0,87.0,5.0,20.0,4.0,,3.0,7.0,28.0,12.0,1.0,1.0,0.0,0.0,10.0,2.0,,3.0,,,8.0,,,,1.0,,1.0,7.0,,,,,,1.0,4.0,1.0,1.0,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,aggjh662fgl2me6slzt0ll8t1,N. Hagen,Goalkeeper,1,,34.0,10.0,,,,2.0,,18.0,,,,,33.0,,12.0,,25.0,42.0,,,11.0,84.0,7.0,,,,23.0,,180.0,,,8.0,,28.0,5.0,2.0,7.0,,,2.0,,58.0,25.0,4.0,33.0,,,,,9.0,,,0.0,0.0,0.0,14.0,,,,,,1.0,,,,,,,,,,,,,,,,14.0,,,3.0,,9.0,,,,4.0,14.0,25.0,5.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Guatemala,Guatemala,e6ubrovhf8hi704f1kuyeafv9,M. Hernández,Defender,2,2.0,29.0,10.0,5.0,,,3.0,3.0,46.0,3.0,6.0,2.0,11.0,12.0,3.0,51.0,,15.0,30.0,,4.0,51.0,131.0,12.0,11.0,4.0,27.0,14.0,11.0,270.0,14.0,2.0,6.0,22.0,70.0,6.0,3.0,9.0,2.0,8.0,3.0,,77.0,57.0,5.0,20.0,2.0,,3.0,5.0,27.0,13.0,1.0,0.0,0.0,0.0,6.0,3.0,,2.0,,1.0,7.0,2.0,,,,,,2.0,1.0,,1.0,1.0,,4.0,13.0,,2.0,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
