liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,Houston Dynamo FC,4qzgw3jfdh34j0wbhrwd2yhud,C. Ashe,Midfielder,26.0,36.0,,2.0,,,,2.0,5.0,615.0,291.0,314.0,2971.0,1011.0,97.0,204.0,2093.0,109.0,20.0,86.0,519.0,105.0,52.0,95.0,187.0,228.0,46.0,38.0,1408.0,100.0,191.0,157.0,86.0,561.0,40.0,1094.0,36.0,0.0,0.0,0.0,9.0,1.0,,6.0,74.0,597.0,74.0,26.0,30.0,37.0,,500.0,1.0,63.0,3.0,17.0,8.0,4.0,,42.0,32.0,36.0,7.0,34.0,4.0,2.0,20.0,5.0,9.0,83.0,56.0,15.0,193.0,13.0,1.0,,22.0,2.0,87.0,,22.0,,33.0,,8.0,,,,8.0,14.0,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,7auanavbq7kbs26yjhr4z8yqd,B. Boswell,Defender,32.0,32.0,5.0,7.0,,,,1.0,1.0,697.0,196.0,299.0,2820.0,910.0,105.0,180.0,1746.0,116.0,,74.0,375.0,70.0,9.0,64.0,151.0,225.0,47.0,36.0,1336.0,338.0,114.0,3.0,44.0,402.0,51.0,1037.0,32.0,3.0,2.0,2.0,20.0,10.0,,,2.0,663.0,2.0,2.0,46.0,32.0,1.0,247.0,,62.0,1.0,1.0,7.0,5.0,5.0,22.0,28.0,57.0,3.0,31.0,46.0,5.0,6.0,4.0,17.0,127.0,190.0,23.0,54.0,66.0,2.0,,1.0,,82.0,,1.0,,,,11.0,2.0,,2.0,6.0,27.0,8.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_MLS,2011,Houston Dynamo FC,dut4jl28mnzev74hm4pc9s2j9,W. Bruin,Forward,12.0,28.0,5.0,1.0,,,,7.0,15.0,85.0,118.0,127.0,1730.0,300.0,21.0,144.0,670.0,41.0,15.0,5.0,213.0,28.0,53.0,103.0,52.0,122.0,4.0,4.0,443.0,81.0,101.0,1.0,73.0,253.0,51.0,316.0,28.0,5.0,0.0,2.0,30.0,23.0,1.0,39.0,12.0,105.0,12.0,10.0,12.0,21.0,1.0,138.0,8.0,1.0,9.0,6.0,25.0,2.0,5.0,18.0,17.0,21.0,4.0,21.0,13.0,6.0,8.0,4.0,48.0,16.0,9.0,18.0,139.0,43.0,,,2.0,,1.0,,2.0,,,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,6gm1t25kvosf3vguqjvxbzbo5,Luiz Camargo,Midfielder,17.0,11.0,,2.0,,,,1.0,2.0,116.0,79.0,88.0,875.0,223.0,14.0,70.0,461.0,29.0,2.0,11.0,165.0,27.0,21.0,41.0,64.0,77.0,12.0,10.0,329.0,102.0,63.0,2.0,36.0,157.0,100.0,241.0,11.0,0.0,0.0,0.0,5.0,2.0,,4.0,5.0,78.0,5.0,4.0,,6.0,,79.0,,13.0,3.0,6.0,,1.0,,9.0,6.0,,13.0,10.0,2.0,1.0,6.0,,2.0,18.0,7.0,15.0,32.0,7.0,1.0,,2.0,,7.0,,2.0,,,,2.0,,,,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,5ppt0al5l0aqlvu2ygtdo2bx1,G. Cameron,Defender,20.0,37.0,5.0,2.0,,,,,,611.0,337.0,406.0,3330.0,1097.0,99.0,285.0,2366.0,163.0,28.0,85.0,635.0,128.0,71.0,122.0,250.0,321.0,77.0,70.0,1682.0,387.0,235.0,45.0,107.0,655.0,57.0,1276.0,37.0,2.0,3.0,1.0,15.0,20.0,,27.0,30.0,655.0,30.0,12.0,34.0,41.0,3.0,485.0,2.0,73.0,12.0,16.0,29.0,5.0,4.0,35.0,37.0,52.0,11.0,37.0,35.0,18.0,18.0,4.0,49.0,179.0,86.0,30.0,199.0,50.0,2.0,,14.0,,63.0,2.0,14.0,,31.0,,7.0,2.0,1.0,,8.0,24.0,13.0,3.0,3.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,d47iddrsiiw0ewwov0z8vbcut,C. Carr,Forward,3.0,13.0,2.0,1.0,,,,5.0,8.0,19.0,43.0,36.0,679.0,114.0,6.0,63.0,266.0,21.0,5.0,4.0,84.0,19.0,14.0,42.0,18.0,32.0,6.0,4.0,153.0,40.0,52.0,4.0,33.0,93.0,98.0,117.0,13.0,0.0,2.0,1.0,9.0,6.0,,14.0,13.0,34.0,13.0,3.0,,4.0,2.0,42.0,7.0,8.0,11.0,3.0,6.0,1.0,2.0,10.0,4.0,,1.0,8.0,2.0,3.0,6.0,,12.0,3.0,7.0,18.0,52.0,11.0,,,1.0,,2.0,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,4r1mo3x7z69lyy6p25nhglfbp,M. Chabala,Defender,17.0,21.0,1.0,5.0,,,,6.0,1.0,343.0,147.0,154.0,1423.0,425.0,46.0,71.0,1085.0,32.0,4.0,41.0,289.0,25.0,18.0,39.0,56.0,113.0,16.0,11.0,631.0,35.0,58.0,125.0,33.0,335.0,86.0,477.0,21.0,1.0,0.0,0.0,6.0,4.0,,3.0,29.0,203.0,39.0,4.0,,20.0,1.0,203.0,,25.0,2.0,1.0,,1.0,1.0,8.0,14.0,,,15.0,7.0,3.0,15.0,6.0,4.0,52.0,54.0,9.0,50.0,13.0,,1.0,15.0,14.0,28.0,,10.0,,76.0,,5.0,,,,5.0,7.0,3.0,2.0,2.0,,,9.0,,5.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,3pgfw8nzeugg17z7olna8t68l,B. Ching,Forward,25.0,24.0,6.0,,1.0,1.0,,5.0,13.0,88.0,113.0,126.0,1562.0,311.0,22.0,137.0,663.0,61.0,6.0,8.0,237.0,49.0,40.0,76.0,48.0,118.0,11.0,10.0,451.0,129.0,108.0,4.0,59.0,233.0,100.0,325.0,24.0,5.0,1.0,3.0,17.0,17.0,1.0,38.0,9.0,89.0,9.0,10.0,,16.0,3.0,128.0,10.0,3.0,25.0,1.0,14.0,1.0,6.0,37.0,14.0,,5.0,19.0,12.0,6.0,15.0,2.0,31.0,14.0,13.0,18.0,106.0,29.0,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,3.0,,,,,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,db3o3miwqano3idonlsceaead,C. Clark,Midfielder,7.0,30.0,4.0,1.0,1.0,1.0,,13.0,13.0,146.0,127.0,122.0,1498.0,377.0,29.0,120.0,828.0,42.0,12.0,20.0,242.0,40.0,51.0,78.0,69.0,102.0,21.0,16.0,520.0,137.0,114.0,35.0,74.0,247.0,100.0,398.0,30.0,4.0,0.0,0.0,4.0,10.0,,12.0,31.0,176.0,34.0,11.0,8.0,22.0,,92.0,1.0,22.0,2.0,7.0,11.0,3.0,4.0,12.0,19.0,10.0,2.0,17.0,2.0,9.0,17.0,3.0,21.0,21.0,7.0,19.0,145.0,6.0,,1.0,20.0,5.0,10.0,,17.0,,1.0,,5.0,,,4.0,,,1.0,3.0,3.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Houston Dynamo FC,1gycyz8cw6q2fizfjpkz9ehg5,Koke,Forward,27.0,7.0,1.0,,,,,5.0,1.0,16.0,19.0,18.0,233.0,47.0,,38.0,115.0,10.0,2.0,1.0,39.0,7.0,17.0,28.0,7.0,17.0,2.0,1.0,69.0,19.0,27.0,,20.0,49.0,100.0,51.0,7.0,1.0,0.0,0.0,8.0,4.0,,5.0,1.0,12.0,1.0,5.0,,5.0,1.0,20.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,,1.0,2.0,3.0,,2.0,,7.0,4.0,1.0,3.0,14.0,11.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
