temporada,link,liga_url,cod_liga,folder
2026,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2026/bmqmrylzzfggzr15yas9dev4k/fixtures,canadian-premier-league-2026,bmqmrylzzfggzr15yas9dev4k,Canada_Canadian_Premier_League
2025,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2025/110qulr80h8ail8rgwi0o7x0/fixtures,canadian-premier-league-2025,110qulr80h8ail8rgwi0o7x0,Canada_Canadian_Premier_League
2024,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2024/92f08hy74yu9wg2s9hyftludw/results,canadian-premier-league-2024,92f08hy74yu9wg2s9hyftludw,Canada_Canadian_Premier_League
2023,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/results,canadian-premier-league-2023,2rrgepx70off3f5e011m3504,Canada_Canadian_Premier_League
2022,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2022/1bzqw0gq5aho77i5vwoan7l78/results,canadian-premier-league-2022,1bzqw0gq5aho77i5vwoan7l78,Canada_Canadian_Premier_League
2021,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2021/a7m2aoup9b8iaz871b2ep5wr8/results,canadian-premier-league-2021,a7m2aoup9b8iaz871b2ep5wr8,Canada_Canadian_Premier_League
2020,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2020/1gz4f3r68v3w92gdsu12lom0a/results,canadian-premier-league-2020,1gz4f3r68v3w92gdsu12lom0a,Canada_Canadian_Premier_League
2019,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2019/a4ogve9cat5i3qyfxk6gjuwdm/results,canadian-premier-league-2019,a4ogve9cat5i3qyfxk6gjuwdm,Canada_Canadian_Premier_League
