liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,OKC Energy FC,3ot9v3kbxlf1il8eg7o4vg9ud,D. Beckie,Defender,6,2.0,1462.0,15.0,872.0,54.0,148.0,4.0,41.0,4.0,24.0,113.0,667.0,18.0,53.0,3.0,908.0,15.0,1.0,726.0,17.0,6.0,94.0,223.0,5.0,51.0,85.0,17.0,12.0,45.0,1077.0,19.0,7.0,11.0,57.0,264.0,9.0,10.0,60.0,88.0,11.0,3.0,111.0,50.0,17.0,2.0,19.0,27.0,367.0,782.0,814.0,54.0,13.0,51.0,15.0,30.0,2.0,,5.0,,,1.0,7.0,4.0,,,3.0,,,3.0,,,2.0,,1.0,30.0,,,1.0,2.0,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,6.0,,,0.0,
USA_USL_Championship,2019,OKC Energy FC,bqy41lpc2k7f0tqa6m6rqeket,A. Bosetti,Forward,10,16.0,1403.0,5.0,432.0,95.0,222.0,4.0,36.0,9.0,12.0,286.0,121.0,18.0,122.0,1.0,468.0,18.0,11.0,263.0,17.0,19.0,158.0,135.0,35.0,184.0,73.0,17.0,34.0,30.0,768.0,28.0,11.0,,135.0,143.0,32.0,10.0,65.0,47.0,33.0,8.0,152.0,3.0,21.0,56.0,28.0,75.0,95.0,286.0,310.0,17.0,13.0,87.0,8.0,60.0,11.0,9.0,5.0,2.0,10.0,33.0,3.0,13.0,4.0,,15.0,22.0,6.0,4.0,53.0,,10.0,5.0,4.0,5.0,,28.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,32.0,1.0,1.0,0.0,
USA_USL_Championship,2019,OKC Energy FC,cjyw35ifwpm4yelungfppgpka,H. Bouma,Goalkeeper,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,OKC Energy FC,8pr9136z7829j6g460p28tivp,D. Brown,Forward,9,12.0,2490.0,3.0,361.0,120.0,162.0,,16.0,28.0,112.0,300.0,100.0,32.0,122.0,4.0,399.0,25.0,36.0,237.0,35.0,61.0,138.0,97.0,10.0,127.0,56.0,27.0,31.0,23.0,817.0,30.0,8.0,2.0,187.0,72.0,128.0,10.0,132.0,24.0,32.0,24.0,332.0,19.0,44.0,12.0,30.0,88.0,110.0,223.0,261.0,145.0,20.0,200.0,9.0,99.0,3.0,19.0,2.0,15.0,17.0,1.0,6.0,11.0,9.0,,2.0,,8.0,,,1.0,33.0,,1.0,33.0,6.0,,1.0,1.0,12.0,2.0,5.0,1.0,8.0,14.0,10.0,30.0,1.0,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,49.0,5.0,10.0,3.0,
USA_USL_Championship,2019,OKC Energy FC,addjfu0hpon4lnvlefey1b1ed,J. Brown,Forward,17,54.0,1858.0,29.0,445.0,112.0,181.0,2.0,35.0,5.0,40.0,260.0,160.0,25.0,98.0,3.0,455.0,35.0,3.0,296.0,36.0,10.0,133.0,109.0,18.0,154.0,70.0,22.0,36.0,47.0,792.0,30.0,16.0,6.0,129.0,162.0,32.0,10.0,92.0,26.0,36.0,4.0,197.0,13.0,44.0,68.0,30.0,65.0,72.0,313.0,322.0,68.0,16.0,105.0,18.0,64.0,8.0,6.0,7.0,2.0,20.0,19.0,23.0,13.0,8.0,,9.0,6.0,3.0,6.0,13.0,,5.0,1.0,12.0,28.0,,6.0,1.0,1.0,9.0,1.0,2.0,,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,
USA_USL_Championship,2019,OKC Energy FC,7t6lyj5pvvgzfscj775acuqc5,M. Bustos,Forward,22,1.0,180.0,2.0,97.0,21.0,64.0,,4.0,2.0,6.0,31.0,20.0,2.0,13.0,,98.0,3.0,2.0,78.0,4.0,4.0,17.0,23.0,1.0,16.0,10.0,1.0,4.0,3.0,146.0,7.0,2.0,1.0,17.0,27.0,8.0,10.0,7.0,3.0,3.0,1.0,24.0,4.0,7.0,2.0,7.0,11.0,27.0,81.0,81.0,7.0,1.0,17.0,1.0,6.0,6.0,1.0,1.0,,1.0,3.0,1.0,3.0,3.0,,1.0,2.0,,,2.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,
USA_USL_Championship,2019,OKC Energy FC,cnfvi8qazqojyk72fystu70mh,B. Byars,Goalkeeper,16,,180.0,,16.0,,2.0,,19.0,,,19.0,21.0,,,1.0,42.0,1.0,,13.0,3.0,,19.0,8.0,,16.0,20.0,2.0,,3.0,79.0,2.0,1.0,,1.0,29.0,,10.0,3.0,10.0,,,4.0,3.0,7.0,,2.0,1.0,5.0,9.0,23.0,3.0,,1.0,,,,,1.0,,,,8.0,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,11.0,31.0,,3.0,1.0,3.0,5.0,7.0,6.0,2.0,2.0,9.0,1.0,,1.0,1.0,1.0,,,,,,,0.0,22.0
USA_USL_Championship,2019,OKC Energy FC,8jyw9umso4frmojq17qy26aj9,C. Cato,Midfielder,17,28.0,2140.0,25.0,683.0,181.0,340.0,,20.0,7.0,40.0,374.0,207.0,32.0,134.0,3.0,694.0,14.0,26.0,524.0,27.0,22.0,154.0,187.0,18.0,159.0,124.0,25.0,46.0,32.0,1160.0,30.0,5.0,,207.0,201.0,72.0,10.0,99.0,16.0,28.0,30.0,260.0,7.0,35.0,37.0,30.0,121.0,125.0,530.0,540.0,53.0,20.0,161.0,17.0,86.0,5.0,9.0,4.0,3.0,17.0,7.0,11.0,14.0,8.0,,15.0,2.0,8.0,1.0,11.0,,15.0,,5.0,13.0,3.0,8.0,4.0,4.0,12.0,,2.0,4.0,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,2.0,1.0,0.0,
USA_USL_Championship,2019,OKC Energy FC,7yuie6z5q0g0mans9pb5mdxhx,C. Duvall,Defender,2,6.0,459.0,56.0,206.0,57.0,66.0,1.0,14.0,1.0,9.0,58.0,118.0,13.0,18.0,1.0,212.0,7.0,2.0,172.0,8.0,1.0,32.0,10.0,2.0,28.0,15.0,5.0,12.0,10.0,348.0,6.0,1.0,,46.0,65.0,,10.0,24.0,8.0,6.0,5.0,58.0,7.0,9.0,6.0,6.0,25.0,80.0,174.0,180.0,12.0,11.0,34.0,5.0,21.0,1.0,2.0,1.0,,,4.0,2.0,5.0,1.0,,,,1.0,8.0,,,,,4.0,3.0,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,0.0,
USA_USL_Championship,2019,OKC Energy FC,abmyomzeun48uq5rcjsamfnx1,C. Eissele,Forward,11,7.0,1534.0,12.0,397.0,122.0,173.0,2.0,22.0,12.0,57.0,200.0,110.0,18.0,104.0,3.0,408.0,21.0,6.0,268.0,28.0,21.0,126.0,109.0,10.0,104.0,64.0,16.0,25.0,29.0,646.0,29.0,7.0,2.0,110.0,94.0,50.0,10.0,87.0,14.0,31.0,9.0,203.0,9.0,37.0,7.0,29.0,59.0,83.0,272.0,282.0,93.0,12.0,116.0,9.0,51.0,13.0,24.0,2.0,5.0,13.0,1.0,9.0,10.0,9.0,,9.0,,8.0,,,,9.0,,1.0,36.0,1.0,,2.0,2.0,6.0,1.0,,4.0,3.0,5.0,6.0,17.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,26.0,2.0,3.0,2.0,
