liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,Forward Madison FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,20.0,1.0,,,,344.0,8.0,,,2.0,3.0,35.0,11.0,4.0,11.0,,3.0,43.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,8.0,,,3.0,,33.0,6.0,4.0,4.0,26.0,4.0,2.0,1.0,3.0,3.0,2.0,28.0,123.0,8.0,23.0,,2.0,2.0,7.0,2.0,2.0,7.0,24.0,,1.0,175.0,,118.0,83.0,2.0,,124.0,,135.0,,134.0,6.0,2.0,6.0,17.0,7.0,43.0,10.0,3.0,1.0,6.0,,0.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,8,137.0,23.0,10.0,11.0,8.0,1851.0,101.0,11.0,2.0,1.0,13.0,244.0,125.0,19.0,191.0,29.0,18.0,236.0,1.0,30.0,13.0,6.0,31.0,30.0,13.0,75.0,1.0,,24.0,15.0,232.0,26.0,15.0,46.0,244.0,21.0,6.0,3.0,31.0,42.0,29.0,297.0,676.0,37.0,202.0,9.0,2.0,2.0,22.0,19.0,85.0,41.0,208.0,,52.0,1260.0,6.0,666.0,487.0,23.0,2.0,693.0,1.0,818.0,4.0,795.0,107.0,14.0,27.0,106.0,22.0,134.0,10.0,29.0,31.0,96.0,13.0,1.0,5.0,6.0,2.0,1.0,,,5.0,7.0,2.0,4.0,,,,,1.0,9.0,,18.0,,,,43.0,65.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,9,140.0,6.0,8.0,41.0,7.0,1392.0,81.0,1.0,1.0,2.0,27.0,58.0,84.0,12.0,70.0,5.0,14.0,55.0,4.0,16.0,9.0,9.0,35.0,2.0,11.0,23.0,4.0,,3.0,14.0,74.0,25.0,10.0,21.0,237.0,16.0,1.0,6.0,59.0,100.0,32.0,192.0,165.0,52.0,137.0,2.0,1.0,3.0,20.0,15.0,1.0,75.0,97.0,,11.0,553.0,1.0,186.0,140.0,21.0,1.0,193.0,6.0,277.0,2.0,249.0,97.0,18.0,7.0,81.0,20.0,48.0,10.0,11.0,1.0,56.0,8.0,2.0,4.0,6.0,9.0,1.0,1.0,1.0,6.0,4.0,6.0,0.0,,,,,,,,,,,,,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,5a14hgcyexcxegx7yxswuh562,M. Chilaka,Defender,2,59.0,7.0,43.0,15.0,7.0,1372.0,49.0,45.0,3.0,,1.0,379.0,94.0,11.0,61.0,19.0,,577.0,4.0,2.0,10.0,3.0,7.0,,9.0,40.0,1.0,22.0,45.0,,266.0,27.0,13.0,17.0,116.0,15.0,23.0,1.0,15.0,30.0,1.0,133.0,786.0,4.0,86.0,,1.0,,19.0,33.0,,6.0,77.0,2.0,26.0,1153.0,11.0,791.0,259.0,,10.0,836.0,,930.0,6.0,879.0,57.0,1.0,45.0,44.0,19.0,208.0,10.0,8.0,,42.0,1.0,0.0,,1.0,,,,1.0,1.0,6.0,0.0,1.0,,17.0,16.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,1411z65yde6upoofkxdpymmp6,M. Cichero,Midfielder,14,5.0,1.0,3.0,2.0,2.0,64.0,5.0,,,,,13.0,7.0,3.0,7.0,1.0,,23.0,6.0,,1.0,,2.0,,1.0,1.0,,,2.0,1.0,8.0,3.0,1.0,,12.0,,,,,2.0,1.0,12.0,37.0,1.0,10.0,,,,6.0,2.0,2.0,,11.0,,2.0,62.0,1.0,33.0,14.0,,,37.0,,44.0,1.0,44.0,7.0,,4.0,5.0,6.0,12.0,10.0,,1.0,5.0,,0.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,72.0,10.0,52.0,42.0,2.0,1852.0,130.0,115.0,2.0,2.0,7.0,583.0,222.0,7.0,171.0,19.0,4.0,728.0,3.0,20.0,12.0,,19.0,18.0,2.0,111.0,,29.0,92.0,5.0,153.0,15.0,14.0,32.0,163.0,19.0,52.0,3.0,24.0,66.0,6.0,321.0,1171.0,22.0,97.0,14.0,2.0,2.0,22.0,84.0,33.0,24.0,181.0,,29.0,1869.0,20.0,1153.0,520.0,1.0,18.0,1230.0,,1452.0,4.0,1391.0,91.0,1.0,77.0,48.0,22.0,535.0,10.0,10.0,22.0,49.0,8.0,0.0,,1.0,,1.0,,,1.0,9.0,0.0,1.0,,,,,,,,3.0,,,,10.0,16.0,,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2024,Forward Madison FC,64rloz5jf0cpeqdcfhv62shnu,C. Dieye,Midfielder,11,37.0,2.0,,2.0,3.0,228.0,24.0,2.0,,1.0,10.0,21.0,27.0,9.0,24.0,12.0,1.0,15.0,15.0,2.0,2.0,1.0,6.0,1.0,13.0,12.0,2.0,,3.0,6.0,21.0,12.0,2.0,8.0,72.0,1.0,2.0,2.0,3.0,5.0,10.0,65.0,46.0,18.0,67.0,1.0,,1.0,16.0,8.0,5.0,26.0,14.0,,14.0,175.0,2.0,44.0,32.0,,,46.0,1.0,73.0,,73.0,35.0,4.0,2.0,34.0,16.0,17.0,10.0,7.0,5.0,33.0,2.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,1vjsbvreyu98fxmlejopsdsdl,A. Dávila,Forward,20,18.0,,2.0,3.0,,159.0,14.0,,,1.0,3.0,19.0,18.0,4.0,26.0,2.0,1.0,20.0,11.0,5.0,4.0,,7.0,2.0,1.0,9.0,1.0,,4.0,5.0,26.0,6.0,4.0,1.0,31.0,,,,5.0,8.0,9.0,42.0,52.0,4.0,23.0,,,1.0,11.0,1.0,9.0,12.0,10.0,,2.0,129.0,,52.0,36.0,2.0,,54.0,,72.0,,67.0,13.0,4.0,2.0,13.0,11.0,17.0,10.0,1.0,2.0,10.0,3.0,0.0,,2.0,,1.0,,1.0,2.0,,1.0,1.0,,,,,,1.0,,2.0,,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,b97gli02t0cintj167jn3jomi,J. Fuderer,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,d6hinvoq9bazu1j5tnf1dcqju,J. Galindrez,Forward,19,87.0,6.0,9.0,16.0,3.0,1240.0,67.0,1.0,2.0,2.0,11.0,61.0,69.0,6.0,59.0,9.0,9.0,83.0,9.0,9.0,6.0,14.0,10.0,,14.0,37.0,1.0,,2.0,15.0,68.0,17.0,8.0,17.0,142.0,15.0,1.0,1.0,27.0,43.0,29.0,133.0,226.0,29.0,99.0,,,2.0,24.0,14.0,4.0,72.0,93.0,,15.0,491.0,2.0,232.0,151.0,26.0,,234.0,4.0,303.0,2.0,295.0,55.0,14.0,2.0,60.0,24.0,81.0,10.0,6.0,4.0,39.0,9.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,ltoddlfbimoyb6xgae4b2ktl,D. Gebhard,Forward,17,72.0,4.0,8.0,15.0,2.0,1576.0,66.0,4.0,2.0,2.0,19.0,90.0,74.0,4.0,70.0,3.0,10.0,156.0,2.0,17.0,10.0,21.0,33.0,5.0,17.0,62.0,2.0,,8.0,7.0,76.0,10.0,12.0,23.0,144.0,22.0,4.0,3.0,12.0,27.0,20.0,176.0,424.0,48.0,117.0,5.0,2.0,5.0,24.0,18.0,14.0,65.0,183.0,,7.0,756.0,9.0,415.0,275.0,9.0,2.0,426.0,,500.0,,498.0,72.0,13.0,11.0,60.0,24.0,151.0,10.0,9.0,14.0,57.0,11.0,2.0,4.0,4.0,2.0,,1.0,,4.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,e9k3zqys07a14ywiy703t9iw9,G. McLaughlin,Forward,12,27.0,2.0,8.0,13.0,1.0,544.0,23.0,1.0,1.0,1.0,5.0,17.0,23.0,2.0,19.0,4.0,4.0,39.0,9.0,12.0,3.0,3.0,15.0,,3.0,11.0,,2.0,,3.0,36.0,3.0,4.0,9.0,64.0,4.0,,,13.0,26.0,7.0,50.0,113.0,10.0,38.0,,,1.0,13.0,4.0,,25.0,60.0,,6.0,232.0,,121.0,84.0,16.0,,123.0,2.0,146.0,,136.0,37.0,4.0,2.0,14.0,13.0,33.0,10.0,7.0,,24.0,4.0,0.0,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Forward Madison FC,e9shind4h8y8q9j18k7tiwmzu,T. Mehl,Defender,5,52.0,12.0,57.0,28.0,4.0,1468.0,81.0,28.0,2.0,,3.0,472.0,163.0,11.0,112.0,22.0,1.0,587.0,1.0,4.0,11.0,3.0,13.0,2.0,4.0,62.0,,18.0,82.0,3.0,461.0,19.0,13.0,12.0,131.0,17.0,34.0,3.0,20.0,48.0,5.0,206.0,918.0,3.0,83.0,2.0,1.0,,18.0,58.0,7.0,9.0,74.0,,34.0,1356.0,27.0,821.0,365.0,1.0,9.0,950.0,,1113.0,6.0,1077.0,79.0,2.0,129.0,32.0,18.0,106.0,10.0,7.0,7.0,51.0,1.0,0.0,,,,,,,,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
