root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,5p4r9f170j08myllrx4slmtp1,B. Bošković,Midfielder,8.0,30,2,1,1,1,0,14,13
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,4r1mo3x7z69lyy6p25nhglfbp,M. Chabala,Defender,6.0,12,0,2,0,0,0,4,2
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,4qoq1fk9yht9nztamkc5ee8k5,D. De Rosario,Midfielder,7.0,27,7,4,0,0,0,2,8
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,3vscyl50qba385iuu4odsu505,N. DeLeon,Midfielder,18.0,32,8,0,0,0,0,3,7
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,7zkeye6dykjbdjkc69pr3fb2t,Maicón Santos,Attacker,29.0,27,7,4,0,0,0,10,10
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,bu1zp5iugvcaw2h7qh5la3mxh,E. Dudar,Defender,19.0,14,0,3,1,1,0,3,2
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,9m4gk816h21ik73cmm1xdfh05,A. Dykstra,Goalkeeper,50.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,9q3w4j10qfsq94svbmyxa879x,B. Hamid,Goalkeeper,28.0,27,0,3,2,2,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,cqmccsnz1p7ja9gsghav1ddxx,D. Jaković,Defender,5.0,27,1,4,0,0,0,2,3
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,8axmed9620getro6uy8tg5z2t,S. King,Midfielder,20.0,7,0,0,0,0,0,6,1
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,36425j4l7676d4wyubqsunh79,P. Kitchen,Midfielder,23.0,36,0,2,0,0,0,0,3
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,gu8xvo82113jwuz3pquzf5jp,C. Korb,Defender,22.0,29,0,3,0,0,0,4,1
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,9isc0nvdqvqdo4nc44npyicb9,B. McDonald,Defender,4.0,36,2,4,0,0,0,0,2
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,8cngy6hvfazub4jf6cwwst711,K. Morsink,Midfielder,6.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,9q7wmfzk1bq7f9fb7wge6fnx1,A. Nájar,Defender,14.0,26,0,5,2,1,1,3,2
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,3sf0izh82az9bgch9cdhp69xx,L. Neal,Midfielder,24.0,22,2,1,0,0,0,14,4
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,8zjy6p4v50b1oyfwlgt7n06ol,L. Pajoy,Attacker,26.0,36,8,6,0,0,0,4,12
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,erg5221cj47yu7qfdenzkuuad,C. Pontius,Midfielder,13.0,34,12,3,0,0,0,5,12
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,7ah0ltnl9jhi85psn94ty91at,D. Cruz,Attacker,2.0,28,2,2,0,0,0,4,15
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,23fgydmwjf2qq9xu0x2w3bf85,L. Rozeboom,Midfielder,25.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,14lgbrk33m7d9xo0xhfjhqgut,R. Russell,Defender,3.0,22,1,0,0,0,0,3,3
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,cayz8t8dmhxvlzd6b9c67eyfp,H. Salihi,Attacker,9.0,24,6,3,0,0,0,14,8
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,9cnyz823vzdg7tdodnlp8jd1x,Raphael Augusto,Midfielder,12.0,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,2m8yfqjxwn3h4qd8u375ya02d,Marcelo Saragosa,Midfielder,11.0,20,1,4,0,0,0,4,5
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,cz020e9g38pwlqaym214tesid,C. Shanosky,Defender,17.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,anpj1mo4eqr27fbpgjgey84wl,Tan Long,Attacker,27.0,10,1,0,0,0,0,7,3
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,7tp8j9e5qg8hebohvrqoyrr9x,E. White,Defender,15.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,241n038j8171d06j7y97ug4id,J. Willis,Goalkeeper,31.0,13,0,0,0,0,0,2,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,5soi2nnd007o6t8fulzr1yggl,J. Wolff,Attacker,16.0,9,0,1,0,0,0,8,0
testeo_ligas_norteamerica,USA_MLS,2012,DC United,DC_United,8ardrmt5loozulce3ahjrjx05,D. Woolard,Defender,21.0,20,1,0,0,0,0,0,3
