liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Central Valley Fuego FC,76a7tc8jfkb4x4onzfa2k6jmd,O. Antman,Goalkeeper,1,12.0,3.0,4.0,14.0,1.0,1.0,7.0,1.0,13.0,5.0,6.0,10.0,7.0,4.0,1.0,11.0,1.0,26.0,2.0,1.0,3.0,3.0,1.0,10.0,10.0,90.0,14.0,1.0,16.0,18.0,6.0,10.0,1.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,a2qsmjnfnjm3uwu86k85ek7h1,V. Bijev,Midfielder,20,217.0,140.0,17.0,66.0,15.0,,312.0,17.0,98.0,221.0,116.0,92.0,97.0,,19.0,48.0,,326.0,,21.0,20.0,,19.0,10.0,16.0,1193.0,,,234.0,,42.0,216.0,,621.0,0.0,1.0,1.0,19.0,4.0,2.0,12.0,45.0,3.0,2.0,20.0,4.0,2.0,102.0,2.0,2.0,104.0,6.0,13.0,4.0,12.0,74.0,2.0,143.0,37.0,1.0,15.0,2.0,76.0,8.0,12.0,21.0,1.0,18.0,30.0,24.0,49.0,1.0,7.0,20.0,4.0,192.0,6.0,4.0,88.0,26.0,1.0,25.0,4.0,27.0,5.0,13.0,8.0,69.0,3.0,40.0,3.0,3.0,12.0,7.0,16.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,eecchw0xji02pxoauns30bm5l,J. Carrera,Midfielder,10,966.0,490.0,19.0,327.0,22.0,,1049.0,42.0,500.0,921.0,266.0,131.0,112.0,,24.0,113.0,,1116.0,,48.0,36.0,,24.0,10.0,38.0,1930.0,,,985.0,,294.0,192.0,,1368.0,0.0,,1.0,7.0,5.0,3.0,2.0,17.0,11.0,3.0,6.0,6.0,3.0,229.0,2.0,,88.0,14.0,19.0,18.0,7.0,71.0,3.0,153.0,31.0,,32.0,2.0,93.0,25.0,2.0,14.0,2.0,43.0,17.0,10.0,24.0,1.0,4.0,6.0,8.0,177.0,,2.0,89.0,10.0,,17.0,,29.0,15.0,2.0,6.0,82.0,9.0,9.0,,,13.0,2.0,31.0,15.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,a1bd7ilb6cy1lv3i90e34oesp,D. Casillas,Midfielder,22,63.0,44.0,3.0,44.0,6.0,,95.0,4.0,25.0,64.0,12.0,31.0,26.0,,7.0,19.0,,97.0,,6.0,12.0,,7.0,10.0,2.0,386.0,,,66.0,,24.0,61.0,,181.0,0.0,,,1.0,3.0,,1.0,16.0,,1.0,5.0,2.0,2.0,17.0,,,36.0,2.0,5.0,3.0,9.0,29.0,,49.0,9.0,,4.0,1.0,29.0,2.0,6.0,,,4.0,7.0,4.0,8.0,,,,,57.0,,1.0,21.0,9.0,1.0,7.0,,12.0,3.0,,,20.0,2.0,5.0,2.0,,4.0,2.0,5.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,68tqdxlstpilrkvyvdnbhy31l,A. Cerritos,Midfielder,29,569.0,398.0,21.0,169.0,26.0,,680.0,43.0,194.0,583.0,181.0,98.0,80.0,,32.0,80.0,,688.0,,49.0,22.0,,32.0,10.0,10.0,2362.0,,,590.0,,176.0,229.0,,1087.0,2.0,,4.0,15.0,2.0,5.0,6.0,68.0,8.0,1.0,4.0,6.0,2.0,162.0,8.0,1.0,163.0,1.0,17.0,5.0,3.0,128.0,9.0,299.0,31.0,3.0,24.0,,88.0,20.0,13.0,15.0,7.0,32.0,35.0,55.0,50.0,5.0,15.0,27.0,8.0,349.0,6.0,6.0,186.0,23.0,3.0,4.0,,84.0,,12.0,9.0,171.0,,60.0,1.0,1.0,4.0,3.0,47.0,25.0,3.0,6.0,2.0,,1.0,,,6.0,,1.0,3.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,2wm183ku9bk2vnwg65g080ep6,J. Chavez,Defender,15,708.0,206.0,72.0,410.0,22.0,,955.0,40.0,574.0,753.0,233.0,205.0,144.0,,27.0,96.0,,985.0,,45.0,62.0,,27.0,10.0,97.0,1908.0,,,780.0,,268.0,222.0,,1194.0,2.0,1.0,,56.0,,2.0,1.0,5.0,7.0,10.0,1.0,5.0,,74.0,2.0,,126.0,25.0,7.0,17.0,6.0,62.0,2.0,99.0,15.0,,18.0,,108.0,9.0,3.0,4.0,1.0,25.0,64.0,2.0,120.0,,4.0,6.0,6.0,219.0,,5.0,93.0,3.0,,1.0,,10.0,2.0,2.0,5.0,37.0,,25.0,1.0,,68.0,1.0,42.0,3.0,1.0,1.0,,,,12.0,,9.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,8apse4x8vm0e139szr8n1ntka,A. Cromwell,Defender,4,745.0,401.0,128.0,613.0,22.0,,1109.0,37.0,485.0,845.0,390.0,273.0,259.0,,25.0,159.0,1.0,1146.0,,43.0,52.0,,25.0,10.0,179.0,2062.0,,,873.0,,37.0,381.0,,1573.0,0.0,,,11.0,13.0,2.0,6.0,28.0,13.0,14.0,38.0,6.0,13.0,106.0,,,87.0,25.0,11.0,27.0,72.0,60.0,,153.0,20.0,,17.0,,94.0,14.0,2.0,1.0,,30.0,27.0,44.0,38.0,,3.0,9.0,8.0,191.0,4.0,3.0,104.0,17.0,3.0,38.0,3.0,19.0,,6.0,6.0,93.0,,13.0,15.0,,51.0,,21.0,14.0,,,,1.0,,11.0,1.0,6.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,4mrcwdc6kac651lpgxt14g44p,M. Dabo,Midfielder,7,1197.0,445.0,52.0,410.0,23.0,,1327.0,41.0,804.0,1214.0,300.0,116.0,72.0,,26.0,146.0,,1365.0,,46.0,48.0,,26.0,10.0,39.0,2020.0,,,1249.0,,532.0,138.0,,1571.0,0.0,,,13.0,,,3.0,5.0,4.0,7.0,4.0,5.0,,123.0,,,62.0,15.0,13.0,24.0,6.0,35.0,,82.0,22.0,,15.0,,77.0,14.0,3.0,2.0,,19.0,27.0,11.0,40.0,,,1.0,7.0,122.0,,3.0,60.0,2.0,2.0,4.0,,17.0,,1.0,,47.0,,1.0,,,58.0,,23.0,5.0,,,,1.0,,8.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,64rloz5jf0cpeqdcfhv62shnu,C. Dieye,Forward,24,65.0,46.0,6.0,27.0,4.0,,100.0,10.0,25.0,70.0,24.0,30.0,26.0,,8.0,23.0,,101.0,,11.0,6.0,,8.0,10.0,10.0,364.0,,,71.0,,25.0,64.0,,191.0,0.0,,,5.0,,,2.0,20.0,3.0,,2.0,1.0,,25.0,2.0,,36.0,1.0,5.0,2.0,5.0,34.0,2.0,58.0,8.0,,7.0,,20.0,7.0,4.0,2.0,1.0,10.0,2.0,12.0,7.0,,7.0,11.0,3.0,65.0,1.0,4.0,29.0,11.0,,2.0,,2.0,,4.0,2.0,24.0,,24.0,,,3.0,,10.0,4.0,0.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Central Valley Fuego FC,e5ijexrsv8b3at2koyyf3px0q,F. Dulysse,Defender,13,644.0,144.0,26.0,262.0,21.0,,753.0,29.0,526.0,651.0,206.0,105.0,74.0,,22.0,91.0,,775.0,,35.0,31.0,,22.0,10.0,55.0,1853.0,,,670.0,,256.0,117.0,,988.0,0.0,2.0,,44.0,,,2.0,3.0,8.0,18.0,,6.0,,51.0,2.0,,66.0,14.0,6.0,14.0,2.0,39.0,2.0,82.0,12.0,1.0,16.0,,50.0,9.0,2.0,,,24.0,27.0,9.0,71.0,,2.0,9.0,5.0,153.0,1.0,1.0,87.0,2.0,,,,10.0,,7.0,5.0,43.0,,24.0,,,80.0,,26.0,4.0,1.0,1.0,,,,4.0,,4.0,1.0,,,2.0,,,,,,,,,,,,,,,,
