liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,9bsl9l00l69qc7odmqzez5xp1,D. Bouanga,Forward,99.0,6.0,3.0,1.0,,,,,,5.0,15.0,19.0,43.0,6.0,52.0,1.0,11.0,17.0,78.0,6.0,25.0,8.0,6.0,52.0,3.0,15.0,122.0,10.0,,88.0,80.0,5.0,,,,31.0,51.0,19.0,81.0,34.0,36.0,4.0,300.0,1.0,1.0,34.0,84.0,8.0,118.0,73.0,3.0,35.0,45.0,29.0,540.0,25.0,2.0,6.0,26.0,7.0,3.0,2.0,11.0,7.0,7.0,1.0,2.0,120.0,1.0,,6.0,4.0,2.0,21.0,20.0,16.0,15.0,2.0,,,,,,,,,,2.0,10.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,9kjmp5eg60q8bt1na23vs67ai,N. Tafari,Defender,91.0,3.0,,,,,,3.0,,,,3.0,,,2.0,,,,1.0,,,,3.0,1.0,1.0,,5.0,10.0,1.0,3.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,10.0,1.0,,2.0,3.0,2.0,4.0,,2.0,1.0,,,20.0,2.0,,,,,,1.0,,,,3.0,,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8.0,6.0,1.0,1.0,,,,,,2.0,1.0,85.0,16.0,6.0,40.0,5.0,2.0,39.0,44.0,6.0,5.0,8.0,6.0,71.0,5.0,24.0,286.0,10.0,1.0,236.0,217.0,6.0,5.0,,,39.0,4.0,1.0,49.0,50.0,30.0,21.0,392.0,2.0,1.0,46.0,233.0,19.0,282.0,151.0,11.0,28.0,19.0,8.0,540.0,112.0,3.0,18.0,1.0,4.0,3.0,7.0,57.0,15.0,7.0,5.0,14.0,77.0,1.0,2.0,1.0,,,4.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,3.0,1.0,,1.0,3.0,1.0,1.0,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,17.0,4.0,,,,,,2.0,2.0,,,16.0,6.0,2.0,5.0,,,5.0,8.0,2.0,,3.0,4.0,7.0,5.0,1.0,49.0,10.0,,42.0,38.0,2.0,1.0,,,5.0,4.0,,13.0,7.0,2.0,,74.0,,,13.0,36.0,4.0,43.0,26.0,2.0,2.0,11.0,5.0,212.0,15.0,5.0,1.0,,,1.0,,14.0,2.0,3.0,3.0,,18.0,0.0,,,,,2.0,,1.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,Forward,9.0,4.0,,1.0,,,,2.0,2.0,3.0,,7.0,8.0,2.0,3.0,1.0,4.0,2.0,11.0,1.0,,1.0,4.0,7.0,4.0,3.0,26.0,10.0,,19.0,19.0,3.0,,,,7.0,4.0,,15.0,7.0,5.0,,46.0,2.0,,10.0,16.0,,23.0,12.0,,3.0,10.0,3.0,147.0,3.0,2.0,1.0,,,1.0,,6.0,4.0,1.0,3.0,,17.0,0.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,84gabnykc01v70413vehqyvah,T. Hasal,Goalkeeper,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,82sayfife5cfdk9isox5gg8ut,R. Hollingshead,Defender,24.0,6.0,,2.0,,,,,,6.0,,91.0,16.0,6.0,38.0,10.0,10.0,29.0,35.0,6.0,4.0,4.0,6.0,78.0,18.0,11.0,228.0,10.0,1.0,176.0,168.0,6.0,7.0,,7.0,38.0,15.0,,53.0,52.0,28.0,10.0,331.0,9.0,24.0,54.0,173.0,8.0,225.0,86.0,14.0,19.0,25.0,3.0,540.0,83.0,9.0,4.0,3.0,4.0,3.0,3.0,13.0,18.0,7.0,10.0,7.0,70.0,0.0,1.0,1.0,1.0,,5.0,2.0,3.0,4.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,5tkzdksbog7jnzscgr1cj771m,O. Holm,Midfielder,80.0,2.0,,,,,,2.0,,2.0,,,3.0,,1.0,,2.0,,7.0,,,,2.0,2.0,,,5.0,10.0,,3.0,3.0,2.0,,,,2.0,,,7.0,2.0,4.0,1.0,13.0,,,2.0,3.0,,5.0,4.0,,4.0,3.0,1.0,10.0,1.0,,,1.0,,,,,1.0,,,1.0,3.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles FC,9kk4z0vj0law3x8zz5rx57spg,Igor Jesus,Midfielder,6.0,6.0,,1.0,,,,,1.0,2.0,,110.0,14.0,6.0,20.0,12.0,5.0,27.0,39.0,6.0,1.0,3.0,6.0,65.0,8.0,9.0,240.0,10.0,3.0,210.0,198.0,4.0,1.0,,,22.0,2.0,,47.0,30.0,27.0,17.0,325.0,2.0,,27.0,202.0,12.0,232.0,101.0,8.0,25.0,20.0,5.0,535.0,79.0,6.0,6.0,4.0,1.0,3.0,7.0,69.0,11.0,7.0,9.0,10.0,46.0,0.0,3.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
