liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,FC Motown,hkojtnfo9jzt53ll1qxfr578,H. Achterkamp,Midfielder,0,185.0,2.0,23.0,2.0,1.0,14.0,2.0,1.0,2.0,82.0,1.0,16.0,5.0,5.0,2.0,9.0,5.0,6.0,99.0,26.0,3.0,12.0,2.0,4.0,9.0,,43.0,82.0,1.0,1.0,4.0,6.0,4.0,17.0,3.0,10.0,11.0,39.0,,3.0,6.0,47.0,2.0,,3.0,4.0,3.0,59.0,13.0,59.0,25.0,1.0,,,0.0,1.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,6rd0z4mah4adr3jjf68bnmk4q,K. Alberto,Midfielder,0,330.0,3.0,46.0,16.0,6.0,49.0,2.0,1.0,4.0,184.0,1.0,21.0,4.0,3.0,2.0,7.0,20.0,19.0,270.0,44.0,4.0,97.0,3.0,19.0,34.0,2.0,122.0,189.0,2.0,13.0,23.0,25.0,3.0,21.0,,10.0,39.0,83.0,7.0,3.0,35.0,54.0,3.0,3.0,,5.0,5.0,138.0,39.0,143.0,80.0,2.0,,,0.0,,11.0,10.0,3.0,,3.0,3.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,4.0,8.0,5.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,4s8fuc67ien2aoxdne2qwhjh1,G. Baah,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,5qyhj7hpyvnfon3jmm6glo7sa,J. Casey,Midfielder,0,90.0,1.0,8.0,2.0,,7.0,,,,37.0,2.0,2.0,3.0,,,2.0,2.0,3.0,47.0,10.0,,15.0,1.0,,7.0,,28.0,38.0,1.0,1.0,9.0,1.0,1.0,7.0,,10.0,5.0,10.0,1.0,2.0,2.0,15.0,1.0,,,,,29.0,9.0,30.0,9.0,,,,0.0,1.0,,1.0,2.0,,,1.0,,1.0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,dr9qaucma18aulnrn3r0411bd,D. Cordeiro,Midfielder,0,265.0,3.0,27.0,19.0,4.0,19.0,2.0,1.0,1.0,125.0,,9.0,1.0,1.0,2.0,10.0,6.0,20.0,165.0,31.0,5.0,58.0,3.0,6.0,33.0,1.0,90.0,126.0,4.0,14.0,22.0,9.0,1.0,18.0,,10.0,26.0,43.0,10.0,3.0,25.0,41.0,3.0,,2.0,5.0,4.0,98.0,30.0,99.0,34.0,1.0,,,0.0,1.0,1.0,2.0,8.0,,1.0,3.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,25r3bmw4y3ruv3w74nfhn81sk,H. Criollo,Forward,0,93.0,3.0,11.0,2.0,,11.0,,,1.0,19.0,2.0,,4.0,3.0,,2.0,8.0,4.0,34.0,4.0,1.0,7.0,3.0,6.0,3.0,,8.0,19.0,1.0,,2.0,1.0,2.0,10.0,,10.0,12.0,9.0,,1.0,8.0,1.0,,,,4.0,3.0,8.0,4.0,8.0,20.0,1.0,,,0.0,,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,7lpmq79by97yjkwxq15wm6zt,F. De Oliveira,Forward,0,132.0,3.0,9.0,7.0,1.0,12.0,,,6.0,44.0,,3.0,,5.0,,1.0,6.0,7.0,75.0,15.0,1.0,31.0,3.0,6.0,11.0,3.0,34.0,46.0,5.0,2.0,6.0,2.0,,7.0,,10.0,13.0,17.0,1.0,4.0,13.0,7.0,,2.0,,4.0,3.0,35.0,8.0,37.0,17.0,1.0,1.0,0.0,1.0,,1.0,4.0,,3.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,42xbviu1celrq1fh9ci55zphx,D. Duka,Midfielder,0,196.0,2.0,15.0,6.0,1.0,26.0,2.0,,4.0,47.0,1.0,3.0,1.0,7.0,2.0,2.0,9.0,6.0,93.0,10.0,1.0,31.0,2.0,8.0,12.0,1.0,30.0,48.0,1.0,3.0,9.0,3.0,,12.0,,10.0,15.0,17.0,2.0,2.0,14.0,5.0,2.0,1.0,1.0,,,32.0,12.0,33.0,40.0,,0.0,1.0,0.0,1.0,7.0,13.0,3.0,,8.0,,1.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,fumvse37mzst4pm8muq78mei,J. Fala,Defender,0,304.0,3.0,27.0,6.0,,26.0,2.0,,7.0,74.0,5.0,4.0,18.0,23.0,2.0,3.0,11.0,19.0,125.0,19.0,1.0,36.0,3.0,6.0,12.0,6.0,46.0,77.0,4.0,2.0,15.0,1.0,13.0,26.0,1.0,10.0,30.0,31.0,2.0,,12.0,14.0,3.0,,3.0,3.0,3.0,47.0,12.0,50.0,50.0,,0.0,1.0,0.0,1.0,3.0,2.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,8228opqekl1nxkm0mmqdvm415,D. Greczek,Goalkeeper,0,330.0,3.0,52.0,3.0,,40.0,2.0,,,41.0,,27.0,,,2.0,12.0,,3.0,130.0,11.0,19.0,20.0,3.0,,29.0,,23.0,102.0,3.0,,,52.0,,,8.0,10.0,3.0,80.0,,,3.0,30.0,3.0,,4.0,,,20.0,11.0,50.0,53.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,5.0,2.0,,11.0,23.0,,,,,,,,4.0,,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,1.0,
USA_US_Open_Cup,2022,FC Motown,3qqxutlybmdt2zz6a2bge0wyd,M. Hackett,Defender,0,67.0,2.0,11.0,1.0,,8.0,,,,39.0,1.0,3.0,2.0,,,3.0,3.0,2.0,47.0,8.0,1.0,12.0,2.0,2.0,5.0,,25.0,39.0,1.0,,4.0,2.0,1.0,9.0,,10.0,5.0,14.0,,,3.0,16.0,,3.0,,2.0,1.0,28.0,13.0,28.0,14.0,1.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,4n5rpg16ks5ian2v783nnwqg9,Z. Knudson,Midfielder,0,15.0,1.0,,1.0,,1.0,,,,,,,,,,,3.0,1.0,6.0,,,,1.0,3.0,2.0,,,,1.0,,,,,,,10.0,4.0,,,,4.0,,,,,2.0,2.0,,,,4.0,,,,0.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,35wlphorw8d9xg1h8dmzvplw4,Orlando Neto,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,7ge462u9xndl7jsekzdjexrai,Z. Perez,Defender,0,224.0,3.0,22.0,11.0,,17.0,,,,94.0,3.0,6.0,6.0,2.0,,8.0,7.0,14.0,161.0,31.0,1.0,47.0,3.0,4.0,13.0,,71.0,99.0,8.0,2.0,7.0,3.0,3.0,19.0,2.0,10.0,21.0,52.0,2.0,3.0,15.0,32.0,2.0,23.0,3.0,2.0,1.0,72.0,9.0,77.0,38.0,,,,0.0,1.0,,3.0,3.0,1.0,2.0,2.0,,,,,2.0,,1.0,1.0,,2.0,1.0,8.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,e7oxay50ng600nxt9v5qtjai1,R. Peterson,Forward,0,204.0,3.0,19.0,2.0,1.0,24.0,2.0,,4.0,47.0,2.0,3.0,3.0,8.0,2.0,,9.0,3.0,72.0,15.0,,23.0,3.0,7.0,4.0,2.0,25.0,47.0,1.0,1.0,8.0,,1.0,19.0,,10.0,12.0,20.0,,1.0,9.0,6.0,3.0,,,1.0,,28.0,4.0,28.0,34.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,,,3.0,,2.0,3.0,2.0,,4.0,,,2.0,3.0,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,4r6gk3l04kxlhw9ba0vkynjkl,J. Pieles,Forward,0,79.0,2.0,1.0,,,1.0,,,1.0,10.0,,,,1.0,,,2.0,,15.0,5.0,,7.0,2.0,2.0,2.0,1.0,9.0,10.0,,,1.0,,,1.0,,10.0,2.0,4.0,,1.0,2.0,3.0,,,,2.0,1.0,9.0,,9.0,3.0,,,,0.0,,,,,2.0,,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,4jdfnil8lnxpmw8zfexcaps5x,S. Pompée,Midfielder,0,330.0,3.0,33.0,9.0,1.0,34.0,2.0,,2.0,121.0,1.0,9.0,6.0,4.0,2.0,12.0,7.0,14.0,215.0,9.0,5.0,65.0,3.0,6.0,23.0,2.0,83.0,125.0,4.0,4.0,15.0,8.0,5.0,25.0,1.0,10.0,21.0,47.0,3.0,7.0,15.0,36.0,3.0,27.0,4.0,5.0,2.0,88.0,54.0,92.0,59.0,1.0,,,0.0,,2.0,13.0,5.0,,13.0,1.0,1.0,1.0,,,11.0,,1.0,,1.0,9.0,,9.0,9.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,bzzb9m0dj8p6aqj6fr5bvr3dh,N. Saint-Vil,Midfielder,0,297.0,3.0,19.0,10.0,,25.0,2.0,,5.0,78.0,2.0,1.0,3.0,7.0,2.0,2.0,22.0,11.0,146.0,16.0,2.0,44.0,3.0,20.0,11.0,3.0,58.0,78.0,3.0,4.0,18.0,4.0,1.0,15.0,,10.0,33.0,24.0,4.0,,30.0,15.0,3.0,3.0,3.0,6.0,4.0,59.0,20.0,59.0,55.0,,,,0.0,2.0,13.0,8.0,5.0,,8.0,3.0,2.0,,2.0,,1.0,2.0,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,brw6dmbqnlvi9b72csqfm579w,J. Schaffer,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,4iod7ole2tu2a45f7tzu75dxx,J. Voltaire,Defender,0,234.0,3.0,30.0,4.0,1.0,25.0,2.0,3.0,2.0,99.0,4.0,5.0,13.0,4.0,2.0,7.0,8.0,13.0,154.0,32.0,7.0,26.0,3.0,4.0,22.0,,64.0,99.0,1.0,3.0,11.0,12.0,9.0,18.0,,10.0,21.0,41.0,2.0,5.0,8.0,43.0,2.0,11.0,14.0,1.0,,69.0,15.0,69.0,43.0,,,,0.0,1.0,1.0,2.0,1.0,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,cdsaebvnx9l1k94c13vkw5pm1,K. Weis,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,FC Motown,bq869faupbsnow16wa2lefgt1,M. Da Fonte,Defender,0,255.0,3.0,22.0,11.0,1.0,15.0,2.0,1.0,1.0,112.0,2.0,14.0,6.0,1.0,2.0,7.0,4.0,15.0,144.0,17.0,7.0,30.0,3.0,2.0,24.0,,82.0,118.0,5.0,5.0,8.0,13.0,4.0,9.0,3.0,10.0,19.0,56.0,4.0,2.0,13.0,67.0,3.0,1.0,5.0,2.0,1.0,91.0,37.0,96.0,23.0,,,,0.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
