liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,14bw0a2azjioiorlbhhhbul05,P. Aguilar,Defender,23,180.0,104.0,4.0,34.0,9.0,4.0,18.0,58.0,9.0,1.0,110.0,,2.0,81.0,3.0,18.0,13.0,2.0,13.0,3.0,2.0,,5.0,141.0,2.0,1.0,12.0,41.0,57.0,18.0,11.0,9.0,25.0,3.0,2.0,3.0,52.0,87.0,92.0,13.0,7.0,3.0,,,2.0,2.0,5.0,,2.0,,,9.0,,1.0,1.0,6.0,1.0,,2.0,6.0,,,1.0,7.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,39.0,21.0,1.0,11.0,1.0,,5.0,8.0,1.0,,21.0,,1.0,18.0,1.0,2.0,12.0,,3.0,1.0,,1.0,1.0,31.0,1.0,1.0,4.0,7.0,14.0,1.0,1.0,,4.0,1.0,1.0,3.0,1.0,19.0,19.0,,3.0,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,2.0,2.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,12,90.0,8.0,,1.0,,,,12.0,,,13.0,,,11.0,,,3.0,,,5.0,1.0,,,17.0,1.0,,,9.0,46.0,,2.0,,,,1.0,,1.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,1.0,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Midfielder,25,111.0,43.0,5.0,25.0,3.0,2.0,26.0,8.0,7.0,1.0,43.0,1.0,2.0,32.0,3.0,10.0,8.0,,14.0,7.0,1.0,2.0,1.0,78.0,2.0,2.0,21.0,19.0,78.0,12.0,1.0,1.0,24.0,3.0,2.0,10.0,11.0,33.0,33.0,3.0,12.0,,,1.0,1.0,1.0,4.0,,4.0,,,11.0,,2.0,,4.0,3.0,,3.0,3.0,4.0,1.0,,,5.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22,246.0,196.0,15.0,113.0,3.0,3.0,22.0,68.0,14.0,1.0,198.0,1.0,1.0,168.0,3.0,17.0,65.0,2.0,14.0,25.0,3.0,3.0,4.0,230.0,3.0,,8.0,50.0,64.0,4.0,13.0,1.0,12.0,3.0,3.0,5.0,68.0,179.0,181.0,4.0,8.0,1.0,,2.0,,1.0,3.0,1.0,1.0,,,3.0,,2.0,,2.0,,,1.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,ckzax09balqgqb55giz7i0416,D. Barraza,Defender,193,8.0,2.0,,1.0,,,,2.0,,,3.0,,,3.0,,,2.0,,,,,,,3.0,1.0,,,1.0,50.0,,,,,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,bnnrd87r5v0vlz8cfuq1zbefp,J. Borja,Midfielder,6,152.0,85.0,19.0,56.0,5.0,3.0,21.0,15.0,10.0,,86.0,1.0,,69.0,,15.0,25.0,3.0,15.0,5.0,2.0,2.0,1.0,114.0,2.0,,11.0,24.0,83.0,8.0,2.0,,14.0,,2.0,3.0,18.0,71.0,71.0,3.0,6.0,,1.0,1.0,4.0,6.0,9.0,2.0,1.0,,,8.0,,1.0,,3.0,4.0,,3.0,2.0,1.0,1.0,,,1.0,,,,,3.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,9,39.0,14.0,4.0,9.0,,4.0,6.0,1.0,5.0,,15.0,,1.0,10.0,1.0,5.0,2.0,,4.0,1.0,,2.0,1.0,18.0,1.0,,2.0,3.0,18.0,2.0,,2.0,8.0,1.0,1.0,2.0,6.0,9.0,10.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,2rby31pvcv29ny4mw4h7jr8wl,Á. Castro,Midfielder,10,180.0,100.0,22.0,77.0,,1.0,39.0,13.0,17.0,,103.0,,1.0,84.0,1.0,17.0,34.0,5.0,22.0,13.0,2.0,6.0,2.0,150.0,2.0,1.0,21.0,33.0,62.0,10.0,2.0,,22.0,1.0,2.0,11.0,14.0,83.0,86.0,1.0,12.0,5.0,,5.0,1.0,2.0,12.0,1.0,3.0,,,10.0,,,,1.0,6.0,,1.0,,7.0,,,,7.0,,,4.0,,1.0,3.0,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,7.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF Cruz Azul,7l6fskoo4ftq4qkgmwwsvoixh,P. Ceppelini,Midfielder,8,168.0,154.0,19.0,118.0,3.0,2.0,27.0,33.0,9.0,,157.0,1.0,2.0,138.0,1.0,12.0,53.0,14.0,25.0,4.0,2.0,2.0,,197.0,2.0,2.0,8.0,41.0,90.0,3.0,7.0,,10.0,1.0,2.0,5.0,44.0,143.0,145.0,2.0,7.0,3.0,1.0,5.0,4.0,8.0,5.0,4.0,2.0,,1.0,3.0,,,,1.0,,,,1.0,5.0,1.0,,,13.0,1.0,,6.0,2.0,2.0,11.0,,1.0,7.0,,4.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,
