liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Sacramento Republic FC,5m3bxdstyhzoplpzam8c94t90,F. Ajago,Forward,11,2.0,4.0,4.0,19.0,14.0,5.0,11.0,5.0,2.0,,,9.0,8.0,1.0,2.0,,17.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,,,,12.0,7.0,5.0,11.0,,149.0,2.0,1.0,1.0,14.0,17.0,12.0,,5.0,5.0,36.0,4.0,5.0,0.0,10.0,6.0,1.0,3.0,4.0,,6.0,1.0,,,,1.0,,,,3.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,4.0,,,,,,,,,,1.0,,3.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,Forward,10,2.0,18.0,9.0,22.0,7.0,15.0,44.0,25.0,2.0,,,19.0,6.0,13.0,1.0,4.0,64.0,3.0,6.0,4.0,16.0,15.0,6.0,2.0,1.0,2.0,1.0,2.0,50.0,36.0,22.0,53.0,4.0,170.0,3.0,1.0,5.0,22.0,70.0,56.0,6.0,9.0,14.0,107.0,13.0,10.0,0.0,3.0,1.0,,1.0,12.0,,3.0,3.0,,2.0,,,,,,,2.0,4.0,3.0,1.0,6.0,1.0,1.0,,,2.0,2.0,,,,,,2.0,,,,2.0,,3.0,2.0,,,,,,,,,,2.0,,2.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,7y9k549gjh2183ylplvwg2q5l,M. Benítez,Defender,22,2.0,12.0,7.0,13.0,7.0,6.0,34.0,44.0,2.0,,,11.0,6.0,5.0,,1.0,104.0,2.0,5.0,2.0,9.0,40.0,1.0,2.0,,1.0,,,94.0,47.0,50.0,95.0,1.0,180.0,3.0,,2.0,22.0,106.0,96.0,3.0,6.0,10.0,147.0,13.0,7.0,0.0,2.0,1.0,,2.0,10.0,4.0,2.0,1.0,1.0,4.0,2.0,,1.0,,7.0,,2.0,3.0,4.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,cjjvy22j5q0piz5omn2tf18us,Pep Casas,Midfielder,24,1.0,7.0,,5.0,1.0,4.0,11.0,11.0,1.0,,,4.0,1.0,3.0,2.0,2.0,43.0,,1.0,1.0,7.0,15.0,3.0,1.0,1.0,1.0,1.0,,36.0,17.0,20.0,35.0,1.0,64.0,1.0,1.0,2.0,9.0,43.0,36.0,1.0,3.0,7.0,55.0,5.0,4.0,0.0,1.0,,,,10.0,1.0,,2.0,,,,,,,,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,966lbbfmwj4xudrqjs76ta6tw,R. Chivukula,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,Midfielder,27,1.0,5.0,,3.0,1.0,2.0,3.0,8.0,1.0,,,3.0,1.0,2.0,,,24.0,,1.0,,1.0,6.0,,,,,,,21.0,10.0,11.0,20.0,2.0,26.0,,,,3.0,24.0,21.0,2.0,,3.0,29.0,2.0,3.0,0.0,,,1.0,1.0,5.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,Defender,4,2.0,7.0,10.0,17.0,6.0,11.0,2.0,45.0,2.0,,,4.0,2.0,2.0,1.0,2.0,128.0,5.0,,,11.0,54.0,2.0,2.0,,,,1.0,116.0,21.0,97.0,108.0,1.0,180.0,,1.0,,13.0,131.0,118.0,1.0,2.0,13.0,153.0,6.0,8.0,0.0,13.0,4.0,2.0,2.0,25.0,9.0,2.0,7.0,1.0,,,1.0,,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,10.0,9.0,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,Forward,71,1.0,2.0,2.0,6.0,4.0,2.0,4.0,,1.0,,,4.0,2.0,2.0,,,2.0,2.0,,,3.0,,,,,,,,2.0,1.0,1.0,2.0,,31.0,1.0,,2.0,4.0,2.0,2.0,,3.0,,9.0,,,0.0,2.0,2.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,5dbp19tyhfdtlhmfjzoba1o2c,A. Essel,Defender,15,2.0,10.0,11.0,15.0,6.0,9.0,11.0,33.0,2.0,,,10.0,6.0,4.0,1.0,1.0,86.0,5.0,2.0,2.0,4.0,25.0,1.0,2.0,,,,1.0,70.0,31.0,40.0,59.0,,180.0,2.0,,2.0,21.0,87.0,71.0,1.0,,16.0,120.0,11.0,7.0,0.0,5.0,,,2.0,19.0,8.0,4.0,5.0,,,,1.0,1.0,,5.0,,2.0,9.0,,,,1.0,,,,,4.0,,,,,,1.0,,,,,,12.0,5.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Sacramento Republic FC,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,Defender,2,2.0,18.0,11.0,12.0,9.0,3.0,33.0,34.0,2.0,,,9.0,7.0,2.0,1.0,1.0,76.0,5.0,5.0,4.0,1.0,,1.0,2.0,1.0,,,,64.0,33.0,33.0,61.0,1.0,150.0,5.0,,1.0,27.0,78.0,66.0,1.0,1.0,12.0,120.0,14.0,5.0,0.0,3.0,2.0,2.0,,26.0,4.0,2.0,1.0,,3.0,3.0,,,,11.0,,1.0,7.0,,,,2.0,,,,,4.0,,,,,,,,,1.0,,,5.0,1.0,,,,,,,,,,,,1.0,,,,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
