liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Philadelphia Union,aariritcb0nvmsnv6je0koul1,R. Alberg,Midfielder,10,13.0,4.0,1173.0,4.0,16.0,9.0,1.0,9.0,8.0,374.0,10.0,108.0,16.0,241.0,2.0,1.0,8.0,3.0,18.0,4.0,14.0,174.0,115.0,15.0,55.0,403.0,9.0,28.0,10.0,333.0,24.0,35.0,63.0,8.0,135.0,22.0,97.0,12.0,1.0,53.0,13.0,6.0,7.0,671.0,37.0,29.0,16.0,,116.0,2.0,81.0,48.0,79.0,67.0,17.0,7.0,7.0,3.0,33.0,9.0,7.0,139.0,6.0,28.0,1.0,41.0,29.0,23.0,3.0,2.0,1.0,58.0,79.0,7.0,4.0,315.0,340.0,23.0,,,1.0,4.0,2.0,12.0,72.0,3.0,9.0,58.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_MLS,2016,Philadelphia Union,azux16bldhwiz53oze4zyzb3d,E. Ayuk,Midfielder,30,1.0,,90.0,,,,,,,12.0,1.0,1.0,,3.0,1.0,,1.0,,,,5.0,18.0,1.0,2.0,7.0,12.0,,,,4.0,2.0,2.0,8.0,,5.0,,7.0,,,4.0,1.0,,2.0,30.0,,1.0,,,8.0,,4.0,6.0,46.0,7.0,2.0,,,,1.0,4.0,,17.0,,2.0,,1.0,1.0,,,,,5.0,2.0,,,4.0,4.0,9.0,,,,,,1.0,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,56iq62xop0k6uyu2faoqzo72t,T. Barnetta,Midfielder,10,24.0,7.0,2401.0,4.0,4.0,31.0,,5.0,4.0,1074.0,31.0,192.0,53.0,684.0,7.0,9.0,61.0,9.0,21.0,3.0,25.0,556.0,268.0,28.0,223.0,1183.0,7.0,41.0,35.0,838.0,42.0,50.0,284.0,41.0,277.0,64.0,384.0,12.0,1.0,131.0,26.0,30.0,30.0,1785.0,128.0,30.0,24.0,2.0,253.0,4.0,403.0,71.0,96.0,139.0,29.0,17.0,61.0,4.0,64.0,12.0,30.0,290.0,11.0,45.0,1.0,130.0,30.0,77.0,2.0,2.0,3.0,126.0,311.0,1.0,,827.0,899.0,37.0,4.0,2.0,4.0,,4.0,19.0,151.0,9.0,19.0,127.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,6761vkpm5baaimcyxq3y5r2z9,A. Bedoya,Midfielder,11,4.0,2.0,934.0,3.0,,5.0,1.0,2.0,1.0,515.0,5.0,54.0,2.0,264.0,6.0,4.0,20.0,6.0,3.0,,19.0,118.0,186.0,26.0,65.0,533.0,2.0,26.0,5.0,414.0,17.0,8.0,85.0,,124.0,6.0,68.0,3.0,,69.0,11.0,11.0,25.0,682.0,3.0,11.0,14.0,4.0,86.0,,170.0,14.0,61.0,51.0,5.0,,34.0,2.0,7.0,13.0,,118.0,12.0,17.0,1.0,8.0,11.0,3.0,3.0,,,48.0,185.0,2.0,,432.0,448.0,32.0,1.0,1.0,,,,20.0,67.0,6.0,25.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,18,,,2970.0,,,,87.0,,,320.0,,1.0,,166.0,151.0,,339.0,,,5.0,1.0,351.0,252.0,3.0,2.0,759.0,,1.0,1.0,183.0,48.0,,341.0,,110.0,,297.0,,,364.0,33.0,,44.0,1128.0,,33.0,1.0,,13.0,,596.0,,55.0,31.0,,,235.0,,10.0,20.0,,34.0,29.0,53.0,,,33.0,,,,,2.0,52.0,,,220.0,418.0,21.0,6.0,,,,,2.0,3.0,1.0,5.0,11.0,1.0,,,,,,103.0,302.0,4.0,18.0,4.0,9.0,27.0,37.0,37.0,65.0,1.0,17.0,125.0,,,1.0,1.0,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,bga32zh7ovvj6rlxyztpsngt1,B. Carroll,Midfielder,7,1.0,1.0,2094.0,2.0,3.0,7.0,6.0,1.0,,888.0,4.0,82.0,1.0,364.0,25.0,6.0,67.0,26.0,6.0,5.0,24.0,208.0,388.0,69.0,95.0,913.0,3.0,40.0,2.0,673.0,33.0,9.0,162.0,,296.0,8.0,122.0,5.0,,113.0,23.0,35.0,41.0,1205.0,,26.0,24.0,6.0,165.0,,267.0,6.0,32.0,92.0,3.0,,78.0,1.0,9.0,13.0,6.0,202.0,26.0,38.0,1.0,1.0,26.0,,5.0,,,86.0,268.0,1.0,,733.0,751.0,37.0,4.0,,,,2.0,44.0,110.0,25.0,59.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,5yidvijux7vggquebdgxuc4ph,Anderson Conceição,Defender,23,,,90.0,,,,,,,22.0,,2.0,,5.0,1.0,,2.0,,,,2.0,9.0,11.0,1.0,6.0,24.0,,,,16.0,2.0,1.0,8.0,,5.0,,5.0,,,,1.0,,3.0,41.0,,1.0,,1.0,3.0,,15.0,1.0,31.0,5.0,1.0,,,,2.0,2.0,,7.0,6.0,2.0,,,1.0,,,,,,2.0,,,15.0,16.0,4.0,,,,,,1.0,2.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,esar6s7x5ldt5uhhseyj2nnit,W. Creavalle,Midfielder,2,7.0,,1897.0,3.0,6.0,5.0,4.0,,,892.0,4.0,93.0,2.0,389.0,24.0,5.0,54.0,19.0,3.0,2.0,18.0,276.0,330.0,87.0,131.0,902.0,6.0,33.0,13.0,667.0,29.0,3.0,185.0,,271.0,10.0,149.0,1.0,,148.0,22.0,29.0,43.0,1298.0,,28.0,25.0,7.0,224.0,,336.0,13.0,35.0,150.0,,,50.0,2.0,24.0,26.0,3.0,268.0,26.0,31.0,,7.0,28.0,,2.0,,1.0,100.0,202.0,,,707.0,717.0,44.0,3.0,,1.0,,,64.0,118.0,23.0,93.0,124.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS,2016,Philadelphia Union,ncf4istx07zcs21x7pdb0gyd,C. Davies,Forward,9,1.0,7.0,377.0,,15.0,5.0,,1.0,,71.0,3.0,33.0,,42.0,1.0,,2.0,1.0,2.0,2.0,10.0,55.0,12.0,1.0,20.0,76.0,2.0,8.0,3.0,54.0,9.0,11.0,22.0,,16.0,4.0,19.0,1.0,,11.0,3.0,5.0,4.0,133.0,,18.0,3.0,,25.0,,13.0,27.0,51.0,8.0,9.0,,,,2.0,2.0,4.0,37.0,,11.0,1.0,1.0,18.0,,2.0,,,19.0,14.0,1.0,,49.0,54.0,12.0,,3.0,1.0,,,1.0,29.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Philadelphia Union,1ya2ts0uy9nrc590fn7bir5xx,M. Edu,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
