root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,5jal3zhkwodffivsq89wfd15g,C. Aquino,Midfielder,20,1.0,24.0,,22.0,,,2.0,1.0,24.0,7.0,10.0,3.0,1.0,,46.0,1.0,5.0,3.0,9.0,2.0,18.0,2.0,15.0,37.0,9.0,15.0,4.0,25.0,108.0,70.0,5.0,90.0,9.0,15.0,,1.0,6.0,174.0,84.0,18.0,,28.0,13.0,,104.0,,86.0,7.0,1.0,280.0,3.0,2.0,26.0,9.0,4.0,1.0,6.0,1.0,5.0,2.0,10.0,2.0,,,1.0,1.0,21.0,,6.0,,4.0,2.0,,2.0,2.0,2.0,0.0,,8.0,4.0,2.0,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,2.0,1.0,2.0,,,2.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,1o5qnb5ktq4u6t11lj3fqntg,A. Beaudry,Goalkeeper,12,,,,,,,,1.0,,,10.0,5.0,,,6.0,,3.0,3.0,,1.0,,,,23.0,,,,16.0,55.0,,3.0,50.0,,,3.0,,8.0,72.0,42.0,5.0,,16.0,,3.0,42.0,,38.0,,,270.0,5.0,1.0,50.0,18.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,25.0,1.0,1.0,,1.0,13.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,elvrjpt1jlko4henaqvfid7o4,M. Burton,Forward,9,5.0,60.0,3.0,38.0,5.0,4.0,,1.0,64.0,5.0,10.0,3.0,8.0,5.0,69.0,3.0,6.0,4.0,18.0,3.0,39.0,,29.0,40.0,30.0,33.0,5.0,35.0,143.0,103.0,6.0,111.0,27.0,34.0,,1.0,6.0,246.0,105.0,32.0,1.0,29.0,15.0,,131.0,,100.0,9.0,2.0,369.0,3.0,,16.0,17.0,14.0,1.0,8.0,13.0,11.0,2.0,7.0,9.0,,1.0,4.0,8.0,17.0,3.0,10.0,1.0,2.0,3.0,,,1.0,1.0,2.0,,15.0,6.0,2.0,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,2.0,2.0,,4.0,,1.0,,,1.0,,,,,,1.0
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,7s32iecltoopsjddclg0ixzx0,Christian Díaz,Defender,15,1.0,13.0,7.0,18.0,,9.0,1.0,1.0,22.0,,10.0,14.0,5.0,4.0,37.0,1.0,5.0,4.0,2.0,4.0,15.0,2.0,19.0,152.0,14.0,6.0,1.0,48.0,316.0,76.0,5.0,284.0,7.0,8.0,2.0,1.0,26.0,349.0,258.0,32.0,2.0,101.0,,,312.0,,280.0,,3.0,361.0,13.0,8.0,208.0,32.0,1.0,0.0,,1.0,2.0,1.0,,,,1.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,4yt1fm35fgy1ynk7ew59u5dlg,D. Ferree,Goalkeeper,1,,3.0,,3.0,,,,,3.0,,10.0,5.0,,,11.0,,4.0,4.0,1.0,5.0,,,2.0,55.0,,3.0,,26.0,101.0,3.0,4.0,93.0,,3.0,5.0,2.0,15.0,136.0,78.0,8.0,,20.0,,4.0,76.0,,68.0,,5.0,359.0,6.0,1.0,90.0,28.0,,0.0,,,2.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,10.0,2.0,40.0,3.0,1.0,,7.0,20.0,,3.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,9u8fzxkodzyp16zib29y513pw,K. Figueroa,Forward,17,,22.0,3.0,13.0,,4.0,1.0,1.0,26.0,10.0,10.0,2.0,1.0,,34.0,1.0,7.0,3.0,11.0,6.0,22.0,1.0,15.0,12.0,10.0,15.0,5.0,14.0,63.0,31.0,7.0,48.0,7.0,16.0,,3.0,2.0,126.0,46.0,15.0,1.0,15.0,20.0,,53.0,,38.0,,5.0,307.0,,2.0,18.0,10.0,1.0,2.0,1.0,6.0,4.0,4.0,2.0,1.0,,1.0,2.0,1.0,32.0,,10.0,,1.0,7.0,1.0,,6.0,4.0,3.0,,,,,,,1.0,,,,,1.0,,,,,3.0,1.0,4.0,,1.0,,,,,,,,,5.0,7.0,,,,,,2.0,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,41zbkj0w80ybqyhtvsfo9xfkk,A. Gill,Midfielder,16,7.0,27.0,2.0,15.0,,2.0,,,29.0,,10.0,5.0,6.0,3.0,34.0,3.0,7.0,3.0,7.0,2.0,30.0,2.0,20.0,52.0,15.0,14.0,3.0,27.0,146.0,79.0,7.0,126.0,13.0,14.0,,1.0,6.0,193.0,120.0,20.0,,37.0,2.0,,142.0,,122.0,,2.0,315.0,,,49.0,22.0,4.0,0.0,2.0,5.0,4.0,4.0,2.0,3.0,,2.0,2.0,3.0,9.0,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,dyv4gls8evw1fkei1zofev21g,T. Habroune,Forward,14,1.0,43.0,1.0,21.0,,2.0,,1.0,45.0,4.0,10.0,13.0,11.0,5.0,58.0,6.0,6.0,4.0,13.0,6.0,30.0,2.0,25.0,31.0,24.0,20.0,5.0,38.0,153.0,73.0,6.0,124.0,23.0,21.0,3.0,2.0,8.0,230.0,116.0,29.0,1.0,54.0,5.0,,150.0,,121.0,5.0,5.0,353.0,4.0,2.0,52.0,26.0,7.0,0.0,1.0,7.0,6.0,2.0,7.0,6.0,,,2.0,6.0,12.0,2.0,1.0,,1.0,3.0,,1.0,1.0,1.0,2.0,,,,5.0,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,2.0,3.0,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,c1fvknrf94i05q738d5r7vmdw,T. Hall,Defender,4,,12.0,3.0,18.0,,4.0,2.0,,16.0,,10.0,13.0,4.0,2.0,32.0,2.0,5.0,5.0,,6.0,17.0,8.0,23.0,142.0,11.0,4.0,,130.0,367.0,87.0,5.0,336.0,8.0,5.0,3.0,3.0,42.0,395.0,294.0,31.0,1.0,78.0,,1.0,362.0,,332.0,,6.0,437.0,8.0,4.0,249.0,23.0,4.0,0.0,,,4.0,,1.0,2.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,7exqigwqnd1lgip4woh1q9fro,A. Harangi,Midfielder,13,30.0,46.0,9.0,38.0,,10.0,,1.0,56.0,3.0,10.0,20.0,17.0,11.0,70.0,6.0,5.0,4.0,4.0,6.0,44.0,8.0,35.0,99.0,35.0,20.0,3.0,21.0,273.0,100.0,5.0,224.0,26.0,21.0,4.0,2.0,33.0,381.0,191.0,49.0,1.0,109.0,4.0,2.0,263.0,3.0,215.0,9.0,5.0,394.0,14.0,5.0,124.0,39.0,6.0,0.0,,3.0,12.0,1.0,6.0,6.0,,1.0,1.0,9.0,7.0,3.0,1.0,1.0,,1.0,,,1.0,0.0,1.0,1.0,,,9.0,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,e1e506479mqo8j3geie6amuj8,S. Hawkins,Defender,5,,10.0,5.0,16.0,,6.0,6.0,1.0,16.0,,10.0,14.0,3.0,2.0,33.0,1.0,6.0,5.0,,4.0,7.0,5.0,17.0,113.0,12.0,3.0,,157.0,406.0,110.0,6.0,376.0,7.0,4.0,2.0,2.0,35.0,431.0,341.0,30.0,1.0,129.0,1.0,4.0,401.0,,371.0,,3.0,452.0,13.0,3.0,266.0,17.0,4.0,0.0,,,3.0,1.0,,3.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,a5tjyddv4t8eg9wcum3o15qfo,S. Jura,Defender,3,37.0,30.0,2.0,30.0,,5.0,2.0,1.0,35.0,1.0,10.0,16.0,13.0,10.0,68.0,3.0,6.0,4.0,4.0,5.0,28.0,3.0,35.0,10.0,18.0,14.0,,85.0,222.0,84.0,6.0,180.0,16.0,17.0,1.0,2.0,8.0,327.0,172.0,42.0,3.0,99.0,3.0,,219.0,8.0,177.0,4.0,4.0,327.0,7.0,,97.0,17.0,3.0,0.0,1.0,2.0,5.0,2.0,1.0,3.0,,,2.0,8.0,5.0,4.0,2.0,,1.0,,1.0,,2.0,,,,,,4.0,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,5n1wehugx0qtun8oopg2jbndg,C. Medina,Midfielder,10,5.0,35.0,3.0,51.0,1.0,4.0,,,39.0,7.0,10.0,4.0,4.0,3.0,79.0,1.0,6.0,4.0,14.0,5.0,48.0,2.0,35.0,20.0,17.0,21.0,6.0,41.0,173.0,101.0,6.0,131.0,14.0,22.0,1.0,3.0,5.0,267.0,126.0,42.0,1.0,64.0,12.0,,166.0,,125.0,13.0,5.0,366.0,7.0,,41.0,21.0,4.0,1.0,11.0,7.0,5.0,2.0,19.0,3.0,,,1.0,9.0,26.0,3.0,5.0,1.0,3.0,3.0,,,2.0,3.0,0.0,,20.0,10.0,2.0,,,,,,,,,,,,,4.0,1.0,,,,,,,2.0,,,,1.0,3.0,2.0,,6.0,,,2.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,1on6mxrbdqnh12s4h1y0vb3mc,E. Mendoza,Midfielder,6,,21.0,1.0,23.0,,2.0,,,23.0,2.0,10.0,6.0,11.0,8.0,33.0,3.0,4.0,3.0,2.0,,23.0,2.0,23.0,48.0,16.0,6.0,1.0,62.0,209.0,114.0,4.0,180.0,15.0,7.0,3.0,,14.0,243.0,166.0,29.0,1.0,76.0,6.0,1.0,206.0,,177.0,,,282.0,6.0,,66.0,29.0,3.0,0.0,,,3.0,1.0,3.0,2.0,,1.0,1.0,2.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,7bxp7ho4cmsoviw19q4bxr02c,B. Romero,Midfielder,7,6.0,43.0,1.0,50.0,,4.0,,,47.0,2.0,10.0,5.0,10.0,8.0,80.0,2.0,6.0,4.0,6.0,4.0,22.0,6.0,32.0,50.0,28.0,16.0,9.0,12.0,119.0,69.0,6.0,80.0,27.0,19.0,,2.0,5.0,219.0,75.0,39.0,3.0,35.0,4.0,,117.0,3.0,80.0,16.0,4.0,348.0,7.0,,17.0,29.0,8.0,0.0,6.0,2.0,7.0,2.0,2.0,5.0,,,3.0,9.0,20.0,2.0,2.0,,6.0,1.0,,,3.0,0.0,1.0,,1.0,,16.0,,,,,,,,,,,,,3.0,2.0,1.0,,2.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,65aavg4ibp2tyjlyd0o7c7d3o,P. Rudisill,Forward,19,11.0,32.0,2.0,30.0,,3.0,,,35.0,6.0,10.0,5.0,7.0,5.0,59.0,2.0,6.0,4.0,10.0,2.0,48.0,2.0,26.0,25.0,17.0,17.0,5.0,69.0,194.0,105.0,6.0,164.0,15.0,18.0,1.0,1.0,9.0,280.0,155.0,30.0,1.0,52.0,14.0,,194.0,,164.0,5.0,2.0,338.0,4.0,2.0,62.0,19.0,3.0,1.0,3.0,5.0,4.0,2.0,6.0,1.0,,,4.0,7.0,33.0,,8.0,,3.0,1.0,,1.0,3.0,0.0,1.0,,,,5.0,,,,,,,,,,,,,4.0,4.0,1.0,,4.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,dvclj764ip0wvzu5tfrfps3kk,P. Soma,Midfielder,8,,18.0,16.0,20.0,,19.0,1.0,1.0,37.0,1.0,10.0,15.0,7.0,5.0,40.0,2.0,6.0,4.0,2.0,7.0,28.0,3.0,29.0,89.0,29.0,5.0,1.0,104.0,313.0,156.0,6.0,278.0,13.0,8.0,2.0,3.0,23.0,353.0,255.0,35.0,3.0,92.0,4.0,1.0,305.0,,270.0,,6.0,361.0,6.0,1.0,122.0,32.0,5.0,0.0,,,2.0,2.0,5.0,,,,1.0,6.0,4.0,5.0,3.0,,,1.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,22p6n3oird085u2kbkiqp4pg,E. Soto,Forward,18,2.0,23.0,2.0,16.0,,5.0,,1.0,28.0,5.0,10.0,2.0,6.0,3.0,31.0,3.0,6.0,3.0,6.0,1.0,17.0,,16.0,18.0,14.0,11.0,5.0,11.0,56.0,28.0,6.0,40.0,12.0,14.0,,,2.0,99.0,38.0,16.0,3.0,10.0,6.0,,55.0,,39.0,2.0,,245.0,,1.0,14.0,10.0,1.0,0.0,2.0,2.0,4.0,3.0,9.0,4.0,,,3.0,3.0,21.0,,1.0,,2.0,2.0,,1.0,2.0,2.0,0.0,,,,2.0,,,,,,,,,,,,,5.0,1.0,3.0,,1.0,,,,,,,,,,2.0,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,45v94x6b8g7n4xa3lsfdp6pzo,D. Vazquez,Forward,11,3.0,51.0,,49.0,1.0,5.0,,,56.0,1.0,10.0,2.0,16.0,12.0,92.0,4.0,7.0,4.0,20.0,5.0,31.0,1.0,24.0,5.0,22.0,29.0,3.0,41.0,112.0,69.0,7.0,84.0,22.0,34.0,1.0,2.0,4.0,223.0,80.0,28.0,5.0,35.0,2.0,,111.0,,83.0,23.0,5.0,353.0,4.0,1.0,21.0,28.0,3.0,0.0,6.0,12.0,7.0,3.0,7.0,3.0,,,3.0,13.0,12.0,4.0,1.0,,6.0,,,,3.0,,,,4.0,3.0,17.0,,,,,,,,,,,,,8.0,4.0,1.0,,4.0,,,,1.0,,,,,,,,1.0,,,2.0,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,United States Under 17,United_States_Under_17,3etb72wtwcrim97dyp9g2px5g,O. Verhoeven,Defender,2,45.0,30.0,5.0,57.0,,7.0,,,37.0,1.0,10.0,15.0,9.0,6.0,100.0,3.0,5.0,5.0,10.0,2.0,52.0,10.0,40.0,52.0,18.0,17.0,3.0,60.0,300.0,131.0,5.0,239.0,13.0,19.0,3.0,1.0,26.0,428.0,213.0,61.0,2.0,136.0,3.0,2.0,294.0,8.0,233.0,11.0,2.0,412.0,21.0,3.0,112.0,40.0,2.0,0.0,4.0,7.0,2.0,,6.0,2.0,,,2.0,10.0,4.0,5.0,2.0,,4.0,,,,,,,,,,11.0,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
